customer_id,pays,ville,segment_client,date_inscription
CUS00956,Nigeria,Kano,Nouveau,2022-08-21
CUS00957,Nigeria,Kano,Premium,2021-12-03
CUS00958,Belgique,Bruxelles,Occasionnel,2023-04-19
CUS00959,Senegal,Thies,Occasionnel,2022-01-20
CUS00960,Senegal,Thies,Standard,2022-01-26
CUS00961,Nigeria,Lagos,Occasionnel,2021-04-06
CUS00962,Senegal,Thies,Standard,2024-04-21
CUS00963,France,Bordeaux,Premium,2021-04-10
CUS00964,Ghana,Kumasi,Nouveau,2021-12-29
CUS00965,France,Lyon,Premium,2024-05-14
CUS00966,Nigeria,Kano,Nouveau,2023-05-08
CUS00967,Cameroun,Yaounde,Standard,2022-12-04
CUS00968,Maroc,Rabat,Occasionnel,2021-10-10
CUS00969,Ghana,Kumasi,Occasionnel,2024-01-27
CUS00970,Nigeria,Kano,Occasionnel,2024-02-08
CUS00971,Cameroun,Douala,Standard,2022-08-19
CUS00972,Nigeria,Kano,Premium,2021-12-31
CUS00973,Nigeria,Kano,Premium,2022-12-23
CUS00974,Belgique,Liege,Occasionnel,2023-12-30
CUS00975,Maroc,Rabat,Occasionnel,2023-12-07
CUS00976,Senegal,Dakar,Standard,2021-04-19
CUS00977,Cote d'Ivoire,Bouake,Standard,2021-11-26
CUS00978,Maroc,Marrakech,Standard,2021-05-08
CUS00979,Maroc,Casablanca,Occasionnel,2021-03-08
CUS00980,Nigeria,Abuja,Premium,2024-02-25
CUS00981,Cameroun,Yaounde,Standard,2022-08-13
CUS00982,Cote d'Ivoire,Daloa,Standard,2022-10-03
CUS00983,Cote d'Ivoire,Abidjan,Occasionnel,2022-02-20
CUS00984,Belgique,Bruxelles,Nouveau,2023-01-24
CUS00985,Cameroun,Douala,Standard,2021-12-30
CUS00986,Senegal,Dakar,Nouveau,2023-11-19
CUS00987,Senegal,Thies,Premium,2022-07-26
CUS00988,Maroc,Casablanca,Standard,2022-06-07
CUS00989,Cote d'Ivoire,Yamoussoukro,Standard,2021-11-14
CUS00990,Cote d'Ivoire,Bouake,Nouveau,2024-05-07
CUS00991,Cote d'Ivoire,Yamoussoukro,Standard,2024-03-18
CUS00992,Nigeria,Lagos,Occasionnel,2022-10-13
CUS00993,Cameroun,Douala,Occasionnel,2023-11-01
CUS00994,France,Bordeaux,Occasionnel,2023-04-07
CUS00995,Senegal,Thies,Standard,2022-03-13
CUS00996,Nigeria,Abuja,Standard,2022-03-24
CUS00997,Belgique,Bruxelles,Premium,2022-12-10
CUS00998,Belgique,Bruxelles,Nouveau,2024-06-10
CUS00999,Cameroun,Douala,Occasionnel,2022-10-20
CUS01000,Ghana,Accra,Standard,2024-01-12
CUS01001,Maroc,Casablanca,Nouveau,2023-02-07
CUS01002,Belgique,Liege,Premium,2022-01-30
CUS01003,Nigeria,Kano,Premium,2021-07-16
CUS01004,France,Paris,Occasionnel,2022-03-08
CUS01005,Cameroun,Yaounde,Occasionnel,2022-02-26
CUS01006,Ghana,Accra,Occasionnel,2021-11-11
CUS01007,Cote d'Ivoire,Daloa,Occasionnel,2021-03-19
CUS01008,Senegal,Dakar,Premium,2022-05-31
CUS01009,Senegal,Saint-Louis,Occasionnel,2022-06-14
CUS01010,Ghana,Kumasi,Standard,2023-04-09
CUS01011,Ghana,Kumasi,Premium,2021-08-31
CUS01012,Cote d'Ivoire,Abidjan,Occasionnel,2024-04-14
CUS01013,Cote d'Ivoire,Abidjan,Standard,2023-10-27
CUS01014,Senegal,Thies,Occasionnel,2022-09-10
CUS01015,Senegal,Thies,Occasionnel,2023-06-16
CUS01016,Ghana,Kumasi,Occasionnel,2021-03-05
CUS01017,Belgique,Bruxelles,Occasionnel,2021-10-07
CUS01018,Ghana,Kumasi,Nouveau,2021-10-23
CUS01019,Maroc,Marrakech,Nouveau,2023-02-04
CUS01020,Cote d'Ivoire,Bouake,Premium,2021-01-11
CUS01021,Ghana,Accra,Standard,2022-12-06
CUS01022,Cameroun,Yaounde,Nouveau,2023-11-16
CUS01023,France,Lyon,Standard,2024-06-17
CUS01024,Maroc,Casablanca,Premium,2024-03-07
CUS01025,Cote d'Ivoire,Daloa,Occasionnel,2021-05-30
CUS01026,Maroc,Marrakech,Premium,2021-07-21
CUS01027,Cameroun,Yaounde,Nouveau,2023-01-02
CUS01028,France,Lyon,Premium,2024-06-22
CUS01029,Senegal,Dakar,Standard,2023-07-12
CUS01030,Nigeria,Kano,Occasionnel,2024-04-11
CUS01031,France,Marseille,Occasionnel,2023-05-28
CUS01032,France,Paris,Standard,2022-03-30
CUS01033,Ghana,Kumasi,Occasionnel,2021-10-03
CUS01034,Nigeria,Abuja,Standard,2023-01-05
CUS01035,Maroc,Rabat,Occasionnel,2021-12-26
CUS01036,Senegal,Thies,Nouveau,2021-10-14
CUS01037,Cameroun,Yaounde,Occasionnel,2021-06-06
CUS01038,Senegal,Dakar,Occasionnel,2021-03-05
CUS01039,Ghana,Accra,Nouveau,2024-02-04
CUS01040,Maroc,Marrakech,Nouveau,2024-01-11
CUS01041,Belgique,Bruxelles,Standard,2022-04-03
CUS01042,Maroc,Casablanca,Standard,2023-11-12
CUS01043,Senegal,Thies,Standard,2021-01-22
CUS01044,Cameroun,Douala,Occasionnel,2021-10-15
CUS01045,Belgique,Bruxelles,Standard,2024-03-04
CUS01046,France,Bordeaux,Nouveau,2021-03-24
CUS01047,Cameroun,Yaounde,Standard,2022-06-26
CUS01048,Nigeria,Lagos,Premium,2022-02-28
CUS01049,Nigeria,Abuja,Standard,2023-07-21
CUS01050,Cote d'Ivoire,Abidjan,Nouveau,2022-10-26
CUS01051,Senegal,Saint-Louis,Nouveau,2022-07-15
CUS01052,Maroc,Marrakech,Occasionnel,2021-12-23
CUS01053,Ghana,Kumasi,Standard,2021-06-09
CUS01054,Maroc,Rabat,Nouveau,2022-04-02
CUS01055,Ghana,Kumasi,Occasionnel,2022-12-08
CUS01056,Belgique,Liege,Nouveau,2021-01-14
CUS01057,France,Bordeaux,Standard,2021-06-07
CUS01058,Maroc,Casablanca,Standard,2021-11-19
CUS01059,Nigeria,Kano,Occasionnel,2021-08-31
CUS01060,Cameroun,Yaounde,Occasionnel,2021-08-21
CUS01061,Belgique,Liege,Standard,2024-04-24
CUS01062,France,Bordeaux,Premium,2021-03-30
CUS01063,France,Lyon,Premium,2023-11-16
CUS01064,Cote d'Ivoire,Bouake,Premium,2022-06-13
CUS01065,France,Bordeaux,Occasionnel,2024-02-29
CUS01066,Cote d'Ivoire,Yamoussoukro,Nouveau,2022-03-20
CUS01067,Belgique,Liege,Nouveau,2021-12-16
CUS01068,Cameroun,Yaounde,Occasionnel,2024-04-08
CUS01069,France,Marseille,Standard,2022-12-03
CUS01070,Belgique,Bruxelles,Standard,2023-03-01
CUS01071,France,Paris,Premium,2023-12-07
CUS01072,Ghana,Accra,Occasionnel,2021-12-30
CUS01073,Belgique,Bruxelles,Nouveau,2023-12-25
CUS01074,Senegal,Dakar,Standard,2021-09-24
CUS01075,Cote d'Ivoire,Daloa,Occasionnel,2023-01-29
CUS01076,Cote d'Ivoire,Daloa,Standard,2023-09-15
CUS01077,Ghana,Kumasi,Occasionnel,2024-03-25
CUS01078,Senegal,Thies,Premium,2023-09-05
CUS01079,Cameroun,Douala,Standard,2024-01-19
CUS01080,Ghana,Kumasi,Standard,2021-01-15
CUS01081,Senegal,Saint-Louis,Premium,2022-02-25
CUS01082,Nigeria,Abuja,Standard,2021-11-13
CUS01083,Ghana,Kumasi,Standard,2024-01-03
CUS01084,Ghana,Kumasi,Occasionnel,2023-03-25
CUS01085,Cameroun,Yaounde,Occasionnel,2024-02-16
CUS01086,Belgique,Bruxelles,Standard,2024-02-11
CUS01087,Belgique,Liege,Nouveau,2024-03-29
CUS01088,Nigeria,Kano,Standard,2021-10-10
CUS01089,Senegal,Saint-Louis,Standard,2021-11-28
CUS01090,Senegal,Dakar,Occasionnel,2022-11-25
CUS01091,Cote d'Ivoire,Bouake,Standard,2021-01-11
CUS01092,Senegal,Dakar,Standard,2024-05-14
CUS01093,Ghana,Accra,Premium,2022-03-31
CUS01094,Nigeria,Lagos,Occasionnel,2023-02-27
CUS01095,Ghana,Kumasi,Occasionnel,2024-05-08
CUS01096,Cote d'Ivoire,Bouake,Occasionnel,2023-06-19
CUS01097,Cote d'Ivoire,Bouake,Nouveau,2023-11-28
CUS01098,Maroc,Casablanca,Premium,2024-05-12
CUS01099,Cameroun,Douala,Occasionnel,2023-01-07
CUS01100,Cameroun,Douala,Nouveau,2021-06-27
CUS01101,Maroc,Rabat,Standard,2023-03-21
CUS01102,Ghana,Accra,Occasionnel,2021-05-21
CUS01103,Senegal,Saint-Louis,Standard,2024-02-20
CUS01104,Nigeria,Abuja,Nouveau,2022-07-21
CUS01105,Cameroun,Douala,Standard,2023-04-08
CUS01106,Cote d'Ivoire,Yamoussoukro,Standard,2023-11-03
CUS01107,Senegal,Saint-Louis,Premium,2022-08-26
CUS01108,Nigeria,Lagos,Occasionnel,2022-06-12
CUS01109,Maroc,Marrakech,Standard,2023-02-12
CUS01110,Belgique,Bruxelles,Occasionnel,2023-07-29
CUS01111,Belgique,Bruxelles,Standard,2022-06-13
CUS01112,Senegal,Thies,Occasionnel,2022-03-28
CUS01113,Cameroun,Yaounde,Standard,2022-12-25
CUS01114,Cote d'Ivoire,Yamoussoukro,Standard,2021-07-10
CUS01115,Ghana,Kumasi,Premium,2022-01-01
CUS01116,Belgique,Liege,Standard,2024-03-20
CUS01117,Maroc,Casablanca,Nouveau,2022-01-25
CUS01118,Belgique,Bruxelles,Standard,2022-05-11
CUS01119,Maroc,Casablanca,Standard,2022-05-27
CUS01120,Nigeria,Lagos,Occasionnel,2021-09-03
CUS01121,Senegal,Saint-Louis,Nouveau,2023-10-06
CUS01122,Cote d'Ivoire,Abidjan,Occasionnel,2023-01-31
CUS01123,Nigeria,Abuja,Nouveau,2024-03-22
CUS01124,Maroc,Rabat,Standard,2023-11-13
CUS01125,Maroc,Rabat,Standard,2024-03-27
CUS01126,France,Paris,Occasionnel,2023-05-17
CUS01127,Belgique,Bruxelles,Occasionnel,2023-03-18
CUS01128,France,Bordeaux,Nouveau,2023-11-28
CUS01129,Belgique,Liege,Occasionnel,2021-01-25
CUS01130,Cameroun,Yaounde,Occasionnel,2022-10-29
CUS01131,Nigeria,Kano,Nouveau,2022-01-19
CUS01132,Maroc,Casablanca,Standard,2024-06-09
CUS01133,Nigeria,Abuja,Standard,2023-05-19
CUS01134,Cameroun,Yaounde,Occasionnel,2023-02-02
CUS01135,Nigeria,Abuja,Standard,2022-01-04
CUS01136,France,Lyon,Occasionnel,2022-07-07
CUS01137,Cameroun,Yaounde,Nouveau,2022-02-06
CUS01138,France,Lyon,Standard,2021-01-20
CUS01139,France,Bordeaux,Standard,2023-11-25
CUS01140,Nigeria,Abuja,Standard,2024-02-26
CUS01141,Cote d'Ivoire,Daloa,Premium,2021-12-01
CUS01142,Cote d'Ivoire,Bouake,Occasionnel,2023-09-03
CUS01143,Senegal,Thies,Occasionnel,2022-06-17
CUS01144,Nigeria,Abuja,Occasionnel,2022-06-12
CUS01145,Nigeria,Lagos,Standard,2022-12-21
CUS01146,Cameroun,Douala,Nouveau,2022-08-06
CUS01147,Nigeria,Abuja,Occasionnel,2023-09-26
CUS01148,Belgique,Bruxelles,Standard,2022-08-10
CUS01149,Belgique,Bruxelles,Nouveau,2022-11-22
CUS01150,Ghana,Kumasi,Occasionnel,2021-05-27
CUS01151,Senegal,Dakar,Standard,2022-10-05
CUS01152,Nigeria,Kano,Standard,2022-07-02
CUS01153,Ghana,Kumasi,Nouveau,2023-01-14
CUS01154,Belgique,Liege,Standard,2021-02-17
CUS01155,France,Lyon,Occasionnel,2021-06-13
CUS01156,Cameroun,Douala,Standard,2021-07-15
CUS01157,Senegal,Thies,Occasionnel,2021-02-23
CUS01158,Ghana,Accra,Premium,2024-06-19
CUS01159,France,Paris,Occasionnel,2023-03-10
CUS01160,Maroc,Casablanca,Standard,2022-08-05
CUS01161,Belgique,Bruxelles,Premium,2021-12-16
CUS01162,Cote d'Ivoire,Abidjan,Occasionnel,2022-10-29
CUS01163,Belgique,Liege,Nouveau,2024-01-13
CUS01164,Maroc,Marrakech,Standard,2024-01-10
CUS01165,France,Bordeaux,Occasionnel,2024-03-01
CUS01166,Ghana,Kumasi,Nouveau,2023-09-14
CUS01167,Cameroun,Douala,Standard,2023-01-20
CUS01168,Ghana,Kumasi,Standard,2021-01-22
CUS01169,Cote d'Ivoire,Bouake,Standard,2023-08-19
CUS01170,Cote d'Ivoire,Daloa,Nouveau,2023-09-05
CUS01171,Maroc,Casablanca,Occasionnel,2022-08-23
CUS01172,Cameroun,Douala,Occasionnel,2022-01-22
CUS01173,Ghana,Kumasi,Standard,2021-12-01
CUS01174,Ghana,Kumasi,Standard,2021-06-12
CUS01175,Ghana,Accra,Occasionnel,2024-06-09
CUS01176,Maroc,Rabat,Occasionnel,2023-12-26
CUS01177,Maroc,Rabat,Standard,2021-05-21
CUS01178,France,Lyon,Standard,2023-07-22
CUS01179,Belgique,Liege,Occasionnel,2023-10-05
CUS01180,Cameroun,Yaounde,Premium,2021-04-12
CUS01181,Cote d'Ivoire,Bouake,Nouveau,2022-08-01
CUS01182,Maroc,Casablanca,Occasionnel,2021-01-17
CUS01183,Cameroun,Douala,Standard,2023-10-08
CUS01184,Cameroun,Yaounde,Standard,2023-10-18
CUS01185,Nigeria,Abuja,Occasionnel,2021-03-06
CUS01186,Nigeria,Lagos,Occasionnel,2021-10-27
CUS01187,Cote d'Ivoire,Yamoussoukro,Occasionnel,2021-05-27
CUS01188,Belgique,Bruxelles,Standard,2022-05-28
CUS01189,Ghana,Accra,Premium,2022-05-25
CUS01190,Ghana,Kumasi,Standard,2021-03-10
CUS01191,Cameroun,Yaounde,Occasionnel,2021-07-12
CUS01192,Cameroun,Yaounde,Standard,2022-10-02
CUS01193,Nigeria,Lagos,Occasionnel,2021-03-28
CUS01194,Senegal,Thies,Standard,2022-09-04
CUS01195,Cameroun,Yaounde,Nouveau,2022-03-23
CUS01196,Senegal,Dakar,Occasionnel,2022-10-27
CUS01197,Cote d'Ivoire,Bouake,Occasionnel,2024-04-12
CUS01198,Senegal,Thies,Occasionnel,2021-01-19
CUS01199,Cote d'Ivoire,Daloa,Occasionnel,2021-11-14
CUS01200,Nigeria,Lagos,Standard,2023-10-21
CUS01201,Senegal,Saint-Louis,Occasionnel,2021-05-03
CUS01202,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-01-04
CUS01203,Senegal,Dakar,Standard,2022-10-11
CUS01204,Nigeria,Abuja,Occasionnel,2021-02-13
CUS01205,Ghana,Kumasi,Occasionnel,2022-05-29
CUS01206,Cote d'Ivoire,Daloa,Occasionnel,2024-02-19
CUS01207,Maroc,Marrakech,Occasionnel,2022-01-24
CUS01208,France,Marseille,Standard,2023-08-18
CUS01209,Maroc,Marrakech,Nouveau,2024-02-10
CUS01210,France,Paris,Occasionnel,2023-07-10
CUS01211,Maroc,Rabat,Occasionnel,2023-07-19
CUS01212,Cote d'Ivoire,Daloa,Occasionnel,2021-02-08
CUS01213,Nigeria,Kano,Standard,2021-05-10
CUS01214,Ghana,Accra,Occasionnel,2023-10-16
CUS01215,France,Marseille,Standard,2022-10-22
CUS01216,Senegal,Dakar,Occasionnel,2021-05-17
CUS01217,Cote d'Ivoire,Bouake,Standard,2021-03-06
CUS01218,Cameroun,Douala,Standard,2021-07-22
CUS01219,Cote d'Ivoire,Daloa,Occasionnel,2023-12-13
CUS01220,Maroc,Casablanca,Standard,2024-05-25
CUS01221,Senegal,Dakar,Nouveau,2022-03-04
CUS01222,Belgique,Bruxelles,Standard,2021-05-05
CUS01223,Nigeria,Kano,Occasionnel,2023-05-02
CUS01224,Nigeria,Kano,Premium,2024-06-17
CUS01225,Maroc,Marrakech,Premium,2021-05-25
CUS01226,Maroc,Casablanca,Nouveau,2023-11-30
CUS01227,Senegal,Dakar,Occasionnel,2023-12-25
CUS01228,Ghana,Accra,Standard,2022-05-25
CUS01229,France,Bordeaux,Occasionnel,2024-03-26
CUS01230,Nigeria,Kano,Standard,2023-05-25
CUS01231,Senegal,Dakar,Occasionnel,2024-02-01
CUS01232,Ghana,Kumasi,Occasionnel,2023-12-30
CUS01233,Belgique,Liege,Nouveau,2024-02-01
CUS01234,Nigeria,Abuja,Standard,2023-06-01
CUS01235,Nigeria,Kano,Standard,2024-01-23
CUS01236,Cameroun,Yaounde,Occasionnel,2022-06-05
CUS01237,Nigeria,Abuja,Standard,2023-03-25
CUS01238,Cote d'Ivoire,Abidjan,Nouveau,2024-05-05
CUS01239,Cote d'Ivoire,Bouake,Nouveau,2022-09-11
CUS01240,Cote d'Ivoire,Yamoussoukro,Nouveau,2022-03-16
CUS01241,Nigeria,Lagos,Occasionnel,2022-07-20
CUS01242,France,Paris,Premium,2022-12-30
CUS01243,France,Lyon,Standard,2024-04-07
CUS01244,Cameroun,Douala,Standard,2022-09-08
CUS01245,Senegal,Saint-Louis,Standard,2022-03-22
CUS01246,Senegal,Saint-Louis,Standard,2023-09-16
CUS01247,France,Bordeaux,Occasionnel,2024-03-26
CUS01248,Senegal,Saint-Louis,Occasionnel,2021-03-18
CUS01249,Ghana,Accra,Occasionnel,2022-11-16
CUS01250,Nigeria,Abuja,Standard,2021-09-04
CUS01251,Cameroun,Douala,Occasionnel,2023-02-23
CUS01252,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-10-16
CUS01253,France,Marseille,Occasionnel,2022-03-29
CUS01254,France,Paris,Occasionnel,2023-03-16
CUS01255,Belgique,Bruxelles,Standard,2022-08-17
CUS01256,Ghana,Accra,Premium,2021-06-19
CUS01257,Belgique,Bruxelles,Occasionnel,2022-06-22
CUS01258,Senegal,Thies,Occasionnel,2021-09-25
CUS01259,France,Bordeaux,Occasionnel,2023-09-27
CUS01260,Ghana,Accra,Occasionnel,2023-12-10
CUS01261,Cameroun,Douala,Premium,2023-05-31
CUS01262,Nigeria,Kano,Nouveau,2021-07-03
CUS01263,Senegal,Saint-Louis,Standard,2023-01-19
CUS01264,Nigeria,Lagos,Standard,2024-05-01
CUS01265,Cote d'Ivoire,Yamoussoukro,Standard,2022-12-18
CUS01266,Belgique,Bruxelles,Standard,2022-04-24
CUS01267,Cameroun,Yaounde,Standard,2021-06-25
CUS01268,Senegal,Saint-Louis,Premium,2024-06-25
CUS01269,France,Marseille,Premium,2021-08-16
CUS01270,Maroc,Rabat,Standard,2022-11-11
CUS01271,Cameroun,Douala,Standard,2023-12-08
CUS01272,Maroc,Marrakech,Standard,2021-10-17
CUS01273,Cote d'Ivoire,Daloa,Occasionnel,2023-12-15
CUS01274,Cote d'Ivoire,Yamoussoukro,Standard,2022-08-05
CUS01275,Cameroun,Yaounde,Premium,2021-01-18
CUS01276,Senegal,Thies,Occasionnel,2023-01-08
CUS01277,Senegal,Dakar,Standard,2023-03-03
CUS01278,Cameroun,Yaounde,Occasionnel,2021-07-23
CUS01279,Nigeria,Abuja,Nouveau,2023-12-25
CUS01280,Senegal,Dakar,Standard,2023-07-27
CUS01281,Cote d'Ivoire,Abidjan,Standard,2023-12-21
CUS01282,Maroc,Rabat,Standard,2021-11-18
CUS01283,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-12-29
CUS01284,Maroc,Casablanca,Nouveau,2023-10-24
CUS01285,Maroc,Casablanca,Occasionnel,2023-03-04
CUS01286,Cote d'Ivoire,Yamoussoukro,Standard,2022-12-01
CUS01287,Ghana,Accra,Premium,2023-02-22
CUS01288,Cameroun,Yaounde,Standard,2021-11-09
CUS01289,Ghana,Kumasi,Nouveau,2022-11-06
CUS01290,Belgique,Bruxelles,Standard,2021-10-11
CUS01291,Cameroun,Douala,Standard,2023-12-09
CUS01292,France,Bordeaux,Nouveau,2021-10-25
CUS01293,France,Marseille,Premium,2023-12-28
CUS01294,Senegal,Dakar,Standard,2021-10-26
CUS01295,Cote d'Ivoire,Yamoussoukro,Nouveau,2023-04-28
CUS01296,Ghana,Kumasi,Standard,2022-07-15
CUS01297,France,Lyon,Premium,2022-01-14
CUS01298,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-06-08
CUS01299,Cameroun,Douala,Standard,2021-02-23
CUS01300,Nigeria,Lagos,Occasionnel,2023-09-04
CUS01301,France,Bordeaux,Occasionnel,2023-02-05
CUS01302,France,Bordeaux,Standard,2021-10-09
CUS01303,France,Lyon,Standard,2023-04-17
CUS01304,Cote d'Ivoire,Yamoussoukro,Nouveau,2022-04-01
CUS01305,Cameroun,Douala,Premium,2023-06-19
CUS01306,Belgique,Liege,Nouveau,2022-05-21
CUS01307,Ghana,Kumasi,Occasionnel,2024-05-30
CUS01308,Ghana,Kumasi,Standard,2024-03-17
CUS01309,Cote d'Ivoire,Abidjan,Standard,2021-03-28
CUS01310,Cameroun,Yaounde,Nouveau,2021-03-22
CUS01311,Ghana,Accra,Standard,2023-06-20
CUS01312,Ghana,Kumasi,Occasionnel,2022-08-09
CUS01313,Belgique,Bruxelles,Standard,2024-06-09
CUS01314,Cote d'Ivoire,Bouake,Standard,2023-07-15
CUS01315,Senegal,Saint-Louis,Occasionnel,2022-01-04
CUS01316,France,Bordeaux,Standard,2023-07-13
CUS01317,Cote d'Ivoire,Bouake,Standard,2022-02-18
CUS01318,Belgique,Bruxelles,Standard,2021-12-02
CUS01319,Senegal,Dakar,Premium,2023-07-10
CUS01320,Nigeria,Lagos,Occasionnel,2023-02-26
CUS01321,France,Bordeaux,Occasionnel,2021-03-31
CUS01322,France,Marseille,Occasionnel,2021-11-04
CUS01323,France,Lyon,Standard,2021-04-16
CUS01324,Ghana,Kumasi,Standard,2023-07-03
CUS01325,Maroc,Marrakech,Standard,2021-09-27
CUS01326,Cameroun,Douala,Occasionnel,2022-06-03
CUS01327,Cote d'Ivoire,Daloa,Standard,2023-10-19
CUS01328,Cote d'Ivoire,Daloa,Standard,2024-04-20
CUS01329,Belgique,Liege,Standard,2021-06-12
CUS01330,Cote d'Ivoire,Bouake,Nouveau,2022-07-24
CUS01331,Cameroun,Douala,Standard,2021-04-23
CUS01332,Nigeria,Lagos,Premium,2021-03-08
CUS01333,Maroc,Rabat,Nouveau,2021-04-11
CUS01334,Senegal,Thies,Nouveau,2021-11-27
CUS01335,Maroc,Marrakech,Occasionnel,2024-05-03
CUS01336,France,Bordeaux,Occasionnel,2023-01-08
CUS01337,Cote d'Ivoire,Abidjan,Occasionnel,2022-10-24
CUS01338,Nigeria,Abuja,Occasionnel,2023-05-26
CUS01339,Senegal,Thies,Standard,2021-09-07
CUS01340,Maroc,Rabat,Occasionnel,2023-12-11
CUS01341,Cameroun,Douala,Occasionnel,2021-08-12
CUS01342,Senegal,Thies,Occasionnel,2024-05-23
CUS01343,Maroc,Rabat,Occasionnel,2022-10-11
CUS01344,Maroc,Marrakech,Occasionnel,2024-06-30
CUS01345,Nigeria,Lagos,Occasionnel,2023-10-14
CUS01346,Belgique,Liege,Occasionnel,2024-06-02
CUS01347,Cameroun,Yaounde,Nouveau,2021-01-04
CUS01348,Senegal,Dakar,Standard,2021-08-30
CUS01349,Cameroun,Yaounde,Standard,2022-11-15
CUS01350,Nigeria,Kano,Occasionnel,2022-03-11
CUS01351,Cote d'Ivoire,Bouake,Occasionnel,2022-06-06
CUS01352,Senegal,Thies,Standard,2024-02-01
CUS01353,Nigeria,Lagos,Premium,2022-11-14
CUS01354,Nigeria,Abuja,Occasionnel,2024-06-15
CUS01355,Cote d'Ivoire,Bouake,Standard,2022-11-24
CUS01356,Belgique,Liege,Occasionnel,2021-10-06
CUS01357,Belgique,Bruxelles,Occasionnel,2024-01-05
CUS01358,Nigeria,Abuja,Occasionnel,2023-04-28
CUS01359,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-10-09
CUS01360,Cote d'Ivoire,Bouake,Occasionnel,2022-11-11
CUS01361,Nigeria,Lagos,Nouveau,2022-07-29
CUS01362,Cote d'Ivoire,Yamoussoukro,Nouveau,2023-12-31
CUS01363,France,Bordeaux,Standard,2021-08-28
CUS01364,Maroc,Marrakech,Nouveau,2021-03-06
CUS01365,Maroc,Rabat,Premium,2022-05-02
CUS01366,Nigeria,Abuja,Occasionnel,2022-09-12
CUS01367,Cameroun,Yaounde,Standard,2023-02-06
CUS01368,Cote d'Ivoire,Bouake,Nouveau,2023-06-28
CUS01369,Cote d'Ivoire,Daloa,Nouveau,2021-11-12
CUS01370,Cameroun,Yaounde,Nouveau,2023-12-09
CUS01371,Maroc,Rabat,Premium,2021-07-21
CUS01372,France,Lyon,Occasionnel,2023-07-30
CUS01373,Ghana,Accra,Premium,2021-04-01
CUS01374,Senegal,Thies,Standard,2021-04-05
CUS01375,Senegal,Saint-Louis,Occasionnel,2022-10-02
CUS01376,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-03-06
CUS01377,Nigeria,Lagos,Standard,2022-07-21
CUS01378,Nigeria,Abuja,Occasionnel,2022-07-13
CUS01379,France,Lyon,Standard,2021-02-01
CUS01380,Senegal,Dakar,Occasionnel,2024-01-31
CUS01381,Nigeria,Abuja,Premium,2022-08-04
CUS01382,Cameroun,Douala,Premium,2024-06-09
CUS01383,Nigeria,Kano,Standard,2021-09-24
CUS01384,Cote d'Ivoire,Daloa,Nouveau,2021-04-14
CUS01385,Senegal,Thies,Premium,2023-05-24
CUS01386,Ghana,Accra,Occasionnel,2024-04-28
CUS01387,Belgique,Liege,Standard,2022-02-10
CUS01388,Senegal,Thies,Occasionnel,2021-07-10
CUS01389,Belgique,Bruxelles,Standard,2023-08-12
CUS01390,Belgique,Bruxelles,Nouveau,2021-10-22
CUS01391,Maroc,Rabat,Standard,2022-11-08
CUS01392,Nigeria,Abuja,Standard,2021-05-14
CUS01393,Belgique,Bruxelles,Standard,2023-08-03
CUS01394,France,Marseille,Occasionnel,2024-05-22
CUS01395,France,Paris,Standard,2021-08-08
CUS01396,Nigeria,Kano,Occasionnel,2022-09-11
CUS01397,Belgique,Liege,Occasionnel,2022-05-04
CUS01398,Cameroun,Douala,Nouveau,2023-02-26
CUS01399,Senegal,Thies,Standard,2024-04-25
CUS01400,Ghana,Kumasi,Occasionnel,2022-12-02
CUS01401,Cameroun,Douala,Occasionnel,2021-06-09
CUS01402,Belgique,Bruxelles,Occasionnel,2023-08-07
CUS01403,Nigeria,Kano,Premium,2023-07-01
CUS01404,France,Marseille,Nouveau,2021-05-23
CUS01405,Senegal,Saint-Louis,Occasionnel,2023-02-16
CUS01406,Nigeria,Abuja,Occasionnel,2021-05-06
CUS01407,Senegal,Dakar,Occasionnel,2024-04-04
CUS01408,Cote d'Ivoire,Bouake,Occasionnel,2023-07-17
CUS01409,Maroc,Rabat,Occasionnel,2023-07-05
CUS01410,Cameroun,Douala,Occasionnel,2022-10-11
CUS01411,Maroc,Marrakech,Occasionnel,2022-09-16
CUS01412,Ghana,Kumasi,Nouveau,2024-04-08
CUS01413,Cote d'Ivoire,Daloa,Occasionnel,2022-08-26
CUS01414,Cote d'Ivoire,Yamoussoukro,Nouveau,2021-04-19
CUS01415,Cote d'Ivoire,Yamoussoukro,Premium,2022-08-01
CUS01416,Cote d'Ivoire,Bouake,Standard,2024-04-23
CUS01417,Ghana,Kumasi,Occasionnel,2023-04-12
CUS01418,Ghana,Kumasi,Occasionnel,2021-12-22
CUS01419,Belgique,Bruxelles,Standard,2023-02-27
CUS01420,Nigeria,Abuja,Standard,2021-09-15
CUS01421,France,Paris,Premium,2021-02-02
CUS01422,France,Bordeaux,Occasionnel,2021-10-06
CUS01423,Senegal,Dakar,Occasionnel,2023-05-02
CUS01424,Belgique,Liege,Occasionnel,2023-07-20
CUS01425,Ghana,Kumasi,Standard,2022-04-08
