inscription_id,apprenant_id,parcours_id,date_inscription,statut,progression_pct,csat,jours_depuis_inscription,mois_inscription,est_inscription_weekend,nb_sessions,duree_totale_min,nb_semaines_actives,engagement_score,nb_jours_inactif,at_risk_dropout
INS02755,APP1953,PAR009,2023-02-07,En cours,11.0,,509,2,0,2.0,43.0,2.0,1.780494361721035,101.0,1
INS02756,APP1954,PAR003,2024-06-30,En cours,7.0,,0,6,1,2.0,4.0,1.0,1.114506934306406,0.0,0
INS02757,APP1955,PAR009,2024-05-04,Abandonne,10.0,,57,5,1,0.0,0.0,0.0,0.0,57.0,1
INS02758,APP1956,PAR012,2022-01-31,En cours,50.0,,881,1,0,0.0,0.0,0.0,0.0,881.0,1
INS02759,APP1956,PAR003,2022-01-31,En cours,27.0,,881,1,0,11.0,675.0,11.0,12.595979337875473,56.0,1
INS02760,APP1957,PAR005,2022-06-28,Termine,100.0,4.0,733,6,0,29.0,1177.0,24.0,27.272271862236984,12.0,0
INS02761,APP1958,PAR007,2023-06-26,Abandonne,35.0,,370,6,0,0.0,0.0,0.0,0.0,370.0,1
INS02762,APP1959,PAR008,2024-01-01,En cours,16.0,,181,1,0,0.0,0.0,0.0,0.0,181.0,1
INS02763,APP1960,PAR005,2022-05-01,Termine,100.0,4.0,791,5,1,0.0,0.0,0.0,0.0,791.0,0
INS02764,APP1961,PAR008,2023-11-30,Termine,100.0,4.0,213,11,0,21.0,849.0,16.0,19.153011372360996,4.0,0
INS02765,APP1962,PAR005,2022-11-24,En cours,75.0,,584,11,0,22.0,855.0,18.0,20.360836199590914,27.0,1
INS02766,APP1963,PAR007,2024-05-16,Termine,100.0,5.0,45,5,0,0.0,0.0,0.0,0.0,45.0,0
INS02767,APP1963,PAR009,2024-05-16,Termine,100.0,5.0,45,5,0,0.0,0.0,0.0,0.0,45.0,0
INS02768,APP1964,PAR010,2022-11-30,Termine,100.0,5.0,578,11,0,0.0,0.0,0.0,0.0,578.0,0
INS02769,APP1965,PAR008,2024-05-31,Abandonne,34.0,,30,5,0,0.0,0.0,0.0,0.0,30.0,1
INS02770,APP1966,PAR002,2022-03-07,Suspendu,12.0,,846,3,0,0.0,0.0,0.0,0.0,846.0,1
INS02771,APP1967,PAR006,2024-06-30,En cours,11.0,,0,6,1,7.0,366.0,1.0,5.109387290156593,0.0,0
INS02772,APP1968,PAR003,2022-01-26,Termine,100.0,4.0,886,1,0,44.0,1724.0,30.0,38.31117215945032,27.0,0
INS02773,APP1969,PAR012,2023-09-23,En cours,45.0,,281,9,1,0.0,0.0,0.0,0.0,281.0,1
INS02774,APP1969,PAR008,2023-09-23,Suspendu,15.0,,281,9,1,0.0,0.0,0.0,0.0,281.0,1
INS02775,APP1969,PAR004,2023-09-23,En cours,53.0,,281,9,1,0.0,0.0,0.0,0.0,281.0,1
INS02776,APP1970,PAR003,2022-02-14,En cours,31.0,,867,2,0,9.0,483.0,9.0,9.86295181329684,15.0,0
INS02777,APP1971,PAR004,2024-06-30,En cours,4.0,,0,6,1,2.0,48.0,1.0,1.3957918951502608,0.0,0
INS02778,APP1972,PAR001,2022-02-14,Termine,100.0,5.0,867,2,0,0.0,0.0,0.0,0.0,867.0,0
INS02779,APP1973,PAR001,2023-01-17,En cours,63.0,,530,1,0,0.0,0.0,0.0,0.0,530.0,1
INS02780,APP1973,PAR009,2023-01-17,En cours,14.0,,530,1,0,0.0,0.0,0.0,0.0,530.0,1
INS02781,APP1973,PAR006,2023-01-17,Abandonne,5.0,,530,1,0,0.0,0.0,0.0,0.0,530.0,1
INS02782,APP1974,PAR008,2022-09-28,Termine,100.0,4.0,641,9,0,40.0,1716.0,26.0,35.24882495750418,16.0,0
INS02783,APP1974,PAR007,2022-09-28,Abandonne,22.0,,641,9,0,0.0,0.0,0.0,0.0,641.0,1
INS02784,APP1975,PAR007,2022-04-13,Abandonne,45.0,,809,4,0,0.0,0.0,0.0,0.0,809.0,1
INS02785,APP1976,PAR007,2024-04-13,Suspendu,3.0,,78,4,1,0.0,0.0,0.0,0.0,78.0,1
INS02786,APP1977,PAR012,2022-09-17,Termine,100.0,5.0,652,9,1,0.0,0.0,0.0,0.0,652.0,0
INS02787,APP1977,PAR006,2022-09-17,Suspendu,10.0,,652,9,1,0.0,0.0,0.0,0.0,652.0,1
INS02788,APP1978,PAR007,2023-01-12,En cours,32.0,,535,1,0,13.0,653.0,10.0,12.710939098349904,29.0,1
INS02789,APP1979,PAR008,2022-05-13,En cours,48.0,,779,5,0,0.0,0.0,0.0,0.0,779.0,1
INS02790,APP1980,PAR005,2024-06-30,En cours,14.0,,0,6,1,5.0,288.0,1.0,3.9384768610976435,0.0,0
INS02791,APP1981,PAR011,2023-02-22,En cours,73.0,,494,2,0,0.0,0.0,0.0,0.0,494.0,1
INS02792,APP1981,PAR010,2023-02-22,En cours,32.0,,494,2,0,0.0,0.0,0.0,0.0,494.0,1
INS02793,APP1982,PAR002,2022-08-11,Abandonne,37.0,,689,8,0,24.0,1106.0,21.0,23.887707951967744,2.0,1
INS02794,APP1983,PAR007,2023-02-23,Suspendu,16.0,,493,2,0,0.0,0.0,0.0,0.0,493.0,1
INS02795,APP1984,PAR001,2023-06-14,En cours,66.0,,382,6,0,0.0,0.0,0.0,0.0,382.0,1
INS02796,APP1985,PAR002,2022-04-05,En cours,16.0,,817,4,0,0.0,0.0,0.0,0.0,817.0,1
INS02797,APP1986,PAR007,2023-09-03,Abandonne,8.0,,301,9,1,0.0,0.0,0.0,0.0,301.0,1
INS02798,APP1986,PAR010,2023-09-03,En cours,14.0,,301,9,1,0.0,0.0,0.0,0.0,301.0,1
INS02799,APP1986,PAR003,2023-09-03,Suspendu,25.0,,301,9,1,9.0,599.0,9.0,10.604521255521549,25.0,1
INS02800,APP1987,PAR004,2022-04-03,Termine,100.0,5.0,819,4,1,24.0,1397.0,20.0,25.331357730882033,22.0,0
INS02801,APP1988,PAR007,2023-02-18,Termine,100.0,4.0,498,2,1,0.0,0.0,0.0,0.0,498.0,0
INS02802,APP1989,PAR005,2022-03-31,Termine,100.0,4.0,822,3,0,0.0,0.0,0.0,0.0,822.0,0
INS02803,APP1989,PAR006,2022-03-31,Abandonne,10.0,,822,3,0,5.0,273.0,5.0,5.509250927476632,107.0,1
INS02804,APP1990,PAR009,2022-03-25,En cours,47.0,,828,3,0,13.0,387.0,12.0,11.843776986581751,13.0,0
INS02805,APP1990,PAR008,2022-03-25,Termine,100.0,5.0,828,3,0,0.0,0.0,0.0,0.0,828.0,0
INS02806,APP1991,PAR011,2022-10-28,En cours,49.0,,611,10,0,26.0,1439.0,21.0,26.68879258591722,24.0,1
INS02807,APP1991,PAR006,2022-10-28,Termine,100.0,5.0,611,10,0,0.0,0.0,0.0,0.0,611.0,0
INS02808,APP1992,PAR012,2022-05-17,Abandonne,32.0,,775,5,0,0.0,0.0,0.0,0.0,775.0,1
INS02809,APP1993,PAR001,2022-01-12,Abandonne,14.0,,900,1,0,0.0,0.0,0.0,0.0,900.0,1
INS02810,APP1994,PAR011,2023-10-14,Abandonne,35.0,,260,10,1,0.0,0.0,0.0,0.0,260.0,1
INS02811,APP1995,PAR007,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02812,APP1995,PAR012,2024-06-30,En cours,2.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02813,APP1995,PAR004,2024-06-30,En cours,7.0,,0,6,1,1.0,40.0,1.0,1.00851472121532,0.0,0
INS02814,APP1996,PAR004,2023-05-19,Termine,100.0,5.0,408,5,0,0.0,0.0,0.0,0.0,408.0,0
INS02815,APP1996,PAR008,2023-05-19,Abandonne,44.0,,408,5,0,0.0,0.0,0.0,0.0,408.0,1
INS02816,APP1996,PAR001,2023-05-19,En cours,89.0,,408,5,0,60.0,2638.0,31.0,49.949045864150364,2.0,0
INS02817,APP1997,PAR006,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02818,APP1997,PAR011,2024-06-30,En cours,12.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02819,APP1998,PAR012,2023-07-09,Suspendu,3.0,,357,7,1,0.0,0.0,0.0,0.0,357.0,1
INS02820,APP1999,PAR011,2024-06-30,En cours,2.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02821,APP1999,PAR001,2024-06-30,En cours,6.0,,0,6,1,2.0,29.0,1.0,1.274327934785869,0.0,0
INS02822,APP1999,PAR003,2024-06-30,En cours,12.0,,0,6,1,2.0,90.0,1.0,1.6642911759557586,0.0,0
INS02823,APP2000,PAR005,2022-08-19,En cours,80.0,,681,8,0,0.0,0.0,0.0,0.0,681.0,0
INS02824,APP2001,PAR010,2022-11-06,En cours,85.0,,602,11,1,0.0,0.0,0.0,0.0,602.0,0
INS02825,APP2002,PAR008,2022-07-08,En cours,64.0,,723,7,0,0.0,0.0,0.0,0.0,723.0,1
INS02826,APP2003,PAR011,2024-06-30,En cours,1.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02827,APP2004,PAR003,2022-10-09,Abandonne,19.0,,630,10,1,0.0,0.0,0.0,0.0,630.0,1
INS02828,APP2004,PAR005,2022-10-09,Abandonne,42.0,,630,10,1,13.0,453.0,11.0,11.849037761180869,4.0,1
INS02829,APP2004,PAR004,2022-10-09,Abandonne,33.0,,630,10,1,0.0,0.0,0.0,0.0,630.0,1
INS02830,APP2005,PAR010,2024-06-30,En cours,12.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02831,APP2005,PAR012,2024-06-30,En cours,1.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02832,APP2005,PAR003,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02833,APP2006,PAR001,2022-02-17,Suspendu,15.0,,864,2,0,0.0,0.0,0.0,0.0,864.0,1
INS02834,APP2007,PAR002,2022-05-07,Termine,100.0,5.0,785,5,1,61.0,3010.0,32.0,53.07998347173295,44.0,0
INS02835,APP2008,PAR002,2022-12-21,En cours,41.0,,557,12,0,0.0,0.0,0.0,0.0,557.0,1
INS02836,APP2009,PAR011,2022-06-25,Termine,100.0,4.0,736,6,1,52.0,2089.0,34.0,45.00030106336925,33.0,0
INS02837,APP2010,PAR012,2022-05-11,Abandonne,20.0,,781,5,0,6.0,177.0,5.0,5.231672739417007,47.0,1
INS02838,APP2011,PAR007,2022-07-15,Suspendu,19.0,,716,7,0,0.0,0.0,0.0,0.0,716.0,1
INS02839,APP2011,PAR012,2022-07-15,En cours,63.0,,716,7,0,0.0,0.0,0.0,0.0,716.0,1
INS02840,APP2011,PAR010,2022-07-15,Termine,100.0,3.0,716,7,0,0.0,0.0,0.0,0.0,716.0,0
INS02841,APP2012,PAR002,2022-04-04,Termine,100.0,4.0,818,4,0,57.0,2852.0,33.0,51.14204360024337,8.0,0
INS02842,APP2013,PAR009,2024-01-28,Termine,100.0,5.0,154,1,1,0.0,0.0,0.0,0.0,154.0,0
INS02843,APP2014,PAR004,2022-05-31,En cours,20.0,,761,5,0,4.0,120.0,4.0,3.7783452840941396,137.0,1
INS02844,APP2014,PAR007,2022-05-31,Abandonne,19.0,,761,5,0,5.0,107.0,5.0,4.448039484292998,4.0,1
INS02845,APP2015,PAR003,2023-02-14,Termine,100.0,3.0,502,2,0,0.0,0.0,0.0,0.0,502.0,0
INS02846,APP2016,PAR007,2022-03-07,Termine,100.0,3.0,846,3,0,81.0,4483.0,41.0,72.96932589561315,5.0,0
INS02847,APP2017,PAR005,2023-12-05,Suspendu,25.0,,208,12,0,7.0,278.0,7.0,7.046817368468885,40.0,1
INS02848,APP2018,PAR012,2022-05-15,Termine,100.0,5.0,777,5,1,42.0,1692.0,25.0,35.350999037940255,30.0,0
INS02849,APP2018,PAR005,2022-05-15,En cours,60.0,,777,5,1,0.0,0.0,0.0,0.0,777.0,1
INS02850,APP2019,PAR009,2022-07-18,Suspendu,1.0,,713,7,0,0.0,0.0,0.0,0.0,713.0,1
INS02851,APP2020,PAR009,2023-12-01,Termine,100.0,4.0,212,12,0,55.0,2296.0,25.0,43.58202230868375,1.0,0
INS02852,APP2020,PAR011,2023-12-01,Termine,100.0,3.0,212,12,0,0.0,0.0,0.0,0.0,212.0,0
INS02853,APP2021,PAR007,2022-04-20,Suspendu,15.0,,802,4,0,0.0,0.0,0.0,0.0,802.0,1
INS02854,APP2021,PAR010,2022-04-20,Suspendu,1.0,,802,4,0,0.0,0.0,0.0,0.0,802.0,1
INS02855,APP2022,PAR005,2024-01-03,En cours,52.0,,179,1,0,0.0,0.0,0.0,0.0,179.0,1
INS02856,APP2022,PAR007,2024-01-03,En cours,32.0,,179,1,0,15.0,717.0,12.0,14.625683100473688,1.0,0
INS02857,APP2023,PAR012,2022-05-10,Suspendu,5.0,,782,5,0,0.0,0.0,0.0,0.0,782.0,1
INS02858,APP2024,PAR002,2022-06-23,En cours,53.0,,738,6,0,0.0,0.0,0.0,0.0,738.0,1
INS02859,APP2024,PAR012,2022-06-23,Termine,100.0,4.0,738,6,0,29.0,1554.0,21.0,28.43237254946729,125.0,0
INS02860,APP2025,PAR011,2024-06-23,En cours,13.0,,7,6,1,5.0,143.0,1.0,3.0115150583167583,1.0,0
INS02861,APP2026,PAR010,2022-02-24,Termine,100.0,5.0,857,2,0,19.0,726.0,15.0,17.277756475772343,7.0,0
INS02862,APP2026,PAR006,2022-02-24,En cours,24.0,,857,2,0,0.0,0.0,0.0,0.0,857.0,1
INS02863,APP2026,PAR003,2022-02-24,Termine,100.0,3.0,857,2,0,0.0,0.0,0.0,0.0,857.0,0
INS02864,APP2027,PAR005,2022-07-06,Termine,100.0,4.0,725,7,0,0.0,0.0,0.0,0.0,725.0,0
INS02865,APP2028,PAR012,2022-06-22,Abandonne,13.0,,739,6,0,4.0,155.0,4.0,4.002094684765388,243.0,1
INS02866,APP2029,PAR004,2023-02-17,En cours,82.0,,499,2,0,23.0,1094.0,20.0,23.05819275128943,7.0,0
INS02867,APP2029,PAR007,2023-02-17,Abandonne,42.0,,499,2,0,0.0,0.0,0.0,0.0,499.0,1
INS02868,APP2029,PAR005,2023-02-17,En cours,73.0,,499,2,0,0.0,0.0,0.0,0.0,499.0,1
INS02869,APP2030,PAR001,2022-11-16,Termine,100.0,3.0,592,11,0,38.0,1642.0,27.0,34.52015255518861,21.0,0
INS02870,APP2031,PAR003,2022-11-19,Termine,100.0,5.0,589,11,1,0.0,0.0,0.0,0.0,589.0,0
INS02871,APP2032,PAR008,2023-01-16,En cours,50.0,,531,1,0,0.0,0.0,0.0,0.0,531.0,1
INS02872,APP2033,PAR001,2023-04-27,Suspendu,0.0,,430,4,0,0.0,0.0,0.0,0.0,430.0,1
INS02873,APP2033,PAR002,2023-04-27,Termine,100.0,4.0,430,4,0,0.0,0.0,0.0,0.0,430.0,0
INS02874,APP2034,PAR002,2024-06-30,En cours,3.0,,0,6,1,2.0,147.0,1.0,2.0286830570489345,0.0,0
INS02875,APP2034,PAR007,2024-06-30,En cours,10.0,,0,6,1,4.0,129.0,1.0,2.5858808442667462,0.0,0
INS02876,APP2035,PAR009,2023-09-16,Suspendu,17.0,,288,9,1,0.0,0.0,0.0,0.0,288.0,1
INS02877,APP2036,PAR007,2022-05-29,En cours,72.0,,763,5,1,34.0,1518.0,27.0,32.38290257768442,60.0,1
INS02878,APP2036,PAR011,2022-05-29,En cours,58.0,,763,5,1,32.0,1445.0,22.0,29.160623015388033,34.0,1
INS02879,APP2037,PAR005,2022-04-01,Termine,100.0,3.0,821,4,0,0.0,0.0,0.0,0.0,821.0,0
INS02880,APP2038,PAR012,2022-08-31,Abandonne,16.0,,669,8,0,3.0,230.0,3.0,3.7287565657555977,243.0,1
INS02881,APP2039,PAR007,2023-02-10,Termine,100.0,5.0,506,2,0,73.0,3358.0,40.0,62.67163857711857,9.0,0
INS02882,APP2039,PAR003,2023-02-10,Termine,100.0,3.0,506,2,0,46.0,1938.0,28.0,39.51817549778422,16.0,0
INS02883,APP2039,PAR011,2023-02-10,Abandonne,24.0,,506,2,0,10.0,561.0,10.0,11.114394455240943,35.0,1
INS02884,APP2040,PAR006,2023-05-13,Abandonne,14.0,,414,5,1,14.0,515.0,13.0,13.414861629484781,43.0,1
INS02885,APP2041,PAR003,2022-09-26,Termine,100.0,4.0,643,9,0,0.0,0.0,0.0,0.0,643.0,0
INS02886,APP2042,PAR012,2022-10-17,Termine,100.0,5.0,622,10,0,21.0,1402.0,17.0,23.104918569633387,14.0,0
INS02887,APP2043,PAR003,2022-07-19,Termine,100.0,3.0,712,7,0,0.0,0.0,0.0,0.0,712.0,0
INS02888,APP2043,PAR004,2022-07-19,Abandonne,26.0,,712,7,0,0.0,0.0,0.0,0.0,712.0,1
INS02889,APP2044,PAR008,2022-06-30,Termine,100.0,4.0,731,6,0,0.0,0.0,0.0,0.0,731.0,0
INS02890,APP2045,PAR003,2023-02-23,En cours,45.0,,493,2,0,0.0,0.0,0.0,0.0,493.0,1
INS02891,APP2045,PAR009,2023-02-23,En cours,53.0,,493,2,0,12.0,360.0,11.0,10.918369185615754,6.0,0
INS02892,APP2046,PAR002,2022-07-26,Termine,100.0,5.0,705,7,0,0.0,0.0,0.0,0.0,705.0,0
INS02893,APP2047,PAR008,2022-10-12,Termine,100.0,5.0,627,10,0,0.0,0.0,0.0,0.0,627.0,0
INS02894,APP2048,PAR010,2024-02-27,Termine,100.0,5.0,124,2,0,0.0,0.0,0.0,0.0,124.0,0
INS02895,APP2048,PAR004,2024-02-27,Abandonne,31.0,,124,2,0,0.0,0.0,0.0,0.0,124.0,1
INS02896,APP2049,PAR003,2024-06-30,En cours,5.0,,0,6,1,2.0,35.0,1.0,1.3126849749009402,0.0,0
INS02897,APP2050,PAR004,2022-01-08,Suspendu,2.0,,904,1,1,0.0,0.0,0.0,0.0,904.0,1
INS02898,APP2051,PAR001,2022-11-22,Termine,100.0,3.0,586,11,0,0.0,0.0,0.0,0.0,586.0,0
INS02899,APP2051,PAR003,2022-11-22,En cours,62.0,,586,11,0,0.0,0.0,0.0,0.0,586.0,1
INS02900,APP2051,PAR004,2022-11-22,En cours,81.0,,586,11,0,27.0,1703.0,20.0,28.295970138095193,5.0,0
INS02901,APP2052,PAR005,2022-05-12,Termine,100.0,4.0,780,5,0,48.0,2083.0,35.0,44.0340728747948,4.0,0
INS02902,APP2053,PAR007,2023-04-16,Termine,100.0,5.0,441,4,1,0.0,0.0,0.0,0.0,441.0,0
INS02903,APP2053,PAR008,2023-04-16,Abandonne,22.0,,441,4,1,0.0,0.0,0.0,0.0,441.0,1
INS02904,APP2054,PAR011,2022-01-27,Abandonne,37.0,,885,1,0,0.0,0.0,0.0,0.0,885.0,1
INS02905,APP2054,PAR010,2022-01-27,Abandonne,47.0,,885,1,0,0.0,0.0,0.0,0.0,885.0,1
INS02906,APP2055,PAR002,2022-11-30,Termine,100.0,4.0,578,11,0,70.0,3165.0,39.0,60.012750425405905,3.0,0
INS02907,APP2055,PAR011,2022-11-30,Abandonne,20.0,,578,11,0,0.0,0.0,0.0,0.0,578.0,1
INS02908,APP2056,PAR003,2022-03-23,En cours,79.0,,830,3,0,0.0,0.0,0.0,0.0,830.0,1
INS02909,APP2056,PAR002,2022-03-23,En cours,58.0,,830,3,0,39.0,1782.0,29.0,36.58461794498845,52.0,1
INS02910,APP2057,PAR005,2022-11-18,En cours,87.0,,590,11,0,0.0,0.0,0.0,0.0,590.0,0
INS02911,APP2058,PAR002,2022-01-25,Termine,100.0,5.0,887,1,0,55.0,2545.0,35.0,49.34050614012586,57.0,0
INS02912,APP2059,PAR007,2022-08-09,En cours,31.0,,691,8,0,0.0,0.0,0.0,0.0,691.0,1
INS02913,APP2060,PAR002,2022-01-19,Suspendu,19.0,,893,1,0,0.0,0.0,0.0,0.0,893.0,1
INS02914,APP2061,PAR005,2022-09-24,En cours,51.0,,645,9,1,0.0,0.0,0.0,0.0,645.0,1
INS02915,APP2061,PAR002,2022-09-24,Termine,100.0,5.0,645,9,1,0.0,0.0,0.0,0.0,645.0,0
INS02916,APP2062,PAR006,2024-06-30,En cours,0.0,,0,6,1,1.0,240.0,1.0,2.287082725051024,0.0,0
INS02917,APP2063,PAR001,2022-04-09,Suspendu,12.0,,813,4,1,4.0,107.0,4.0,3.695238363844819,111.0,1
INS02918,APP2063,PAR010,2022-04-09,Abandonne,14.0,,813,4,1,2.0,78.0,2.0,2.0042437623922833,333.0,1
INS02919,APP2064,PAR004,2022-04-25,Suspendu,0.0,,797,4,0,1.0,50.0,1.0,1.0724431214071053,674.0,1
INS02920,APP2064,PAR008,2022-04-25,Termine,100.0,4.0,797,4,0,0.0,0.0,0.0,0.0,797.0,0
INS02921,APP2065,PAR008,2023-04-02,En cours,15.0,,455,4,1,0.0,0.0,0.0,0.0,455.0,1
INS02922,APP2065,PAR011,2023-04-02,Termine,100.0,5.0,455,4,1,23.0,870.0,14.0,19.126196586993437,32.0,0
INS02923,APP2066,PAR002,2024-06-30,En cours,14.0,,0,6,1,9.0,793.0,1.0,8.511398885908847,0.0,0
INS02924,APP2066,PAR001,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02925,APP2067,PAR001,2023-04-06,Abandonne,32.0,,451,4,0,0.0,0.0,0.0,0.0,451.0,1
INS02926,APP2067,PAR005,2023-04-06,En cours,22.0,,451,4,0,0.0,0.0,0.0,0.0,451.0,1
INS02927,APP2068,PAR001,2023-08-31,Termine,100.0,5.0,304,8,0,39.0,1308.0,27.0,32.7210784425645,15.0,0
INS02928,APP2069,PAR011,2022-01-22,Termine,100.0,5.0,890,1,1,33.0,1397.0,26.0,30.856567814915643,11.0,0
INS02929,APP2070,PAR010,2022-07-05,Termine,100.0,5.0,726,7,0,0.0,0.0,0.0,0.0,726.0,0
INS02930,APP2071,PAR001,2022-05-08,Suspendu,3.0,,784,5,1,1.0,99.0,1.0,1.3856922823468527,159.0,1
INS02931,APP2072,PAR002,2022-01-13,Termine,100.0,4.0,899,1,0,0.0,0.0,0.0,0.0,899.0,0
INS02932,APP2072,PAR004,2022-01-13,En cours,24.0,,899,1,0,0.0,0.0,0.0,0.0,899.0,1
INS02933,APP2073,PAR009,2023-08-05,Abandonne,49.0,,330,8,1,13.0,633.0,12.0,13.416415631299666,1.0,1
INS02934,APP2074,PAR001,2023-06-27,En cours,16.0,,369,6,0,0.0,0.0,0.0,0.0,369.0,1
INS02935,APP2074,PAR007,2023-06-27,En cours,53.0,,369,6,0,28.0,1007.0,21.0,24.599354605195124,19.0,0
INS02936,APP2075,PAR010,2022-01-25,En cours,72.0,,887,1,0,0.0,0.0,0.0,0.0,887.0,1
INS02937,APP2075,PAR009,2022-01-25,Suspendu,5.0,,887,1,0,0.0,0.0,0.0,0.0,887.0,1
INS02938,APP2076,PAR005,2024-06-30,En cours,0.0,,0,6,1,2.0,15.0,1.0,1.1848281745173697,0.0,0
INS02939,APP2077,PAR008,2022-05-24,Termine,100.0,3.0,768,5,0,0.0,0.0,0.0,0.0,768.0,0
INS02940,APP2078,PAR008,2023-03-28,Suspendu,4.0,,460,3,0,2.0,93.0,2.0,2.1001363626799607,237.0,1
INS02941,APP2079,PAR006,2022-12-01,Abandonne,20.0,,577,12,0,0.0,0.0,0.0,0.0,577.0,1
INS02942,APP2080,PAR010,2023-04-30,Termine,100.0,3.0,427,4,1,22.0,900.0,16.0,19.815180667120615,38.0,0
INS02943,APP2080,PAR007,2023-04-30,Abandonne,17.0,,427,4,1,6.0,227.0,5.0,5.5513147403759335,20.0,1
INS02944,APP2081,PAR006,2022-02-05,Suspendu,17.0,,876,2,1,14.0,587.0,13.0,13.875146110865636,9.0,0
INS02945,APP2082,PAR006,2022-12-15,En cours,81.0,,563,12,0,86.0,3344.0,42.0,67.78522004934307,10.0,0
INS02946,APP2083,PAR011,2022-06-12,Suspendu,27.0,,749,6,1,6.0,244.0,6.0,6.076659687368634,44.0,1
INS02947,APP2084,PAR006,2022-01-30,Suspendu,18.0,,882,1,1,0.0,0.0,0.0,0.0,882.0,1
INS02948,APP2085,PAR006,2022-03-04,Termine,100.0,3.0,849,3,0,0.0,0.0,0.0,0.0,849.0,0
INS02949,APP2086,PAR004,2022-10-03,Abandonne,35.0,,636,10,0,8.0,344.0,7.0,7.804879263516179,18.0,1
INS02950,APP2086,PAR006,2022-10-03,En cours,68.0,,636,10,0,80.0,3131.0,37.0,62.323405069235626,2.0,0
INS02951,APP2087,PAR011,2022-08-16,Abandonne,45.0,,684,8,0,0.0,0.0,0.0,0.0,684.0,1
INS02952,APP2088,PAR007,2022-09-08,Termine,100.0,5.0,661,9,0,66.0,2561.0,40.0,55.223603905362694,10.0,0
INS02953,APP2089,PAR007,2022-05-22,Abandonne,42.0,,770,5,1,0.0,0.0,0.0,0.0,770.0,1
INS02954,APP2090,PAR010,2023-01-28,Abandonne,49.0,,519,1,1,0.0,0.0,0.0,0.0,519.0,1
INS02955,APP2090,PAR001,2023-01-28,En cours,65.0,,519,1,1,19.0,1020.0,17.0,19.990584774744164,11.0,0
INS02956,APP2091,PAR006,2022-01-30,En cours,41.0,,882,1,1,28.0,1381.0,22.0,27.40694343903456,41.0,1
INS02957,APP2092,PAR006,2022-04-28,Suspendu,25.0,,794,4,0,0.0,0.0,0.0,0.0,794.0,1
INS02958,APP2093,PAR002,2023-02-08,En cours,38.0,,508,2,0,21.0,1168.0,17.0,21.60899400514561,44.0,1
INS02959,APP2094,PAR001,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02960,APP2094,PAR008,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS02961,APP2095,PAR012,2022-08-12,Suspendu,4.0,,688,8,0,0.0,0.0,0.0,0.0,688.0,1
INS02962,APP2095,PAR007,2022-08-12,En cours,37.0,,688,8,0,0.0,0.0,0.0,0.0,688.0,1
INS02963,APP2096,PAR012,2022-07-29,Suspendu,12.0,,702,7,0,0.0,0.0,0.0,0.0,702.0,1
INS02964,APP2097,PAR003,2022-03-22,Termine,100.0,3.0,831,3,0,20.0,1007.0,17.0,20.24361230827636,3.0,0
INS02965,APP2098,PAR001,2023-12-27,Suspendu,18.0,,186,12,0,0.0,0.0,0.0,0.0,186.0,1
INS02966,APP2098,PAR010,2023-12-27,Abandonne,12.0,,186,12,0,0.0,0.0,0.0,0.0,186.0,1
INS02967,APP2099,PAR002,2022-09-20,Termine,100.0,4.0,649,9,0,72.0,2758.0,38.0,57.666466778496606,2.0,0
INS02968,APP2100,PAR009,2023-01-19,En cours,37.0,,528,1,0,0.0,0.0,0.0,0.0,528.0,1
INS02969,APP2100,PAR005,2023-01-19,Termine,100.0,5.0,528,1,0,0.0,0.0,0.0,0.0,528.0,0
INS02970,APP2101,PAR012,2022-03-30,Abandonne,17.0,,823,3,0,0.0,0.0,0.0,0.0,823.0,1
INS02971,APP2102,PAR004,2022-09-16,En cours,55.0,,653,9,0,26.0,1235.0,19.0,24.55131988867147,5.0,0
INS02972,APP2103,PAR006,2022-04-26,Termine,100.0,5.0,796,4,0,0.0,0.0,0.0,0.0,796.0,0
INS02973,APP2104,PAR008,2024-01-09,Abandonne,49.0,,173,1,0,17.0,515.0,12.0,14.00659832416265,6.0,1
INS02974,APP2104,PAR010,2024-01-09,Termine,100.0,5.0,173,1,0,0.0,0.0,0.0,0.0,173.0,0
INS02975,APP2105,PAR011,2022-08-11,Termine,100.0,4.0,689,8,0,0.0,0.0,0.0,0.0,689.0,0
INS02976,APP2105,PAR012,2022-08-11,Termine,100.0,5.0,689,8,0,0.0,0.0,0.0,0.0,689.0,0
