inscription_id,apprenant_id,parcours_id,date_inscription,date_fin_reelle,statut,progression_pct,csat,certificat_obtenu
INS02710,APP1927,PAR003,2022-01-04,,En cours,79.0,,0
INS02711,APP1928,PAR010,2023-10-29,,Suspendu,22.0,,0
INS02712,APP1929,PAR009,2022-04-29,,En cours,83.0,,0
INS02713,APP1929,PAR004,2022-04-29,,En cours,44.0,,0
INS02714,APP1930,PAR004,2023-01-01,,En cours,54.0,,0
INS02715,APP1931,PAR009,2022-10-07,,Suspendu,8.0,,0
INS02716,APP1931,PAR002,2022-10-07,2022-11-29,Abandonne,21.0,,0
INS02717,APP1932,PAR007,2022-02-27,,Suspendu,13.0,,0
INS02718,APP1932,PAR008,2022-02-27,,En cours,13.0,,0
INS02719,APP1933,PAR005,2022-04-18,,Suspendu,28.0,,0
INS02720,APP1933,PAR003,2022-04-18,,En cours,16.0,,0
INS02721,APP1934,PAR012,2024-06-30,,En cours,2.0,,0
INS02722,APP1934,PAR004,2024-06-30,,En cours,3.0,,0
INS02723,APP1935,PAR004,2024-06-30,,En cours,9.0,,0
INS02724,APP1936,PAR007,2022-10-03,,En cours,41.0,,0
INS02725,APP1937,PAR003,2022-05-16,2022-06-13,Abandonne,38.0,,0
INS02726,APP1938,PAR010,2023-03-08,2023-03-19,Abandonne,10.0,,0
INS02727,APP1939,PAR004,2024-01-21,2024-04-08,Termine,100.0,3.0,0
INS02728,APP1939,PAR005,2024-01-21,2024-02-01,Abandonne,18.0,,0
INS02729,APP1940,PAR005,2024-06-30,,En cours,8.0,,0
INS02730,APP1940,PAR010,2024-06-30,,En cours,8.0,,0
INS02731,APP1940,PAR008,2024-06-30,,En cours,1.0,,0
INS02732,APP1941,PAR011,2022-04-06,2022-07-06,Termine,100.0,3.0,1
INS02733,APP1941,PAR004,2022-04-06,,En cours,80.0,,0
INS02734,APP1941,PAR005,2022-04-06,2022-06-29,Termine,100.0,5.0,1
INS02735,APP1942,PAR008,2022-04-24,2022-06-08,Termine,100.0,4.0,1
INS02736,APP1942,PAR002,2022-04-24,,Suspendu,4.0,,0
INS02737,APP1943,PAR006,2022-02-03,2022-04-19,Abandonne,13.0,,0
INS02738,APP1943,PAR007,2022-02-03,,En cours,75.0,,0
INS02739,APP1943,PAR011,2022-02-03,2022-04-27,Termine,100.0,3.0,1
INS02740,APP1944,PAR003,2022-01-10,2022-03-24,Termine,100.0,3.0,1
INS02741,APP1945,PAR008,2022-05-18,,Suspendu,14.0,,0
INS02742,APP1945,PAR012,2022-05-18,2022-05-24,Abandonne,32.0,,0
INS02743,APP1945,PAR007,2022-05-18,,En cours,89.0,,0
INS02744,APP1946,PAR009,2022-02-03,2022-04-14,Termine,100.0,5.0,1
INS02745,APP1947,PAR010,2023-04-07,2023-05-16,Termine,100.0,4.0,1
INS02746,APP1947,PAR007,2023-04-07,2023-07-03,Termine,100.0,5.0,1
INS02747,APP1948,PAR003,2022-06-18,2022-08-19,Termine,100.0,5.0,1
INS02748,APP1949,PAR008,2022-04-06,2022-04-23,Abandonne,5.0,,0
INS02749,APP1949,PAR001,2022-04-06,2022-07-10,Termine,100.0,4.0,1
INS02750,APP1950,PAR007,2022-12-05,2022-12-30,Abandonne,15.0,,0
INS02751,APP1951,PAR007,2022-12-08,2023-03-11,Termine,100.0,3.0,1
INS02752,APP1952,PAR002,2022-05-04,2022-08-07,Termine,100.0,4.0,1
INS02753,APP1952,PAR005,2022-05-04,2022-08-04,Termine,100.0,5.0,1
INS02754,APP1952,PAR010,2022-05-04,2022-05-12,Abandonne,14.0,,0
INS02755,APP1953,PAR009,2023-02-07,,En cours,11.0,,0
INS02756,APP1954,PAR003,2024-06-30,,En cours,7.0,,0
INS02757,APP1955,PAR009,2024-05-04,2024-06-01,Abandonne,10.0,,0
INS02758,APP1956,PAR012,2022-01-31,,En cours,50.0,,0
INS02759,APP1956,PAR003,2022-01-31,,En cours,27.0,,0
INS02760,APP1957,PAR005,2022-06-28,2022-09-09,Termine,100.0,4.0,1
INS02761,APP1958,PAR007,2023-06-26,2023-07-13,Abandonne,35.0,,0
INS02762,APP1959,PAR008,2024-01-01,,En cours,16.0,,0
INS02763,APP1960,PAR005,2022-05-01,2022-07-19,Termine,100.0,4.0,1
INS02764,APP1961,PAR008,2023-11-30,2024-01-19,Termine,100.0,4.0,1
INS02765,APP1962,PAR005,2022-11-24,,En cours,75.0,,0
INS02766,APP1963,PAR007,2024-05-16,2024-08-15,Termine,100.0,5.0,1
INS02767,APP1963,PAR009,2024-05-16,2024-07-31,Termine,100.0,5.0,1
INS02768,APP1964,PAR010,2022-11-30,2023-01-05,Termine,100.0,5.0,1
INS02769,APP1965,PAR008,2024-05-31,2024-06-07,Abandonne,34.0,,0
INS02770,APP1966,PAR002,2022-03-07,,Suspendu,12.0,,0
INS02771,APP1967,PAR006,2024-06-30,,En cours,11.0,,0
INS02772,APP1968,PAR003,2022-01-26,2022-03-18,Termine,100.0,4.0,1
INS02773,APP1969,PAR012,2023-09-23,,En cours,45.0,,0
INS02774,APP1969,PAR008,2023-09-23,,Suspendu,15.0,,0
INS02775,APP1969,PAR004,2023-09-23,,En cours,53.0,,0
INS02776,APP1970,PAR003,2022-02-14,,En cours,31.0,,0
INS02777,APP1971,PAR004,2024-06-30,,En cours,4.0,,0
INS02778,APP1972,PAR001,2022-02-14,2022-05-10,Termine,100.0,5.0,1
INS02779,APP1973,PAR001,2023-01-17,,En cours,63.0,,0
INS02780,APP1973,PAR009,2023-01-17,,En cours,14.0,,0
INS02781,APP1973,PAR006,2023-01-17,2023-03-05,Abandonne,5.0,,0
INS02782,APP1974,PAR008,2022-09-28,2022-12-01,Termine,100.0,4.0,1
INS02783,APP1974,PAR007,2022-09-28,2022-11-22,Abandonne,22.0,,0
INS02784,APP1975,PAR007,2022-04-13,2022-05-25,Abandonne,45.0,,0
INS02785,APP1976,PAR007,2024-04-13,,Suspendu,3.0,,0
INS02786,APP1977,PAR012,2022-09-17,2022-11-06,Termine,100.0,5.0,1
INS02787,APP1977,PAR006,2022-09-17,,Suspendu,10.0,,0
INS02788,APP1978,PAR007,2023-01-12,,En cours,32.0,,0
INS02789,APP1979,PAR008,2022-05-13,,En cours,48.0,,0
INS02790,APP1980,PAR005,2024-06-30,,En cours,14.0,,0
INS02791,APP1981,PAR011,2023-02-22,,En cours,73.0,,0
INS02792,APP1981,PAR010,2023-02-22,,En cours,32.0,,0
INS02793,APP1982,PAR002,2022-08-11,2022-10-13,Abandonne,37.0,,0
INS02794,APP1983,PAR007,2023-02-23,,Suspendu,16.0,,0
INS02795,APP1984,PAR001,2023-06-14,,En cours,66.0,,0
INS02796,APP1985,PAR002,2022-04-05,,En cours,16.0,,0
INS02797,APP1986,PAR007,2023-09-03,2023-09-28,Abandonne,8.0,,0
INS02798,APP1986,PAR010,2023-09-03,,En cours,14.0,,0
INS02799,APP1986,PAR003,2023-09-03,,Suspendu,25.0,,0
INS02800,APP1987,PAR004,2022-04-03,2022-06-03,Termine,100.0,5.0,1
INS02801,APP1988,PAR007,2023-02-18,2023-06-24,Termine,100.0,4.0,1
INS02802,APP1989,PAR005,2022-03-31,2022-05-26,Termine,100.0,4.0,1
INS02803,APP1989,PAR006,2022-03-31,2022-06-16,Abandonne,10.0,,0
INS02804,APP1990,PAR009,2022-03-25,,En cours,47.0,,0
INS02805,APP1990,PAR008,2022-03-25,2022-05-20,Termine,100.0,5.0,1
INS02806,APP1991,PAR011,2022-10-28,,En cours,49.0,,0
INS02807,APP1991,PAR006,2022-10-28,2023-04-23,Termine,100.0,5.0,1
INS02808,APP1992,PAR012,2022-05-17,2022-06-04,Abandonne,32.0,,0
INS02809,APP1993,PAR001,2022-01-12,2022-01-21,Abandonne,14.0,,0
INS02810,APP1994,PAR011,2023-10-14,2023-10-28,Abandonne,35.0,,0
INS02811,APP1995,PAR007,2024-06-30,,En cours,14.0,,0
INS02812,APP1995,PAR012,2024-06-30,,En cours,2.0,,0
INS02813,APP1995,PAR004,2024-06-30,,En cours,7.0,,0
INS02814,APP1996,PAR004,2023-05-19,2023-08-08,Termine,100.0,5.0,1
INS02815,APP1996,PAR008,2023-05-19,2023-06-20,Abandonne,44.0,,0
INS02816,APP1996,PAR001,2023-05-19,,En cours,89.0,,0
INS02817,APP1997,PAR006,2024-06-30,,En cours,14.0,,0
INS02818,APP1997,PAR011,2024-06-30,,En cours,12.0,,0
INS02819,APP1998,PAR012,2023-07-09,,Suspendu,3.0,,0
INS02820,APP1999,PAR011,2024-06-30,,En cours,2.0,,0
INS02821,APP1999,PAR001,2024-06-30,,En cours,6.0,,0
INS02822,APP1999,PAR003,2024-06-30,,En cours,12.0,,0
INS02823,APP2000,PAR005,2022-08-19,,En cours,80.0,,0
INS02824,APP2001,PAR010,2022-11-06,,En cours,85.0,,0
INS02825,APP2002,PAR008,2022-07-08,,En cours,64.0,,0
INS02826,APP2003,PAR011,2024-06-30,,En cours,1.0,,0
INS02827,APP2004,PAR003,2022-10-09,2022-10-28,Abandonne,19.0,,0
INS02828,APP2004,PAR005,2022-10-09,2022-11-02,Abandonne,42.0,,0
INS02829,APP2004,PAR004,2022-10-09,2022-10-24,Abandonne,33.0,,0
INS02830,APP2005,PAR010,2024-06-30,,En cours,12.0,,0
INS02831,APP2005,PAR012,2024-06-30,,En cours,1.0,,0
INS02832,APP2005,PAR003,2024-06-30,,En cours,13.0,,0
INS02833,APP2006,PAR001,2022-02-17,,Suspendu,15.0,,0
INS02834,APP2007,PAR002,2022-05-07,2022-09-21,Termine,100.0,5.0,1
INS02835,APP2008,PAR002,2022-12-21,,En cours,41.0,,0
INS02836,APP2009,PAR011,2022-06-25,2022-08-29,Termine,100.0,4.0,1
INS02837,APP2010,PAR012,2022-05-11,2022-06-12,Abandonne,20.0,,0
INS02838,APP2011,PAR007,2022-07-15,,Suspendu,19.0,,0
INS02839,APP2011,PAR012,2022-07-15,,En cours,63.0,,0
INS02840,APP2011,PAR010,2022-07-15,2022-08-29,Termine,100.0,3.0,0
INS02841,APP2012,PAR002,2022-04-04,2022-07-28,Termine,100.0,4.0,1
INS02842,APP2013,PAR009,2024-01-28,2024-04-15,Termine,100.0,5.0,1
INS02843,APP2014,PAR004,2022-05-31,,En cours,20.0,,0
INS02844,APP2014,PAR007,2022-05-31,2022-07-03,Abandonne,19.0,,0
INS02845,APP2015,PAR003,2023-02-14,2023-04-12,Termine,100.0,3.0,1
INS02846,APP2016,PAR007,2022-03-07,2022-06-28,Termine,100.0,3.0,1
INS02847,APP2017,PAR005,2023-12-05,,Suspendu,25.0,,0
INS02848,APP2018,PAR012,2022-05-15,2022-07-17,Termine,100.0,5.0,1
INS02849,APP2018,PAR005,2022-05-15,,En cours,60.0,,0
INS02850,APP2019,PAR009,2022-07-18,,Suspendu,1.0,,0
INS02851,APP2020,PAR009,2023-12-01,2024-01-26,Termine,100.0,4.0,1
INS02852,APP2020,PAR011,2023-12-01,2024-02-27,Termine,100.0,3.0,0
INS02853,APP2021,PAR007,2022-04-20,,Suspendu,15.0,,0
INS02854,APP2021,PAR010,2022-04-20,,Suspendu,1.0,,0
INS02855,APP2022,PAR005,2024-01-03,,En cours,52.0,,0
INS02856,APP2022,PAR007,2024-01-03,,En cours,32.0,,0
INS02857,APP2023,PAR012,2022-05-10,,Suspendu,5.0,,0
INS02858,APP2024,PAR002,2022-06-23,,En cours,53.0,,0
INS02859,APP2024,PAR012,2022-06-23,2022-08-23,Termine,100.0,4.0,1
INS02860,APP2025,PAR011,2024-06-23,,En cours,13.0,,0
INS02861,APP2026,PAR010,2022-02-24,2022-04-20,Termine,100.0,5.0,1
INS02862,APP2026,PAR006,2022-02-24,,En cours,24.0,,0
INS02863,APP2026,PAR003,2022-02-24,2022-04-11,Termine,100.0,3.0,1
INS02864,APP2027,PAR005,2022-07-06,2022-09-24,Termine,100.0,4.0,1
INS02865,APP2028,PAR012,2022-06-22,2022-07-12,Abandonne,13.0,,0
INS02866,APP2029,PAR004,2023-02-17,,En cours,82.0,,0
INS02867,APP2029,PAR007,2023-02-17,2023-03-08,Abandonne,42.0,,0
INS02868,APP2029,PAR005,2023-02-17,,En cours,73.0,,0
INS02869,APP2030,PAR001,2022-11-16,2023-02-14,Termine,100.0,3.0,0
INS02870,APP2031,PAR003,2022-11-19,2023-01-08,Termine,100.0,5.0,1
INS02871,APP2032,PAR008,2023-01-16,,En cours,50.0,,0
INS02872,APP2033,PAR001,2023-04-27,,Suspendu,0.0,,0
INS02873,APP2033,PAR002,2023-04-27,2023-07-30,Termine,100.0,4.0,0
INS02874,APP2034,PAR002,2024-06-30,,En cours,3.0,,0
INS02875,APP2034,PAR007,2024-06-30,,En cours,10.0,,0
INS02876,APP2035,PAR009,2023-09-16,,Suspendu,17.0,,0
INS02877,APP2036,PAR007,2022-05-29,,En cours,72.0,,0
INS02878,APP2036,PAR011,2022-05-29,,En cours,58.0,,0
INS02879,APP2037,PAR005,2022-04-01,2022-06-08,Termine,100.0,3.0,1
INS02880,APP2038,PAR012,2022-08-31,2022-09-16,Abandonne,16.0,,0
INS02881,APP2039,PAR007,2023-02-10,2023-06-24,Termine,100.0,5.0,1
INS02882,APP2039,PAR003,2023-02-10,2023-04-03,Termine,100.0,3.0,1
INS02883,APP2039,PAR011,2023-02-10,2023-02-19,Abandonne,24.0,,0
INS02884,APP2040,PAR006,2023-05-13,2023-06-26,Abandonne,14.0,,0
INS02885,APP2041,PAR003,2022-09-26,2022-12-04,Termine,100.0,4.0,1
INS02886,APP2042,PAR012,2022-10-17,2022-12-17,Termine,100.0,5.0,1
INS02887,APP2043,PAR003,2022-07-19,2022-09-24,Termine,100.0,3.0,1
INS02888,APP2043,PAR004,2022-07-19,2022-08-21,Abandonne,26.0,,0
INS02889,APP2044,PAR008,2022-06-30,2022-08-22,Termine,100.0,4.0,1
INS02890,APP2045,PAR003,2023-02-23,,En cours,45.0,,0
INS02891,APP2045,PAR009,2023-02-23,,En cours,53.0,,0
INS02892,APP2046,PAR002,2022-07-26,2022-11-07,Termine,100.0,5.0,1
INS02893,APP2047,PAR008,2022-10-12,2022-12-05,Termine,100.0,5.0,1
INS02894,APP2048,PAR010,2024-02-27,2024-04-14,Termine,100.0,5.0,0
INS02895,APP2048,PAR004,2024-02-27,2024-03-12,Abandonne,31.0,,0
INS02896,APP2049,PAR003,2024-06-30,,En cours,5.0,,0
INS02897,APP2050,PAR004,2022-01-08,,Suspendu,2.0,,0
INS02898,APP2051,PAR001,2022-11-22,2023-02-04,Termine,100.0,3.0,1
INS02899,APP2051,PAR003,2022-11-22,,En cours,62.0,,0
INS02900,APP2051,PAR004,2022-11-22,,En cours,81.0,,0
INS02901,APP2052,PAR005,2022-05-12,2022-08-15,Termine,100.0,4.0,1
INS02902,APP2053,PAR007,2023-04-16,2023-08-23,Termine,100.0,5.0,1
INS02903,APP2053,PAR008,2023-04-16,2023-05-04,Abandonne,22.0,,0
INS02904,APP2054,PAR011,2022-01-27,2022-02-03,Abandonne,37.0,,0
INS02905,APP2054,PAR010,2022-01-27,2022-02-17,Abandonne,47.0,,0
INS02906,APP2055,PAR002,2022-11-30,2023-03-01,Termine,100.0,4.0,1
INS02907,APP2055,PAR011,2022-11-30,2022-12-31,Abandonne,20.0,,0
INS02908,APP2056,PAR003,2022-03-23,,En cours,79.0,,0
INS02909,APP2056,PAR002,2022-03-23,,En cours,58.0,,0
INS02910,APP2057,PAR005,2022-11-18,,En cours,87.0,,0
INS02911,APP2058,PAR002,2022-01-25,2022-06-04,Termine,100.0,5.0,1
INS02912,APP2059,PAR007,2022-08-09,,En cours,31.0,,0
INS02913,APP2060,PAR002,2022-01-19,,Suspendu,19.0,,0
INS02914,APP2061,PAR005,2022-09-24,,En cours,51.0,,0
INS02915,APP2061,PAR002,2022-09-24,2023-02-07,Termine,100.0,5.0,1
INS02916,APP2062,PAR006,2024-06-30,,En cours,0.0,,0
INS02917,APP2063,PAR001,2022-04-09,,Suspendu,12.0,,0
INS02918,APP2063,PAR010,2022-04-09,2022-04-23,Abandonne,14.0,,0
INS02919,APP2064,PAR004,2022-04-25,,Suspendu,0.0,,0
INS02920,APP2064,PAR008,2022-04-25,2022-07-05,Termine,100.0,4.0,1
INS02921,APP2065,PAR008,2023-04-02,,En cours,15.0,,0
INS02922,APP2065,PAR011,2023-04-02,2023-06-28,Termine,100.0,5.0,1
INS02923,APP2066,PAR002,2024-06-30,,En cours,14.0,,0
INS02924,APP2066,PAR001,2024-06-30,,En cours,14.0,,0
INS02925,APP2067,PAR001,2023-04-06,2023-04-21,Abandonne,32.0,,0
INS02926,APP2067,PAR005,2023-04-06,,En cours,22.0,,0
INS02927,APP2068,PAR001,2023-08-31,2023-12-12,Termine,100.0,5.0,1
INS02928,APP2069,PAR011,2022-01-22,2022-04-14,Termine,100.0,5.0,1
INS02929,APP2070,PAR010,2022-07-05,2022-08-28,Termine,100.0,5.0,1
INS02930,APP2071,PAR001,2022-05-08,,Suspendu,3.0,,0
INS02931,APP2072,PAR002,2022-01-13,2022-05-07,Termine,100.0,4.0,1
INS02932,APP2072,PAR004,2022-01-13,,En cours,24.0,,0
INS02933,APP2073,PAR009,2023-08-05,2023-08-27,Abandonne,49.0,,0
INS02934,APP2074,PAR001,2023-06-27,,En cours,16.0,,0
INS02935,APP2074,PAR007,2023-06-27,,En cours,53.0,,0
INS02936,APP2075,PAR010,2022-01-25,,En cours,72.0,,0
INS02937,APP2075,PAR009,2022-01-25,,Suspendu,5.0,,0
INS02938,APP2076,PAR005,2024-06-30,,En cours,0.0,,0
INS02939,APP2077,PAR008,2022-05-24,2022-07-15,Termine,100.0,3.0,1
INS02940,APP2078,PAR008,2023-03-28,,Suspendu,4.0,,0
INS02941,APP2079,PAR006,2022-12-01,2022-12-16,Abandonne,20.0,,0
INS02942,APP2080,PAR010,2023-04-30,2023-06-20,Termine,100.0,3.0,1
INS02943,APP2080,PAR007,2023-04-30,2023-06-22,Abandonne,17.0,,0
INS02944,APP2081,PAR006,2022-02-05,,Suspendu,17.0,,0
INS02945,APP2082,PAR006,2022-12-15,,En cours,81.0,,0
INS02946,APP2083,PAR011,2022-06-12,,Suspendu,27.0,,0
INS02947,APP2084,PAR006,2022-01-30,,Suspendu,18.0,,0
INS02948,APP2085,PAR006,2022-03-04,2022-06-25,Termine,100.0,3.0,1
INS02949,APP2086,PAR004,2022-10-03,2022-11-06,Abandonne,35.0,,0
INS02950,APP2086,PAR006,2022-10-03,,En cours,68.0,,0
INS02951,APP2087,PAR011,2022-08-16,2022-08-30,Abandonne,45.0,,0
INS02952,APP2088,PAR007,2022-09-08,2023-01-10,Termine,100.0,5.0,1
INS02953,APP2089,PAR007,2022-05-22,2022-06-22,Abandonne,42.0,,0
INS02954,APP2090,PAR010,2023-01-28,2023-02-01,Abandonne,49.0,,0
INS02955,APP2090,PAR001,2023-01-28,,En cours,65.0,,0
INS02956,APP2091,PAR006,2022-01-30,,En cours,41.0,,0
INS02957,APP2092,PAR006,2022-04-28,,Suspendu,25.0,,0
INS02958,APP2093,PAR002,2023-02-08,,En cours,38.0,,0
INS02959,APP2094,PAR001,2024-06-30,,En cours,13.0,,0
INS02960,APP2094,PAR008,2024-06-30,,En cours,14.0,,0
INS02961,APP2095,PAR012,2022-08-12,,Suspendu,4.0,,0
INS02962,APP2095,PAR007,2022-08-12,,En cours,37.0,,0
INS02963,APP2096,PAR012,2022-07-29,,Suspendu,12.0,,0
INS02964,APP2097,PAR003,2022-03-22,2022-06-03,Termine,100.0,3.0,1
INS02965,APP2098,PAR001,2023-12-27,,Suspendu,18.0,,0
INS02966,APP2098,PAR010,2023-12-27,2024-01-07,Abandonne,12.0,,0
INS02967,APP2099,PAR002,2022-09-20,2023-01-29,Termine,100.0,4.0,1
INS02968,APP2100,PAR009,2023-01-19,,En cours,37.0,,0
INS02969,APP2100,PAR005,2023-01-19,2023-03-18,Termine,100.0,5.0,1
INS02970,APP2101,PAR012,2022-03-30,2022-04-30,Abandonne,17.0,,0
INS02971,APP2102,PAR004,2022-09-16,,En cours,55.0,,0
INS02972,APP2103,PAR006,2022-04-26,2022-10-19,Termine,100.0,5.0,1
INS02973,APP2104,PAR008,2024-01-09,2024-01-31,Abandonne,49.0,,0
INS02974,APP2104,PAR010,2024-01-09,2024-03-05,Termine,100.0,5.0,1
INS02975,APP2105,PAR011,2022-08-11,2022-11-03,Termine,100.0,4.0,1
INS02976,APP2105,PAR012,2022-08-11,2022-10-15,Termine,100.0,5.0,1
INS02977,APP2106,PAR008,2023-02-19,,En cours,53.0,,0
INS02978,APP2107,PAR009,2023-06-18,,En cours,89.0,,0
INS02979,APP2107,PAR007,2023-06-18,2023-07-08,Abandonne,41.0,,0
INS02980,APP2107,PAR004,2023-06-18,2023-07-22,Abandonne,16.0,,0
INS02981,APP2108,PAR001,2022-01-02,2022-03-28,Termine,100.0,5.0,1
INS02982,APP2108,PAR011,2022-01-02,2022-03-17,Termine,100.0,3.0,1
INS02983,APP2109,PAR006,2022-07-07,2022-12-27,Termine,100.0,3.0,1
INS02984,APP2110,PAR001,2022-08-07,2022-10-26,Termine,100.0,4.0,1
INS02985,APP2110,PAR011,2022-08-07,,En cours,13.0,,0
INS02986,APP2110,PAR006,2022-08-07,2023-02-08,Termine,100.0,5.0,1
INS02987,APP2111,PAR001,2023-02-10,,En cours,59.0,,0
INS02988,APP2112,PAR012,2022-04-17,2022-06-10,Termine,100.0,4.0,1
INS02989,APP2113,PAR006,2022-07-06,2022-11-22,Termine,100.0,3.0,1
INS02990,APP2114,PAR011,2022-10-07,,Suspendu,21.0,,0
INS02991,APP2115,PAR008,2022-12-13,,Suspendu,24.0,,0
INS02992,APP2115,PAR004,2022-12-13,,En cours,52.0,,0
INS02993,APP2116,PAR010,2024-05-02,,En cours,72.0,,0
INS02994,APP2116,PAR008,2024-05-02,,Suspendu,26.0,,0
INS02995,APP2117,PAR007,2022-07-31,,En cours,24.0,,0
INS02996,APP2118,PAR012,2022-02-21,2022-03-16,Abandonne,25.0,,0
INS02997,APP2118,PAR010,2022-02-21,2022-04-19,Termine,100.0,5.0,1
INS02998,APP2119,PAR002,2023-12-09,2024-04-07,Termine,100.0,4.0,0
INS02999,APP2120,PAR006,2022-04-26,2022-08-30,Termine,100.0,4.0,1
INS03000,APP2121,PAR007,2024-01-29,,En cours,89.0,,0
INS03001,APP2122,PAR008,2022-04-27,,En cours,32.0,,0
INS03002,APP2123,PAR011,2022-01-09,2022-03-15,Termine,100.0,4.0,1
INS03003,APP2123,PAR002,2022-01-09,,En cours,64.0,,0
INS03004,APP2124,PAR012,2022-10-09,2022-10-17,Abandonne,11.0,,0
INS03005,APP2125,PAR007,2024-06-30,,En cours,10.0,,0
INS03006,APP2126,PAR005,2022-07-19,,En cours,36.0,,0
INS03007,APP2127,PAR010,2022-03-23,,En cours,23.0,,0
INS03008,APP2128,PAR004,2022-03-16,,En cours,12.0,,0
INS03009,APP2128,PAR003,2022-03-16,2022-05-06,Termine,100.0,3.0,1
INS03010,APP2128,PAR009,2022-03-16,2022-05-17,Termine,100.0,5.0,1
INS03011,APP2129,PAR010,2023-11-27,2024-01-08,Termine,100.0,5.0,1
INS03012,APP2130,PAR012,2023-02-26,2023-05-01,Termine,100.0,5.0,1
INS03013,APP2131,PAR009,2022-08-05,,En cours,45.0,,0
INS03014,APP2131,PAR001,2022-08-05,,En cours,49.0,,0
INS03015,APP2132,PAR003,2022-01-26,,Suspendu,24.0,,0
INS03016,APP2132,PAR008,2022-01-26,2022-02-01,Abandonne,22.0,,0
INS03017,APP2132,PAR002,2022-01-26,2022-05-17,Termine,100.0,3.0,1
INS03018,APP2133,PAR005,2022-12-10,2022-12-18,Abandonne,38.0,,0
INS03019,APP2133,PAR011,2022-12-10,,Suspendu,1.0,,0
INS03020,APP2134,PAR009,2023-11-18,2024-01-14,Termine,100.0,3.0,1
INS03021,APP2134,PAR008,2023-11-18,2024-01-02,Termine,100.0,4.0,1
INS03022,APP2134,PAR003,2023-11-18,2024-01-19,Termine,100.0,5.0,1
INS03023,APP2135,PAR008,2022-02-02,,En cours,82.0,,0
INS03024,APP2136,PAR002,2022-05-04,,En cours,60.0,,0
INS03025,APP2136,PAR008,2022-05-04,2022-05-29,Abandonne,44.0,,0
INS03026,APP2137,PAR011,2022-12-11,,En cours,50.0,,0
INS03027,APP2137,PAR009,2022-12-11,2023-03-13,Termine,100.0,5.0,1
INS03028,APP2138,PAR004,2024-03-21,2024-06-05,Termine,100.0,5.0,1
INS03029,APP2139,PAR004,2024-06-30,,En cours,4.0,,0
INS03030,APP2140,PAR004,2024-01-06,,En cours,21.0,,0
INS03031,APP2140,PAR003,2024-01-06,2024-01-25,Abandonne,8.0,,0
INS03032,APP2141,PAR011,2023-01-17,2023-02-13,Abandonne,7.0,,0
INS03033,APP2142,PAR012,2022-06-07,,Suspendu,15.0,,0
INS03034,APP2143,PAR002,2022-04-26,2022-06-05,Abandonne,19.0,,0
INS03035,APP2144,PAR002,2022-01-02,,Suspendu,10.0,,0
INS03036,APP2144,PAR007,2022-01-02,2022-04-02,Termine,100.0,5.0,1
INS03037,APP2145,PAR012,2022-08-10,,En cours,11.0,,0
INS03038,APP2146,PAR001,2023-05-08,2023-08-20,Termine,100.0,5.0,1
INS03039,APP2146,PAR003,2023-05-08,,Suspendu,3.0,,0
INS03040,APP2147,PAR006,2022-07-31,2022-12-10,Termine,100.0,5.0,1
INS03041,APP2148,PAR007,2023-08-16,,En cours,48.0,,0
INS03042,APP2148,PAR005,2023-08-16,2023-10-24,Termine,100.0,5.0,1
INS03043,APP2149,PAR004,2024-06-30,,En cours,3.0,,0
INS03044,APP2149,PAR005,2024-06-30,,En cours,7.0,,0
INS03045,APP2150,PAR011,2022-05-28,2022-08-21,Termine,100.0,3.0,1
INS03046,APP2151,PAR008,2022-10-13,2022-11-09,Abandonne,45.0,,0
INS03047,APP2151,PAR011,2022-10-13,2022-11-01,Abandonne,45.0,,0
INS03048,APP2152,PAR002,2022-08-02,,Suspendu,0.0,,0
INS03049,APP2152,PAR011,2022-08-02,2022-09-05,Abandonne,45.0,,0
INS03050,APP2153,PAR003,2022-06-07,2022-08-08,Termine,100.0,4.0,1
INS03051,APP2154,PAR009,2024-03-28,,En cours,54.0,,0
INS03052,APP2155,PAR011,2022-07-13,2022-10-06,Termine,100.0,5.0,1
INS03053,APP2156,PAR012,2022-05-09,2022-07-11,Termine,100.0,4.0,1
INS03054,APP2156,PAR008,2022-05-09,2022-05-26,Abandonne,41.0,,0
INS03055,APP2157,PAR002,2024-06-30,,En cours,14.0,,0
INS03056,APP2157,PAR006,2024-06-30,,En cours,0.0,,0
INS03057,APP2158,PAR004,2023-10-03,2023-12-15,Termine,100.0,5.0,1
INS03058,APP2159,PAR010,2022-01-18,2022-02-28,Termine,100.0,3.0,1
INS03059,APP2160,PAR010,2022-03-11,2022-04-29,Termine,100.0,5.0,1
INS03060,APP2160,PAR002,2022-03-11,,Suspendu,12.0,,0
INS03061,APP2160,PAR006,2022-03-11,2022-03-31,Abandonne,16.0,,0
INS03062,APP2161,PAR007,2022-01-30,2022-05-13,Termine,100.0,5.0,1
INS03063,APP2162,PAR012,2022-01-06,2022-02-22,Termine,100.0,5.0,1
INS03064,APP2163,PAR012,2024-06-30,,En cours,5.0,,0
INS03065,APP2164,PAR012,2023-09-14,,En cours,38.0,,0
INS03066,APP2164,PAR007,2023-09-14,2024-01-03,Termine,100.0,3.0,0
INS03067,APP2164,PAR009,2023-09-14,,Suspendu,7.0,,0
INS03068,APP2165,PAR007,2022-11-19,2022-12-08,Abandonne,31.0,,0
INS03069,APP2166,PAR004,2023-12-22,,En cours,85.0,,0
INS03070,APP2167,PAR004,2022-08-01,,Suspendu,4.0,,0
