session_id,apprenant_id,parcours_id,date_session,heure_connexion,duree_minutes,module_consulte,appareil,est_weekend
SES023027,APP0679,PAR007,2024-01-25,21,10,Module_05,Desktop,0
SES023028,APP0679,PAR007,2024-04-18,17,32,Module_06,Desktop,0
SES023029,APP0679,PAR007,2024-05-30,6,20,Module_18,Desktop,0
SES023030,APP0679,PAR007,2024-06-01,15,114,Module_15,Mobile,1
SES023031,APP0679,PAR007,2024-03-25,18,26,Module_09,Desktop,0
SES023032,APP0679,PAR007,2024-06-08,7,70,Module_08,Tablette,1
SES023033,APP0679,PAR007,2024-04-04,22,37,Module_11,Mobile,0
SES023034,APP0679,PAR007,2024-04-02,16,34,Module_18,Desktop,0
SES023035,APP0679,PAR007,2024-05-04,11,41,Module_20,Tablette,1
SES023036,APP0679,PAR007,2024-06-26,6,63,Module_23,Mobile,0
SES023037,APP0679,PAR007,2024-01-14,14,51,Module_18,Desktop,1
SES023038,APP0679,PAR007,2024-04-06,17,90,Module_03,Tablette,1
SES023039,APP0679,PAR007,2024-06-02,9,15,Module_14,Desktop,1
SES023040,APP0679,PAR007,2024-03-21,11,32,Module_21,Desktop,0
SES023041,APP0679,PAR007,2024-06-06,20,18,Module_08,Mobile,0
SES023042,APP0679,PAR007,2024-06-06,21,41,Module_06,Mobile,0
SES023043,APP0679,PAR007,2024-06-19,8,59,Module_01,Mobile,0
SES023044,APP0679,PAR007,2024-05-03,18,59,Module_09,Mobile,0
SES023045,APP0679,PAR007,2024-03-30,11,26,Module_18,Mobile,1
SES023046,APP0679,PAR007,2024-02-11,22,44,Module_27,Mobile,1
SES023047,APP0679,PAR007,2024-02-05,14,2,Module_01,Desktop,0
SES023048,APP0679,PAR007,2024-02-24,12,188,Module_25,Mobile,1
SES023049,APP0679,PAR007,2024-03-16,16,35,Module_01,Mobile,1
SES023050,APP0679,PAR007,2024-04-18,14,40,Module_24,Mobile,0
SES023051,APP0679,PAR007,2024-05-05,19,38,Module_03,Mobile,1
SES023052,APP0679,PAR007,2024-02-03,21,6,Module_20,Mobile,1
SES023053,APP0679,PAR007,2024-06-03,16,32,Module_13,Desktop,0
SES023054,APP0679,PAR007,2024-05-16,10,58,Module_17,Mobile,0
SES023055,APP0679,PAR007,2024-06-25,7,26,Module_22,Mobile,0
SES023056,APP0679,PAR007,2024-05-17,22,82,Module_09,Desktop,0
SES023057,APP0679,PAR007,2024-06-26,7,4,Module_23,Mobile,0
SES023058,APP0679,PAR007,2024-01-28,15,122,Module_15,Mobile,1
SES023059,APP0679,PAR007,2024-03-15,16,28,Module_22,Desktop,0
SES023060,APP0679,PAR007,2024-05-13,18,9,Module_10,Desktop,0
SES023061,APP0679,PAR007,2024-05-10,19,3,Module_04,Desktop,0
SES023062,APP0679,PAR007,2024-04-16,13,2,Module_14,Mobile,0
SES023063,APP0679,PAR007,2024-05-16,6,35,Module_28,Mobile,0
SES023064,APP0679,PAR007,2024-02-11,8,2,Module_09,Desktop,1
SES023065,APP0679,PAR007,2024-01-15,10,8,Module_12,Mobile,0
SES023066,APP0679,PAR007,2024-05-08,7,8,Module_05,Desktop,0
SES023067,APP0679,PAR007,2024-03-22,8,19,Module_25,Mobile,0
SES023068,APP0679,PAR007,2024-04-17,11,12,Module_04,Mobile,0
SES023069,APP0679,PAR007,2024-02-10,13,89,Module_07,Desktop,1
SES023070,APP0679,PAR007,2024-03-25,6,12,Module_16,Desktop,0
SES023071,APP0679,PAR007,2024-03-23,8,27,Module_01,Mobile,1
SES023072,APP0679,PAR007,2024-06-18,18,11,Module_07,Mobile,0
SES023073,APP0679,PAR007,2024-05-12,9,111,Module_14,Desktop,1
SES023074,APP0679,PAR007,2024-06-18,9,47,Module_24,Desktop,0
SES023075,APP0679,PAR007,2024-03-03,6,24,Module_08,Desktop,1
SES023076,APP0679,PAR007,2024-01-10,17,74,Module_24,Mobile,0
SES023077,APP0679,PAR007,2024-02-01,8,2,Module_18,Mobile,0
SES023078,APP3282,PAR004,2024-03-20,22,39,Module_20,Mobile,0
SES023079,APP3282,PAR004,2024-02-09,7,15,Module_07,Mobile,0
SES023080,APP3282,PAR004,2024-03-29,14,24,Module_06,Mobile,0
SES023081,APP3282,PAR004,2023-09-03,12,55,Module_14,Mobile,1
SES023082,APP3282,PAR004,2023-06-28,19,103,Module_03,Mobile,0
SES023083,APP3282,PAR004,2024-06-13,6,30,Module_11,Desktop,0
SES023084,APP3282,PAR004,2024-02-23,22,26,Module_02,Mobile,0
SES023085,APP3282,PAR004,2023-10-28,6,42,Module_03,Mobile,1
SES023086,APP3282,PAR004,2024-06-25,19,48,Module_14,Mobile,0
SES023087,APP3282,PAR004,2024-05-27,17,138,Module_10,Mobile,0
SES023088,APP3282,PAR004,2023-04-30,9,9,Module_12,Mobile,1
SES023089,APP3282,PAR004,2023-04-09,13,22,Module_15,Desktop,1
SES023090,APP3282,PAR004,2023-11-29,8,14,Module_15,Desktop,0
SES023091,APP3282,PAR004,2023-05-24,15,95,Module_15,Mobile,0
SES023092,APP3282,PAR004,2023-03-18,19,19,Module_03,Desktop,1
SES023093,APP3282,PAR004,2024-04-25,11,129,Module_15,Desktop,0
SES023094,APP3282,PAR004,2024-03-28,17,17,Module_10,Desktop,0
SES023095,APP3282,PAR004,2024-01-29,19,34,Module_06,Mobile,0
SES023096,APP3282,PAR004,2023-11-23,17,99,Module_08,Mobile,0
SES023097,APP3282,PAR004,2024-01-20,10,20,Module_19,Mobile,1
SES023098,APP3282,PAR004,2024-01-10,16,35,Module_13,Mobile,0
SES023099,APP3282,PAR004,2023-05-16,15,100,Module_16,Desktop,0
SES023100,APP3282,PAR004,2023-02-28,14,75,Module_05,Desktop,0
SES023101,APP3282,PAR004,2024-02-01,13,29,Module_12,Mobile,0
SES023102,APP3282,PAR004,2023-03-11,6,9,Module_14,Desktop,1
SES023103,APP3282,PAR004,2023-03-14,14,40,Module_09,Mobile,0
SES023104,APP3282,PAR004,2023-09-22,7,6,Module_15,Desktop,0
SES023105,APP3282,PAR004,2023-12-22,19,72,Module_20,Desktop,0
SES023106,APP3282,PAR004,2023-12-01,12,72,Module_16,Desktop,0
SES023107,APP3282,PAR004,2023-10-31,22,35,Module_01,Mobile,0
SES023108,APP3282,PAR004,2023-11-21,14,62,Module_03,Desktop,0
SES023109,APP3282,PAR004,2024-02-14,13,8,Module_09,Desktop,0
SES023110,APP3282,PAR004,2023-10-14,16,90,Module_07,Mobile,1
SES023111,APP3282,PAR004,2023-04-25,18,26,Module_10,Mobile,0
SES023112,APP3282,PAR004,2023-10-27,6,2,Module_16,Mobile,0
SES023113,APP3282,PAR004,2023-06-02,22,64,Module_07,Desktop,0
SES023114,APP3282,PAR004,2023-10-27,8,12,Module_09,Desktop,0
SES023115,APP3282,PAR004,2024-06-20,12,60,Module_06,Tablette,0
SES023116,APP3282,PAR004,2023-12-16,7,124,Module_03,Mobile,1
SES023117,APP3282,PAR004,2024-01-17,9,38,Module_18,Mobile,0
SES023118,APP3282,PAR004,2024-06-03,8,13,Module_03,Mobile,0
SES023119,APP3282,PAR004,2023-12-21,12,112,Module_14,Mobile,0
SES023120,APP3282,PAR004,2023-06-05,11,9,Module_08,Tablette,0
SES023121,APP3282,PAR004,2023-05-17,14,9,Module_12,Mobile,0
SES023122,APP3282,PAR004,2023-04-19,10,75,Module_12,Mobile,0
SES023123,APP3282,PAR004,2024-05-01,15,110,Module_17,Tablette,0
SES023124,APP3061,PAR010,2024-02-17,8,32,Module_02,Desktop,1
SES023125,APP3061,PAR010,2024-03-02,7,73,Module_03,Desktop,1
SES023126,APP3061,PAR010,2024-06-03,18,23,Module_08,Desktop,0
SES023127,APP3061,PAR010,2024-06-21,19,9,Module_04,Mobile,0
SES023128,APP2574,PAR004,2023-02-08,12,13,Module_08,Mobile,0
SES023129,APP2574,PAR004,2024-02-09,18,59,Module_19,Mobile,0
SES023130,APP2574,PAR004,2024-04-01,22,15,Module_13,Mobile,0
SES023131,APP2574,PAR004,2024-03-19,21,36,Module_15,Mobile,0
SES023132,APP2574,PAR004,2023-08-18,17,21,Module_06,Mobile,0
SES023133,APP2574,PAR004,2023-08-12,12,57,Module_15,Desktop,1
SES023134,APP2574,PAR004,2024-05-01,15,6,Module_08,Desktop,0
SES023135,APP2574,PAR004,2024-01-17,22,165,Module_19,Desktop,0
SES023136,APP2574,PAR004,2024-02-29,21,141,Module_01,Desktop,0
SES023137,APP2574,PAR004,2024-06-11,21,18,Module_12,Mobile,0
SES023138,APP2574,PAR004,2024-06-24,10,39,Module_07,Desktop,0
SES023139,APP2574,PAR004,2024-02-29,14,8,Module_09,Tablette,0
SES023140,APP2574,PAR004,2023-06-11,13,33,Module_11,Desktop,1
SES023141,APP2574,PAR004,2023-08-09,13,50,Module_09,Tablette,0
SES023142,APP2574,PAR004,2024-03-29,20,87,Module_16,Mobile,0
SES023143,APP2574,PAR004,2023-01-26,6,118,Module_02,Mobile,0
SES023144,APP2574,PAR004,2023-05-11,15,106,Module_08,Mobile,0
SES023145,APP2574,PAR004,2023-05-25,9,39,Module_03,Mobile,0
SES023146,APP2574,PAR004,2023-12-03,8,80,Module_13,Mobile,1
SES023147,APP2574,PAR004,2023-10-13,10,52,Module_01,Mobile,0
SES023148,APP2574,PAR004,2023-10-04,13,66,Module_10,Mobile,0
SES023149,APP2574,PAR004,2024-04-11,15,49,Module_14,Mobile,0
SES023150,APP2574,PAR004,2023-07-27,9,42,Module_03,Mobile,0
SES023151,APP2574,PAR004,2023-05-22,22,24,Module_04,Desktop,0
SES023152,APP2574,PAR004,2024-03-20,20,46,Module_08,Tablette,0
SES023153,APP2574,PAR004,2024-05-15,13,47,Module_10,Mobile,0
SES023154,APP2574,PAR004,2023-10-07,13,22,Module_07,Mobile,1
SES023155,APP2574,PAR004,2024-04-25,17,54,Module_02,Mobile,0
SES023156,APP2574,PAR004,2024-05-26,16,88,Module_08,Mobile,1
SES023157,APP2574,PAR004,2023-07-16,10,223,Module_03,Mobile,1
SES023158,APP2574,PAR004,2023-05-28,7,168,Module_06,Mobile,1
SES023159,APP2574,PAR004,2024-05-02,12,17,Module_14,Mobile,0
SES023160,APP2574,PAR004,2023-02-05,13,23,Module_19,Desktop,1
SES023161,APP2574,PAR004,2024-04-16,8,31,Module_05,Mobile,0
SES023162,APP2574,PAR004,2023-04-28,16,2,Module_08,Mobile,0
SES023163,APP2574,PAR004,2023-12-21,14,4,Module_02,Mobile,0
SES023164,APP4215,PAR003,2022-07-14,8,5,Module_02,Desktop,0
SES023165,APP4215,PAR003,2024-02-01,19,19,Module_14,Desktop,0
SES023166,APP4215,PAR003,2022-08-13,19,27,Module_09,Desktop,1
SES023167,APP4215,PAR003,2022-11-30,8,27,Module_14,Desktop,0
SES023168,APP4215,PAR003,2024-03-28,19,114,Module_01,Desktop,0
SES023169,APP4215,PAR003,2023-12-22,15,7,Module_09,Mobile,0
SES023170,APP4432,PAR006,2023-11-15,21,57,Module_30,Tablette,0
SES023171,APP4432,PAR006,2024-03-29,16,1,Module_24,Mobile,0
SES023172,APP4432,PAR006,2023-02-03,19,29,Module_04,Mobile,0
SES023173,APP4432,PAR006,2023-04-29,20,7,Module_14,Mobile,1
SES023174,APP4432,PAR006,2023-10-20,15,46,Module_01,Mobile,0
SES023175,APP4432,PAR006,2022-12-09,15,26,Module_05,Tablette,0
SES023176,APP4432,PAR006,2023-02-25,6,10,Module_34,Mobile,1
SES023177,APP4432,PAR006,2024-01-28,16,19,Module_02,Desktop,1
SES023178,APP4432,PAR006,2024-02-29,7,20,Module_02,Desktop,0
SES023179,APP4432,PAR006,2024-05-17,14,97,Module_07,Desktop,0
SES023180,APP4432,PAR006,2024-06-27,8,10,Module_16,Mobile,0
SES023181,APP4432,PAR006,2024-02-16,22,67,Module_26,Mobile,0
SES023182,APP4432,PAR006,2023-10-07,18,90,Module_16,Mobile,1
SES023183,APP4432,PAR006,2024-02-01,6,60,Module_27,Desktop,0
SES023184,APP4432,PAR006,2022-04-23,18,61,Module_33,Desktop,1
SES023185,APP4432,PAR006,2022-07-20,10,22,Module_37,Desktop,0
SES023186,APP4432,PAR006,2023-02-13,11,3,Module_33,Mobile,0
SES023187,APP4432,PAR006,2022-07-08,14,41,Module_07,Desktop,0
SES023188,APP4432,PAR006,2022-04-09,22,20,Module_02,Desktop,1
SES023189,APP4432,PAR006,2024-05-05,13,38,Module_10,Desktop,1
SES023190,APP4432,PAR006,2023-02-02,8,162,Module_30,Desktop,0
SES023191,APP4432,PAR006,2023-10-18,22,52,Module_09,Mobile,0
SES023192,APP3995,PAR006,2022-12-27,22,44,Module_01,Mobile,0
SES023193,APP3995,PAR006,2024-02-16,11,16,Module_30,Mobile,0
SES023194,APP3995,PAR006,2022-06-09,7,97,Module_32,Desktop,0
SES023195,APP3995,PAR006,2023-02-16,8,2,Module_15,Mobile,0
SES023196,APP3995,PAR006,2022-03-27,13,21,Module_12,Desktop,1
SES023197,APP3995,PAR006,2024-04-28,13,72,Module_25,Desktop,1
SES023198,APP3995,PAR006,2023-09-13,10,1,Module_37,Desktop,0
SES023199,APP3995,PAR006,2022-10-20,10,23,Module_07,Desktop,0
SES023200,APP3995,PAR006,2023-01-15,11,233,Module_25,Mobile,1
SES023201,APP3995,PAR006,2024-06-26,22,79,Module_25,Mobile,0
SES023202,APP3995,PAR006,2023-08-09,21,2,Module_23,Mobile,0
SES023203,APP3995,PAR006,2023-02-02,11,89,Module_36,Desktop,0
SES023204,APP3995,PAR006,2022-10-30,16,59,Module_35,Desktop,1
SES023205,APP3995,PAR006,2023-06-08,13,32,Module_26,Desktop,0
SES023206,APP3995,PAR006,2022-09-16,11,132,Module_34,Mobile,0
SES023207,APP3995,PAR006,2023-06-22,9,29,Module_15,Mobile,0
SES023208,APP3995,PAR006,2023-01-27,22,131,Module_23,Mobile,0
SES023209,APP3995,PAR006,2022-09-30,12,25,Module_08,Desktop,0
SES023210,APP3995,PAR006,2022-11-06,6,43,Module_14,Tablette,1
SES023211,APP3995,PAR006,2024-06-05,13,37,Module_37,Mobile,0
SES023212,APP3995,PAR006,2022-09-23,12,142,Module_27,Desktop,0
SES023213,APP3995,PAR006,2022-10-29,20,70,Module_04,Mobile,1
SES023214,APP3995,PAR006,2022-12-23,10,12,Module_16,Desktop,0
SES023215,APP3995,PAR006,2022-07-02,21,35,Module_26,Mobile,1
SES023216,APP1101,PAR001,2022-08-16,17,14,Module_15,Desktop,0
SES023217,APP1101,PAR001,2023-01-19,8,34,Module_13,Desktop,0
SES023218,APP1101,PAR001,2022-08-25,19,82,Module_15,Mobile,0
SES023219,APP1101,PAR001,2023-08-28,9,174,Module_02,Mobile,0
SES023220,APP1101,PAR001,2023-04-12,15,26,Module_05,Mobile,0
SES023221,APP1101,PAR001,2022-11-12,7,53,Module_12,Desktop,1
SES023222,APP1101,PAR001,2022-07-01,22,18,Module_06,Mobile,0
SES023223,APP1101,PAR001,2023-02-17,19,36,Module_17,Desktop,0
SES023224,APP1101,PAR001,2023-05-23,14,11,Module_23,Tablette,0
SES023225,APP1101,PAR001,2023-10-26,7,1,Module_18,Desktop,0
SES023226,APP1101,PAR001,2023-04-20,8,76,Module_21,Mobile,0
SES023227,APP1101,PAR001,2024-06-04,7,14,Module_14,Tablette,0
SES023228,APP1101,PAR001,2023-08-14,10,119,Module_23,Desktop,0
SES023229,APP1101,PAR001,2023-06-15,19,17,Module_09,Desktop,0
SES023230,APP1101,PAR001,2023-07-09,8,94,Module_19,Mobile,1
SES023231,APP1101,PAR001,2022-11-14,7,16,Module_06,Mobile,0
SES023232,APP1101,PAR001,2022-12-17,14,66,Module_17,Mobile,1
SES023233,APP1330,PAR010,2024-05-10,6,33,Module_03,Desktop,0
SES023234,APP1330,PAR010,2024-06-10,15,19,Module_10,Tablette,0
SES023235,APP1330,PAR010,2024-06-14,12,4,Module_04,Mobile,0
SES023236,APP1330,PAR010,2024-06-06,22,18,Module_01,Mobile,0
SES023237,APP1330,PAR010,2024-04-21,13,2,Module_11,Desktop,1
SES023238,APP1330,PAR010,2024-06-24,7,24,Module_12,Mobile,0
SES023239,APP1330,PAR010,2024-05-07,15,56,Module_12,Tablette,0
SES023240,APP1330,PAR010,2024-06-01,19,2,Module_12,Desktop,1
SES023241,APP1330,PAR010,2024-04-30,20,12,Module_05,Mobile,0
SES023242,APP1330,PAR010,2024-06-05,7,76,Module_01,Desktop,0
SES023243,APP1330,PAR010,2024-06-08,20,63,Module_04,Mobile,1
SES023244,APP1330,PAR010,2024-06-11,9,61,Module_08,Desktop,0
SES023245,APP1330,PAR010,2024-05-05,6,2,Module_10,Mobile,1
SES023246,APP0763,PAR004,2024-06-09,9,12,Module_20,Desktop,1
SES023247,APP0763,PAR004,2023-12-17,15,50,Module_04,Mobile,1
SES023248,APP0763,PAR004,2023-11-20,18,147,Module_06,Mobile,0
SES023249,APP0763,PAR004,2024-05-22,16,15,Module_08,Mobile,0
SES023250,APP0763,PAR004,2023-10-20,7,20,Module_15,Desktop,0
SES023251,APP0763,PAR004,2024-01-28,15,20,Module_13,Desktop,1
SES023252,APP0763,PAR004,2023-09-26,6,65,Module_13,Tablette,0
SES023253,APP0763,PAR004,2024-03-03,9,157,Module_15,Mobile,1
SES023254,APP0763,PAR004,2024-01-15,20,39,Module_03,Desktop,0
SES023255,APP0763,PAR004,2024-05-25,19,13,Module_05,Mobile,1
SES023256,APP0763,PAR004,2024-04-04,13,18,Module_14,Mobile,0
SES023257,APP0763,PAR004,2023-09-27,16,31,Module_09,Mobile,0
SES023258,APP0763,PAR004,2024-06-27,10,100,Module_17,Mobile,0
SES023259,APP0763,PAR004,2024-02-29,17,1,Module_18,Mobile,0
SES023260,APP0763,PAR004,2024-03-27,20,122,Module_14,Mobile,0
SES023261,APP0763,PAR004,2024-02-09,18,21,Module_18,Tablette,0
SES023262,APP0763,PAR004,2023-12-25,21,11,Module_07,Mobile,0
SES023263,APP2336,PAR002,2024-02-13,22,19,Module_19,Mobile,0
SES023264,APP2336,PAR002,2024-01-31,22,80,Module_09,Desktop,0
SES023265,APP2336,PAR002,2023-03-27,20,3,Module_06,Mobile,0
SES023266,APP2336,PAR002,2023-07-02,21,43,Module_03,Mobile,1
SES023267,APP2336,PAR002,2023-05-17,16,23,Module_32,Desktop,0
SES023268,APP2336,PAR002,2023-08-01,18,208,Module_20,Mobile,0
SES023269,APP2336,PAR002,2023-06-10,9,63,Module_25,Desktop,1
SES023270,APP2336,PAR002,2023-04-14,17,36,Module_31,Desktop,0
SES023271,APP2336,PAR002,2024-04-14,21,20,Module_19,Tablette,1
SES023272,APP2336,PAR002,2023-06-06,11,29,Module_07,Desktop,0
SES023273,APP2336,PAR002,2024-03-02,8,14,Module_20,Mobile,1
SES023274,APP2336,PAR002,2022-11-26,14,83,Module_32,Mobile,1
SES023275,APP2336,PAR002,2024-03-05,14,12,Module_27,Mobile,0
SES023276,APP2336,PAR002,2023-03-15,11,31,Module_24,Mobile,0
SES023277,APP2336,PAR002,2023-08-31,16,56,Module_25,Mobile,0
SES023278,APP2336,PAR002,2023-09-28,19,1,Module_18,Mobile,0
SES023279,APP2336,PAR002,2022-10-13,13,73,Module_24,Desktop,0
SES023280,APP2336,PAR002,2024-04-11,21,29,Module_07,Desktop,0
SES023281,APP2336,PAR002,2022-10-25,6,151,Module_32,Desktop,0
SES023282,APP2336,PAR002,2023-01-13,7,3,Module_15,Desktop,0
SES023283,APP2336,PAR002,2022-10-24,11,34,Module_31,Mobile,0
SES023284,APP2336,PAR002,2023-02-19,12,16,Module_23,Mobile,1
SES023285,APP2336,PAR002,2023-06-03,10,30,Module_28,Desktop,1
SES023286,APP2336,PAR002,2022-10-17,21,38,Module_28,Desktop,0
SES023287,APP2336,PAR002,2022-12-30,15,10,Module_21,Mobile,0
SES023288,APP2336,PAR002,2023-10-15,11,18,Module_22,Mobile,1
SES023289,APP2336,PAR002,2023-12-24,9,20,Module_28,Mobile,1
SES023290,APP2336,PAR002,2023-02-19,9,4,Module_23,Mobile,1
SES023291,APP2336,PAR002,2023-06-17,20,87,Module_20,Mobile,1
SES023292,APP2336,PAR002,2023-11-28,13,8,Module_21,Mobile,0
SES023293,APP2336,PAR002,2023-02-27,16,1,Module_15,Desktop,0
SES023294,APP2336,PAR002,2023-03-01,10,67,Module_02,Desktop,0
SES023295,APP2336,PAR002,2023-02-06,21,15,Module_01,Desktop,0
SES023296,APP2336,PAR002,2024-05-23,16,41,Module_14,Mobile,0
SES023297,APP2336,PAR002,2023-01-17,7,15,Module_10,Mobile,0
SES023298,APP2336,PAR002,2023-11-07,14,23,Module_18,Mobile,0
SES023299,APP2336,PAR002,2022-10-20,7,5,Module_02,Mobile,0
SES023300,APP2336,PAR002,2023-07-27,18,62,Module_21,Mobile,0
SES023301,APP2336,PAR002,2022-12-02,18,10,Module_19,Desktop,0
SES023302,APP2336,PAR002,2022-11-26,17,7,Module_21,Mobile,1
SES023303,APP3626,PAR001,2022-11-04,19,18,Module_12,Tablette,0
SES023304,APP3626,PAR001,2022-09-06,13,5,Module_14,Tablette,0
SES023305,APP3626,PAR001,2024-02-15,10,6,Module_18,Tablette,0
SES023306,APP3626,PAR001,2023-09-20,13,110,Module_24,Mobile,0
SES023307,APP3626,PAR001,2023-03-27,14,48,Module_09,Desktop,0
SES023308,APP3626,PAR001,2023-06-25,19,14,Module_24,Desktop,1
SES023309,APP3626,PAR001,2023-04-21,18,40,Module_08,Desktop,0
SES023310,APP3626,PAR001,2023-06-07,15,152,Module_08,Desktop,0
SES023311,APP3626,PAR001,2023-03-19,17,26,Module_24,Mobile,1
SES023312,APP3626,PAR001,2022-12-29,10,57,Module_20,Mobile,0
SES023313,APP3626,PAR001,2022-09-24,13,97,Module_24,Desktop,1
SES023314,APP3626,PAR001,2023-06-18,14,29,Module_02,Mobile,1
SES023315,APP3626,PAR001,2023-03-30,13,4,Module_21,Desktop,0
SES023316,APP3626,PAR001,2024-04-11,7,41,Module_11,Mobile,0
SES023317,APP3626,PAR001,2024-01-02,13,50,Module_04,Mobile,0
SES023318,APP3626,PAR001,2023-03-14,15,15,Module_19,Mobile,0
SES023319,APP3626,PAR001,2023-03-30,11,109,Module_05,Mobile,0
SES023320,APP3626,PAR001,2024-03-12,22,53,Module_23,Desktop,0
SES023321,APP3626,PAR001,2023-08-06,13,83,Module_04,Mobile,1
SES023322,APP3626,PAR001,2024-06-23,13,37,Module_24,Desktop,1
SES023323,APP3626,PAR001,2023-08-14,6,13,Module_09,Mobile,0
SES023324,APP3626,PAR001,2023-01-18,14,12,Module_01,Mobile,0
SES023325,APP3626,PAR001,2023-12-19,20,201,Module_07,Tablette,0
SES023326,APP3626,PAR001,2022-09-24,16,58,Module_16,Tablette,1
SES023327,APP3626,PAR001,2024-05-22,18,1,Module_01,Desktop,0
SES023328,APP3626,PAR001,2022-11-18,8,79,Module_21,Mobile,0
SES023329,APP3626,PAR001,2024-05-08,9,24,Module_03,Mobile,0
SES023330,APP3626,PAR001,2022-11-01,6,34,Module_07,Tablette,0
SES023331,APP3626,PAR001,2023-05-27,14,15,Module_03,Desktop,1
SES023332,APP3626,PAR001,2023-06-21,22,19,Module_04,Mobile,0
SES023333,APP3626,PAR001,2023-10-25,18,10,Module_10,Mobile,0
SES023334,APP3626,PAR001,2023-09-10,14,21,Module_02,Mobile,1
SES023335,APP3626,PAR001,2023-10-05,16,8,Module_16,Desktop,0
SES023336,APP3626,PAR001,2023-06-22,8,59,Module_03,Mobile,0
SES023337,APP3626,PAR001,2023-03-17,9,32,Module_19,Desktop,0
SES023338,APP3626,PAR001,2023-07-31,12,86,Module_03,Tablette,0
SES023339,APP3626,PAR001,2024-05-01,21,7,Module_16,Mobile,0
SES023340,APP3626,PAR001,2023-01-27,8,38,Module_05,Mobile,0
SES023341,APP3626,PAR001,2023-05-09,15,76,Module_19,Mobile,0
SES023342,APP3626,PAR001,2023-07-09,17,24,Module_12,Desktop,1
SES023343,APP3626,PAR001,2023-06-06,14,60,Module_23,Mobile,0
SES023344,APP3626,PAR001,2023-10-15,18,1,Module_02,Mobile,1
SES023345,APP3626,PAR001,2023-10-02,20,95,Module_19,Desktop,0
SES023346,APP3626,PAR001,2022-10-08,19,1,Module_04,Desktop,1
SES023347,APP3626,PAR001,2023-12-24,19,5,Module_04,Mobile,1
SES023348,APP3626,PAR001,2024-06-19,20,50,Module_22,Desktop,0
SES023349,APP3626,PAR001,2024-04-16,8,157,Module_22,Desktop,0
SES023350,APP3626,PAR001,2022-07-15,15,94,Module_12,Desktop,0
SES023351,APP3626,PAR001,2023-04-03,9,3,Module_21,Mobile,0
SES023352,APP3626,PAR001,2023-11-25,20,79,Module_12,Mobile,1
SES023353,APP3626,PAR001,2022-10-18,22,82,Module_10,Mobile,0
SES023354,APP3626,PAR001,2023-04-17,16,15,Module_05,Mobile,0
SES023355,APP3626,PAR001,2022-11-19,17,105,Module_17,Desktop,1
SES023356,APP4234,PAR009,2024-01-22,13,47,Module_06,Mobile,0
SES023357,APP4234,PAR009,2024-02-19,7,5,Module_03,Mobile,0
SES023358,APP4234,PAR009,2024-04-07,8,65,Module_17,Mobile,1
SES023359,APP4234,PAR009,2024-01-10,12,29,Module_14,Desktop,0
SES023360,APP4234,PAR009,2024-06-17,8,33,Module_18,Desktop,0
SES023361,APP4234,PAR009,2024-03-28,16,29,Module_08,Mobile,0
SES023362,APP4234,PAR009,2024-06-02,21,79,Module_11,Desktop,1
SES023363,APP4234,PAR009,2024-01-12,9,15,Module_17,Desktop,0
SES023364,APP4234,PAR009,2024-06-01,17,77,Module_14,Mobile,1
SES023365,APP4234,PAR009,2024-04-15,18,4,Module_07,Mobile,0
SES023366,APP4234,PAR009,2024-05-26,22,23,Module_13,Mobile,1
SES023367,APP4234,PAR009,2024-01-16,13,22,Module_01,Desktop,0
SES023368,APP4234,PAR009,2024-06-13,22,41,Module_15,Desktop,0
SES023369,APP4234,PAR009,2024-02-02,6,51,Module_08,Desktop,0
SES023370,APP4234,PAR009,2024-04-01,12,180,Module_05,Mobile,0
SES023371,APP2482,PAR012,2022-08-27,8,38,Module_07,Mobile,1
SES023372,APP2482,PAR012,2023-02-12,7,3,Module_15,Tablette,1
SES023373,APP2482,PAR012,2022-11-09,18,20,Module_11,Desktop,0
SES023374,APP2482,PAR012,2023-07-20,8,73,Module_02,Mobile,0
SES023375,APP2482,PAR012,2022-06-13,8,105,Module_16,Mobile,0
SES023376,APP2482,PAR012,2023-10-18,11,80,Module_04,Mobile,0
SES023377,APP2482,PAR012,2023-09-17,8,70,Module_11,Mobile,1
SES023378,APP2482,PAR012,2023-05-20,6,3,Module_08,Desktop,1
SES023379,APP2482,PAR012,2023-12-05,12,35,Module_06,Mobile,0
SES023380,APP3421,PAR011,2024-06-30,7,49,Module_20,Mobile,1
SES023381,APP3421,PAR011,2024-06-30,9,9,Module_12,Desktop,1
SES023382,APP0046,PAR004,2023-12-25,18,16,Module_02,Tablette,0
SES023383,APP0046,PAR004,2023-12-30,17,91,Module_11,Mobile,1
SES023384,APP0046,PAR004,2023-07-16,12,77,Module_04,Desktop,1
SES023385,APP0046,PAR004,2023-06-18,19,77,Module_13,Mobile,1
SES023386,APP0046,PAR004,2024-03-01,14,34,Module_18,Mobile,0
SES023387,APP0046,PAR004,2024-03-22,9,57,Module_18,Desktop,0
SES023388,APP0046,PAR004,2023-08-15,9,1,Module_04,Desktop,0
SES023389,APP0046,PAR004,2024-01-11,17,22,Module_15,Mobile,0
SES023390,APP3670,PAR004,2022-09-19,21,9,Module_08,Mobile,0
SES023391,APP3670,PAR004,2023-08-19,17,58,Module_12,Desktop,1
SES023392,APP3670,PAR004,2022-10-07,7,20,Module_20,Desktop,0
SES023393,APP3670,PAR004,2022-10-22,16,19,Module_19,Desktop,1
