paiement_id,apprenant_id,parcours_id,date_paiement,montant_fcfa,methode,type_paiement,statut_paiement
PAY05269,APP2742,PAR006,2024-09-28,49800,Mobile Money,Mensuel,Valide
PAY05270,APP2743,PAR002,2022-04-11,159200,Carte bancaire,Integral,Valide
PAY05271,APP2743,PAR009,2022-04-11,95200,Virement,Integral,Valide
PAY05272,APP2744,PAR005,2022-02-10,99000,Virement,Integral,Echoue
PAY05273,APP2745,PAR012,2024-01-25,35600,Mobile Money,En 2 fois,Valide
PAY05274,APP2745,PAR012,2024-02-24,35600,PayPal,En 2 fois,Valide
PAY05275,APP2746,PAR003,2022-02-12,71200,Virement,Integral,Valide
PAY05276,APP2746,PAR007,2022-02-12,35800,Mobile Money,Mensuel,Valide
PAY05277,APP2746,PAR007,2022-03-14,35800,Carte bancaire,Mensuel,Valide
PAY05278,APP2746,PAR007,2022-04-13,35800,Carte bancaire,Mensuel,Valide
PAY05279,APP2746,PAR007,2022-05-13,35800,Mobile Money,Mensuel,Valide
PAY05280,APP2746,PAR010,2022-02-12,55200,Mobile Money,Integral,Valide
PAY05281,APP2747,PAR005,2022-06-05,99000,Mobile Money,Integral,Valide
PAY05282,APP2748,PAR006,2024-06-30,249000,Virement,Integral,Valide
PAY05283,APP2749,PAR001,2022-09-02,74500,Mobile Money,En 2 fois,Rembourse
PAY05284,APP2749,PAR001,2022-10-02,74500,Mobile Money,En 2 fois,Valide
PAY05285,APP2749,PAR011,2022-09-02,109000,Mobile Money,Integral,Valide
PAY05286,APP2750,PAR001,2023-10-05,149000,Mobile Money,Integral,Valide
PAY05287,APP2750,PAR006,2023-10-05,249000,Mobile Money,Integral,Rembourse
PAY05288,APP2751,PAR004,2022-02-07,129000,Virement,Integral,Valide
PAY05289,APP2752,PAR012,2022-05-16,89000,Mobile Money,Integral,Valide
PAY05290,APP2753,PAR005,2023-12-20,99000,Mobile Money,Integral,Valide
PAY05291,APP2754,PAR003,2022-03-06,71200,Carte bancaire,Integral,Valide
PAY05292,APP2755,PAR005,2022-03-15,99000,Mobile Money,Integral,Valide
PAY05293,APP2755,PAR001,2022-03-15,149000,Mobile Money,Integral,Valide
PAY05294,APP2756,PAR009,2022-03-07,95200,Mobile Money,Integral,Valide
PAY05295,APP2757,PAR011,2024-06-30,87200,Virement,Integral,Valide
PAY05296,APP2758,PAR010,2023-01-24,27600,Carte bancaire,En 2 fois,Valide
PAY05297,APP2758,PAR010,2023-02-23,27600,Mobile Money,En 2 fois,Valide
PAY05298,APP2759,PAR002,2022-04-08,199000,Mobile Money,Integral,Valide
PAY05299,APP2759,PAR007,2022-04-08,179000,Mobile Money,Integral,Valide
PAY05300,APP2760,PAR011,2023-06-06,109000,Carte bancaire,Integral,Valide
PAY05301,APP2761,PAR005,2022-07-10,79200,Mobile Money,Integral,Valide
PAY05302,APP2762,PAR011,2022-02-05,87200,Virement,Integral,Valide
PAY05303,APP2763,PAR011,2024-03-05,43600,Mobile Money,En 2 fois,Valide
PAY05304,APP2763,PAR011,2024-04-04,43600,Mobile Money,En 2 fois,Valide
PAY05305,APP2764,PAR010,2023-08-24,34500,Mobile Money,En 2 fois,Valide
PAY05306,APP2764,PAR010,2023-09-23,34500,Mobile Money,En 2 fois,Valide
PAY05307,APP2765,PAR009,2023-07-24,119000,Mobile Money,Integral,Valide
PAY05308,APP2766,PAR004,2022-03-30,129000,Virement,Integral,Valide
PAY05309,APP2767,PAR008,2023-05-23,63200,PayPal,Integral,Valide
PAY05310,APP2768,PAR004,2022-07-05,103200,Mobile Money,Integral,Valide
PAY05311,APP2769,PAR006,2022-11-19,249000,Carte bancaire,Integral,Valide
PAY05312,APP2770,PAR005,2024-06-30,99000,Mobile Money,Integral,Valide
PAY05313,APP2771,PAR004,2024-04-07,129000,Mobile Money,Integral,Valide
PAY05314,APP2772,PAR010,2022-11-01,69000,Carte bancaire,Integral,Valide
PAY05315,APP2773,PAR011,2022-08-17,109000,Virement,Integral,Valide
PAY05316,APP2773,PAR007,2022-08-17,179000,Carte bancaire,Integral,Valide
PAY05317,APP2773,PAR003,2022-08-17,89000,Mobile Money,Integral,Valide
PAY05318,APP2774,PAR008,2023-03-16,79000,Virement,Integral,Valide
PAY05319,APP2774,PAR004,2023-03-16,32250,Carte bancaire,Mensuel,Valide
PAY05320,APP2774,PAR004,2023-04-15,32250,Virement,Mensuel,Valide
PAY05321,APP2774,PAR004,2023-05-15,32250,Mobile Money,Mensuel,Valide
PAY05322,APP2774,PAR004,2023-06-14,32250,Carte bancaire,Mensuel,Valide
PAY05323,APP2775,PAR012,2023-10-23,89000,Mobile Money,Integral,Valide
PAY05324,APP2776,PAR012,2023-05-20,71200,Virement,Integral,Valide
PAY05325,APP2777,PAR007,2022-07-15,143200,Carte bancaire,Integral,Valide
PAY05326,APP2777,PAR006,2022-07-15,199200,Mobile Money,Integral,Valide
PAY05327,APP2777,PAR003,2022-07-15,35600,Mobile Money,En 2 fois,Valide
PAY05328,APP2777,PAR003,2022-08-14,35600,Mobile Money,En 2 fois,Valide
PAY05329,APP2778,PAR008,2022-02-03,39500,Carte bancaire,En 2 fois,Valide
PAY05330,APP2778,PAR008,2022-03-05,39500,Carte bancaire,En 2 fois,Valide
PAY05331,APP2778,PAR002,2022-02-03,199000,Carte bancaire,Integral,Valide
PAY05332,APP2779,PAR008,2022-09-12,79000,Carte bancaire,Integral,Valide
PAY05333,APP2780,PAR003,2022-01-09,71200,Carte bancaire,Integral,Valide
PAY05334,APP2780,PAR008,2022-01-09,63200,Mobile Money,Integral,Valide
PAY05335,APP2781,PAR003,2022-03-01,89000,Virement,Integral,Valide
PAY05336,APP2782,PAR003,2023-06-18,89000,Mobile Money,Integral,Valide
PAY05337,APP2783,PAR004,2022-10-28,129000,Mobile Money,Integral,Echoue
PAY05338,APP2783,PAR010,2022-10-28,69000,Mobile Money,Integral,Valide
PAY05339,APP2784,PAR008,2022-10-28,63200,Mobile Money,Integral,Valide
PAY05340,APP2784,PAR003,2022-10-28,71200,Mobile Money,Integral,Valide
PAY05341,APP2785,PAR011,2022-10-15,54500,Mobile Money,En 2 fois,Valide
PAY05342,APP2785,PAR011,2022-11-14,54500,Mobile Money,En 2 fois,Valide
PAY05343,APP2786,PAR005,2022-12-03,79200,Virement,Integral,Valide
PAY05344,APP2787,PAR001,2023-04-06,149000,Mobile Money,Integral,Valide
PAY05345,APP2787,PAR005,2023-04-06,99000,Mobile Money,Integral,Rembourse
PAY05346,APP2788,PAR003,2023-11-14,89000,Mobile Money,Integral,Valide
PAY05347,APP2789,PAR003,2024-01-06,89000,Mobile Money,Integral,Valide
PAY05348,APP2789,PAR007,2024-01-06,179000,Mobile Money,Integral,Valide
PAY05349,APP2789,PAR010,2024-01-06,69000,Virement,Integral,Valide
PAY05350,APP2790,PAR004,2022-06-26,103200,Carte bancaire,Integral,Valide
PAY05351,APP2791,PAR002,2022-04-27,199000,Mobile Money,Integral,Valide
PAY05352,APP2792,PAR003,2024-06-30,89000,Mobile Money,Integral,Valide
PAY05353,APP2792,PAR002,2024-06-30,199000,Carte bancaire,Integral,Valide
PAY05354,APP2792,PAR007,2024-06-30,179000,Mobile Money,Integral,Valide
PAY05355,APP2793,PAR004,2022-04-05,103200,Mobile Money,Integral,Valide
PAY05356,APP2793,PAR008,2022-04-05,63200,Mobile Money,Integral,Valide
PAY05357,APP2793,PAR007,2022-04-05,143200,Mobile Money,Integral,Valide
PAY05358,APP2794,PAR002,2024-06-30,199000,Virement,Integral,Valide
PAY05359,APP2795,PAR012,2024-06-30,89000,PayPal,Integral,Echoue
PAY05360,APP2796,PAR009,2022-07-09,95200,PayPal,Integral,Valide
PAY05361,APP2797,PAR003,2023-09-02,89000,Carte bancaire,Integral,Valide
PAY05362,APP2798,PAR012,2024-06-30,89000,Carte bancaire,Integral,Valide
PAY05363,APP2799,PAR001,2022-01-22,119200,Virement,Integral,Valide
PAY05364,APP2800,PAR010,2023-01-17,69000,Mobile Money,Integral,Valide
PAY05365,APP2800,PAR002,2023-01-17,199000,Carte bancaire,Integral,Valide
PAY05366,APP2801,PAR007,2023-10-16,89500,Mobile Money,En 2 fois,Valide
PAY05367,APP2801,PAR007,2023-11-15,89500,PayPal,En 2 fois,Valide
PAY05368,APP2801,PAR012,2023-10-16,89000,Mobile Money,Integral,Valide
PAY05369,APP2802,PAR001,2023-11-04,149000,Mobile Money,Integral,Valide
PAY05370,APP2803,PAR002,2022-02-06,199000,Carte bancaire,Integral,Valide
PAY05371,APP2803,PAR001,2022-02-06,149000,Virement,Integral,Valide
PAY05372,APP2803,PAR011,2022-02-06,109000,Carte bancaire,Integral,Valide
PAY05373,APP2804,PAR003,2023-02-02,44500,PayPal,En 2 fois,Valide
PAY05374,APP2804,PAR003,2023-03-04,44500,Mobile Money,En 2 fois,Valide
PAY05375,APP2805,PAR004,2022-02-19,129000,Mobile Money,Integral,Valide
PAY05376,APP2806,PAR002,2023-06-05,199000,Mobile Money,Integral,Valide
PAY05377,APP2807,PAR005,2022-02-10,24750,Virement,Mensuel,Valide
PAY05378,APP2807,PAR005,2022-03-12,24750,Carte bancaire,Mensuel,Valide
PAY05379,APP2807,PAR005,2022-04-11,24750,Mobile Money,Mensuel,Valide
PAY05380,APP2807,PAR005,2022-05-11,24750,Mobile Money,Mensuel,Valide
PAY05381,APP2808,PAR003,2022-09-07,89000,Mobile Money,Integral,Valide
PAY05382,APP2809,PAR011,2022-08-29,54500,Mobile Money,En 2 fois,Valide
PAY05383,APP2809,PAR011,2022-09-28,54500,Virement,En 2 fois,Valide
PAY05384,APP2810,PAR010,2022-05-21,69000,Mobile Money,Integral,Valide
PAY05385,APP2811,PAR001,2022-06-10,119200,PayPal,Integral,Valide
PAY05386,APP2811,PAR012,2022-06-10,71200,Mobile Money,Integral,Valide
PAY05387,APP2812,PAR002,2022-03-09,199000,Virement,Integral,Valide
PAY05388,APP2812,PAR009,2022-03-09,119000,Carte bancaire,Integral,Valide
PAY05389,APP2813,PAR012,2022-06-06,89000,PayPal,Integral,Valide
PAY05390,APP2814,PAR006,2024-02-01,199200,Virement,Integral,Valide
PAY05391,APP2814,PAR002,2024-02-01,79600,Mobile Money,En 2 fois,Valide
PAY05392,APP2814,PAR002,2024-03-02,79600,Mobile Money,En 2 fois,Valide
PAY05393,APP2815,PAR004,2024-06-30,129000,Mobile Money,Integral,Valide
PAY05394,APP2815,PAR003,2024-06-30,44500,Carte bancaire,En 2 fois,Valide
PAY05395,APP2815,PAR003,2024-07-30,44500,Virement,En 2 fois,Valide
PAY05396,APP2816,PAR008,2022-04-04,63200,Mobile Money,Integral,Valide
PAY05397,APP2816,PAR010,2022-04-04,55200,Carte bancaire,Integral,Valide
PAY05398,APP2817,PAR008,2024-06-30,63200,PayPal,Integral,Valide
PAY05399,APP2817,PAR003,2024-06-30,71200,Mobile Money,Integral,Valide
PAY05400,APP2817,PAR005,2024-06-30,79200,Virement,Integral,Valide
PAY05401,APP2818,PAR006,2024-06-30,249000,Virement,Integral,Valide
PAY05402,APP2819,PAR008,2023-05-11,79000,Mobile Money,Integral,Valide
PAY05403,APP2820,PAR003,2023-06-23,89000,Mobile Money,Integral,Valide
PAY05404,APP2821,PAR004,2022-01-17,103200,Virement,Integral,Valide
PAY05405,APP2821,PAR001,2022-01-17,59600,Mobile Money,En 2 fois,Valide
PAY05406,APP2821,PAR001,2022-02-16,59600,Mobile Money,En 2 fois,Valide
PAY05407,APP2821,PAR009,2022-01-17,95200,Carte bancaire,Integral,Valide
PAY05408,APP2822,PAR012,2022-11-14,89000,Carte bancaire,Integral,Valide
PAY05409,APP2822,PAR005,2022-11-14,99000,Carte bancaire,Integral,Valide
PAY05410,APP2822,PAR009,2022-11-14,119000,Carte bancaire,Integral,Valide
PAY05411,APP2823,PAR002,2022-09-12,159200,PayPal,Integral,Valide
PAY05412,APP2824,PAR001,2022-05-30,119200,Carte bancaire,Integral,Valide
PAY05413,APP2825,PAR001,2024-06-30,119200,Mobile Money,Integral,Valide
PAY05414,APP2826,PAR002,2023-02-04,199000,Mobile Money,Integral,Valide
PAY05415,APP2826,PAR009,2023-02-04,119000,PayPal,Integral,Valide
PAY05416,APP2826,PAR005,2023-02-04,49500,Mobile Money,En 2 fois,Valide
PAY05417,APP2826,PAR005,2023-03-06,49500,Virement,En 2 fois,Valide
PAY05418,APP2827,PAR002,2024-06-30,159200,Mobile Money,Integral,Valide
PAY05419,APP2828,PAR009,2022-02-16,95200,Virement,Integral,Valide
PAY05420,APP2829,PAR007,2023-03-04,179000,Carte bancaire,Integral,Valide
PAY05421,APP2829,PAR003,2023-03-04,89000,Mobile Money,Integral,Valide
PAY05422,APP2830,PAR001,2022-06-21,119200,Carte bancaire,Integral,Valide
PAY05423,APP2830,PAR004,2022-06-21,103200,Mobile Money,Integral,Valide
PAY05424,APP2831,PAR001,2024-01-28,37250,Virement,Mensuel,Valide
PAY05425,APP2831,PAR001,2024-02-27,37250,Mobile Money,Mensuel,Valide
PAY05426,APP2831,PAR001,2024-03-28,37250,Carte bancaire,Mensuel,Valide
PAY05427,APP2831,PAR001,2024-04-27,37250,Mobile Money,Mensuel,Valide
PAY05428,APP2832,PAR004,2022-04-12,103200,Carte bancaire,Integral,Valide
PAY05429,APP2833,PAR007,2024-05-15,179000,Carte bancaire,Integral,Valide
PAY05430,APP2834,PAR007,2024-06-30,89500,Carte bancaire,En 2 fois,Valide
PAY05431,APP2834,PAR007,2024-07-30,89500,Mobile Money,En 2 fois,Valide
PAY05432,APP2835,PAR003,2023-11-02,71200,Mobile Money,Integral,Valide
PAY05433,APP2836,PAR006,2023-11-08,249000,Mobile Money,Integral,Valide
PAY05434,APP2837,PAR011,2022-05-30,54500,Carte bancaire,En 2 fois,Valide
PAY05435,APP2837,PAR011,2022-06-29,54500,Mobile Money,En 2 fois,Valide
PAY05436,APP2838,PAR005,2022-09-30,99000,Mobile Money,Integral,Valide
PAY05437,APP2838,PAR004,2022-09-30,129000,Carte bancaire,Integral,Valide
PAY05438,APP2838,PAR007,2022-09-30,179000,Virement,Integral,Valide
PAY05439,APP2839,PAR011,2022-05-23,87200,Mobile Money,Integral,Valide
PAY05440,APP2840,PAR012,2022-12-03,89000,Carte bancaire,Integral,Valide
PAY05441,APP2841,PAR002,2022-09-03,79600,Virement,En 2 fois,Valide
PAY05442,APP2841,PAR002,2022-10-03,79600,PayPal,En 2 fois,Valide
PAY05443,APP2841,PAR008,2022-09-03,31600,Mobile Money,En 2 fois,Valide
PAY05444,APP2841,PAR008,2022-10-03,31600,Mobile Money,En 2 fois,Rembourse
PAY05445,APP2842,PAR003,2022-08-21,89000,Mobile Money,Integral,Valide
PAY05446,APP2843,PAR002,2022-02-19,199000,Mobile Money,Integral,Valide
PAY05447,APP2844,PAR004,2024-06-30,129000,Carte bancaire,Integral,Valide
PAY05448,APP2845,PAR002,2022-02-05,199000,Carte bancaire,Integral,Valide
PAY05449,APP2846,PAR005,2022-01-28,79200,Carte bancaire,Integral,Valide
PAY05450,APP2846,PAR006,2022-01-28,49800,Virement,Mensuel,Valide
PAY05451,APP2846,PAR006,2022-02-27,49800,Mobile Money,Mensuel,Valide
PAY05452,APP2846,PAR006,2022-03-29,49800,Carte bancaire,Mensuel,Valide
PAY05453,APP2846,PAR006,2022-04-28,49800,Virement,Mensuel,Valide
PAY05454,APP2847,PAR002,2022-01-03,79600,Mobile Money,En 2 fois,Valide
PAY05455,APP2847,PAR002,2022-02-02,79600,Virement,En 2 fois,Valide
PAY05456,APP2848,PAR010,2023-02-18,55200,Carte bancaire,Integral,Valide
PAY05457,APP2848,PAR006,2023-02-18,99600,Virement,En 2 fois,Valide
PAY05458,APP2848,PAR006,2023-03-20,99600,Virement,En 2 fois,Valide
PAY05459,APP2849,PAR002,2024-06-30,79600,Mobile Money,En 2 fois,Valide
PAY05460,APP2849,PAR002,2024-07-30,79600,Mobile Money,En 2 fois,Valide
PAY05461,APP2849,PAR006,2024-06-30,199200,Carte bancaire,Integral,Rembourse
PAY05462,APP2850,PAR002,2022-02-17,159200,Carte bancaire,Integral,Valide
PAY05463,APP2851,PAR001,2022-02-09,59600,Carte bancaire,En 2 fois,Valide
PAY05464,APP2851,PAR001,2022-03-11,59600,Carte bancaire,En 2 fois,Valide
PAY05465,APP2852,PAR010,2022-10-18,69000,Carte bancaire,Integral,Valide
PAY05466,APP2853,PAR003,2022-11-29,71200,Mobile Money,Integral,Valide
PAY05467,APP2854,PAR003,2024-06-30,89000,Mobile Money,Integral,Valide
PAY05468,APP2854,PAR007,2024-06-30,89500,Mobile Money,En 2 fois,Valide
PAY05469,APP2854,PAR007,2024-07-30,89500,Mobile Money,En 2 fois,Valide
PAY05470,APP2855,PAR009,2022-01-26,119000,Mobile Money,Integral,Valide
PAY05471,APP2856,PAR006,2023-08-01,249000,Mobile Money,Integral,Valide
PAY05472,APP2857,PAR010,2022-07-14,69000,Mobile Money,Integral,Valide
PAY05473,APP2858,PAR003,2022-07-28,89000,Carte bancaire,Integral,Valide
PAY05474,APP2859,PAR011,2024-02-29,109000,Carte bancaire,Integral,Valide
PAY05475,APP2860,PAR007,2022-05-19,179000,Mobile Money,Integral,Valide
PAY05476,APP2860,PAR003,2022-05-19,22250,Virement,Mensuel,Valide
PAY05477,APP2860,PAR003,2022-06-18,22250,Mobile Money,Mensuel,Valide
PAY05478,APP2860,PAR003,2022-07-18,22250,Carte bancaire,Mensuel,Valide
PAY05479,APP2860,PAR003,2022-08-17,22250,Virement,Mensuel,Valide
PAY05480,APP2861,PAR011,2023-02-22,87200,Mobile Money,Integral,Valide
PAY05481,APP2862,PAR011,2022-01-17,109000,Carte bancaire,Integral,Valide
PAY05482,APP2863,PAR005,2022-01-27,99000,Mobile Money,Integral,Valide
PAY05483,APP2864,PAR010,2023-11-10,55200,Carte bancaire,Integral,Valide
PAY05484,APP2864,PAR005,2023-11-10,19800,Mobile Money,Mensuel,Valide
PAY05485,APP2864,PAR005,2023-12-10,19800,Carte bancaire,Mensuel,Valide
PAY05486,APP2864,PAR005,2024-01-09,19800,Mobile Money,Mensuel,Valide
PAY05487,APP2864,PAR005,2024-02-08,19800,Carte bancaire,Mensuel,Valide
PAY05488,APP2865,PAR006,2022-03-19,199200,Mobile Money,Integral,Valide
PAY05489,APP2866,PAR002,2023-06-01,159200,PayPal,Integral,Valide
PAY05490,APP2866,PAR005,2023-06-01,39600,Mobile Money,En 2 fois,Valide
PAY05491,APP2866,PAR005,2023-07-01,39600,Mobile Money,En 2 fois,Valide
PAY05492,APP2866,PAR008,2023-06-01,63200,Mobile Money,Integral,Valide
PAY05493,APP2867,PAR011,2022-05-14,109000,Mobile Money,Integral,Valide
PAY05494,APP2868,PAR006,2024-06-30,249000,Mobile Money,Integral,Valide
PAY05495,APP2868,PAR005,2024-06-30,49500,Mobile Money,En 2 fois,Valide
PAY05496,APP2868,PAR005,2024-07-30,49500,Virement,En 2 fois,Echoue
PAY05497,APP2869,PAR012,2023-05-23,71200,Mobile Money,Integral,Valide
PAY05498,APP2870,PAR002,2022-12-27,199000,Mobile Money,Integral,Valide
PAY05499,APP2871,PAR001,2023-06-29,119200,Mobile Money,Integral,Valide
PAY05500,APP2871,PAR003,2023-06-29,35600,Virement,En 2 fois,Valide
PAY05501,APP2871,PAR003,2023-07-29,35600,Virement,En 2 fois,Valide
PAY05502,APP2871,PAR011,2023-06-29,87200,Mobile Money,Integral,Valide
PAY05503,APP2872,PAR006,2024-06-30,249000,Mobile Money,Integral,Valide
PAY05504,APP2872,PAR003,2024-06-30,89000,Carte bancaire,Integral,Valide
PAY05505,APP2873,PAR007,2022-07-01,179000,Carte bancaire,Integral,Valide
PAY05506,APP2873,PAR008,2022-07-01,79000,Mobile Money,Integral,Valide
PAY05507,APP2873,PAR011,2022-07-01,109000,Virement,Integral,Valide
PAY05508,APP2874,PAR002,2024-03-03,159200,Mobile Money,Integral,Valide
PAY05509,APP2874,PAR012,2024-03-03,71200,Mobile Money,Integral,Valide
PAY05510,APP2875,PAR010,2023-01-11,34500,Virement,En 2 fois,Valide
PAY05511,APP2875,PAR010,2023-02-10,34500,Mobile Money,En 2 fois,Valide
PAY05512,APP2876,PAR007,2022-01-01,179000,Mobile Money,Integral,Valide
PAY05513,APP2877,PAR012,2023-05-08,35600,Carte bancaire,En 2 fois,Valide
PAY05514,APP2877,PAR012,2023-06-07,35600,Carte bancaire,En 2 fois,Valide
PAY05515,APP2878,PAR005,2022-07-03,49500,Virement,En 2 fois,Valide
PAY05516,APP2878,PAR005,2022-08-02,49500,Carte bancaire,En 2 fois,Valide
PAY05517,APP2879,PAR003,2022-02-01,89000,Mobile Money,Integral,Rembourse
PAY05518,APP2879,PAR002,2022-02-01,199000,Virement,Integral,Valide
PAY05519,APP2880,PAR006,2022-03-06,124500,Mobile Money,En 2 fois,Valide
PAY05520,APP2880,PAR006,2022-04-05,124500,Mobile Money,En 2 fois,Valide
PAY05521,APP2881,PAR003,2022-01-07,44500,Carte bancaire,En 2 fois,Valide
PAY05522,APP2881,PAR003,2022-02-06,44500,Mobile Money,En 2 fois,Valide
PAY05523,APP2882,PAR003,2024-06-30,71200,Carte bancaire,Integral,Valide
PAY05524,APP2883,PAR007,2022-05-09,179000,Virement,Integral,Valide
PAY05525,APP2883,PAR006,2022-05-09,249000,Mobile Money,Integral,Valide
PAY05526,APP2884,PAR006,2024-06-30,249000,PayPal,Integral,Valide
PAY05527,APP2885,PAR008,2023-06-14,79000,Mobile Money,Integral,Valide
PAY05528,APP2885,PAR007,2023-06-14,179000,Carte bancaire,Integral,Valide
PAY05529,APP2886,PAR008,2022-02-16,63200,Mobile Money,Integral,Valide
PAY05530,APP2887,PAR012,2022-06-04,89000,Mobile Money,Integral,Valide
PAY05531,APP2888,PAR007,2022-09-06,143200,Mobile Money,Integral,Valide
PAY05532,APP2888,PAR010,2022-09-06,27600,PayPal,En 2 fois,Valide
PAY05533,APP2888,PAR010,2022-10-06,27600,Mobile Money,En 2 fois,Valide
PAY05534,APP2889,PAR011,2022-08-17,109000,Carte bancaire,Integral,Valide
PAY05535,APP2890,PAR006,2022-09-10,124500,Carte bancaire,En 2 fois,Valide
PAY05536,APP2890,PAR006,2022-10-10,124500,Mobile Money,En 2 fois,Valide
PAY05537,APP2890,PAR003,2022-09-10,89000,Mobile Money,Integral,Valide
PAY05538,APP2890,PAR004,2022-09-10,129000,Carte bancaire,Integral,Valide
PAY05539,APP2891,PAR007,2023-01-25,143200,Mobile Money,Integral,Valide
PAY05540,APP2891,PAR012,2023-01-25,71200,Carte bancaire,Integral,Valide
PAY05541,APP2892,PAR009,2024-06-30,119000,PayPal,Integral,Valide
PAY05542,APP2892,PAR008,2024-06-30,19750,Mobile Money,Mensuel,Valide
PAY05543,APP2892,PAR008,2024-07-30,19750,Mobile Money,Mensuel,Valide
PAY05544,APP2892,PAR008,2024-08-29,19750,Carte bancaire,Mensuel,Valide
PAY05545,APP2892,PAR008,2024-09-28,19750,Virement,Mensuel,Valide
PAY05546,APP2893,PAR009,2022-05-26,119000,Mobile Money,Integral,Echoue
PAY05547,APP2893,PAR012,2022-05-26,89000,Carte bancaire,Integral,Valide
PAY05548,APP2894,PAR008,2022-05-04,63200,PayPal,Integral,Valide
PAY05549,APP2895,PAR009,2022-01-08,47600,Virement,En 2 fois,Valide
PAY05550,APP2895,PAR009,2022-02-07,47600,Mobile Money,En 2 fois,Valide
PAY05551,APP2895,PAR012,2022-01-08,71200,Virement,Integral,Valide
PAY05552,APP2895,PAR004,2022-01-08,103200,Mobile Money,Integral,Valide
PAY05553,APP2896,PAR007,2022-10-07,179000,Carte bancaire,Integral,Valide
PAY05554,APP2897,PAR002,2023-02-14,159200,Carte bancaire,Integral,Valide
PAY05555,APP2898,PAR010,2022-05-21,34500,Mobile Money,En 2 fois,Valide
PAY05556,APP2898,PAR010,2022-06-20,34500,Carte bancaire,En 2 fois,Valide
PAY05557,APP2898,PAR007,2022-05-21,89500,Mobile Money,En 2 fois,Valide
PAY05558,APP2898,PAR007,2022-06-20,89500,Carte bancaire,En 2 fois,Valide
PAY05559,APP2898,PAR009,2022-05-21,119000,Virement,Integral,Valide
PAY05560,APP2899,PAR010,2022-03-01,55200,Carte bancaire,Integral,Valide
PAY05561,APP2900,PAR012,2022-10-12,89000,Virement,Integral,Valide
PAY05562,APP2900,PAR004,2022-10-12,129000,Carte bancaire,Integral,Valide
PAY05563,APP2901,PAR012,2022-05-23,89000,Mobile Money,Integral,Echoue
PAY05564,APP2902,PAR002,2022-11-30,199000,Carte bancaire,Integral,Valide
PAY05565,APP2902,PAR004,2022-11-30,129000,Virement,Integral,Valide
PAY05566,APP2903,PAR006,2024-06-30,124500,Virement,En 2 fois,Valide
PAY05567,APP2903,PAR006,2024-07-30,124500,Mobile Money,En 2 fois,Valide
PAY05568,APP2903,PAR001,2024-06-30,149000,Mobile Money,Integral,Valide
PAY05569,APP2904,PAR004,2024-06-30,103200,Virement,Integral,Valide
PAY05570,APP2905,PAR001,2023-06-10,74500,Mobile Money,En 2 fois,Valide
PAY05571,APP2905,PAR001,2023-07-10,74500,Carte bancaire,En 2 fois,Valide
PAY05572,APP2906,PAR006,2023-06-09,249000,Virement,Integral,Valide
PAY05573,APP2907,PAR009,2024-06-30,95200,Mobile Money,Integral,Valide
PAY05574,APP2908,PAR008,2022-05-01,39500,Mobile Money,En 2 fois,Valide
PAY05575,APP2908,PAR008,2022-05-31,39500,Mobile Money,En 2 fois,Valide
PAY05576,APP2908,PAR003,2022-05-01,89000,Virement,Integral,Valide
PAY05577,APP2909,PAR002,2023-05-24,39800,Mobile Money,Mensuel,Valide
PAY05578,APP2909,PAR002,2023-06-23,39800,Carte bancaire,Mensuel,Valide
PAY05579,APP2909,PAR002,2023-07-23,39800,Mobile Money,Mensuel,Valide
PAY05580,APP2909,PAR002,2023-08-22,39800,Carte bancaire,Mensuel,Valide
PAY05581,APP2910,PAR001,2023-10-28,74500,Mobile Money,En 2 fois,Valide
PAY05582,APP2910,PAR001,2023-11-27,74500,Mobile Money,En 2 fois,Valide
PAY05583,APP2910,PAR006,2023-10-28,249000,Mobile Money,Integral,Valide
PAY05584,APP2910,PAR011,2023-10-28,109000,Mobile Money,Integral,Valide
PAY05585,APP2911,PAR003,2022-12-01,89000,Mobile Money,Integral,Valide
PAY05586,APP2912,PAR005,2022-01-09,99000,Virement,Integral,Valide
PAY05587,APP2913,PAR008,2022-07-20,79000,Mobile Money,Integral,Valide
PAY05588,APP2914,PAR003,2024-06-30,89000,Virement,Integral,Valide
PAY05589,APP2914,PAR009,2024-06-30,119000,Mobile Money,Integral,Valide
PAY05590,APP2915,PAR007,2024-01-28,143200,Mobile Money,Integral,Valide
PAY05591,APP2916,PAR004,2023-04-15,129000,Mobile Money,Integral,Valide
PAY05592,APP2916,PAR012,2023-04-15,89000,Mobile Money,Integral,Valide
PAY05593,APP2917,PAR004,2022-02-09,103200,Carte bancaire,Integral,Valide
PAY05594,APP2917,PAR001,2022-02-09,119200,Mobile Money,Integral,Valide
PAY05595,APP2918,PAR012,2022-11-03,89000,Mobile Money,Integral,Valide
PAY05596,APP2918,PAR003,2022-11-03,89000,Carte bancaire,Integral,Valide
PAY05597,APP2919,PAR002,2022-10-25,159200,Virement,Integral,Valide
PAY05598,APP2920,PAR012,2022-01-19,89000,PayPal,Integral,Valide
PAY05599,APP2921,PAR012,2022-06-14,89000,Carte bancaire,Integral,Valide
PAY05600,APP2922,PAR003,2022-12-05,89000,Mobile Money,Integral,Valide
PAY05601,APP2923,PAR007,2023-02-16,179000,Mobile Money,Integral,Valide
PAY05602,APP2924,PAR012,2023-07-12,89000,Mobile Money,Integral,Valide
PAY05603,APP2924,PAR001,2023-07-12,74500,Mobile Money,En 2 fois,Valide
