item_id,order_id,product_id,quantite,prix_unitaire,line_revenue,line_cost,line_margin
ITM022753,ORD010978,PRD011,2,649.0,1298.0,740.0,558.0
ITM022754,ORD010978,PRD012,1,149.0,149.0,55.0,94.0
ITM022755,ORD010978,PRD006,1,649.0,649.0,380.0,269.0
ITM022756,ORD010979,PRD027,1,29.0,29.0,8.0,21.0
ITM022757,ORD010979,PRD020,1,15.0,15.0,4.0,11.0
ITM022758,ORD010980,PRD017,3,149.0,447.0,180.0,267.0
ITM022759,ORD010980,PRD013,1,180.0,180.0,68.0,112.0
ITM022760,ORD010981,PRD011,2,649.0,1298.0,740.0,558.0
ITM022761,ORD010982,PRD030,3,149.0,447.0,204.0,243.0
ITM022762,ORD010982,PRD016,1,59.0,59.0,18.0,41.0
ITM022763,ORD010982,PRD006,2,649.0,1298.0,760.0,538.0
ITM022764,ORD010983,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM022765,ORD010983,PRD013,1,180.0,180.0,68.0,112.0
ITM022766,ORD010983,PRD024,2,89.0,178.0,64.0,114.0
ITM022767,ORD010984,PRD016,1,59.0,59.0,18.0,41.0
ITM022768,ORD010984,PRD011,2,649.0,1298.0,740.0,558.0
ITM022769,ORD010984,PRD017,3,149.0,447.0,180.0,267.0
ITM022770,ORD010985,PRD010,3,749.0,2247.0,1290.0,957.0
ITM022771,ORD010986,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM022772,ORD010986,PRD029,2,399.0,798.0,420.0,378.0
ITM022773,ORD010987,PRD006,1,649.0,649.0,380.0,269.0
ITM022774,ORD010987,PRD023,2,199.0,398.0,170.0,228.0
ITM022775,ORD010987,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM022776,ORD010988,PRD009,3,79.0,237.0,96.0,141.0
ITM022777,ORD010988,PRD017,3,149.0,447.0,180.0,267.0
ITM022778,ORD010989,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM022779,ORD010989,PRD003,2,189.0,378.0,190.0,188.0
ITM022780,ORD010990,PRD002,2,999.0,1998.0,1200.0,798.0
ITM022781,ORD010990,PRD006,3,649.0,1947.0,1140.0,807.0
ITM022782,ORD010990,PRD019,1,89.0,89.0,22.0,67.0
ITM022783,ORD010991,PRD010,3,749.0,2247.0,1290.0,957.0
ITM022784,ORD010992,PRD009,2,79.0,158.0,64.0,94.0
ITM022785,ORD010992,PRD024,1,89.0,89.0,32.0,57.0
ITM022786,ORD010993,PRD005,2,749.0,1498.0,840.0,658.0
ITM022787,ORD010993,PRD009,1,79.0,79.0,32.0,47.0
ITM022788,ORD010993,PRD027,2,29.0,58.0,16.0,42.0
ITM022789,ORD010994,PRD005,3,749.0,2247.0,1260.0,987.0
ITM022790,ORD010994,PRD017,1,149.0,149.0,60.0,89.0
ITM022791,ORD010994,PRD021,3,45.0,135.0,36.0,99.0
ITM022792,ORD010995,PRD008,1,349.0,349.0,180.0,169.0
ITM022793,ORD010996,PRD019,3,89.0,267.0,66.0,201.0
ITM022794,ORD010997,PRD016,3,59.0,177.0,54.0,123.0
ITM022795,ORD010998,PRD007,3,279.0,837.0,390.0,447.0
ITM022796,ORD010999,PRD020,2,15.0,30.0,8.0,22.0
ITM022797,ORD010999,PRD030,1,149.0,149.0,68.0,81.0
ITM022798,ORD011000,PRD014,2,99.0,198.0,76.0,122.0
ITM022799,ORD011000,PRD027,3,29.0,87.0,24.0,63.0
ITM022800,ORD011001,PRD010,2,749.0,1498.0,860.0,638.0
ITM022801,ORD011001,PRD022,2,18.0,36.0,10.0,26.0
ITM022802,ORD011002,PRD014,3,99.0,297.0,114.0,183.0
ITM022803,ORD011003,PRD029,2,399.0,798.0,420.0,378.0
ITM022804,ORD011003,PRD013,3,180.0,540.0,204.0,336.0
ITM022805,ORD011004,PRD027,1,29.0,29.0,8.0,21.0
ITM022806,ORD011004,PRD006,1,649.0,649.0,380.0,269.0
ITM022807,ORD011004,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM022808,ORD011005,PRD028,3,129.0,387.0,156.0,231.0
ITM022809,ORD011005,PRD021,3,45.0,135.0,36.0,99.0
ITM022810,ORD011006,PRD009,2,79.0,158.0,64.0,94.0
ITM022811,ORD011006,PRD016,2,59.0,118.0,36.0,82.0
ITM022812,ORD011006,PRD006,3,649.0,1947.0,1140.0,807.0
ITM022813,ORD011007,PRD026,3,12.0,36.0,7.5,28.5
ITM022814,ORD011008,PRD004,1,1499.0,1499.0,900.0,599.0
ITM022815,ORD011008,PRD018,1,299.0,299.0,140.0,159.0
ITM022816,ORD011009,PRD018,1,299.0,299.0,140.0,159.0
ITM022817,ORD011009,PRD006,3,649.0,1947.0,1140.0,807.0
ITM022818,ORD011010,PRD007,3,279.0,837.0,390.0,447.0
ITM022819,ORD011010,PRD022,3,18.0,54.0,15.0,39.0
ITM022820,ORD011010,PRD017,1,149.0,149.0,60.0,89.0
ITM022821,ORD011011,PRD027,3,29.0,87.0,24.0,63.0
ITM022822,ORD011011,PRD016,2,59.0,118.0,36.0,82.0
ITM022823,ORD011011,PRD019,2,89.0,178.0,44.0,134.0
ITM022824,ORD011012,PRD007,3,279.0,837.0,390.0,447.0
ITM022825,ORD011012,PRD028,3,129.0,387.0,156.0,231.0
ITM022826,ORD011013,PRD006,1,649.0,649.0,380.0,269.0
ITM022827,ORD011013,PRD009,3,79.0,237.0,96.0,141.0
ITM022828,ORD011013,PRD012,1,149.0,149.0,55.0,94.0
ITM022829,ORD011014,PRD006,1,649.0,649.0,380.0,269.0
ITM022830,ORD011014,PRD026,3,12.0,36.0,7.5,28.5
ITM022831,ORD011014,PRD010,1,749.0,749.0,430.0,319.0
ITM022832,ORD011014,PRD014,3,99.0,297.0,114.0,183.0
ITM022833,ORD011015,PRD021,3,45.0,135.0,36.0,99.0
ITM022834,ORD011015,PRD024,1,89.0,89.0,32.0,57.0
ITM022835,ORD011016,PRD002,2,999.0,1998.0,1200.0,798.0
ITM022836,ORD011016,PRD027,2,29.0,58.0,16.0,42.0
ITM022837,ORD011017,PRD012,2,149.0,298.0,110.0,188.0
ITM022838,ORD011017,PRD004,1,1499.0,1499.0,900.0,599.0
ITM022839,ORD011018,PRD006,1,649.0,649.0,380.0,269.0
ITM022840,ORD011019,PRD004,1,1499.0,1499.0,900.0,599.0
ITM022841,ORD011019,PRD022,3,18.0,54.0,15.0,39.0
ITM022842,ORD011019,PRD015,2,29.0,58.0,18.0,40.0
ITM022843,ORD011020,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM022844,ORD011021,PRD016,1,59.0,59.0,18.0,41.0
ITM022845,ORD011021,PRD023,3,199.0,597.0,255.0,342.0
ITM022846,ORD011022,PRD023,1,199.0,199.0,85.0,114.0
ITM022847,ORD011023,PRD003,1,189.0,189.0,95.0,94.0
ITM022848,ORD011024,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM022849,ORD011024,PRD028,2,129.0,258.0,104.0,154.0
ITM022850,ORD011025,PRD001,1,1299.0,1299.0,780.0,519.0
ITM022851,ORD011026,PRD018,3,299.0,897.0,420.0,477.0
ITM022852,ORD011026,PRD021,2,45.0,90.0,24.0,66.0
ITM022853,ORD011026,PRD021,2,45.0,90.0,24.0,66.0
ITM022854,ORD011027,PRD007,3,279.0,837.0,390.0,447.0
ITM022855,ORD011027,PRD012,2,149.0,298.0,110.0,188.0
ITM022856,ORD011028,PRD028,3,129.0,387.0,156.0,231.0
ITM022857,ORD011028,PRD016,2,59.0,118.0,36.0,82.0
ITM022858,ORD011028,PRD008,3,349.0,1047.0,540.0,507.0
ITM022859,ORD011029,PRD021,3,45.0,135.0,36.0,99.0
ITM022860,ORD011030,PRD013,2,180.0,360.0,136.0,224.0
ITM022861,ORD011030,PRD020,3,15.0,45.0,12.0,33.0
ITM022862,ORD011031,PRD003,2,189.0,378.0,190.0,188.0
ITM022863,ORD011032,PRD005,3,749.0,2247.0,1260.0,987.0
ITM022864,ORD011032,PRD030,3,149.0,447.0,204.0,243.0
ITM022865,ORD011033,PRD005,1,749.0,749.0,420.0,329.0
ITM022866,ORD011033,PRD020,1,15.0,15.0,4.0,11.0
ITM022867,ORD011033,PRD011,2,649.0,1298.0,740.0,558.0
ITM022868,ORD011034,PRD013,3,180.0,540.0,204.0,336.0
ITM022869,ORD011034,PRD028,3,129.0,387.0,156.0,231.0
ITM022870,ORD011034,PRD030,3,149.0,447.0,204.0,243.0
ITM022871,ORD011035,PRD021,1,45.0,45.0,12.0,33.0
ITM022872,ORD011035,PRD029,3,399.0,1197.0,630.0,567.0
ITM022873,ORD011036,PRD003,3,189.0,567.0,285.0,282.0
ITM022874,ORD011037,PRD014,1,99.0,99.0,38.0,61.0
ITM022875,ORD011037,PRD030,3,149.0,447.0,204.0,243.0
ITM022876,ORD011037,PRD025,1,39.0,39.0,14.0,25.0
ITM022877,ORD011038,PRD016,1,59.0,59.0,18.0,41.0
ITM022878,ORD011038,PRD023,1,199.0,199.0,85.0,114.0
ITM022879,ORD011038,PRD018,2,299.0,598.0,280.0,318.0
ITM022880,ORD011039,PRD029,3,399.0,1197.0,630.0,567.0
ITM022881,ORD011039,PRD007,3,279.0,837.0,390.0,447.0
ITM022882,ORD011040,PRD008,2,349.0,698.0,360.0,338.0
ITM022883,ORD011040,PRD011,2,649.0,1298.0,740.0,558.0
ITM022884,ORD011040,PRD017,1,149.0,149.0,60.0,89.0
ITM022885,ORD011041,PRD022,1,18.0,18.0,5.0,13.0
ITM022886,ORD011041,PRD010,1,749.0,749.0,430.0,319.0
ITM022887,ORD011042,PRD023,2,199.0,398.0,170.0,228.0
ITM022888,ORD011042,PRD030,1,149.0,149.0,68.0,81.0
ITM022889,ORD011042,PRD009,2,79.0,158.0,64.0,94.0
ITM022890,ORD011043,PRD024,3,89.0,267.0,96.0,171.0
ITM022891,ORD011044,PRD009,1,79.0,79.0,32.0,47.0
ITM022892,ORD011044,PRD022,1,18.0,18.0,5.0,13.0
ITM022893,ORD011045,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM022894,ORD011046,PRD003,3,189.0,567.0,285.0,282.0
ITM022895,ORD011046,PRD025,1,39.0,39.0,14.0,25.0
ITM022896,ORD011046,PRD018,1,299.0,299.0,140.0,159.0
ITM022897,ORD011047,PRD029,3,399.0,1197.0,630.0,567.0
ITM022898,ORD011047,PRD028,1,129.0,129.0,52.0,77.0
ITM022899,ORD011047,PRD003,2,189.0,378.0,190.0,188.0
ITM022900,ORD011048,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM022901,ORD011048,PRD004,1,1499.0,1499.0,900.0,599.0
ITM022902,ORD011049,PRD023,1,199.0,199.0,85.0,114.0
ITM022903,ORD011049,PRD014,2,99.0,198.0,76.0,122.0
ITM022904,ORD011050,PRD021,2,45.0,90.0,24.0,66.0
ITM022905,ORD011051,PRD015,1,29.0,29.0,9.0,20.0
ITM022906,ORD011051,PRD026,3,12.0,36.0,7.5,28.5
ITM022907,ORD011052,PRD009,3,79.0,237.0,96.0,141.0
ITM022908,ORD011052,PRD004,1,1499.0,1499.0,900.0,599.0
ITM022909,ORD011053,PRD022,3,18.0,54.0,15.0,39.0
ITM022910,ORD011054,PRD012,1,149.0,149.0,55.0,94.0
ITM022911,ORD011054,PRD003,3,189.0,567.0,285.0,282.0
ITM022912,ORD011054,PRD011,2,649.0,1298.0,740.0,558.0
ITM022913,ORD011055,PRD007,3,279.0,837.0,390.0,447.0
ITM022914,ORD011055,PRD026,3,12.0,36.0,7.5,28.5
ITM022915,ORD011056,PRD022,1,18.0,18.0,5.0,13.0
ITM022916,ORD011056,PRD016,1,59.0,59.0,18.0,41.0
ITM022917,ORD011057,PRD009,1,79.0,79.0,32.0,47.0
ITM022918,ORD011057,PRD026,3,12.0,36.0,7.5,28.5
ITM022919,ORD011057,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM022920,ORD011057,PRD028,3,129.0,387.0,156.0,231.0
ITM022921,ORD011058,PRD005,1,749.0,749.0,420.0,329.0
ITM022922,ORD011059,PRD007,2,279.0,558.0,260.0,298.0
ITM022923,ORD011059,PRD008,1,349.0,349.0,180.0,169.0
ITM022924,ORD011059,PRD005,1,749.0,749.0,420.0,329.0
ITM022925,ORD011060,PRD011,2,649.0,1298.0,740.0,558.0
ITM022926,ORD011061,PRD005,2,749.0,1498.0,840.0,658.0
ITM022927,ORD011062,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM022928,ORD011062,PRD001,1,1299.0,1299.0,780.0,519.0
ITM022929,ORD011062,PRD009,1,79.0,79.0,32.0,47.0
ITM022930,ORD011063,PRD022,1,18.0,18.0,5.0,13.0
ITM022931,ORD011063,PRD007,3,279.0,837.0,390.0,447.0
ITM022932,ORD011063,PRD023,1,199.0,199.0,85.0,114.0
ITM022933,ORD011064,PRD008,1,349.0,349.0,180.0,169.0
ITM022934,ORD011065,PRD012,2,149.0,298.0,110.0,188.0
ITM022935,ORD011065,PRD018,1,299.0,299.0,140.0,159.0
ITM022936,ORD011066,PRD011,3,649.0,1947.0,1110.0,837.0
ITM022937,ORD011066,PRD023,1,199.0,199.0,85.0,114.0
ITM022938,ORD011067,PRD007,2,279.0,558.0,260.0,298.0
ITM022939,ORD011068,PRD020,2,15.0,30.0,8.0,22.0
ITM022940,ORD011068,PRD016,3,59.0,177.0,54.0,123.0
ITM022941,ORD011069,PRD029,3,399.0,1197.0,630.0,567.0
ITM022942,ORD011069,PRD001,1,1299.0,1299.0,780.0,519.0
ITM022943,ORD011070,PRD001,1,1299.0,1299.0,780.0,519.0
ITM022944,ORD011070,PRD026,2,12.0,24.0,5.0,19.0
ITM022945,ORD011070,PRD025,1,39.0,39.0,14.0,25.0
ITM022946,ORD011071,PRD030,1,149.0,149.0,68.0,81.0
ITM022947,ORD011071,PRD009,2,79.0,158.0,64.0,94.0
ITM022948,ORD011071,PRD001,1,1299.0,1299.0,780.0,519.0
ITM022949,ORD011072,PRD007,3,279.0,837.0,390.0,447.0
ITM022950,ORD011073,PRD017,2,149.0,298.0,120.0,178.0
ITM022951,ORD011074,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM022952,ORD011074,PRD026,3,12.0,36.0,7.5,28.5
ITM022953,ORD011074,PRD006,2,649.0,1298.0,760.0,538.0
ITM022954,ORD011075,PRD018,1,299.0,299.0,140.0,159.0
ITM022955,ORD011075,PRD022,2,18.0,36.0,10.0,26.0
ITM022956,ORD011076,PRD027,1,29.0,29.0,8.0,21.0
ITM022957,ORD011076,PRD017,2,149.0,298.0,120.0,178.0
ITM022958,ORD011076,PRD001,1,1299.0,1299.0,780.0,519.0
ITM022959,ORD011076,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM022960,ORD011077,PRD025,2,39.0,78.0,28.0,50.0
ITM022961,ORD011077,PRD021,3,45.0,135.0,36.0,99.0
ITM022962,ORD011078,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM022963,ORD011079,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM022964,ORD011080,PRD006,1,649.0,649.0,380.0,269.0
ITM022965,ORD011080,PRD009,2,79.0,158.0,64.0,94.0
ITM022966,ORD011081,PRD028,3,129.0,387.0,156.0,231.0
ITM022967,ORD011081,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM022968,ORD011081,PRD010,1,749.0,749.0,430.0,319.0
ITM022969,ORD011082,PRD007,3,279.0,837.0,390.0,447.0
ITM022970,ORD011082,PRD005,3,749.0,2247.0,1260.0,987.0
ITM022971,ORD011082,PRD011,3,649.0,1947.0,1110.0,837.0
ITM022972,ORD011083,PRD011,1,649.0,649.0,370.0,279.0
ITM022973,ORD011084,PRD018,3,299.0,897.0,420.0,477.0
ITM022974,ORD011084,PRD022,1,18.0,18.0,5.0,13.0
ITM022975,ORD011084,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM022976,ORD011085,PRD008,3,349.0,1047.0,540.0,507.0
ITM022977,ORD011085,PRD016,3,59.0,177.0,54.0,123.0
ITM022978,ORD011085,PRD020,1,15.0,15.0,4.0,11.0
ITM022979,ORD011086,PRD010,1,749.0,749.0,430.0,319.0
ITM022980,ORD011086,PRD019,1,89.0,89.0,22.0,67.0
ITM022981,ORD011086,PRD025,3,39.0,117.0,42.0,75.0
ITM022982,ORD011087,PRD018,1,299.0,299.0,140.0,159.0
ITM022983,ORD011088,PRD014,3,99.0,297.0,114.0,183.0
ITM022984,ORD011088,PRD009,3,79.0,237.0,96.0,141.0
ITM022985,ORD011088,PRD007,3,279.0,837.0,390.0,447.0
ITM022986,ORD011089,PRD017,1,149.0,149.0,60.0,89.0
ITM022987,ORD011089,PRD027,2,29.0,58.0,16.0,42.0
ITM022988,ORD011089,PRD018,1,299.0,299.0,140.0,159.0
ITM022989,ORD011090,PRD013,1,180.0,180.0,68.0,112.0
ITM022990,ORD011090,PRD014,2,99.0,198.0,76.0,122.0
ITM022991,ORD011090,PRD003,3,189.0,567.0,285.0,282.0
ITM022992,ORD011090,PRD020,3,15.0,45.0,12.0,33.0
ITM022993,ORD011091,PRD008,2,349.0,698.0,360.0,338.0
ITM022994,ORD011091,PRD021,2,45.0,90.0,24.0,66.0
ITM022995,ORD011092,PRD003,3,189.0,567.0,285.0,282.0
ITM022996,ORD011092,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM022997,ORD011093,PRD019,1,89.0,89.0,22.0,67.0
ITM022998,ORD011093,PRD006,1,649.0,649.0,380.0,269.0
ITM022999,ORD011093,PRD021,3,45.0,135.0,36.0,99.0
ITM023000,ORD011093,PRD016,1,59.0,59.0,18.0,41.0
ITM023001,ORD011094,PRD025,3,39.0,117.0,42.0,75.0
ITM023002,ORD011094,PRD025,2,39.0,78.0,28.0,50.0
ITM023003,ORD011095,PRD003,3,189.0,567.0,285.0,282.0
ITM023004,ORD011095,PRD023,1,199.0,199.0,85.0,114.0
ITM023005,ORD011096,PRD022,1,18.0,18.0,5.0,13.0
ITM023006,ORD011096,PRD009,3,79.0,237.0,96.0,141.0
ITM023007,ORD011097,PRD019,3,89.0,267.0,66.0,201.0
ITM023008,ORD011097,PRD028,3,129.0,387.0,156.0,231.0
ITM023009,ORD011097,PRD023,1,199.0,199.0,85.0,114.0
ITM023010,ORD011098,PRD027,3,29.0,87.0,24.0,63.0
ITM023011,ORD011098,PRD023,1,199.0,199.0,85.0,114.0
ITM023012,ORD011099,PRD025,3,39.0,117.0,42.0,75.0
ITM023013,ORD011100,PRD026,3,12.0,36.0,7.5,28.5
ITM023014,ORD011100,PRD001,2,1299.0,2598.0,1560.0,1038.0
ITM023015,ORD011101,PRD022,3,18.0,54.0,15.0,39.0
ITM023016,ORD011102,PRD005,2,749.0,1498.0,840.0,658.0
ITM023017,ORD011102,PRD016,2,59.0,118.0,36.0,82.0
ITM023018,ORD011102,PRD025,3,39.0,117.0,42.0,75.0
ITM023019,ORD011103,PRD003,2,189.0,378.0,190.0,188.0
ITM023020,ORD011103,PRD020,2,15.0,30.0,8.0,22.0
ITM023021,ORD011104,PRD013,2,180.0,360.0,136.0,224.0
ITM023022,ORD011105,PRD022,2,18.0,36.0,10.0,26.0
ITM023023,ORD011105,PRD024,1,89.0,89.0,32.0,57.0
ITM023024,ORD011105,PRD018,3,299.0,897.0,420.0,477.0
ITM023025,ORD011106,PRD002,2,999.0,1998.0,1200.0,798.0
ITM023026,ORD011106,PRD030,2,149.0,298.0,136.0,162.0
ITM023027,ORD011107,PRD003,2,189.0,378.0,190.0,188.0
ITM023028,ORD011107,PRD017,1,149.0,149.0,60.0,89.0
ITM023029,ORD011107,PRD001,3,1299.0,3897.0,2340.0,1557.0
ITM023030,ORD011107,PRD007,1,279.0,279.0,130.0,149.0
ITM023031,ORD011108,PRD027,2,29.0,58.0,16.0,42.0
ITM023032,ORD011108,PRD003,1,189.0,189.0,95.0,94.0
ITM023033,ORD011108,PRD008,1,349.0,349.0,180.0,169.0
ITM023034,ORD011108,PRD019,3,89.0,267.0,66.0,201.0
ITM023035,ORD011109,PRD024,3,89.0,267.0,96.0,171.0
ITM023036,ORD011110,PRD028,2,129.0,258.0,104.0,154.0
ITM023037,ORD011111,PRD029,3,399.0,1197.0,630.0,567.0
ITM023038,ORD011112,PRD019,2,89.0,178.0,44.0,134.0
ITM023039,ORD011113,PRD013,3,180.0,540.0,204.0,336.0
ITM023040,ORD011114,PRD006,2,649.0,1298.0,760.0,538.0
ITM023041,ORD011114,PRD016,3,59.0,177.0,54.0,123.0
ITM023042,ORD011114,PRD019,1,89.0,89.0,22.0,67.0
ITM023043,ORD011115,PRD007,1,279.0,279.0,130.0,149.0
ITM023044,ORD011115,PRD030,3,149.0,447.0,204.0,243.0
ITM023045,ORD011116,PRD024,2,89.0,178.0,64.0,114.0
ITM023046,ORD011116,PRD001,1,1299.0,1299.0,780.0,519.0
ITM023047,ORD011117,PRD019,3,89.0,267.0,66.0,201.0
ITM023048,ORD011118,PRD005,2,749.0,1498.0,840.0,658.0
ITM023049,ORD011118,PRD009,3,79.0,237.0,96.0,141.0
ITM023050,ORD011118,PRD010,3,749.0,2247.0,1290.0,957.0
ITM023051,ORD011119,PRD001,1,1299.0,1299.0,780.0,519.0
ITM023052,ORD011119,PRD009,1,79.0,79.0,32.0,47.0
ITM023053,ORD011120,PRD008,2,349.0,698.0,360.0,338.0
ITM023054,ORD011121,PRD011,2,649.0,1298.0,740.0,558.0
ITM023055,ORD011121,PRD022,2,18.0,36.0,10.0,26.0
ITM023056,ORD011121,PRD011,3,649.0,1947.0,1110.0,837.0
ITM023057,ORD011122,PRD015,2,29.0,58.0,18.0,40.0
ITM023058,ORD011122,PRD009,2,79.0,158.0,64.0,94.0
ITM023059,ORD011123,PRD025,1,39.0,39.0,14.0,25.0
ITM023060,ORD011123,PRD021,2,45.0,90.0,24.0,66.0
ITM023061,ORD011124,PRD011,1,649.0,649.0,370.0,279.0
ITM023062,ORD011124,PRD004,1,1499.0,1499.0,900.0,599.0
ITM023063,ORD011125,PRD007,3,279.0,837.0,390.0,447.0
ITM023064,ORD011126,PRD011,1,649.0,649.0,370.0,279.0
ITM023065,ORD011127,PRD024,2,89.0,178.0,64.0,114.0
ITM023066,ORD011128,PRD007,3,279.0,837.0,390.0,447.0
ITM023067,ORD011128,PRD005,3,749.0,2247.0,1260.0,987.0
ITM023068,ORD011128,PRD003,3,189.0,567.0,285.0,282.0
ITM023069,ORD011129,PRD007,2,279.0,558.0,260.0,298.0
ITM023070,ORD011130,PRD028,3,129.0,387.0,156.0,231.0
ITM023071,ORD011130,PRD017,3,149.0,447.0,180.0,267.0
ITM023072,ORD011130,PRD026,2,12.0,24.0,5.0,19.0
ITM023073,ORD011131,PRD010,2,749.0,1498.0,860.0,638.0
ITM023074,ORD011131,PRD006,3,649.0,1947.0,1140.0,807.0
ITM023075,ORD011132,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM023076,ORD011133,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM023077,ORD011133,PRD028,3,129.0,387.0,156.0,231.0
ITM023078,ORD011133,PRD007,1,279.0,279.0,130.0,149.0
ITM023079,ORD011134,PRD018,2,299.0,598.0,280.0,318.0
ITM023080,ORD011135,PRD015,1,29.0,29.0,9.0,20.0
ITM023081,ORD011136,PRD013,2,180.0,360.0,136.0,224.0
ITM023082,ORD011137,PRD027,3,29.0,87.0,24.0,63.0
ITM023083,ORD011138,PRD025,3,39.0,117.0,42.0,75.0
ITM023084,ORD011138,PRD015,3,29.0,87.0,27.0,60.0
ITM023085,ORD011138,PRD009,1,79.0,79.0,32.0,47.0
ITM023086,ORD011139,PRD013,3,180.0,540.0,204.0,336.0
ITM023087,ORD011139,PRD026,2,12.0,24.0,5.0,19.0
ITM023088,ORD011140,PRD029,2,399.0,798.0,420.0,378.0
ITM023089,ORD011140,PRD025,3,39.0,117.0,42.0,75.0
ITM023090,ORD011141,PRD009,2,79.0,158.0,64.0,94.0
ITM023091,ORD011142,PRD013,2,180.0,360.0,136.0,224.0
ITM023092,ORD011142,PRD003,1,189.0,189.0,95.0,94.0
ITM023093,ORD011143,PRD012,3,149.0,447.0,165.0,282.0
ITM023094,ORD011144,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM023095,ORD011144,PRD012,3,149.0,447.0,165.0,282.0
ITM023096,ORD011145,PRD003,2,189.0,378.0,190.0,188.0
ITM023097,ORD011145,PRD015,3,29.0,87.0,27.0,60.0
ITM023098,ORD011146,PRD012,3,149.0,447.0,165.0,282.0
ITM023099,ORD011146,PRD024,3,89.0,267.0,96.0,171.0
ITM023100,ORD011147,PRD022,2,18.0,36.0,10.0,26.0
ITM023101,ORD011147,PRD027,3,29.0,87.0,24.0,63.0
ITM023102,ORD011148,PRD019,2,89.0,178.0,44.0,134.0
ITM023103,ORD011149,PRD015,1,29.0,29.0,9.0,20.0
ITM023104,ORD011149,PRD021,2,45.0,90.0,24.0,66.0
ITM023105,ORD011150,PRD026,2,12.0,24.0,5.0,19.0
ITM023106,ORD011150,PRD011,2,649.0,1298.0,740.0,558.0
ITM023107,ORD011151,PRD003,2,189.0,378.0,190.0,188.0
ITM023108,ORD011151,PRD020,3,15.0,45.0,12.0,33.0
ITM023109,ORD011151,PRD017,3,149.0,447.0,180.0,267.0
ITM023110,ORD011151,PRD003,1,189.0,189.0,95.0,94.0
ITM023111,ORD011152,PRD022,3,18.0,54.0,15.0,39.0
ITM023112,ORD011152,PRD017,1,149.0,149.0,60.0,89.0
ITM023113,ORD011152,PRD022,3,18.0,54.0,15.0,39.0
ITM023114,ORD011153,PRD015,1,29.0,29.0,9.0,20.0
ITM023115,ORD011153,PRD016,1,59.0,59.0,18.0,41.0
ITM023116,ORD011153,PRD030,2,149.0,298.0,136.0,162.0
ITM023117,ORD011154,PRD025,1,39.0,39.0,14.0,25.0
ITM023118,ORD011154,PRD002,1,999.0,999.0,600.0,399.0
ITM023119,ORD011154,PRD002,1,999.0,999.0,600.0,399.0
ITM023120,ORD011155,PRD003,3,189.0,567.0,285.0,282.0
ITM023121,ORD011156,PRD009,1,79.0,79.0,32.0,47.0
ITM023122,ORD011156,PRD012,2,149.0,298.0,110.0,188.0
ITM023123,ORD011156,PRD017,2,149.0,298.0,120.0,178.0
ITM023124,ORD011157,PRD016,1,59.0,59.0,18.0,41.0
ITM023125,ORD011157,PRD022,2,18.0,36.0,10.0,26.0
ITM023126,ORD011157,PRD028,3,129.0,387.0,156.0,231.0
ITM023127,ORD011157,PRD022,1,18.0,18.0,5.0,13.0
ITM023128,ORD011158,PRD030,1,149.0,149.0,68.0,81.0
ITM023129,ORD011159,PRD010,1,749.0,749.0,430.0,319.0
ITM023130,ORD011159,PRD005,1,749.0,749.0,420.0,329.0
ITM023131,ORD011160,PRD016,3,59.0,177.0,54.0,123.0
ITM023132,ORD011160,PRD011,2,649.0,1298.0,740.0,558.0
ITM023133,ORD011160,PRD004,2,1499.0,2998.0,1800.0,1198.0
ITM023134,ORD011161,PRD002,3,999.0,2997.0,1800.0,1197.0
ITM023135,ORD011162,PRD011,3,649.0,1947.0,1110.0,837.0
ITM023136,ORD011162,PRD017,1,149.0,149.0,60.0,89.0
ITM023137,ORD011162,PRD027,1,29.0,29.0,8.0,21.0
ITM023138,ORD011163,PRD004,3,1499.0,4497.0,2700.0,1797.0
ITM023139,ORD011163,PRD030,1,149.0,149.0,68.0,81.0
ITM023140,ORD011163,PRD008,1,349.0,349.0,180.0,169.0
ITM023141,ORD011163,PRD005,3,749.0,2247.0,1260.0,987.0
ITM023142,ORD011164,PRD009,1,79.0,79.0,32.0,47.0
ITM023143,ORD011164,PRD014,1,99.0,99.0,38.0,61.0
ITM023144,ORD011165,PRD030,3,149.0,447.0,204.0,243.0
ITM023145,ORD011165,PRD024,2,89.0,178.0,64.0,114.0
