customer_id,frequency,monetary,segment,pays,recency,R_score,F_score,M_score,rfm_score,rfm_total,segment_rfm
CUS01511,4,5782.0,Occasionnel,Maroc,25,5,2,3,523,10,Nouveaux prometteurs
CUS01512,6,5954.0,Premium,France,88,4,4,3,443,11,Fidèles
CUS01513,2,8028.0,Standard,Belgique,634,1,1,4,114,6,Gros dépensiers occasionnels
CUS01514,10,17846.0,Occasionnel,Cote d'Ivoire,16,5,5,5,555,15,Champions
CUS01515,6,7019.0,Occasionnel,Senegal,208,2,4,3,243,9,À réactiver
CUS01516,7,11423.0,Premium,Nigeria,80,4,4,5,445,13,Champions
CUS01517,4,4225.0,Nouveau,Cameroun,64,4,2,2,422,8,Nouveaux prometteurs
CUS01518,4,9725.0,Occasionnel,Nigeria,1,5,2,4,524,11,Gros dépensiers occasionnels
CUS01519,2,2539.0,Premium,Cameroun,561,1,1,1,111,3,Dormants
CUS01520,12,25766.0,Standard,France,110,3,5,5,355,13,Fidèles
CUS01521,8,11269.0,Occasionnel,Cote d'Ivoire,37,4,5,5,455,14,Champions
CUS01522,3,1791.0,Standard,Cameroun,3,5,1,1,511,7,Nouveaux prometteurs
CUS01523,5,11656.0,Premium,Belgique,298,1,3,5,135,9,À réactiver
CUS01524,5,6375.0,Occasionnel,France,2,5,3,3,533,11,Fidèles
CUS01525,5,5642.0,Nouveau,Senegal,507,1,3,3,133,7,Dormants
CUS01526,4,969.0,Standard,Nigeria,233,2,2,1,221,5,Dormants
CUS01527,3,512.0,Standard,Cameroun,197,2,1,1,211,4,Dormants
CUS01528,7,7918.0,Nouveau,Cameroun,98,3,4,4,344,11,Fidèles
CUS01529,5,6317.0,Standard,Cameroun,323,1,3,3,133,7,Dormants
CUS01530,5,13913.0,Premium,Cote d'Ivoire,212,2,3,5,235,10,À réactiver
CUS01531,8,12418.0,Standard,Belgique,57,4,5,5,455,14,Champions
CUS01532,3,3713.0,Occasionnel,Belgique,198,2,1,2,212,5,Dormants
CUS01533,4,4594.0,Premium,Cameroun,82,4,2,2,422,8,Nouveaux prometteurs
CUS01534,5,4732.0,Premium,Cote d'Ivoire,207,2,3,2,232,7,Dormants
CUS01535,7,6632.0,Standard,Belgique,225,2,4,3,243,9,À réactiver
CUS01536,5,2510.0,Occasionnel,Cameroun,94,4,3,1,431,8,Fidèles
CUS01537,7,13056.0,Premium,France,29,5,4,5,545,14,Champions
CUS01538,4,5473.0,Occasionnel,Belgique,12,5,2,2,522,9,Nouveaux prometteurs
CUS01539,6,3785.0,Occasionnel,Maroc,218,2,4,2,242,8,À réactiver
CUS01540,5,6722.0,Standard,Cameroun,516,1,3,3,133,7,Dormants
CUS01541,4,8287.0,Standard,France,494,1,2,4,124,7,Gros dépensiers occasionnels
CUS01542,5,8115.0,Occasionnel,Cote d'Ivoire,95,3,3,4,334,10,Fidèles
CUS01543,4,4131.0,Occasionnel,Cote d'Ivoire,210,2,2,2,222,6,Dormants
CUS01544,5,10963.0,Standard,Senegal,212,2,3,5,235,10,À réactiver
CUS01545,10,14068.0,Nouveau,Cote d'Ivoire,163,3,5,5,355,13,Fidèles
CUS01546,9,9929.0,Standard,Nigeria,74,4,5,4,454,13,Champions
CUS01547,1,4944.0,Occasionnel,Cote d'Ivoire,68,4,1,2,412,7,Nouveaux prometteurs
CUS01548,8,3664.0,Nouveau,Belgique,88,4,5,2,452,11,Fidèles
CUS01549,10,11255.0,Standard,France,140,3,5,5,355,13,Fidèles
CUS01550,5,11602.0,Nouveau,Belgique,67,4,3,5,435,12,Fidèles
CUS01551,6,4581.0,Occasionnel,Ghana,126,3,4,2,342,9,Fidèles
CUS01552,5,7123.0,Occasionnel,Ghana,162,3,3,3,333,9,Fidèles
CUS01553,6,7899.0,Occasionnel,Cameroun,148,3,4,4,344,11,Fidèles
CUS01554,7,6407.0,Nouveau,Cote d'Ivoire,106,3,4,3,343,10,Fidèles
CUS01555,5,3403.0,Standard,Ghana,389,1,3,2,132,6,Dormants
CUS01556,6,13449.0,Standard,Nigeria,201,2,4,5,245,11,À réactiver
CUS01557,8,5331.0,Occasionnel,Senegal,305,1,5,2,152,8,À réactiver
CUS01558,8,8156.0,Standard,France,131,3,5,4,354,12,Fidèles
CUS01559,4,3741.0,Occasionnel,Belgique,240,2,2,2,222,6,Dormants
CUS01560,5,3349.0,Nouveau,Nigeria,238,2,3,2,232,7,Dormants
CUS01561,3,4708.0,Premium,Ghana,515,1,1,2,112,4,Dormants
CUS01562,9,11177.0,Standard,Nigeria,58,4,5,5,455,14,Champions
CUS01563,6,8721.0,Occasionnel,Senegal,15,5,4,4,544,13,Champions
CUS01564,4,4885.0,Occasionnel,Maroc,241,2,2,2,222,6,Dormants
CUS01565,11,17181.0,Premium,Cameroun,226,2,5,5,255,12,À réactiver
CUS01566,4,8106.0,Nouveau,France,16,5,2,4,524,11,Gros dépensiers occasionnels
CUS01567,3,5124.0,Standard,Senegal,112,3,1,2,312,6,Dormants
CUS01568,4,6072.0,Nouveau,Belgique,118,3,2,3,323,8,Dormants
CUS01569,4,6479.0,Standard,Cote d'Ivoire,225,2,2,3,223,7,Dormants
CUS01570,8,9159.0,Standard,France,71,4,5,4,454,13,Champions
CUS01571,5,3499.0,Standard,Cote d'Ivoire,179,2,3,2,232,7,Dormants
CUS01572,5,10630.0,Standard,Cameroun,367,1,3,5,135,9,À réactiver
CUS01573,8,4905.0,Occasionnel,Nigeria,7,5,5,2,552,12,Fidèles
CUS01574,2,5463.0,Standard,Belgique,41,4,1,2,412,7,Nouveaux prometteurs
CUS01575,9,9543.0,Occasionnel,Maroc,70,4,5,4,454,13,Champions
CUS01576,7,4679.0,Nouveau,Belgique,122,3,4,2,342,9,Fidèles
CUS01577,8,9353.0,Standard,France,203,2,5,4,254,11,À réactiver
CUS01578,7,5563.0,Standard,France,74,4,4,3,443,11,Fidèles
CUS01579,4,6112.0,Standard,France,333,1,2,3,123,6,Dormants
CUS01580,10,16506.0,Premium,Nigeria,38,4,5,5,455,14,Champions
CUS01581,6,5637.0,Standard,Nigeria,143,3,4,3,343,10,Fidèles
CUS01582,4,3517.0,Premium,Nigeria,478,1,2,2,122,5,Dormants
CUS01583,6,3114.0,Premium,France,49,4,4,1,441,9,Fidèles
CUS01584,3,7447.0,Occasionnel,Ghana,359,1,1,3,113,5,Dormants
CUS01585,8,14840.0,Premium,Nigeria,62,4,5,5,455,14,Champions
CUS01586,7,8223.0,Occasionnel,Nigeria,49,4,4,4,444,12,Champions
CUS01587,8,7318.0,Occasionnel,Maroc,44,4,5,3,453,12,Fidèles
CUS01589,7,6777.0,Occasionnel,Cote d'Ivoire,199,2,4,3,243,9,À réactiver
CUS01590,6,12088.0,Standard,Maroc,107,3,4,5,345,12,Fidèles
CUS01591,5,4509.0,Premium,Belgique,193,2,3,2,232,7,Dormants
CUS01592,5,6949.0,Occasionnel,Cameroun,259,2,3,3,233,8,À réactiver
CUS01593,7,13972.0,Premium,Cameroun,188,2,4,5,245,11,À réactiver
CUS01594,4,4189.0,Standard,Senegal,394,1,2,2,122,5,Dormants
CUS01595,5,5821.0,Occasionnel,Nigeria,134,3,3,3,333,9,Fidèles
CUS01596,6,5504.0,Premium,Nigeria,125,3,4,3,343,10,Fidèles
CUS01597,6,11340.0,Standard,Nigeria,82,4,4,5,445,13,Champions
CUS01598,10,11408.0,Standard,Nigeria,8,5,5,5,555,15,Champions
CUS01599,9,20205.0,Occasionnel,Senegal,94,4,5,5,455,14,Champions
CUS01600,9,17185.0,Standard,Ghana,47,4,5,5,455,14,Champions
CUS01601,9,7757.0,Occasionnel,Ghana,183,2,5,4,254,11,À réactiver
CUS01602,8,9690.0,Standard,Senegal,1,5,5,4,554,14,Champions
CUS01603,2,2196.0,Nouveau,Nigeria,145,3,1,1,311,5,Dormants
CUS01604,5,7507.0,Premium,Ghana,493,1,3,3,133,7,Dormants
CUS01605,4,9065.0,Occasionnel,Ghana,35,5,2,4,524,11,Gros dépensiers occasionnels
CUS01606,8,13265.0,Standard,France,274,1,5,5,155,11,À réactiver
CUS01607,6,6980.0,Standard,Maroc,8,5,4,3,543,12,Fidèles
CUS01608,8,4428.0,Occasionnel,Maroc,38,4,5,2,452,11,Fidèles
CUS01609,4,8392.0,Occasionnel,Cameroun,54,4,2,4,424,10,Gros dépensiers occasionnels
CUS01610,8,7729.0,Nouveau,Maroc,117,3,5,4,354,12,Fidèles
CUS01611,6,6539.0,Occasionnel,Senegal,81,4,4,3,443,11,Fidèles
CUS01612,6,6040.0,Standard,Ghana,78,4,4,3,443,11,Fidèles
CUS01613,6,4257.0,Occasionnel,Cote d'Ivoire,34,5,4,2,542,11,Fidèles
CUS01614,4,7024.0,Occasionnel,Senegal,13,5,2,3,523,10,Nouveaux prometteurs
CUS01615,2,5050.0,Nouveau,Belgique,508,1,1,2,112,4,Dormants
CUS01616,6,7600.0,Occasionnel,Senegal,70,4,4,3,443,11,Fidèles
CUS01617,7,7713.0,Standard,Cote d'Ivoire,134,3,4,4,344,11,Fidèles
CUS01618,6,4422.0,Standard,France,122,3,4,2,342,9,Fidèles
CUS01619,4,10454.0,Premium,Nigeria,272,1,2,4,124,7,Gros dépensiers occasionnels
CUS01620,5,6314.0,Premium,Ghana,93,4,3,3,433,10,Fidèles
CUS01621,2,1932.0,Standard,Senegal,99,3,1,1,311,5,Dormants
CUS01622,6,5633.0,Occasionnel,Senegal,228,2,4,3,243,9,À réactiver
CUS01623,9,3912.0,Occasionnel,Nigeria,109,3,5,2,352,10,Fidèles
CUS01624,10,15584.0,Occasionnel,Maroc,57,4,5,5,455,14,Champions
CUS01625,2,2288.0,Occasionnel,Senegal,76,4,1,1,411,6,Nouveaux prometteurs
CUS01626,3,3184.0,Occasionnel,Cote d'Ivoire,45,4,1,2,412,7,Nouveaux prometteurs
CUS01627,4,2837.0,Standard,Belgique,21,5,2,1,521,8,Nouveaux prometteurs
CUS01628,7,3882.0,Standard,Senegal,96,3,4,2,342,9,Fidèles
CUS01629,5,5731.0,Standard,Cameroun,149,3,3,3,333,9,Fidèles
CUS01630,5,3790.0,Nouveau,Senegal,31,5,3,2,532,10,Fidèles
CUS01631,4,3261.0,Occasionnel,Nigeria,105,3,2,2,322,7,Dormants
CUS01632,5,15585.0,Standard,Belgique,2,5,3,5,535,13,Fidèles
CUS01633,4,6314.0,Standard,Cote d'Ivoire,561,1,2,3,123,6,Dormants
CUS01634,3,5799.0,Premium,Cameroun,215,2,1,3,213,6,Dormants
CUS01635,5,8244.0,Occasionnel,Senegal,27,5,3,4,534,12,Fidèles
CUS01636,7,9414.0,Occasionnel,Senegal,216,2,4,4,244,10,À réactiver
CUS01637,2,4644.0,Premium,Cote d'Ivoire,325,1,1,2,112,4,Dormants
CUS01638,8,15496.0,Premium,Cote d'Ivoire,82,4,5,5,455,14,Champions
CUS01639,3,9132.0,Standard,Cote d'Ivoire,77,4,1,4,414,9,Gros dépensiers occasionnels
CUS01640,2,734.0,Nouveau,Senegal,331,1,1,1,111,3,Dormants
CUS01641,2,1613.0,Occasionnel,Cameroun,316,1,1,1,111,3,Dormants
CUS01642,8,11891.0,Occasionnel,Senegal,260,2,5,5,255,12,À réactiver
CUS01643,4,4808.0,Standard,Nigeria,138,3,2,2,322,7,Dormants
CUS01644,4,2607.0,Premium,Cameroun,36,5,2,1,521,8,Nouveaux prometteurs
CUS01645,8,11452.0,Occasionnel,Cote d'Ivoire,35,5,5,5,555,15,Champions
CUS01646,3,1018.0,Nouveau,France,15,5,1,1,511,7,Nouveaux prometteurs
CUS01647,4,7563.0,Standard,Cameroun,241,2,2,3,223,7,Dormants
CUS01648,7,8741.0,Occasionnel,France,377,1,4,4,144,9,À réactiver
CUS01649,6,6816.0,Nouveau,France,339,1,4,3,143,8,À réactiver
CUS01650,4,7125.0,Standard,Cameroun,263,2,2,3,223,7,Dormants
CUS01651,6,9908.0,Premium,Senegal,2,5,4,4,544,13,Champions
CUS01652,2,1620.0,Occasionnel,Belgique,157,3,1,1,311,5,Dormants
CUS01653,4,9243.0,Standard,Cote d'Ivoire,448,1,2,4,124,7,Gros dépensiers occasionnels
CUS01654,1,5196.0,Standard,Ghana,909,1,1,2,112,4,Dormants
CUS01655,8,11228.0,Occasionnel,Belgique,107,3,5,5,355,13,Fidèles
CUS01656,4,4674.0,Nouveau,Ghana,163,3,2,2,322,7,Dormants
CUS01657,5,2090.0,Premium,Nigeria,73,4,3,1,431,8,Fidèles
CUS01658,10,10168.0,Standard,Senegal,114,3,5,4,354,12,Fidèles
CUS01659,3,4379.0,Standard,Senegal,56,4,1,2,412,7,Nouveaux prometteurs
CUS01660,7,3716.0,Nouveau,Senegal,26,5,4,2,542,11,Fidèles
CUS01661,7,8432.0,Nouveau,Senegal,101,3,4,4,344,11,Fidèles
CUS01662,2,1739.0,Premium,Cameroun,160,3,1,1,311,5,Dormants
CUS01663,5,2995.0,Occasionnel,Belgique,191,2,3,1,231,6,Dormants
CUS01664,7,11137.0,Nouveau,Maroc,49,4,4,5,445,13,Champions
CUS01665,5,1112.0,Nouveau,Belgique,245,2,3,1,231,6,Dormants
CUS01666,6,2834.0,Occasionnel,Maroc,36,5,4,1,541,10,Fidèles
CUS01667,2,2672.0,Standard,Senegal,163,3,1,1,311,5,Dormants
CUS01668,5,7602.0,Premium,France,293,1,3,3,133,7,Dormants
CUS01669,9,12024.0,Occasionnel,Senegal,203,2,5,5,255,12,À réactiver
CUS01670,3,1459.0,Standard,Ghana,52,4,1,1,411,6,Nouveaux prometteurs
CUS01671,4,1291.0,Occasionnel,Senegal,27,5,2,1,521,8,Nouveaux prometteurs
CUS01672,7,17049.0,Standard,Belgique,92,4,4,5,445,13,Champions
CUS01673,9,16940.0,Occasionnel,Belgique,27,5,5,5,555,15,Champions
CUS01674,5,6508.0,Nouveau,Cote d'Ivoire,300,1,3,3,133,7,Dormants
CUS01675,3,534.0,Standard,Ghana,522,1,1,1,111,3,Dormants
CUS01676,4,9852.0,Premium,Belgique,318,1,2,4,124,7,Gros dépensiers occasionnels
CUS01677,7,6267.0,Standard,Maroc,125,3,4,3,343,10,Fidèles
CUS01678,2,3444.0,Occasionnel,France,534,1,1,2,112,4,Dormants
CUS01679,6,9011.0,Occasionnel,Senegal,3,5,4,4,544,13,Champions
CUS01680,6,6164.0,Occasionnel,Belgique,236,2,4,3,243,9,À réactiver
CUS01681,4,4062.0,Standard,Cote d'Ivoire,116,3,2,2,322,7,Dormants
CUS01682,3,6517.0,Occasionnel,Ghana,15,5,1,3,513,9,Nouveaux prometteurs
CUS01683,4,6714.0,Premium,Nigeria,34,5,2,3,523,10,Nouveaux prometteurs
CUS01684,2,1827.0,Standard,France,144,3,1,1,311,5,Dormants
CUS01685,6,9302.0,Standard,Cote d'Ivoire,101,3,4,4,344,11,Fidèles
CUS01686,3,6054.0,Standard,Nigeria,297,1,1,3,113,5,Dormants
CUS01687,9,9566.0,Standard,Cameroun,50,4,5,4,454,13,Champions
CUS01688,7,11947.0,Premium,Senegal,227,2,4,5,245,11,À réactiver
CUS01689,5,1962.0,Standard,Senegal,260,2,3,1,231,6,Dormants
CUS01690,5,1620.0,Standard,Nigeria,8,5,3,1,531,9,Fidèles
CUS01691,3,10516.0,Premium,Ghana,216,2,1,4,214,7,Gros dépensiers occasionnels
CUS01692,5,2581.0,Standard,Cote d'Ivoire,472,1,3,1,131,5,Dormants
CUS01693,6,18944.0,Premium,Nigeria,299,1,4,5,145,10,À réactiver
CUS01694,6,2711.0,Occasionnel,Senegal,144,3,4,1,341,8,Fidèles
CUS01695,2,2153.0,Standard,Belgique,80,4,1,1,411,6,Nouveaux prometteurs
CUS01696,5,3198.0,Standard,Nigeria,184,2,3,2,232,7,Dormants
CUS01697,4,7011.0,Standard,Cameroun,665,1,2,3,123,6,Dormants
CUS01698,5,15451.0,Occasionnel,Ghana,101,3,3,5,335,11,Fidèles
CUS01699,2,3838.0,Standard,Senegal,596,1,1,2,112,4,Dormants
CUS01700,6,10692.0,Standard,Belgique,59,4,4,5,445,13,Champions
CUS01701,3,5206.0,Occasionnel,Maroc,694,1,1,2,112,4,Dormants
CUS01702,6,9979.0,Standard,Nigeria,176,2,4,4,244,10,À réactiver
CUS01703,3,4458.0,Nouveau,Belgique,30,5,1,2,512,8,Nouveaux prometteurs
CUS01704,3,1895.0,Standard,France,181,2,1,1,211,4,Dormants
CUS01705,3,1894.0,Occasionnel,Maroc,199,2,1,1,211,4,Dormants
CUS01706,4,1206.0,Occasionnel,Ghana,380,1,2,1,121,4,Dormants
CUS01707,3,3365.0,Standard,Belgique,519,1,1,2,112,4,Dormants
CUS01708,9,10554.0,Standard,Ghana,22,5,5,4,554,14,Champions
CUS01709,9,20907.0,Standard,Cameroun,32,5,5,5,555,15,Champions
CUS01710,6,4145.0,Occasionnel,France,198,2,4,2,242,8,À réactiver
CUS01711,4,2015.0,Premium,Ghana,99,3,2,1,321,6,Dormants
CUS01712,6,8482.0,Occasionnel,Cote d'Ivoire,94,4,4,4,444,12,Champions
CUS01713,6,6599.0,Occasionnel,Belgique,10,5,4,3,543,12,Fidèles
CUS01714,6,4082.0,Standard,Ghana,167,3,4,2,342,9,Fidèles
CUS01715,7,10792.0,Standard,France,12,5,4,5,545,14,Champions
CUS01716,9,12460.0,Nouveau,France,140,3,5,5,355,13,Fidèles
CUS01717,6,3607.0,Nouveau,Cote d'Ivoire,62,4,4,2,442,10,Fidèles
CUS01718,5,4317.0,Standard,Nigeria,124,3,3,2,332,8,Fidèles
CUS01719,5,3229.0,Occasionnel,Ghana,161,3,3,2,332,8,Fidèles
CUS01720,8,7287.0,Standard,Ghana,155,3,5,3,353,11,Fidèles
CUS01721,5,5575.0,Occasionnel,Senegal,168,3,3,3,333,9,Fidèles
CUS01722,8,8135.0,Nouveau,Maroc,187,2,5,4,254,11,À réactiver
CUS01723,4,5849.0,Standard,Senegal,245,2,2,3,223,7,Dormants
CUS01724,7,4033.0,Nouveau,Ghana,123,3,4,2,342,9,Fidèles
CUS01725,6,8305.0,Standard,France,267,2,4,4,244,10,À réactiver
CUS01726,10,14234.0,Standard,Belgique,155,3,5,5,355,13,Fidèles
CUS01727,3,2698.0,Occasionnel,Cote d'Ivoire,150,3,1,1,311,5,Dormants
CUS01728,7,9513.0,Standard,Nigeria,56,4,4,4,444,12,Champions
CUS01729,3,3949.0,Standard,Maroc,348,1,1,2,112,4,Dormants
CUS01730,5,2422.0,Occasionnel,Maroc,340,1,3,1,131,5,Dormants
CUS01731,11,17780.0,Occasionnel,Cote d'Ivoire,5,5,5,5,555,15,Champions
CUS01732,2,3645.0,Standard,Maroc,380,1,1,2,112,4,Dormants
CUS01733,6,12222.0,Nouveau,Senegal,128,3,4,5,345,12,Fidèles
CUS01734,3,1943.0,Nouveau,Ghana,325,1,1,1,111,3,Dormants
CUS01735,9,9739.0,Premium,Maroc,68,4,5,4,454,13,Champions
CUS01736,5,4278.0,Nouveau,Maroc,138,3,3,2,332,8,Fidèles
CUS01737,7,10327.0,Nouveau,Belgique,56,4,4,4,444,12,Champions
CUS01738,4,5708.0,Nouveau,Cote d'Ivoire,198,2,2,3,223,7,Dormants
CUS01739,8,10499.0,Nouveau,Belgique,153,3,5,4,354,12,Fidèles
CUS01740,5,5991.0,Occasionnel,Ghana,275,1,3,3,133,7,Dormants
CUS01741,6,10217.0,Standard,Senegal,175,2,4,4,244,10,À réactiver
CUS01742,5,2798.0,Occasionnel,Nigeria,29,5,3,1,531,9,Fidèles
CUS01743,6,5748.0,Occasionnel,France,233,2,4,3,243,9,À réactiver
CUS01744,5,4682.0,Standard,Cote d'Ivoire,323,1,3,2,132,6,Dormants
CUS01745,2,4924.0,Premium,Nigeria,34,5,1,2,512,8,Nouveaux prometteurs
CUS01746,6,8172.0,Occasionnel,Cameroun,361,1,4,4,144,9,À réactiver
CUS01747,7,12146.0,Standard,Nigeria,258,2,4,5,245,11,À réactiver
CUS01748,2,1516.0,Occasionnel,Maroc,101,3,1,1,311,5,Dormants
CUS01749,4,4832.0,Premium,Maroc,186,2,2,2,222,6,Dormants
CUS01750,8,10589.0,Nouveau,France,26,5,5,5,555,15,Champions
CUS01751,5,7206.0,Nouveau,Cameroun,87,4,3,3,433,10,Fidèles
CUS01752,6,4720.0,Nouveau,Cameroun,2,5,4,2,542,11,Fidèles
CUS01753,9,10193.0,Nouveau,Maroc,87,4,5,4,454,13,Champions
CUS01754,5,7083.0,Occasionnel,Ghana,170,2,3,3,233,8,À réactiver
CUS01755,6,6345.0,Standard,Senegal,197,2,4,3,243,9,À réactiver
CUS01756,10,15710.0,Occasionnel,Senegal,121,3,5,5,355,13,Fidèles
CUS01757,11,26591.0,Premium,Belgique,25,5,5,5,555,15,Champions
CUS01758,2,6065.0,Standard,Cameroun,1,5,1,3,513,9,Nouveaux prometteurs
CUS01759,2,1960.0,Standard,Ghana,138,3,1,1,311,5,Dormants
CUS01760,10,13144.0,Occasionnel,Cameroun,149,3,5,5,355,13,Fidèles
CUS01761,4,2926.0,Standard,Ghana,99,3,2,1,321,6,Dormants
CUS01762,5,8204.0,Nouveau,Cote d'Ivoire,356,1,3,4,134,8,À réactiver
CUS01763,5,6732.0,Standard,Belgique,42,4,3,3,433,10,Fidèles
CUS01764,4,1180.0,Standard,Senegal,10,5,2,1,521,8,Nouveaux prometteurs
CUS01765,1,1207.0,Occasionnel,Ghana,214,2,1,1,211,4,Dormants
CUS01766,8,10348.0,Premium,Maroc,185,2,5,4,254,11,À réactiver
CUS01767,6,5903.0,Nouveau,Cote d'Ivoire,110,3,4,3,343,10,Fidèles
CUS01768,2,2232.0,Nouveau,Nigeria,18,5,1,1,511,7,Nouveaux prometteurs
CUS01769,7,14334.0,Standard,Cote d'Ivoire,204,2,4,5,245,11,À réactiver
CUS01770,6,8931.0,Nouveau,Ghana,34,5,4,4,544,13,Champions
CUS01771,6,9125.0,Occasionnel,France,255,2,4,4,244,10,À réactiver
CUS01772,4,6001.0,Nouveau,France,19,5,2,3,523,10,Nouveaux prometteurs
CUS01773,6,5149.0,Standard,France,161,3,4,2,342,9,Fidèles
CUS01774,4,3601.0,Standard,Ghana,372,1,2,2,122,5,Dormants
CUS01775,7,10280.0,Standard,Cote d'Ivoire,186,2,4,4,244,10,À réactiver
CUS01776,6,9337.0,Standard,Nigeria,162,3,4,4,344,11,Fidèles
CUS01777,1,749.0,Standard,Maroc,641,1,1,1,111,3,Dormants
CUS01778,6,6925.0,Nouveau,Nigeria,274,1,4,3,143,8,À réactiver
CUS01779,4,3793.0,Standard,Belgique,366,1,2,2,122,5,Dormants
CUS01780,6,7921.0,Premium,Cameroun,4,5,4,4,544,13,Champions
CUS01781,3,4607.0,Standard,France,229,2,1,2,212,5,Dormants
CUS01782,5,8226.0,Standard,Cote d'Ivoire,310,1,3,4,134,8,À réactiver
CUS01783,7,10526.0,Standard,Belgique,5,5,4,4,544,13,Champions
CUS01784,9,17626.0,Premium,Senegal,260,2,5,5,255,12,À réactiver
CUS01785,3,6049.0,Occasionnel,France,218,2,1,3,213,6,Dormants
CUS01786,4,1013.0,Occasionnel,Cameroun,58,4,2,1,421,7,Nouveaux prometteurs
CUS01787,3,5191.0,Nouveau,France,61,4,1,2,412,7,Nouveaux prometteurs
CUS01788,9,19438.0,Nouveau,Belgique,9,5,5,5,555,15,Champions
CUS01789,8,10876.0,Nouveau,Maroc,23,5,5,5,555,15,Champions
CUS01790,5,5970.0,Occasionnel,Ghana,32,5,3,3,533,11,Fidèles
CUS01791,7,10098.0,Premium,Nigeria,79,4,4,4,444,12,Champions
CUS01792,3,2995.0,Occasionnel,Belgique,267,2,1,1,211,4,Dormants
CUS01793,5,10829.0,Nouveau,Cote d'Ivoire,214,2,3,5,235,10,À réactiver
CUS01794,7,8577.0,Nouveau,Belgique,412,1,4,4,144,9,À réactiver
CUS01795,7,7054.0,Nouveau,France,1,5,4,3,543,12,Fidèles
CUS01796,6,9307.0,Occasionnel,Nigeria,66,4,4,4,444,12,Champions
CUS01797,9,9377.0,Standard,Ghana,323,1,5,4,154,10,À réactiver
CUS01798,6,2675.0,Premium,Cameroun,241,2,4,1,241,7,Dormants
CUS01799,7,7557.0,Occasionnel,France,173,2,4,3,243,9,À réactiver
CUS01800,2,307.0,Standard,France,113,3,1,1,311,5,Dormants
CUS01801,3,2876.0,Occasionnel,Maroc,277,1,1,1,111,3,Dormants
CUS01802,6,14896.0,Occasionnel,Senegal,38,4,4,5,445,13,Champions
CUS01803,2,3592.0,Standard,Belgique,315,1,1,2,112,4,Dormants
CUS01804,3,1919.0,Occasionnel,Ghana,332,1,1,1,111,3,Dormants
CUS01805,4,4582.0,Occasionnel,France,307,1,2,2,122,5,Dormants
CUS01806,6,8582.0,Nouveau,Cote d'Ivoire,34,5,4,4,544,13,Champions
CUS01807,7,13156.0,Occasionnel,France,23,5,4,5,545,14,Champions
CUS01808,7,9128.0,Standard,Senegal,29,5,4,4,544,13,Champions
CUS01809,2,3870.0,Premium,Belgique,475,1,1,2,112,4,Dormants
CUS01810,2,2069.0,Occasionnel,Maroc,321,1,1,1,111,3,Dormants
CUS01811,6,6423.0,Nouveau,Cote d'Ivoire,284,1,4,3,143,8,À réactiver
CUS01812,5,10035.0,Standard,Senegal,22,5,3,4,534,12,Fidèles
CUS01813,3,4111.0,Standard,Belgique,77,4,1,2,412,7,Nouveaux prometteurs
CUS01814,7,19709.0,Premium,Senegal,47,4,4,5,445,13,Champions
CUS01815,6,9473.0,Occasionnel,France,140,3,4,4,344,11,Fidèles
CUS01816,4,4614.0,Nouveau,Senegal,386,1,2,2,122,5,Dormants
CUS01817,5,5840.0,Occasionnel,Nigeria,141,3,3,3,333,9,Fidèles
CUS01818,5,4351.0,Nouveau,Maroc,212,2,3,2,232,7,Dormants
CUS01819,6,7950.0,Premium,Cameroun,162,3,4,4,344,11,Fidèles
CUS01820,5,4964.0,Premium,Maroc,124,3,3,2,332,8,Fidèles
CUS01821,3,4315.0,Standard,Cote d'Ivoire,152,3,1,2,312,6,Dormants
CUS01822,6,9605.0,Standard,France,116,3,4,4,344,11,Fidèles
CUS01823,4,1478.0,Occasionnel,Belgique,16,5,2,1,521,8,Nouveaux prometteurs
CUS01824,5,5380.0,Occasionnel,Nigeria,285,1,3,2,132,6,Dormants
CUS01825,5,9869.0,Premium,Maroc,9,5,3,4,534,12,Fidèles
CUS01826,1,555.0,Occasionnel,Cameroun,618,1,1,1,111,3,Dormants
CUS01827,1,966.0,Standard,Cote d'Ivoire,907,1,1,1,111,3,Dormants
CUS01828,5,2269.0,Occasionnel,Cameroun,85,4,3,1,431,8,Fidèles
CUS01829,5,1970.0,Standard,Cameroun,5,5,3,1,531,9,Fidèles
CUS01830,6,3771.0,Standard,France,75,4,4,2,442,10,Fidèles
CUS01831,3,1764.0,Occasionnel,France,436,1,1,1,111,3,Dormants
CUS01832,1,207.0,Premium,Belgique,113,3,1,1,311,5,Dormants
CUS01833,4,5139.0,Standard,Cameroun,80,4,2,2,422,8,Nouveaux prometteurs
CUS01834,4,6816.0,Premium,Cote d'Ivoire,121,3,2,3,323,8,Dormants
CUS01835,3,5259.0,Occasionnel,Ghana,230,2,1,2,212,5,Dormants
CUS01836,9,10576.0,Standard,Maroc,253,2,5,4,254,11,À réactiver
CUS01837,1,4585.0,Occasionnel,Belgique,663,1,1,2,112,4,Dormants
CUS01838,5,5522.0,Occasionnel,Cote d'Ivoire,18,5,3,3,533,11,Fidèles
CUS01839,5,8068.0,Nouveau,Senegal,31,5,3,4,534,12,Fidèles
CUS01840,6,9738.0,Standard,Belgique,125,3,4,4,344,11,Fidèles
CUS01841,3,7300.0,Premium,Belgique,122,3,1,3,313,7,Dormants
CUS01842,5,7130.0,Standard,Cameroun,135,3,3,3,333,9,Fidèles
