customer_id,pays,ville,segment_client,date_inscription,customer_age_days
CUS00884,Maroc,Marrakech,Occasionnel,2022-01-10,1086
CUS00885,Nigeria,Kano,Premium,2022-12-29,733
CUS00886,Cameroun,Yaounde,Standard,2022-11-10,782
CUS00887,Nigeria,Abuja,Occasionnel,2023-08-08,511
CUS00888,Senegal,Thies,Premium,2024-04-10,265
CUS00889,Senegal,Thies,Nouveau,2023-10-22,436
CUS00890,Senegal,Saint-Louis,Standard,2022-09-04,849
CUS00891,Ghana,Accra,Nouveau,2021-11-05,1152
CUS00892,France,Lyon,Standard,2024-03-12,294
CUS00893,Belgique,Bruxelles,Standard,2022-01-05,1091
CUS00894,Senegal,Thies,Standard,2021-12-29,1098
CUS00895,Nigeria,Kano,Premium,2023-07-15,535
CUS00896,Maroc,Casablanca,Occasionnel,2021-12-12,1115
CUS00897,France,Bordeaux,Occasionnel,2021-06-30,1280
CUS00898,France,Bordeaux,Occasionnel,2023-04-07,634
CUS00899,Ghana,Kumasi,Standard,2021-03-19,1383
CUS00900,Cameroun,Yaounde,Nouveau,2022-10-22,801
CUS00901,Cameroun,Douala,Occasionnel,2022-05-25,951
CUS00902,Cameroun,Yaounde,Standard,2021-07-30,1250
CUS00903,Ghana,Kumasi,Standard,2021-04-04,1367
CUS00904,Maroc,Rabat,Standard,2023-12-02,395
CUS00905,Nigeria,Abuja,Nouveau,2021-10-02,1186
CUS00906,Nigeria,Abuja,Standard,2022-01-21,1075
CUS00907,France,Bordeaux,Premium,2022-04-05,1001
CUS00908,France,Lyon,Occasionnel,2024-04-22,253
CUS00909,France,Paris,Standard,2021-03-18,1384
CUS00910,Ghana,Kumasi,Occasionnel,2024-06-30,184
CUS00911,Cote d'Ivoire,Abidjan,Occasionnel,2021-02-10,1420
CUS00912,Cote d'Ivoire,Abidjan,Standard,2023-02-18,682
CUS00913,Senegal,Saint-Louis,Standard,2021-11-10,1147
CUS00914,Cameroun,Douala,Standard,2021-07-26,1254
CUS00915,Maroc,Marrakech,Occasionnel,2021-10-08,1180
CUS00916,Ghana,Accra,Occasionnel,2024-06-19,195
CUS00917,Senegal,Thies,Premium,2021-08-06,1243
CUS00918,Belgique,Bruxelles,Occasionnel,2022-06-23,922
CUS00919,Cameroun,Yaounde,Occasionnel,2022-08-28,856
CUS00920,France,Paris,Occasionnel,2022-03-02,1035
CUS00921,Belgique,Liege,Standard,2021-01-27,1434
CUS00922,Senegal,Dakar,Occasionnel,2023-10-09,449
CUS00923,France,Paris,Occasionnel,2021-06-03,1307
CUS00924,Senegal,Thies,Occasionnel,2023-07-25,525
CUS00925,Maroc,Rabat,Standard,2021-07-24,1256
CUS00926,France,Paris,Nouveau,2023-01-08,723
CUS00927,Nigeria,Abuja,Occasionnel,2021-07-14,1266
CUS00928,Cote d'Ivoire,Abidjan,Nouveau,2021-12-16,1111
CUS00929,Nigeria,Abuja,Nouveau,2024-06-27,187
CUS00930,Maroc,Marrakech,Premium,2022-12-03,759
CUS00931,France,Paris,Standard,2023-07-24,526
CUS00932,Maroc,Rabat,Occasionnel,2023-09-07,481
CUS00933,Ghana,Accra,Premium,2021-05-01,1340
CUS00934,France,Paris,Standard,2024-04-24,251
CUS00935,Belgique,Liege,Standard,2023-02-17,683
CUS00936,Nigeria,Kano,Premium,2021-09-25,1193
CUS00937,Belgique,Liege,Premium,2023-04-23,618
CUS00938,Belgique,Bruxelles,Premium,2022-10-06,817
CUS00939,Cote d'Ivoire,Bouake,Nouveau,2022-11-24,768
CUS00940,Senegal,Thies,Occasionnel,2022-05-25,951
CUS00941,Belgique,Liege,Occasionnel,2023-02-28,672
CUS00942,France,Paris,Premium,2021-11-18,1139
CUS00943,Belgique,Liege,Nouveau,2021-06-03,1307
CUS00944,Belgique,Liege,Standard,2022-07-24,891
CUS00945,Cote d'Ivoire,Bouake,Occasionnel,2023-02-15,685
CUS00946,Ghana,Accra,Premium,2023-06-29,551
CUS00947,Belgique,Bruxelles,Nouveau,2023-07-05,545
CUS00948,Nigeria,Lagos,Nouveau,2021-02-06,1424
CUS00949,Senegal,Thies,Standard,2024-02-16,319
CUS00950,Cote d'Ivoire,Abidjan,Occasionnel,2024-06-21,193
CUS00951,Maroc,Marrakech,Occasionnel,2023-07-24,526
CUS00952,Nigeria,Abuja,Occasionnel,2022-04-02,1004
CUS00953,Belgique,Liege,Occasionnel,2024-06-23,191
CUS00954,Belgique,Liege,Occasionnel,2021-08-22,1227
CUS00955,Senegal,Saint-Louis,Standard,2022-12-01,761
CUS00956,Nigeria,Kano,Nouveau,2022-08-21,863
CUS00957,Nigeria,Kano,Premium,2021-12-03,1124
CUS00958,Belgique,Bruxelles,Occasionnel,2023-04-19,622
CUS00959,Senegal,Thies,Occasionnel,2022-01-20,1076
CUS00960,Senegal,Thies,Standard,2022-01-26,1070
CUS00961,Nigeria,Lagos,Occasionnel,2021-04-06,1365
CUS00962,Senegal,Thies,Standard,2024-04-21,254
CUS00963,France,Bordeaux,Premium,2021-04-10,1361
CUS00964,Ghana,Kumasi,Nouveau,2021-12-29,1098
CUS00965,France,Lyon,Premium,2024-05-14,231
CUS00966,Nigeria,Kano,Nouveau,2023-05-08,603
CUS00967,Cameroun,Yaounde,Standard,2022-12-04,758
CUS00968,Maroc,Rabat,Occasionnel,2021-10-10,1178
CUS00969,Ghana,Kumasi,Occasionnel,2024-01-27,339
CUS00970,Nigeria,Kano,Occasionnel,2024-02-08,327
CUS00971,Cameroun,Douala,Standard,2022-08-19,865
CUS00972,Nigeria,Kano,Premium,2021-12-31,1096
CUS00973,Nigeria,Kano,Premium,2022-12-23,739
CUS00974,Belgique,Liege,Occasionnel,2023-12-30,367
CUS00975,Maroc,Rabat,Occasionnel,2023-12-07,390
CUS00976,Senegal,Dakar,Standard,2021-04-19,1352
CUS00977,Cote d'Ivoire,Bouake,Standard,2021-11-26,1131
CUS00978,Maroc,Marrakech,Standard,2021-05-08,1333
CUS00979,Maroc,Casablanca,Occasionnel,2021-03-08,1394
CUS00980,Nigeria,Abuja,Premium,2024-02-25,310
CUS00981,Cameroun,Yaounde,Standard,2022-08-13,871
CUS00982,Cote d'Ivoire,Daloa,Standard,2022-10-03,820
CUS00983,Cote d'Ivoire,Abidjan,Occasionnel,2022-02-20,1045
CUS00984,Belgique,Bruxelles,Nouveau,2023-01-24,707
CUS00985,Cameroun,Douala,Standard,2021-12-30,1097
CUS00986,Senegal,Dakar,Nouveau,2023-11-19,408
CUS00987,Senegal,Thies,Premium,2022-07-26,889
CUS00988,Maroc,Casablanca,Standard,2022-06-07,938
CUS00989,Cote d'Ivoire,Yamoussoukro,Standard,2021-11-14,1143
CUS00990,Cote d'Ivoire,Bouake,Nouveau,2024-05-07,238
CUS00991,Cote d'Ivoire,Yamoussoukro,Standard,2024-03-18,288
CUS00992,Nigeria,Lagos,Occasionnel,2022-10-13,810
CUS00993,Cameroun,Douala,Occasionnel,2023-11-01,426
CUS00994,France,Bordeaux,Occasionnel,2023-04-07,634
CUS00995,Senegal,Thies,Standard,2022-03-13,1024
CUS00996,Nigeria,Abuja,Standard,2022-03-24,1013
CUS00997,Belgique,Bruxelles,Premium,2022-12-10,752
CUS00998,Belgique,Bruxelles,Nouveau,2024-06-10,204
CUS00999,Cameroun,Douala,Occasionnel,2022-10-20,803
CUS01000,Ghana,Accra,Standard,2024-01-12,354
CUS01001,Maroc,Casablanca,Nouveau,2023-02-07,693
CUS01002,Belgique,Liege,Premium,2022-01-30,1066
CUS01003,Nigeria,Kano,Premium,2021-07-16,1264
CUS01004,France,Paris,Occasionnel,2022-03-08,1029
CUS01005,Cameroun,Yaounde,Occasionnel,2022-02-26,1039
CUS01006,Ghana,Accra,Occasionnel,2021-11-11,1146
CUS01007,Cote d'Ivoire,Daloa,Occasionnel,2021-03-19,1383
CUS01008,Senegal,Dakar,Premium,2022-05-31,945
CUS01009,Senegal,Saint-Louis,Occasionnel,2022-06-14,931
CUS01010,Ghana,Kumasi,Standard,2023-04-09,632
CUS01011,Ghana,Kumasi,Premium,2021-08-31,1218
CUS01012,Cote d'Ivoire,Abidjan,Occasionnel,2024-04-14,261
CUS01013,Cote d'Ivoire,Abidjan,Standard,2023-10-27,431
CUS01014,Senegal,Thies,Occasionnel,2022-09-10,843
CUS01015,Senegal,Thies,Occasionnel,2023-06-16,564
CUS01016,Ghana,Kumasi,Occasionnel,2021-03-05,1397
CUS01017,Belgique,Bruxelles,Occasionnel,2021-10-07,1181
CUS01018,Ghana,Kumasi,Nouveau,2021-10-23,1165
CUS01019,Maroc,Marrakech,Nouveau,2023-02-04,696
CUS01020,Cote d'Ivoire,Bouake,Premium,2021-01-11,1450
CUS01021,Ghana,Accra,Standard,2022-12-06,756
CUS01022,Cameroun,Yaounde,Nouveau,2023-11-16,411
CUS01023,France,Lyon,Standard,2024-06-17,197
CUS01024,Maroc,Casablanca,Premium,2024-03-07,299
CUS01025,Cote d'Ivoire,Daloa,Occasionnel,2021-05-30,1311
CUS01026,Maroc,Marrakech,Premium,2021-07-21,1259
CUS01027,Cameroun,Yaounde,Nouveau,2023-01-02,729
CUS01028,France,Lyon,Premium,2024-06-22,192
CUS01029,Senegal,Dakar,Standard,2023-07-12,538
CUS01030,Nigeria,Kano,Occasionnel,2024-04-11,264
CUS01031,France,Marseille,Occasionnel,2023-05-28,583
CUS01032,France,Paris,Standard,2022-03-30,1007
CUS01033,Ghana,Kumasi,Occasionnel,2021-10-03,1185
CUS01034,Nigeria,Abuja,Standard,2023-01-05,726
CUS01035,Maroc,Rabat,Occasionnel,2021-12-26,1101
CUS01036,Senegal,Thies,Nouveau,2021-10-14,1174
CUS01037,Cameroun,Yaounde,Occasionnel,2021-06-06,1304
CUS01038,Senegal,Dakar,Occasionnel,2021-03-05,1397
CUS01039,Ghana,Accra,Nouveau,2024-02-04,331
CUS01040,Maroc,Marrakech,Nouveau,2024-01-11,355
CUS01041,Belgique,Bruxelles,Standard,2022-04-03,1003
CUS01042,Maroc,Casablanca,Standard,2023-11-12,415
CUS01043,Senegal,Thies,Standard,2021-01-22,1439
CUS01044,Cameroun,Douala,Occasionnel,2021-10-15,1173
CUS01045,Belgique,Bruxelles,Standard,2024-03-04,302
CUS01046,France,Bordeaux,Nouveau,2021-03-24,1378
CUS01047,Cameroun,Yaounde,Standard,2022-06-26,919
CUS01048,Nigeria,Lagos,Premium,2022-02-28,1037
CUS01049,Nigeria,Abuja,Standard,2023-07-21,529
CUS01050,Cote d'Ivoire,Abidjan,Nouveau,2022-10-26,797
CUS01051,Senegal,Saint-Louis,Nouveau,2022-07-15,900
CUS01052,Maroc,Marrakech,Occasionnel,2021-12-23,1104
CUS01053,Ghana,Kumasi,Standard,2021-06-09,1301
CUS01054,Maroc,Rabat,Nouveau,2022-04-02,1004
CUS01055,Ghana,Kumasi,Occasionnel,2022-12-08,754
CUS01056,Belgique,Liege,Nouveau,2021-01-14,1447
CUS01057,France,Bordeaux,Standard,2021-06-07,1303
CUS01058,Maroc,Casablanca,Standard,2021-11-19,1138
CUS01059,Nigeria,Kano,Occasionnel,2021-08-31,1218
CUS01060,Cameroun,Yaounde,Occasionnel,2021-08-21,1228
CUS01061,Belgique,Liege,Standard,2024-04-24,251
CUS01062,France,Bordeaux,Premium,2021-03-30,1372
CUS01063,France,Lyon,Premium,2023-11-16,411
CUS01064,Cote d'Ivoire,Bouake,Premium,2022-06-13,932
CUS01065,France,Bordeaux,Occasionnel,2024-02-29,306
CUS01066,Cote d'Ivoire,Yamoussoukro,Nouveau,2022-03-20,1017
CUS01067,Belgique,Liege,Nouveau,2021-12-16,1111
CUS01068,Cameroun,Yaounde,Occasionnel,2024-04-08,267
CUS01069,France,Marseille,Standard,2022-12-03,759
CUS01070,Belgique,Bruxelles,Standard,2023-03-01,671
CUS01071,France,Paris,Premium,2023-12-07,390
CUS01072,Ghana,Accra,Occasionnel,2021-12-30,1097
CUS01073,Belgique,Bruxelles,Nouveau,2023-12-25,372
CUS01074,Senegal,Dakar,Standard,2021-09-24,1194
CUS01075,Cote d'Ivoire,Daloa,Occasionnel,2023-01-29,702
CUS01076,Cote d'Ivoire,Daloa,Standard,2023-09-15,473
CUS01077,Ghana,Kumasi,Occasionnel,2024-03-25,281
CUS01078,Senegal,Thies,Premium,2023-09-05,483
CUS01079,Cameroun,Douala,Standard,2024-01-19,347
CUS01080,Ghana,Kumasi,Standard,2021-01-15,1446
CUS01081,Senegal,Saint-Louis,Premium,2022-02-25,1040
CUS01082,Nigeria,Abuja,Standard,2021-11-13,1144
CUS01083,Ghana,Kumasi,Standard,2024-01-03,363
CUS01084,Ghana,Kumasi,Occasionnel,2023-03-25,647
CUS01085,Cameroun,Yaounde,Occasionnel,2024-02-16,319
CUS01086,Belgique,Bruxelles,Standard,2024-02-11,324
CUS01087,Belgique,Liege,Nouveau,2024-03-29,277
CUS01088,Nigeria,Kano,Standard,2021-10-10,1178
CUS01089,Senegal,Saint-Louis,Standard,2021-11-28,1129
CUS01090,Senegal,Dakar,Occasionnel,2022-11-25,767
CUS01091,Cote d'Ivoire,Bouake,Standard,2021-01-11,1450
CUS01092,Senegal,Dakar,Standard,2024-05-14,231
CUS01093,Ghana,Accra,Premium,2022-03-31,1006
CUS01094,Nigeria,Lagos,Occasionnel,2023-02-27,673
CUS01095,Ghana,Kumasi,Occasionnel,2024-05-08,237
CUS01096,Cote d'Ivoire,Bouake,Occasionnel,2023-06-19,561
CUS01097,Cote d'Ivoire,Bouake,Nouveau,2023-11-28,399
CUS01098,Maroc,Casablanca,Premium,2024-05-12,233
CUS01099,Cameroun,Douala,Occasionnel,2023-01-07,724
CUS01100,Cameroun,Douala,Nouveau,2021-06-27,1283
CUS01101,Maroc,Rabat,Standard,2023-03-21,651
CUS01102,Ghana,Accra,Occasionnel,2021-05-21,1320
CUS01103,Senegal,Saint-Louis,Standard,2024-02-20,315
CUS01104,Nigeria,Abuja,Nouveau,2022-07-21,894
CUS01105,Cameroun,Douala,Standard,2023-04-08,633
CUS01106,Cote d'Ivoire,Yamoussoukro,Standard,2023-11-03,424
CUS01107,Senegal,Saint-Louis,Premium,2022-08-26,858
CUS01108,Nigeria,Lagos,Occasionnel,2022-06-12,933
CUS01109,Maroc,Marrakech,Standard,2023-02-12,688
CUS01110,Belgique,Bruxelles,Occasionnel,2023-07-29,521
CUS01111,Belgique,Bruxelles,Standard,2022-06-13,932
CUS01112,Senegal,Thies,Occasionnel,2022-03-28,1009
CUS01113,Cameroun,Yaounde,Standard,2022-12-25,737
CUS01114,Cote d'Ivoire,Yamoussoukro,Standard,2021-07-10,1270
CUS01115,Ghana,Kumasi,Premium,2022-01-01,1095
CUS01116,Belgique,Liege,Standard,2024-03-20,286
CUS01117,Maroc,Casablanca,Nouveau,2022-01-25,1071
CUS01118,Belgique,Bruxelles,Standard,2022-05-11,965
CUS01119,Maroc,Casablanca,Standard,2022-05-27,949
CUS01120,Nigeria,Lagos,Occasionnel,2021-09-03,1215
CUS01121,Senegal,Saint-Louis,Nouveau,2023-10-06,452
CUS01122,Cote d'Ivoire,Abidjan,Occasionnel,2023-01-31,700
CUS01123,Nigeria,Abuja,Nouveau,2024-03-22,284
CUS01124,Maroc,Rabat,Standard,2023-11-13,414
CUS01125,Maroc,Rabat,Standard,2024-03-27,279
CUS01126,France,Paris,Occasionnel,2023-05-17,594
CUS01127,Belgique,Bruxelles,Occasionnel,2023-03-18,654
CUS01128,France,Bordeaux,Nouveau,2023-11-28,399
CUS01129,Belgique,Liege,Occasionnel,2021-01-25,1436
CUS01130,Cameroun,Yaounde,Occasionnel,2022-10-29,794
CUS01131,Nigeria,Kano,Nouveau,2022-01-19,1077
CUS01132,Maroc,Casablanca,Standard,2024-06-09,205
CUS01133,Nigeria,Abuja,Standard,2023-05-19,592
CUS01134,Cameroun,Yaounde,Occasionnel,2023-02-02,698
CUS01135,Nigeria,Abuja,Standard,2022-01-04,1092
CUS01136,France,Lyon,Occasionnel,2022-07-07,908
CUS01137,Cameroun,Yaounde,Nouveau,2022-02-06,1059
CUS01138,France,Lyon,Standard,2021-01-20,1441
CUS01139,France,Bordeaux,Standard,2023-11-25,402
CUS01140,Nigeria,Abuja,Standard,2024-02-26,309
CUS01141,Cote d'Ivoire,Daloa,Premium,2021-12-01,1126
CUS01142,Cote d'Ivoire,Bouake,Occasionnel,2023-09-03,485
CUS01143,Senegal,Thies,Occasionnel,2022-06-17,928
CUS01144,Nigeria,Abuja,Occasionnel,2022-06-12,933
CUS01145,Nigeria,Lagos,Standard,2022-12-21,741
CUS01146,Cameroun,Douala,Nouveau,2022-08-06,878
CUS01147,Nigeria,Abuja,Occasionnel,2023-09-26,462
CUS01148,Belgique,Bruxelles,Standard,2022-08-10,874
CUS01149,Belgique,Bruxelles,Nouveau,2022-11-22,770
CUS01150,Ghana,Kumasi,Occasionnel,2021-05-27,1314
CUS01151,Senegal,Dakar,Standard,2022-10-05,818
CUS01152,Nigeria,Kano,Standard,2022-07-02,913
CUS01153,Ghana,Kumasi,Nouveau,2023-01-14,717
CUS01154,Belgique,Liege,Standard,2021-02-17,1413
CUS01155,France,Lyon,Occasionnel,2021-06-13,1297
CUS01156,Cameroun,Douala,Standard,2021-07-15,1265
CUS01157,Senegal,Thies,Occasionnel,2021-02-23,1407
CUS01158,Ghana,Accra,Premium,2024-06-19,195
CUS01159,France,Paris,Occasionnel,2023-03-10,662
CUS01160,Maroc,Casablanca,Standard,2022-08-05,879
CUS01161,Belgique,Bruxelles,Premium,2021-12-16,1111
CUS01162,Cote d'Ivoire,Abidjan,Occasionnel,2022-10-29,794
CUS01163,Belgique,Liege,Nouveau,2024-01-13,353
CUS01164,Maroc,Marrakech,Standard,2024-01-10,356
CUS01165,France,Bordeaux,Occasionnel,2024-03-01,305
CUS01166,Ghana,Kumasi,Nouveau,2023-09-14,474
CUS01167,Cameroun,Douala,Standard,2023-01-20,711
CUS01168,Ghana,Kumasi,Standard,2021-01-22,1439
CUS01169,Cote d'Ivoire,Bouake,Standard,2023-08-19,500
CUS01170,Cote d'Ivoire,Daloa,Nouveau,2023-09-05,483
CUS01171,Maroc,Casablanca,Occasionnel,2022-08-23,861
CUS01172,Cameroun,Douala,Occasionnel,2022-01-22,1074
CUS01173,Ghana,Kumasi,Standard,2021-12-01,1126
CUS01174,Ghana,Kumasi,Standard,2021-06-12,1298
CUS01175,Ghana,Accra,Occasionnel,2024-06-09,205
CUS01176,Maroc,Rabat,Occasionnel,2023-12-26,371
CUS01177,Maroc,Rabat,Standard,2021-05-21,1320
CUS01178,France,Lyon,Standard,2023-07-22,528
CUS01179,Belgique,Liege,Occasionnel,2023-10-05,453
CUS01180,Cameroun,Yaounde,Premium,2021-04-12,1359
CUS01181,Cote d'Ivoire,Bouake,Nouveau,2022-08-01,883
CUS01182,Maroc,Casablanca,Occasionnel,2021-01-17,1444
CUS01183,Cameroun,Douala,Standard,2023-10-08,450
CUS01184,Cameroun,Yaounde,Standard,2023-10-18,440
CUS01185,Nigeria,Abuja,Occasionnel,2021-03-06,1396
CUS01186,Nigeria,Lagos,Occasionnel,2021-10-27,1161
CUS01187,Cote d'Ivoire,Yamoussoukro,Occasionnel,2021-05-27,1314
CUS01188,Belgique,Bruxelles,Standard,2022-05-28,948
CUS01189,Ghana,Accra,Premium,2022-05-25,951
CUS01190,Ghana,Kumasi,Standard,2021-03-10,1392
CUS01191,Cameroun,Yaounde,Occasionnel,2021-07-12,1268
CUS01192,Cameroun,Yaounde,Standard,2022-10-02,821
CUS01193,Nigeria,Lagos,Occasionnel,2021-03-28,1374
CUS01194,Senegal,Thies,Standard,2022-09-04,849
CUS01195,Cameroun,Yaounde,Nouveau,2022-03-23,1014
CUS01196,Senegal,Dakar,Occasionnel,2022-10-27,796
CUS01197,Cote d'Ivoire,Bouake,Occasionnel,2024-04-12,263
CUS01198,Senegal,Thies,Occasionnel,2021-01-19,1442
CUS01199,Cote d'Ivoire,Daloa,Occasionnel,2021-11-14,1143
CUS01200,Nigeria,Lagos,Standard,2023-10-21,437
CUS01201,Senegal,Saint-Louis,Occasionnel,2021-05-03,1338
CUS01202,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-01-04,362
CUS01203,Senegal,Dakar,Standard,2022-10-11,812
CUS01204,Nigeria,Abuja,Occasionnel,2021-02-13,1417
CUS01205,Ghana,Kumasi,Occasionnel,2022-05-29,947
CUS01206,Cote d'Ivoire,Daloa,Occasionnel,2024-02-19,316
CUS01207,Maroc,Marrakech,Occasionnel,2022-01-24,1072
CUS01208,France,Marseille,Standard,2023-08-18,501
CUS01209,Maroc,Marrakech,Nouveau,2024-02-10,325
CUS01210,France,Paris,Occasionnel,2023-07-10,540
CUS01211,Maroc,Rabat,Occasionnel,2023-07-19,531
CUS01212,Cote d'Ivoire,Daloa,Occasionnel,2021-02-08,1422
CUS01213,Nigeria,Kano,Standard,2021-05-10,1331
CUS01214,Ghana,Accra,Occasionnel,2023-10-16,442
CUS01215,France,Marseille,Standard,2022-10-22,801
CUS01216,Senegal,Dakar,Occasionnel,2021-05-17,1324
CUS01217,Cote d'Ivoire,Bouake,Standard,2021-03-06,1396
CUS01218,Cameroun,Douala,Standard,2021-07-22,1258
CUS01219,Cote d'Ivoire,Daloa,Occasionnel,2023-12-13,384
CUS01220,Maroc,Casablanca,Standard,2024-05-25,220
CUS01221,Senegal,Dakar,Nouveau,2022-03-04,1033
CUS01222,Belgique,Bruxelles,Standard,2021-05-05,1336
CUS01223,Nigeria,Kano,Occasionnel,2023-05-02,609
CUS01224,Nigeria,Kano,Premium,2024-06-17,197
CUS01225,Maroc,Marrakech,Premium,2021-05-25,1316
CUS01226,Maroc,Casablanca,Nouveau,2023-11-30,397
CUS01227,Senegal,Dakar,Occasionnel,2023-12-25,372
CUS01228,Ghana,Accra,Standard,2022-05-25,951
CUS01229,France,Bordeaux,Occasionnel,2024-03-26,280
CUS01230,Nigeria,Kano,Standard,2023-05-25,586
CUS01231,Senegal,Dakar,Occasionnel,2024-02-01,334
CUS01232,Ghana,Kumasi,Occasionnel,2023-12-30,367
CUS01233,Belgique,Liege,Nouveau,2024-02-01,334
CUS01234,Nigeria,Abuja,Standard,2023-06-01,579
CUS01235,Nigeria,Kano,Standard,2024-01-23,343
CUS01236,Cameroun,Yaounde,Occasionnel,2022-06-05,940
CUS01237,Nigeria,Abuja,Standard,2023-03-25,647
CUS01238,Cote d'Ivoire,Abidjan,Nouveau,2024-05-05,240
CUS01239,Cote d'Ivoire,Bouake,Nouveau,2022-09-11,842
CUS01240,Cote d'Ivoire,Yamoussoukro,Nouveau,2022-03-16,1021
CUS01241,Nigeria,Lagos,Occasionnel,2022-07-20,895
CUS01242,France,Paris,Premium,2022-12-30,732
CUS01243,France,Lyon,Standard,2024-04-07,268
CUS01244,Cameroun,Douala,Standard,2022-09-08,845
CUS01245,Senegal,Saint-Louis,Standard,2022-03-22,1015
CUS01246,Senegal,Saint-Louis,Standard,2023-09-16,472
CUS01247,France,Bordeaux,Occasionnel,2024-03-26,280
CUS01248,Senegal,Saint-Louis,Occasionnel,2021-03-18,1384
CUS01249,Ghana,Accra,Occasionnel,2022-11-16,776
CUS01250,Nigeria,Abuja,Standard,2021-09-04,1214
CUS01251,Cameroun,Douala,Occasionnel,2023-02-23,677
CUS01252,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-10-16,807
CUS01253,France,Marseille,Occasionnel,2022-03-29,1008
CUS01254,France,Paris,Occasionnel,2023-03-16,656
CUS01255,Belgique,Bruxelles,Standard,2022-08-17,867
CUS01256,Ghana,Accra,Premium,2021-06-19,1291
CUS01257,Belgique,Bruxelles,Occasionnel,2022-06-22,923
CUS01258,Senegal,Thies,Occasionnel,2021-09-25,1193
CUS01259,France,Bordeaux,Occasionnel,2023-09-27,461
CUS01260,Ghana,Accra,Occasionnel,2023-12-10,387
CUS01261,Cameroun,Douala,Premium,2023-05-31,580
CUS01262,Nigeria,Kano,Nouveau,2021-07-03,1277
CUS01263,Senegal,Saint-Louis,Standard,2023-01-19,712
CUS01264,Nigeria,Lagos,Standard,2024-05-01,244
CUS01265,Cote d'Ivoire,Yamoussoukro,Standard,2022-12-18,744
CUS01266,Belgique,Bruxelles,Standard,2022-04-24,982
CUS01267,Cameroun,Yaounde,Standard,2021-06-25,1285
CUS01268,Senegal,Saint-Louis,Premium,2024-06-25,189
CUS01269,France,Marseille,Premium,2021-08-16,1233
CUS01270,Maroc,Rabat,Standard,2022-11-11,781
CUS01271,Cameroun,Douala,Standard,2023-12-08,389
CUS01272,Maroc,Marrakech,Standard,2021-10-17,1171
CUS01273,Cote d'Ivoire,Daloa,Occasionnel,2023-12-15,382
CUS01274,Cote d'Ivoire,Yamoussoukro,Standard,2022-08-05,879
CUS01275,Cameroun,Yaounde,Premium,2021-01-18,1443
CUS01276,Senegal,Thies,Occasionnel,2023-01-08,723
CUS01277,Senegal,Dakar,Standard,2023-03-03,669
CUS01278,Cameroun,Yaounde,Occasionnel,2021-07-23,1257
CUS01279,Nigeria,Abuja,Nouveau,2023-12-25,372
CUS01280,Senegal,Dakar,Standard,2023-07-27,523
CUS01281,Cote d'Ivoire,Abidjan,Standard,2023-12-21,376
CUS01282,Maroc,Rabat,Standard,2021-11-18,1139
CUS01283,Cote d'Ivoire,Yamoussoukro,Occasionnel,2022-12-29,733
CUS01284,Maroc,Casablanca,Nouveau,2023-10-24,434
CUS01285,Maroc,Casablanca,Occasionnel,2023-03-04,668
CUS01286,Cote d'Ivoire,Yamoussoukro,Standard,2022-12-01,761
CUS01287,Ghana,Accra,Premium,2023-02-22,678
CUS01288,Cameroun,Yaounde,Standard,2021-11-09,1148
CUS01289,Ghana,Kumasi,Nouveau,2022-11-06,786
CUS01290,Belgique,Bruxelles,Standard,2021-10-11,1177
CUS01291,Cameroun,Douala,Standard,2023-12-09,388
CUS01292,France,Bordeaux,Nouveau,2021-10-25,1163
CUS01293,France,Marseille,Premium,2023-12-28,369
CUS01294,Senegal,Dakar,Standard,2021-10-26,1162
CUS01295,Cote d'Ivoire,Yamoussoukro,Nouveau,2023-04-28,613
CUS01296,Ghana,Kumasi,Standard,2022-07-15,900
CUS01297,France,Lyon,Premium,2022-01-14,1082
CUS01298,Cote d'Ivoire,Yamoussoukro,Occasionnel,2024-06-08,206
CUS01299,Cameroun,Douala,Standard,2021-02-23,1407
CUS01300,Nigeria,Lagos,Occasionnel,2023-09-04,484
CUS01301,France,Bordeaux,Occasionnel,2023-02-05,695
CUS01302,France,Bordeaux,Standard,2021-10-09,1179
CUS01303,France,Lyon,Standard,2023-04-17,624
CUS01304,Cote d'Ivoire,Yamoussoukro,Nouveau,2022-04-01,1005
CUS01305,Cameroun,Douala,Premium,2023-06-19,561
CUS01306,Belgique,Liege,Nouveau,2022-05-21,955
CUS01307,Ghana,Kumasi,Occasionnel,2024-05-30,215
CUS01308,Ghana,Kumasi,Standard,2024-03-17,289
CUS01309,Cote d'Ivoire,Abidjan,Standard,2021-03-28,1374
CUS01310,Cameroun,Yaounde,Nouveau,2021-03-22,1380
CUS01311,Ghana,Accra,Standard,2023-06-20,560
CUS01312,Ghana,Kumasi,Occasionnel,2022-08-09,875
CUS01313,Belgique,Bruxelles,Standard,2024-06-09,205
CUS01314,Cote d'Ivoire,Bouake,Standard,2023-07-15,535
CUS01315,Senegal,Saint-Louis,Occasionnel,2022-01-04,1092
CUS01316,France,Bordeaux,Standard,2023-07-13,537
CUS01317,Cote d'Ivoire,Bouake,Standard,2022-02-18,1047
CUS01318,Belgique,Bruxelles,Standard,2021-12-02,1125
CUS01319,Senegal,Dakar,Premium,2023-07-10,540
CUS01320,Nigeria,Lagos,Occasionnel,2023-02-26,674
CUS01321,France,Bordeaux,Occasionnel,2021-03-31,1371
