date,spend,clicks,conversions,spend_ma7,clicks_ma7,spend_ma30,spend_cumul
2024-12-21,1311.64,3338.0,112.0,1318.41,3176.0,1258.47,611993.0
2024-12-22,1168.45,2779.0,114.0,1310.19,3169.0,1255.29,613162.0
2024-12-23,1365.88,3235.0,114.0,1321.58,3196.0,1263.87,614528.0
2024-12-24,1386.85,3472.0,139.0,1333.27,3241.0,1274.78,615914.0
2024-12-25,1250.54,2878.0,130.0,1309.55,3199.0,1277.69,617165.0
2024-12-26,1354.25,3261.0,124.0,1303.95,3183.0,1281.73,618519.0
2024-12-27,1251.06,3104.0,134.0,1298.38,3152.0,1284.71,619770.0
2024-12-28,1240.02,2987.0,106.0,1288.15,3102.0,1285.81,621010.0
2024-12-29,1276.31,3103.0,149.0,1303.56,3149.0,1288.0,622287.0
2024-12-30,1314.39,3138.0,109.0,1296.2,3135.0,1297.66,623601.0
2024-12-31,1392.84,3393.0,136.0,1297.06,3123.0,1300.17,624994.0
