service_id,reservation_id,hotel_id,date_service,categorie,montant,quantite
SVC04958,RES02201,HTL004,2022-01-06,Room service,16935,3
SVC04959,RES02201,HTL004,2022-01-06,Room service,20687,3
SVC04960,RES02201,HTL004,2022-01-06,Restaurant,25907,1
SVC04961,RES02201,HTL004,2022-01-06,Blanchisserie,5199,2
SVC04962,RES04674,HTL001,2022-11-05,Restaurant,33768,3
SVC04963,RES04674,HTL001,2022-11-06,Blanchisserie,9047,2
SVC04964,RES02502,HTL002,2023-02-27,Spa & Bien-etre,99475,1
SVC04965,RES02502,HTL002,2023-02-27,Blanchisserie,5526,3
SVC04966,RES02359,HTL001,2023-09-06,Restaurant,35091,3
SVC04967,RES02359,HTL001,2023-09-06,Minibar,18921,1
SVC04968,RES02359,HTL001,2023-09-06,Restaurant,36167,1
SVC04969,RES02359,HTL001,2023-09-06,Blanchisserie,12800,2
SVC04970,RES02417,HTL001,2022-03-01,Spa & Bien-etre,93349,2
SVC04971,RES02417,HTL001,2022-03-01,Transport,26695,2
SVC04972,RES02417,HTL001,2022-03-01,Blanchisserie,7736,1
SVC04973,RES02417,HTL001,2022-03-01,Minibar,17753,2
SVC04974,RES02417,HTL001,2022-03-01,Minibar,10902,1
SVC04975,RES03404,HTL001,2023-07-17,Minibar,13130,2
SVC04976,RES03404,HTL001,2023-07-17,Restaurant,33609,3
SVC04977,RES03404,HTL001,2023-07-17,Restaurant,19987,2
SVC04978,RES04617,HTL004,2022-06-13,Minibar,8583,1
SVC04979,RES04617,HTL004,2022-06-13,Blanchisserie,10021,3
SVC04980,RES04617,HTL004,2022-06-13,Room service,22316,1
SVC04981,RES05407,HTL002,2023-02-11,Blanchisserie,13035,2
SVC04982,RES05407,HTL002,2023-02-10,Minibar,19624,3
SVC04983,RES02620,HTL002,2022-04-13,Room service,26175,2
SVC04984,RES02620,HTL002,2022-04-13,Salle conference,69929,2
SVC04985,RES02620,HTL002,2022-04-13,Minibar,7407,3
SVC04986,RES02620,HTL002,2022-04-13,Blanchisserie,8176,1
SVC04987,RES02620,HTL002,2022-04-13,Spa & Bien-etre,39110,2
SVC04988,RES07059,HTL005,2023-11-16,Spa & Bien-etre,71565,2
SVC04989,RES07059,HTL005,2023-11-16,Blanchisserie,12592,3
SVC04990,RES00576,HTL003,2022-09-21,Restaurant,16137,3
SVC04991,RES00576,HTL003,2022-09-21,Minibar,7332,3
SVC04992,RES06210,HTL001,2022-09-27,Restaurant,23488,3
SVC04993,RES02615,HTL002,2024-02-03,Minibar,17973,3
SVC04994,RES02615,HTL002,2024-02-01,Spa & Bien-etre,54707,3
SVC04995,RES02615,HTL002,2024-01-31,Salle conference,97141,1
SVC04996,RES06421,HTL001,2023-12-18,Restaurant,13496,2
SVC04997,RES06421,HTL001,2023-12-20,Restaurant,14254,1
SVC04998,RES06421,HTL001,2023-12-18,Restaurant,29561,1
SVC04999,RES06421,HTL001,2023-12-20,Minibar,17925,1
SVC05000,RES00766,HTL004,2023-10-21,Salle conference,162876,1
SVC05001,RES00766,HTL004,2023-10-20,Room service,22421,3
SVC05002,RES00766,HTL004,2023-10-20,Minibar,13930,2
SVC05003,RES00766,HTL004,2023-10-21,Room service,11686,1
SVC05004,RES00766,HTL004,2023-10-20,Minibar,19338,2
SVC05005,RES01860,HTL003,2022-05-22,Blanchisserie,8338,2
SVC05006,RES01860,HTL003,2022-05-21,Room service,17775,1
SVC05007,RES01860,HTL003,2022-05-24,Spa & Bien-etre,88027,1
SVC05008,RES03083,HTL002,2022-01-03,Spa & Bien-etre,90708,2
SVC05009,RES00604,HTL003,2024-05-31,Restaurant,20627,1
SVC05010,RES00604,HTL003,2024-06-01,Room service,15580,2
SVC05011,RES00604,HTL003,2024-06-01,Transport,18645,2
SVC05012,RES00604,HTL003,2024-05-30,Room service,20630,3
SVC05013,RES00604,HTL003,2024-05-30,Blanchisserie,13830,2
SVC05014,RES06747,HTL001,2023-02-03,Room service,22917,2
SVC05015,RES06747,HTL001,2023-02-03,Room service,21736,2
SVC05016,RES06747,HTL001,2023-02-04,Transport,48119,2
SVC05017,RES05436,HTL005,2023-12-13,Spa & Bien-etre,44450,3
SVC05018,RES05436,HTL005,2023-12-13,Minibar,14233,2
SVC05019,RES05436,HTL005,2023-12-12,Room service,21438,3
SVC05020,RES05436,HTL005,2023-12-13,Restaurant,30968,1
SVC05021,RES05436,HTL005,2023-12-13,Minibar,15048,2
SVC05022,RES01502,HTL002,2023-10-29,Restaurant,27297,3
SVC05023,RES06684,HTL001,2022-06-04,Restaurant,23517,3
SVC05024,RES07532,HTL003,2023-06-29,Transport,41993,1
SVC05025,RES07532,HTL003,2023-06-30,Minibar,16598,2
SVC05026,RES07532,HTL003,2023-06-29,Minibar,7754,2
SVC05027,RES07532,HTL003,2023-07-01,Restaurant,28226,3
SVC05028,RES07532,HTL003,2023-07-01,Restaurant,21556,1
SVC05029,RES00983,HTL003,2022-06-19,Minibar,15435,2
SVC05030,RES00983,HTL003,2022-06-19,Transport,16139,1
SVC05031,RES00983,HTL003,2022-06-19,Blanchisserie,13030,3
SVC05032,RES05887,HTL002,2023-11-09,Restaurant,36266,1
SVC05033,RES05887,HTL002,2023-11-09,Restaurant,16798,1
SVC05034,RES05887,HTL002,2023-11-12,Transport,48037,3
SVC05035,RES01572,HTL001,2022-08-03,Minibar,19173,3
SVC05036,RES01572,HTL001,2022-08-01,Restaurant,34570,3
SVC05037,RES01572,HTL001,2022-08-03,Restaurant,19709,1
SVC05038,RES03253,HTL003,2024-05-01,Restaurant,25876,1
SVC05039,RES03253,HTL003,2024-05-03,Blanchisserie,7905,3
SVC05040,RES03253,HTL003,2024-05-02,Minibar,11161,2
SVC05041,RES06798,HTL002,2023-04-25,Minibar,18077,1
SVC05042,RES06798,HTL002,2023-04-23,Restaurant,15412,3
SVC05043,RES06798,HTL002,2023-04-23,Restaurant,29510,2
SVC05044,RES06798,HTL002,2023-04-24,Salle conference,125438,2
SVC05045,RES06675,HTL004,2024-05-18,Room service,18585,1
SVC05046,RES02214,HTL005,2023-05-03,Room service,16729,1
SVC05047,RES02214,HTL005,2023-05-03,Transport,32853,2
SVC05048,RES05958,HTL003,2022-07-25,Spa & Bien-etre,42516,3
SVC05049,RES05958,HTL003,2022-07-25,Room service,15635,1
SVC05050,RES06711,HTL005,2022-07-08,Restaurant,31601,3
SVC05051,RES06711,HTL005,2022-07-07,Blanchisserie,11030,2
SVC05052,RES03451,HTL005,2024-04-04,Salle conference,181249,2
SVC05053,RES03451,HTL005,2024-04-04,Spa & Bien-etre,101134,2
SVC05054,RES03451,HTL005,2024-04-04,Room service,28587,3
SVC05055,RES03451,HTL005,2024-04-04,Restaurant,34594,1
SVC05056,RES04519,HTL005,2023-10-30,Minibar,14317,2
SVC05057,RES04519,HTL005,2023-10-30,Minibar,13789,2
SVC05058,RES01004,HTL004,2023-08-22,Restaurant,33107,1
SVC05059,RES01004,HTL004,2023-08-20,Blanchisserie,9953,2
SVC05060,RES06124,HTL005,2022-02-02,Restaurant,29554,2
SVC05061,RES06124,HTL005,2022-02-03,Room service,25554,2
SVC05062,RES06124,HTL005,2022-01-31,Minibar,14785,3
SVC05063,RES07960,HTL003,2023-11-04,Restaurant,15475,3
SVC05064,RES07211,HTL003,2022-08-01,Blanchisserie,12409,2
SVC05065,RES07211,HTL003,2022-08-01,Room service,13593,2
SVC05066,RES07211,HTL003,2022-08-01,Restaurant,33085,3
SVC05067,RES07211,HTL003,2022-07-31,Blanchisserie,8174,1
SVC05068,RES00019,HTL001,2023-04-23,Restaurant,21629,1
SVC05069,RES00019,HTL001,2023-04-23,Salle conference,99491,1
SVC05070,RES00019,HTL001,2023-04-23,Spa & Bien-etre,47432,2
SVC05071,RES00019,HTL001,2023-04-23,Restaurant,24242,1
SVC05072,RES00019,HTL001,2023-04-23,Restaurant,12664,2
SVC05073,RES07244,HTL005,2023-11-10,Restaurant,33229,2
SVC05074,RES07244,HTL005,2023-11-10,Room service,15541,2
SVC05075,RES07244,HTL005,2023-11-10,Restaurant,13761,3
SVC05076,RES00348,HTL003,2022-04-22,Room service,19148,2
SVC05077,RES00348,HTL003,2022-04-22,Room service,20274,1
SVC05078,RES04415,HTL004,2022-03-31,Minibar,17820,3
SVC05079,RES05697,HTL001,2024-03-19,Room service,24494,2
SVC05080,RES05697,HTL001,2024-03-19,Blanchisserie,6825,2
SVC05081,RES05697,HTL001,2024-03-19,Room service,11447,1
SVC05082,RES05697,HTL001,2024-03-19,Room service,14581,3
SVC05083,RES05697,HTL001,2024-03-19,Restaurant,27754,2
SVC05084,RES01266,HTL004,2022-11-22,Restaurant,24367,2
SVC05085,RES01266,HTL004,2022-11-21,Minibar,10212,2
SVC05086,RES01266,HTL004,2022-11-21,Blanchisserie,9186,2
SVC05087,RES01266,HTL004,2022-11-21,Room service,21197,2
SVC05088,RES01266,HTL004,2022-11-21,Minibar,6832,2
SVC05089,RES01988,HTL001,2024-03-08,Restaurant,28957,3
SVC05090,RES01988,HTL001,2024-03-08,Restaurant,37368,2
SVC05091,RES01988,HTL001,2024-03-09,Minibar,16561,2
SVC05092,RES01988,HTL001,2024-03-08,Restaurant,26325,2
SVC05093,RES01988,HTL001,2024-03-09,Room service,24859,2
SVC05094,RES04875,HTL004,2023-11-29,Restaurant,24507,3
SVC05095,RES04875,HTL004,2023-11-26,Room service,18244,3
SVC05096,RES04875,HTL004,2023-11-26,Minibar,15684,2
SVC05097,RES04324,HTL003,2022-08-22,Room service,24915,1
SVC05098,RES04324,HTL003,2022-08-23,Transport,43424,1
SVC05099,RES04324,HTL003,2022-08-22,Restaurant,18787,2
SVC05100,RES04324,HTL003,2022-08-22,Restaurant,25834,3
SVC05101,RES01859,HTL005,2023-04-22,Transport,37994,3
SVC05102,RES01859,HTL005,2023-04-21,Room service,15991,3
SVC05103,RES01859,HTL005,2023-04-21,Blanchisserie,5010,1
SVC05104,RES01859,HTL005,2023-04-21,Transport,41850,1
SVC05105,RES01492,HTL002,2024-05-05,Restaurant,21012,1
SVC05106,RES01492,HTL002,2024-05-05,Restaurant,12302,2
SVC05107,RES00453,HTL001,2023-04-13,Spa & Bien-etre,69974,1
SVC05108,RES00453,HTL001,2023-04-13,Restaurant,32026,3
SVC05109,RES00453,HTL001,2023-04-14,Restaurant,29331,3
SVC05110,RES01324,HTL001,2024-01-30,Minibar,10455,3
SVC05111,RES01324,HTL001,2024-02-01,Transport,22936,1
SVC05112,RES01324,HTL001,2024-02-01,Room service,14575,3
SVC05113,RES01324,HTL001,2024-01-30,Salle conference,121958,3
SVC05114,RES01324,HTL001,2024-01-30,Spa & Bien-etre,86535,1
SVC05115,RES02278,HTL001,2023-02-01,Minibar,11297,1
SVC05116,RES02278,HTL001,2023-01-31,Transport,39159,2
SVC05117,RES02278,HTL001,2023-01-31,Restaurant,24009,2
SVC05118,RES02278,HTL001,2023-02-01,Spa & Bien-etre,102179,1
SVC05119,RES07935,HTL004,2022-12-06,Room service,19578,3
SVC05120,RES07935,HTL004,2022-12-05,Room service,15138,3
SVC05121,RES07935,HTL004,2022-12-05,Minibar,6645,3
SVC05122,RES05037,HTL005,2023-03-29,Room service,27714,3
SVC05123,RES05037,HTL005,2023-03-30,Restaurant,18985,1
SVC05124,RES05037,HTL005,2023-03-29,Restaurant,22076,1
SVC05125,RES06229,HTL005,2022-01-29,Minibar,10221,3
SVC05126,RES06229,HTL005,2022-02-02,Room service,29510,3
SVC05127,RES07720,HTL003,2024-05-21,Blanchisserie,7351,3
SVC05128,RES07720,HTL003,2024-05-21,Salle conference,169428,3
SVC05129,RES07301,HTL004,2022-10-19,Restaurant,24150,3
SVC05130,RES01276,HTL002,2023-10-04,Minibar,18906,3
SVC05131,RES07061,HTL002,2022-11-22,Room service,13463,3
SVC05132,RES07061,HTL002,2022-11-22,Room service,29606,3
SVC05133,RES07061,HTL002,2022-11-22,Blanchisserie,13581,1
SVC05134,RES04926,HTL001,2023-10-16,Room service,19821,3
SVC05135,RES04926,HTL001,2023-10-16,Blanchisserie,14511,3
SVC05136,RES04926,HTL001,2023-10-16,Spa & Bien-etre,108478,2
SVC05137,RES07538,HTL005,2023-12-16,Transport,20283,1
SVC05138,RES07538,HTL005,2023-12-16,Salle conference,167519,1
SVC05139,RES07538,HTL005,2023-12-17,Restaurant,17563,1
SVC05140,RES07538,HTL005,2023-12-20,Blanchisserie,13854,3
SVC05141,RES02516,HTL004,2023-09-16,Transport,37962,2
SVC05142,RES03326,HTL003,2023-08-15,Minibar,12025,3
SVC05143,RES03326,HTL003,2023-08-16,Minibar,18232,3
SVC05144,RES03326,HTL003,2023-08-16,Blanchisserie,13361,1
SVC05145,RES07204,HTL005,2023-08-07,Restaurant,19388,3
SVC05146,RES01452,HTL002,2022-02-23,Room service,13547,3
SVC05147,RES05930,HTL004,2024-01-31,Spa & Bien-etre,37619,3
SVC05148,RES05930,HTL004,2024-01-30,Blanchisserie,8590,1
SVC05149,RES05930,HTL004,2024-01-30,Restaurant,36646,2
SVC05150,RES05930,HTL004,2024-01-31,Minibar,18493,2
SVC05151,RES05930,HTL004,2024-01-30,Restaurant,32629,1
SVC05152,RES05987,HTL004,2023-09-06,Room service,16954,2
SVC05153,RES05987,HTL004,2023-09-06,Restaurant,20970,1
SVC05154,RES05987,HTL004,2023-09-06,Blanchisserie,4972,2
SVC05155,RES05987,HTL004,2023-09-06,Transport,36731,2
SVC05156,RES04476,HTL002,2022-06-10,Room service,14775,2
SVC05157,RES05057,HTL003,2023-01-19,Room service,25948,3
SVC05158,RES05057,HTL003,2023-01-17,Restaurant,37276,2
SVC05159,RES05057,HTL003,2023-01-17,Spa & Bien-etre,37659,3
SVC05160,RES07440,HTL001,2023-10-25,Minibar,11324,3
SVC05161,RES04955,HTL002,2022-02-25,Restaurant,25827,1
SVC05162,RES04955,HTL002,2022-02-24,Transport,18591,1
SVC05163,RES04955,HTL002,2022-02-23,Transport,33568,3
SVC05164,RES04955,HTL002,2022-02-23,Restaurant,28315,1
SVC05165,RES07653,HTL004,2023-06-04,Spa & Bien-etre,45895,2
SVC05166,RES07653,HTL004,2023-06-03,Restaurant,23057,2
SVC05167,RES07653,HTL004,2023-06-05,Transport,18523,3
SVC05168,RES07653,HTL004,2023-06-05,Salle conference,153820,1
SVC05169,RES07653,HTL004,2023-06-03,Minibar,12265,3
SVC05170,RES03712,HTL001,2023-10-08,Salle conference,196571,1
SVC05171,RES03712,HTL001,2023-10-09,Restaurant,36386,2
SVC05172,RES03712,HTL001,2023-10-07,Room service,27447,1
SVC05173,RES03712,HTL001,2023-10-08,Restaurant,13521,1
SVC05174,RES00426,HTL001,2023-08-09,Room service,25499,2
SVC05175,RES00426,HTL001,2023-08-10,Transport,42468,3
SVC05176,RES00426,HTL001,2023-08-09,Spa & Bien-etre,70562,2
SVC05177,RES05865,HTL002,2022-12-30,Restaurant,12014,3
SVC05178,RES05865,HTL002,2022-12-30,Transport,43704,3
SVC05179,RES05865,HTL002,2022-12-30,Room service,23559,1
SVC05180,RES05865,HTL002,2022-12-30,Spa & Bien-etre,58191,3
SVC05181,RES05865,HTL002,2022-12-30,Room service,29630,3
SVC05182,RES01121,HTL004,2022-04-12,Minibar,14374,3
SVC05183,RES01121,HTL004,2022-04-12,Restaurant,36311,3
SVC05184,RES05168,HTL005,2022-02-13,Room service,18800,1
SVC05185,RES05168,HTL005,2022-02-11,Room service,22426,3
SVC05186,RES05168,HTL005,2022-02-14,Minibar,19071,2
SVC05187,RES05168,HTL005,2022-02-12,Transport,29743,2
SVC05188,RES05168,HTL005,2022-02-14,Minibar,9140,1
SVC05189,RES05434,HTL005,2022-11-12,Blanchisserie,9320,1
SVC05190,RES05434,HTL005,2022-11-12,Restaurant,31793,1
SVC05191,RES05434,HTL005,2022-11-11,Transport,29149,3
SVC05192,RES05434,HTL005,2022-11-12,Restaurant,32841,1
SVC05193,RES05194,HTL003,2022-07-19,Restaurant,15586,1
SVC05194,RES05194,HTL003,2022-07-19,Minibar,19392,2
SVC05195,RES05194,HTL003,2022-07-19,Restaurant,13086,3
SVC05196,RES05194,HTL003,2022-07-18,Spa & Bien-etre,38821,2
SVC05197,RES06775,HTL004,2023-09-01,Restaurant,20044,1
SVC05198,RES06775,HTL004,2023-09-02,Transport,21080,2
SVC05199,RES06775,HTL004,2023-09-01,Minibar,12574,2
SVC05200,RES06775,HTL004,2023-09-02,Room service,10732,2
SVC05201,RES07528,HTL002,2023-07-03,Room service,29248,1
SVC05202,RES07528,HTL002,2023-07-08,Room service,14135,1
SVC05203,RES07528,HTL002,2023-07-08,Restaurant,25953,3
SVC05204,RES07528,HTL002,2023-07-06,Room service,26668,2
SVC05205,RES07528,HTL002,2023-07-02,Minibar,19221,2
SVC05206,RES03434,HTL005,2022-12-31,Spa & Bien-etre,51582,3
SVC05207,RES06871,HTL003,2024-06-11,Restaurant,13797,1
SVC05208,RES06871,HTL003,2024-06-10,Room service,19757,3
SVC05209,RES06871,HTL003,2024-06-10,Room service,10563,3
SVC05210,RES06871,HTL003,2024-06-08,Salle conference,190933,1
SVC05211,RES01096,HTL005,2022-06-05,Minibar,17545,1
SVC05212,RES01096,HTL005,2022-06-05,Minibar,8543,3
SVC05213,RES03565,HTL003,2022-04-16,Spa & Bien-etre,76351,2
SVC05214,RES01009,HTL005,2023-04-18,Restaurant,25603,2
SVC05215,RES01009,HTL005,2023-04-18,Room service,10150,1
SVC05216,RES01009,HTL005,2023-04-18,Restaurant,22362,2
SVC05217,RES02445,HTL003,2022-07-01,Blanchisserie,11296,2
SVC05218,RES00746,HTL004,2022-08-07,Transport,19773,2
SVC05219,RES00746,HTL004,2022-08-07,Restaurant,34053,2
SVC05220,RES00746,HTL004,2022-08-06,Restaurant,23172,3
SVC05221,RES00746,HTL004,2022-08-06,Room service,18360,3
SVC05222,RES00579,HTL004,2024-04-02,Room service,19779,2
SVC05223,RES00579,HTL004,2024-04-02,Spa & Bien-etre,70639,1
SVC05224,RES00579,HTL004,2024-03-31,Restaurant,27386,1
SVC05225,RES03850,HTL004,2022-12-29,Blanchisserie,8924,1
SVC05226,RES03587,HTL001,2022-08-30,Spa & Bien-etre,55806,3
SVC05227,RES03587,HTL001,2022-08-31,Restaurant,34752,1
SVC05228,RES03587,HTL001,2022-08-31,Room service,28072,1
SVC05229,RES01590,HTL001,2023-01-10,Restaurant,17342,3
SVC05230,RES01590,HTL001,2023-01-10,Restaurant,20840,3
SVC05231,RES01590,HTL001,2023-01-10,Room service,20338,3
SVC05232,RES01590,HTL001,2023-01-10,Room service,12905,2
SVC05233,RES01590,HTL001,2023-01-10,Minibar,13093,3
SVC05234,RES00705,HTL005,2023-11-17,Minibar,17842,2
SVC05235,RES00705,HTL005,2023-11-17,Minibar,11731,1
SVC05236,RES00705,HTL005,2023-11-17,Blanchisserie,14561,1
SVC05237,RES00705,HTL005,2023-11-17,Salle conference,74094,2
SVC05238,RES00037,HTL005,2023-12-17,Restaurant,22106,1
SVC05239,RES00037,HTL005,2023-12-18,Transport,18681,3
SVC05240,RES00037,HTL005,2023-12-17,Salle conference,162602,2
SVC05241,RES05793,HTL005,2022-08-10,Minibar,12684,1
SVC05242,RES05793,HTL005,2022-08-10,Minibar,8435,3
SVC05243,RES05793,HTL005,2022-08-10,Salle conference,190080,1
SVC05244,RES00048,HTL005,2023-07-07,Restaurant,14515,2
SVC05245,RES00048,HTL005,2023-07-07,Blanchisserie,12673,2
SVC05246,RES00048,HTL005,2023-07-07,Minibar,17355,2
SVC05247,RES00048,HTL005,2023-07-08,Blanchisserie,6629,1
SVC05248,RES00048,HTL005,2023-07-07,Room service,27867,2
SVC05249,RES04085,HTL005,2023-09-05,Spa & Bien-etre,97728,2
SVC05250,RES04085,HTL005,2023-09-06,Room service,16411,2
SVC05251,RES05502,HTL003,2022-03-04,Restaurant,14785,3
SVC05252,RES01045,HTL004,2023-09-11,Room service,17340,3
SVC05253,RES05018,HTL004,2022-10-28,Salle conference,161028,1
SVC05254,RES05018,HTL004,2022-10-30,Room service,23157,2
SVC05255,RES05018,HTL004,2022-10-29,Room service,17190,2
SVC05256,RES05762,HTL005,2023-11-01,Salle conference,132511,3
SVC05257,RES07065,HTL002,2022-05-27,Restaurant,20706,1
SVC05258,RES07065,HTL002,2022-05-26,Room service,20453,2
SVC05259,RES07065,HTL002,2022-05-27,Transport,46866,2
SVC05260,RES07065,HTL002,2022-05-27,Room service,18603,3
SVC05261,RES02710,HTL004,2023-01-13,Spa & Bien-etre,70013,3
SVC05262,RES02184,HTL001,2022-11-23,Room service,16664,2
SVC05263,RES02184,HTL001,2022-11-22,Restaurant,25970,3
SVC05264,RES04976,HTL001,2022-09-05,Room service,26118,1
SVC05265,RES04976,HTL001,2022-09-05,Transport,44584,1
SVC05266,RES02814,HTL005,2024-02-23,Salle conference,183692,2
SVC05267,RES02814,HTL005,2024-02-20,Restaurant,33170,1
SVC05268,RES02814,HTL005,2024-02-19,Spa & Bien-etre,70303,1
SVC05269,RES02814,HTL005,2024-02-22,Spa & Bien-etre,111889,1
SVC05270,RES02814,HTL005,2024-02-20,Room service,13195,3
SVC05271,RES02039,HTL001,2023-08-10,Room service,16356,3
SVC05272,RES02039,HTL001,2023-08-11,Room service,29314,3
SVC05273,RES02039,HTL001,2023-08-11,Spa & Bien-etre,53437,1
SVC05274,RES02039,HTL001,2023-08-11,Transport,47148,3
SVC05275,RES02039,HTL001,2023-08-12,Salle conference,98833,2
SVC05276,RES01840,HTL003,2022-09-29,Blanchisserie,10718,2
SVC05277,RES01840,HTL003,2022-10-01,Minibar,10120,3
SVC05278,RES05968,HTL002,2023-01-11,Room service,17323,3
SVC05279,RES05997,HTL005,2022-05-29,Spa & Bien-etre,56799,1
SVC05280,RES05997,HTL005,2022-05-29,Minibar,6479,2
SVC05281,RES05997,HTL005,2022-05-29,Restaurant,36281,2
SVC05282,RES05997,HTL005,2022-05-29,Room service,28275,2
SVC05283,RES05997,HTL005,2022-05-29,Restaurant,12184,2
SVC05284,RES03119,HTL005,2024-01-12,Minibar,10548,2
SVC05285,RES03119,HTL005,2024-01-14,Restaurant,24459,3
SVC05286,RES03119,HTL005,2024-01-13,Restaurant,33676,3
SVC05287,RES03119,HTL005,2024-01-12,Blanchisserie,8723,3
SVC05288,RES03119,HTL005,2024-01-13,Restaurant,34778,1
SVC05289,RES00030,HTL003,2023-11-20,Spa & Bien-etre,110285,1
SVC05290,RES00030,HTL003,2023-11-20,Transport,27238,2
SVC05291,RES00030,HTL003,2023-11-20,Salle conference,81983,2
SVC05292,RES00030,HTL003,2023-11-20,Blanchisserie,8331,2
SVC05293,RES04350,HTL003,2023-12-01,Room service,23498,2
SVC05294,RES04350,HTL003,2023-12-01,Salle conference,194004,3
SVC05295,RES04350,HTL003,2023-12-01,Room service,29958,3
SVC05296,RES00069,HTL002,2023-01-11,Restaurant,17208,3
SVC05297,RES00069,HTL002,2023-01-13,Room service,13874,2
SVC05298,RES01133,HTL004,2023-03-30,Restaurant,30519,1
SVC05299,RES01133,HTL004,2023-03-30,Salle conference,99917,1
SVC05300,RES01133,HTL004,2023-03-30,Restaurant,22429,3
SVC05301,RES01133,HTL004,2023-03-29,Spa & Bien-etre,99722,1
SVC05302,RES01133,HTL004,2023-03-29,Transport,22255,1
SVC05303,RES05679,HTL005,2023-07-21,Restaurant,21475,3
SVC05304,RES05679,HTL005,2023-07-21,Room service,18676,2
SVC05305,RES05679,HTL005,2023-07-20,Restaurant,34750,3
SVC05306,RES05679,HTL005,2023-07-21,Restaurant,16670,1
SVC05307,RES05679,HTL005,2023-07-20,Restaurant,22250,3
SVC05308,RES03793,HTL001,2024-03-21,Restaurant,26425,1
SVC05309,RES03793,HTL001,2024-03-22,Restaurant,15446,3
SVC05310,RES03793,HTL001,2024-03-22,Restaurant,22939,2
SVC05311,RES03793,HTL001,2024-03-23,Blanchisserie,11462,3
SVC05312,RES03793,HTL001,2024-03-20,Room service,29105,1
SVC05313,RES03194,HTL002,2023-09-29,Restaurant,26322,3
SVC05314,RES01594,HTL001,2023-02-14,Restaurant,34206,1
SVC05315,RES01594,HTL001,2023-02-12,Restaurant,33422,1
SVC05316,RES01594,HTL001,2023-02-12,Blanchisserie,12735,3
SVC05317,RES01594,HTL001,2023-02-13,Restaurant,13061,2
SVC05318,RES01594,HTL001,2023-02-14,Restaurant,26456,3
SVC05319,RES00252,HTL001,2022-02-23,Blanchisserie,11563,3
SVC05320,RES00252,HTL001,2022-02-24,Room service,13567,3
SVC05321,RES03141,HTL002,2023-09-04,Blanchisserie,13956,1
SVC05322,RES03141,HTL002,2023-09-02,Restaurant,36515,3
SVC05323,RES03141,HTL002,2023-09-02,Minibar,16424,1
SVC05324,RES03141,HTL002,2023-09-03,Spa & Bien-etre,103249,3
SVC05325,RES03702,HTL003,2022-03-16,Transport,47935,2
SVC05326,RES03702,HTL003,2022-03-16,Room service,20460,2
SVC05327,RES03985,HTL002,2023-04-21,Salle conference,182932,3
SVC05328,RES03985,HTL002,2023-04-20,Spa & Bien-etre,81139,1
SVC05329,RES03985,HTL002,2023-04-22,Restaurant,24202,1
SVC05330,RES07216,HTL005,2022-12-23,Minibar,11806,2
SVC05331,RES07216,HTL005,2022-12-25,Restaurant,34816,2
SVC05332,RES07216,HTL005,2022-12-24,Minibar,16143,1
SVC05333,RES07128,HTL002,2024-05-18,Minibar,19102,2
SVC05334,RES01314,HTL002,2022-04-17,Room service,13643,2
SVC05335,RES01314,HTL002,2022-04-17,Restaurant,26785,1
SVC05336,RES06237,HTL004,2024-02-01,Restaurant,21131,1
SVC05337,RES01051,HTL004,2022-07-20,Blanchisserie,5852,1
SVC05338,RES01051,HTL004,2022-07-20,Room service,24551,1
SVC05339,RES01051,HTL004,2022-07-21,Room service,10044,2
SVC05340,RES01051,HTL004,2022-07-20,Blanchisserie,7510,1
SVC05341,RES01051,HTL004,2022-07-20,Restaurant,30165,3
SVC05342,RES05262,HTL002,2023-08-19,Minibar,10766,3
SVC05343,RES05262,HTL002,2023-08-19,Minibar,6446,3
SVC05344,RES05262,HTL002,2023-08-19,Restaurant,23732,1
SVC05345,RES05262,HTL002,2023-08-19,Transport,23759,1
SVC05346,RES02317,HTL005,2023-01-11,Room service,24391,3
SVC05347,RES02317,HTL005,2023-01-15,Room service,20029,2
SVC05348,RES02317,HTL005,2023-01-11,Minibar,8130,3
SVC05349,RES03891,HTL001,2022-08-25,Salle conference,64996,1
SVC05350,RES03891,HTL001,2022-08-25,Restaurant,31533,3
SVC05351,RES03891,HTL001,2022-08-26,Room service,10865,2
SVC05352,RES03891,HTL001,2022-08-25,Restaurant,33652,3
SVC05353,RES03891,HTL001,2022-08-26,Restaurant,24837,2
SVC05354,RES07315,HTL002,2023-08-17,Room service,14423,1
SVC05355,RES07315,HTL002,2023-08-18,Spa & Bien-etre,102161,3
SVC05356,RES01978,HTL003,2022-11-11,Salle conference,147727,3
SVC05357,RES01978,HTL003,2022-11-11,Room service,14482,2
SVC05358,RES04540,HTL003,2022-03-15,Room service,24121,3
SVC05359,RES04540,HTL003,2022-03-15,Restaurant,21540,1
SVC05360,RES04540,HTL003,2022-03-15,Minibar,17441,2
SVC05361,RES04540,HTL003,2022-03-15,Minibar,8386,2
SVC05362,RES04540,HTL003,2022-03-15,Transport,28143,1
SVC05363,RES05678,HTL002,2023-12-25,Room service,13680,2
SVC05364,RES05678,HTL002,2023-12-26,Spa & Bien-etre,57250,3
SVC05365,RES05678,HTL002,2023-12-28,Restaurant,31913,2
SVC05366,RES05678,HTL002,2023-12-28,Restaurant,13089,3
SVC05367,RES05678,HTL002,2023-12-28,Spa & Bien-etre,77751,2
SVC05368,RES04772,HTL003,2024-06-03,Restaurant,16701,3
