reservation_id,hotel_id,chambre_id,client_id,date_arrivee,date_depart,nb_nuits,nb_adultes,canal,motif_sejour,prix_nuit_remise,montant_total,statut,csat,date_reservation
RES04830,HTL004,CH0304,CLI1700,2024-04-28,2024-04-30,2,3,Booking.com,Affaires,72000,144000,Confirmee,,2024-03-01
RES04831,HTL005,CH0389,CLI2498,2022-06-25,2022-06-26,1,2,Direct,Tourisme,156000,156000,Terminee,4.0,2022-06-19
RES04832,HTL004,CH0317,CLI1035,2023-05-19,2023-05-21,2,2,Booking.com,Conference,72000,144000,Terminee,5.0,2023-05-12
RES04833,HTL001,CH0001,CLI0873,2022-09-18,2022-09-20,2,1,Booking.com,Conference,82800,165600,Terminee,3.0,2022-08-04
RES04834,HTL002,CH0149,CLI0033,2023-07-19,2023-07-24,5,3,Booking.com,Tourisme,72000,360000,Terminee,4.0,2023-07-16
RES04835,HTL004,CH0356,CLI1211,2023-08-03,2023-08-06,3,2,Agence voyage,Famille,110400,331200,Terminee,5.0,2023-07-26
RES04836,HTL001,CH0112,CLI2963,2024-02-27,2024-03-01,3,1,Expedia,Affaires,80960,242880,Terminee,4.0,2024-02-06
RES04837,HTL003,CH0247,CLI1473,2024-01-17,2024-01-19,2,2,Direct,Tourisme,138000,276000,Terminee,3.0,2023-12-11
RES04838,HTL004,CH0339,CLI0585,2023-01-16,2023-01-17,1,2,Direct,Affaires,80000,80000,Terminee,5.0,2023-01-07
RES04839,HTL004,CH0314,CLI2930,2022-07-28,2022-07-30,2,1,Booking.com,Conference,315000,630000,Terminee,5.0,2022-06-17
RES04840,HTL004,CH0338,CLI0849,2022-12-19,2022-12-20,1,1,Booking.com,Tourisme,162000,162000,Terminee,4.0,2022-12-08
RES04841,HTL001,CH0113,CLI0085,2022-08-10,2022-08-11,1,1,Booking.com,Famille,124200,124200,Terminee,4.0,2022-07-11
RES04842,HTL003,CH0232,CLI0685,2022-12-17,2022-12-19,2,1,Direct,Conference,138000,276000,Terminee,4.0,2022-11-01
RES04843,HTL002,CH0130,CLI1549,2022-07-27,2022-07-28,1,2,Expedia,Affaires,105600,105600,Terminee,5.0,2022-06-24
RES04844,HTL005,CH0466,CLI0621,2022-10-25,2022-10-28,3,2,Booking.com,Conference,93600,280800,Terminee,3.0,2022-09-20
RES04845,HTL003,CH0277,CLI0299,2023-05-16,2023-05-20,4,2,Booking.com,Famille,82800,331200,Terminee,4.0,2023-05-01
RES04846,HTL003,CH0220,CLI0142,2022-09-21,2022-09-25,4,2,Booking.com,Tourisme,82800,331200,Annulee,,2022-09-13
RES04847,HTL003,CH0201,CLI0515,2024-05-27,2024-05-29,2,1,Direct,Conference,138000,276000,Confirmee,,2024-04-01
RES04848,HTL003,CH0292,CLI0424,2024-05-22,2024-05-23,1,2,Corporate,Tourisme,117300,117300,Terminee,4.0,2024-05-06
RES04849,HTL004,CH0345,CLI0467,2022-01-17,2022-01-21,4,2,Direct,Tourisme,80000,320000,Terminee,3.0,2022-01-12
RES04850,HTL002,CH0190,CLI2270,2024-05-05,2024-05-07,2,1,Expedia,Affaires,158400,316800,En cours,,2024-03-18
RES04851,HTL001,CH0091,CLI2639,2023-09-26,2023-09-28,2,3,Direct,Affaires,138000,276000,Terminee,5.0,2023-08-25
RES04852,HTL004,CH0342,CLI1417,2023-10-05,2023-10-08,3,2,Corporate,Affaires,68000,204000,Terminee,4.0,2023-08-20
RES04853,HTL001,CH0089,CLI2798,2022-09-30,2022-10-03,3,1,Direct,Tourisme,92000,276000,Terminee,3.0,2022-08-11
RES04854,HTL001,CH0049,CLI1318,2023-11-25,2023-11-29,4,1,Booking.com,Affaires,124200,496800,Terminee,4.0,2023-10-28
RES04855,HTL001,CH0083,CLI2614,2022-12-04,2022-12-06,2,1,Booking.com,Transit,362250,724500,Terminee,2.0,2022-11-15
RES04856,HTL002,CH0149,CLI2229,2024-04-26,2024-04-28,2,2,Direct,Famille,80000,160000,Confirmee,,2024-03-03
RES04857,HTL003,CH0275,CLI2680,2022-09-20,2022-09-22,2,2,Agence voyage,Affaires,84640,169280,Terminee,5.0,2022-09-08
RES04858,HTL005,CH0478,CLI0899,2023-05-02,2023-05-04,2,2,Booking.com,Affaires,140400,280800,Terminee,4.0,2023-04-04
RES04859,HTL005,CH0512,CLI0358,2024-01-22,2024-01-23,1,2,Agence voyage,Affaires,418600,418600,Terminee,4.0,2023-12-21
RES04860,HTL003,CH0240,CLI0480,2022-06-20,2022-06-21,1,1,Direct,Tourisme,92000,92000,Terminee,4.0,2022-05-20
RES04861,HTL003,CH0251,CLI2875,2022-11-04,2022-11-05,1,1,Booking.com,Tourisme,124200,124200,Terminee,2.0,2022-10-24
RES04862,HTL002,CH0133,CLI2931,2023-07-23,2023-07-26,3,3,Expedia,Affaires,158400,475200,Annulee,,2023-06-30
RES04863,HTL005,CH0381,CLI0184,2022-06-04,2022-06-07,3,1,Booking.com,Transit,93600,280800,Terminee,4.0,2022-04-09
RES04864,HTL004,CH0324,CLI0037,2022-02-16,2022-02-17,1,2,Agence voyage,Affaires,165600,165600,Terminee,5.0,2022-01-12
RES04865,HTL002,CH0176,CLI0156,2023-04-29,2023-05-01,2,2,Booking.com,Affaires,108000,216000,Terminee,4.0,2023-03-10
RES04866,HTL005,CH0470,CLI2078,2024-06-07,2024-06-11,4,3,Booking.com,Affaires,93600,374400,En cours,,2024-05-15
RES04867,HTL004,CH0349,CLI1311,2023-12-01,2023-12-08,7,2,Agence voyage,Tourisme,73600,515200,Terminee,3.0,2023-10-12
RES04868,HTL002,CH0173,CLI0878,2024-06-07,2024-06-09,2,1,Booking.com,Tourisme,72000,144000,Confirmee,,2024-04-16
RES04869,HTL005,CH0489,CLI2855,2024-05-08,2024-05-10,2,1,Direct,Conference,104000,208000,Confirmee,,2024-04-15
RES04870,HTL004,CH0345,CLI1872,2024-03-12,2024-03-14,2,2,Agence voyage,Tourisme,73600,147200,Terminee,5.0,2024-02-02
RES04871,HTL001,CH0001,CLI0364,2022-12-20,2022-12-22,2,1,Booking.com,Conference,82800,165600,Terminee,3.0,2022-10-26
RES04872,HTL005,CH0490,CLI2230,2022-09-30,2022-10-02,2,3,Expedia,Affaires,137280,274560,Terminee,3.0,2022-09-22
RES04873,HTL004,CH0329,CLI2719,2022-10-26,2022-10-28,2,2,Direct,Affaires,80000,160000,Terminee,5.0,2022-10-16
RES04874,HTL002,CH0121,CLI0361,2023-04-10,2023-04-12,2,1,Direct,Famille,350000,700000,Terminee,3.0,2023-02-10
RES04875,HTL004,CH0364,CLI0421,2023-11-26,2023-11-30,4,2,Booking.com,Affaires,72000,288000,Terminee,4.0,2023-10-17
RES04876,HTL002,CH0125,CLI2662,2022-05-07,2022-05-08,1,3,Direct,Affaires,80000,80000,Terminee,4.0,2022-04-14
RES04877,HTL004,CH0325,CLI0909,2024-01-19,2024-01-20,1,3,Direct,Tourisme,120000,120000,Terminee,2.0,2023-12-02
RES04878,HTL003,CH0284,CLI0379,2022-10-25,2022-10-26,1,2,Agence voyage,Tourisme,84640,84640,Terminee,4.0,2022-09-30
RES04879,HTL005,CH0446,CLI1392,2022-12-03,2022-12-05,2,2,Expedia,Affaires,400400,800800,Annulee,,2022-10-22
RES04880,HTL002,CH0121,CLI2198,2022-01-31,2022-02-04,4,1,Corporate,Famille,297500,1190000,Terminee,2.0,2021-12-07
RES04881,HTL004,CH0299,CLI2707,2023-10-31,2023-11-01,1,2,Agence voyage,Affaires,73600,73600,Terminee,4.0,2023-10-23
RES04882,HTL002,CH0195,CLI0176,2022-12-13,2022-12-17,4,1,Booking.com,Affaires,108000,432000,Terminee,4.0,2022-11-01
RES04883,HTL001,CH0086,CLI0549,2022-03-31,2022-04-02,2,2,Expedia,Affaires,182160,364320,Terminee,5.0,2022-03-03
RES04884,HTL002,CH0121,CLI0518,2023-03-03,2023-03-05,2,2,Booking.com,Affaires,315000,630000,Terminee,3.0,2023-02-23
RES04885,HTL005,CH0446,CLI0484,2024-05-20,2024-05-22,2,3,Direct,Conference,455000,910000,Confirmee,,2024-05-12
RES04886,HTL001,CH0039,CLI1054,2024-02-05,2024-02-06,1,1,Expedia,Transit,121440,121440,Terminee,5.0,2023-12-29
RES04887,HTL005,CH0380,CLI0047,2023-12-16,2023-12-18,2,1,Expedia,Tourisme,137280,274560,Terminee,5.0,2023-10-23
RES04888,HTL004,CH0331,CLI2435,2022-07-31,2022-08-03,3,2,Booking.com,Tourisme,72000,216000,Terminee,3.0,2022-06-21
RES04889,HTL003,CH0264,CLI0127,2023-11-30,2023-12-01,1,1,Direct,Transit,402500,402500,Terminee,4.0,2023-10-23
RES04890,HTL005,CH0488,CLI2214,2024-02-09,2024-02-10,1,1,Agence voyage,Affaires,143520,143520,Terminee,5.0,2024-01-31
RES04891,HTL002,CH0135,CLI2628,2022-07-13,2022-07-20,7,1,Booking.com,Tourisme,108000,756000,Terminee,3.0,2022-06-14
RES04892,HTL003,CH0249,CLI0696,2023-10-29,2023-11-03,5,3,Booking.com,Transit,362250,1811250,Terminee,5.0,2023-10-25
RES04893,HTL002,CH0124,CLI2970,2023-11-11,2023-11-15,4,1,Booking.com,Tourisme,72000,288000,Terminee,5.0,2023-10-29
RES04894,HTL001,CH0118,CLI0890,2023-04-25,2023-04-26,1,2,Booking.com,Conference,82800,82800,Terminee,4.0,2023-04-21
RES04895,HTL001,CH0021,CLI2804,2023-07-06,2023-07-07,1,2,Direct,Affaires,92000,92000,Terminee,3.0,2023-05-16
RES04896,HTL001,CH0011,CLI2380,2022-10-30,2022-11-04,5,2,Direct,Affaires,207000,1035000,Terminee,4.0,2022-09-18
RES04897,HTL004,CH0342,CLI1045,2024-06-12,2024-06-16,4,2,Corporate,Conference,68000,272000,Terminee,3.0,2024-05-11
RES04898,HTL001,CH0108,CLI1257,2022-06-08,2022-06-09,1,2,Booking.com,Tourisme,186300,186300,Terminee,5.0,2022-04-15
RES04899,HTL005,CH0503,CLI1835,2022-12-31,2023-01-04,4,2,Booking.com,Affaires,140400,561600,Terminee,4.0,2022-12-29
RES04900,HTL002,CH0177,CLI2312,2022-04-11,2022-04-12,1,1,Direct,Affaires,180000,180000,Terminee,5.0,2022-03-05
RES04901,HTL001,CH0087,CLI2983,2023-05-08,2023-05-10,2,2,Agence voyage,Conference,190440,380880,Terminee,5.0,2023-04-08
RES04902,HTL005,CH0452,CLI1057,2022-12-16,2022-12-19,3,2,Direct,Affaires,234000,702000,Terminee,4.0,2022-11-30
RES04903,HTL005,CH0481,CLI1983,2023-09-06,2023-09-11,5,2,Direct,Tourisme,104000,520000,Terminee,3.0,2023-08-18
RES04904,HTL001,CH0011,CLI2473,2022-09-07,2022-09-09,2,3,Direct,Affaires,207000,414000,Terminee,4.0,2022-07-30
RES04905,HTL005,CH0471,CLI1874,2022-06-25,2022-06-26,1,1,Expedia,Famille,205920,205920,Terminee,4.0,2022-05-12
RES04906,HTL004,CH0336,CLI0215,2022-03-23,2022-03-27,4,2,Expedia,Tourisme,70400,281600,Terminee,3.0,2022-03-12
RES04907,HTL001,CH0112,CLI0554,2022-02-26,2022-02-28,2,2,Expedia,Tourisme,80960,161920,Terminee,4.0,2022-02-19
RES04908,HTL002,CH0145,CLI0347,2024-04-05,2024-04-09,4,2,Direct,Affaires,120000,480000,En cours,,2024-02-08
RES04909,HTL004,CH0335,CLI2957,2022-07-09,2022-07-12,3,3,Direct,Famille,350000,1050000,Terminee,4.0,2022-06-26
RES04910,HTL003,CH0257,CLI0620,2024-03-22,2024-03-23,1,3,Agence voyage,Affaires,84640,84640,Terminee,5.0,2024-02-27
RES04911,HTL002,CH0166,CLI0068,2022-02-14,2022-02-16,2,1,Booking.com,Tourisme,108000,216000,Annulee,,2022-01-21
RES04912,HTL002,CH0184,CLI1619,2022-01-27,2022-01-30,3,2,Expedia,Conference,70400,211200,Terminee,2.0,2022-01-23
RES04913,HTL002,CH0194,CLI2330,2023-01-10,2023-01-11,1,1,Corporate,Conference,68000,68000,Terminee,5.0,2023-01-07
RES04914,HTL003,CH0256,CLI0202,2022-04-22,2022-04-26,4,1,Expedia,Affaires,80960,323840,Terminee,4.0,2022-03-25
RES04915,HTL002,CH0184,CLI0810,2022-04-22,2022-04-26,4,2,Booking.com,Conference,72000,288000,Terminee,5.0,2022-04-15
RES04916,HTL005,CH0446,CLI2823,2022-02-11,2022-02-14,3,1,Expedia,Conference,400400,1201200,Terminee,4.0,2021-12-22
RES04917,HTL002,CH0190,CLI0902,2023-01-16,2023-01-19,3,3,Booking.com,Affaires,162000,486000,Terminee,3.0,2023-01-07
RES04918,HTL004,CH0327,CLI0693,2023-07-13,2023-07-16,3,3,Direct,Tourisme,180000,540000,Terminee,5.0,2023-05-25
RES04919,HTL003,CH0234,CLI0315,2022-09-18,2022-09-20,2,1,Expedia,Affaires,121440,242880,Terminee,4.0,2022-08-06
RES04920,HTL001,CH0001,CLI2889,2024-03-31,2024-04-02,2,2,Booking.com,Tourisme,82800,165600,Terminee,3.0,2024-03-19
RES04921,HTL003,CH0260,CLI0598,2022-10-12,2022-10-13,1,2,Booking.com,Tourisme,82800,82800,Terminee,4.0,2022-10-11
RES04922,HTL001,CH0004,CLI0320,2022-02-22,2022-02-24,2,2,Agence voyage,Famille,126960,253920,Terminee,2.0,2022-01-04
RES04923,HTL002,CH0156,CLI2890,2022-08-25,2022-08-29,4,1,Expedia,Famille,105600,422400,Terminee,4.0,2022-07-24
RES04924,HTL001,CH0027,CLI2209,2023-03-14,2023-03-17,3,2,Corporate,Tourisme,78200,234600,Annulee,,2023-03-02
RES04925,HTL005,CH0430,CLI1574,2023-05-03,2023-05-08,5,2,Direct,Affaires,234000,1170000,Terminee,3.0,2023-04-21
RES04926,HTL001,CH0034,CLI0028,2023-10-16,2023-10-18,2,2,Agence voyage,Tourisme,126960,253920,Terminee,3.0,2023-10-13
RES04927,HTL001,CH0064,CLI0732,2023-05-11,2023-05-13,2,2,Direct,Affaires,207000,414000,Terminee,4.0,2023-04-07
RES04928,HTL004,CH0298,CLI2937,2023-07-02,2023-07-03,1,2,Booking.com,Famille,72000,72000,Terminee,4.0,2023-06-20
RES04929,HTL005,CH0474,CLI1791,2024-05-26,2024-05-27,1,1,Corporate,Conference,386750,386750,Terminee,3.0,2024-05-08
RES04930,HTL001,CH0026,CLI2604,2024-03-21,2024-03-26,5,1,Booking.com,Famille,82800,414000,Terminee,5.0,2024-03-02
RES04931,HTL001,CH0057,CLI1866,2023-09-06,2023-09-09,3,1,Booking.com,Affaires,82800,248400,Annulee,,2023-07-28
RES04932,HTL002,CH0192,CLI0428,2022-07-24,2022-07-25,1,3,Direct,Famille,180000,180000,Terminee,4.0,2022-07-01
RES04933,HTL003,CH0295,CLI1964,2022-06-23,2022-06-25,2,1,Expedia,Famille,80960,161920,Terminee,2.0,2022-04-30
RES04934,HTL003,CH0231,CLI0780,2023-09-23,2023-09-27,4,2,Booking.com,Affaires,186300,745200,Terminee,4.0,2023-09-18
RES04935,HTL002,CH0145,CLI1502,2022-05-24,2022-05-26,2,2,Direct,Affaires,120000,240000,Terminee,5.0,2022-05-17
RES04936,HTL001,CH0058,CLI2121,2023-07-21,2023-07-25,4,2,Booking.com,Affaires,362250,1449000,Terminee,3.0,2023-06-07
RES04937,HTL001,CH0107,CLI0885,2022-03-17,2022-03-19,2,1,Booking.com,Affaires,186300,372600,Terminee,5.0,2022-02-23
RES04938,HTL004,CH0351,CLI2880,2024-03-02,2024-03-03,1,2,Direct,Tourisme,180000,180000,Terminee,2.0,2024-01-10
RES04939,HTL003,CH0274,CLI2035,2022-06-27,2022-07-02,5,2,Booking.com,Conference,186300,931500,Terminee,5.0,2022-06-14
RES04940,HTL002,CH0150,CLI0852,2022-07-11,2022-07-14,3,2,Corporate,Affaires,153000,459000,Terminee,4.0,2022-06-09
RES04941,HTL004,CH0358,CLI2764,2022-01-01,2022-01-05,4,2,Expedia,Transit,158400,633600,Terminee,3.0,2021-12-19
RES04942,HTL001,CH0092,CLI2472,2023-02-25,2023-03-01,4,2,Booking.com,Tourisme,82800,331200,Terminee,4.0,2023-02-01
RES04943,HTL004,CH0299,CLI1899,2022-11-12,2022-11-14,2,1,Direct,Conference,80000,160000,Terminee,2.0,2022-11-10
RES04944,HTL001,CH0017,CLI2948,2022-01-23,2022-01-27,4,2,Direct,Affaires,207000,828000,Terminee,5.0,2021-12-25
RES04945,HTL004,CH0348,CLI0331,2022-12-21,2022-12-22,1,2,Expedia,Affaires,158400,158400,Terminee,5.0,2022-11-08
RES04946,HTL001,CH0082,CLI0107,2023-05-29,2023-05-30,1,2,Expedia,Transit,80960,80960,Terminee,3.0,2023-05-24
RES04947,HTL004,CH0310,CLI2502,2023-07-04,2023-07-09,5,1,Booking.com,Transit,108000,540000,Terminee,5.0,2023-05-29
RES04948,HTL001,CH0086,CLI1294,2022-12-10,2022-12-12,2,2,Booking.com,Tourisme,186300,372600,Terminee,4.0,2022-11-04
RES04949,HTL002,CH0186,CLI2389,2022-11-14,2022-11-17,3,2,Booking.com,Affaires,108000,324000,Terminee,5.0,2022-11-04
RES04950,HTL004,CH0308,CLI0486,2022-11-24,2022-11-28,4,1,Expedia,Tourisme,70400,281600,Terminee,3.0,2022-11-07
RES04951,HTL004,CH0340,CLI0197,2022-05-31,2022-06-03,3,2,Expedia,Affaires,105600,316800,Terminee,3.0,2022-05-12
RES04952,HTL003,CH0284,CLI2840,2023-08-08,2023-08-12,4,2,Expedia,Affaires,80960,323840,Terminee,4.0,2023-06-22
RES04953,HTL004,CH0359,CLI2629,2024-04-07,2024-04-08,1,2,Booking.com,Tourisme,108000,108000,Confirmee,,2024-03-01
RES04954,HTL002,CH0154,CLI0256,2022-06-25,2022-06-28,3,2,Agence voyage,Famille,73600,220800,Terminee,4.0,2022-06-07
RES04955,HTL002,CH0162,CLI2019,2022-02-23,2022-02-26,3,1,Direct,Affaires,80000,240000,Terminee,3.0,2021-12-30
RES04956,HTL003,CH0206,CLI0432,2023-09-04,2023-09-09,5,2,Expedia,Affaires,80960,404800,Terminee,5.0,2023-07-28
RES04957,HTL001,CH0030,CLI0296,2024-05-01,2024-05-02,1,2,Expedia,Affaires,80960,80960,Confirmee,,2024-03-19
RES04958,HTL002,CH0137,CLI1548,2022-01-27,2022-01-31,4,2,Booking.com,Affaires,108000,432000,Terminee,3.0,2021-12-29
RES04959,HTL005,CH0500,CLI0504,2022-09-25,2022-09-28,3,2,Direct,Tourisme,156000,468000,Terminee,5.0,2022-08-09
RES04960,HTL005,CH0385,CLI1756,2022-11-21,2022-11-24,3,2,Corporate,Affaires,132600,397800,Terminee,4.0,2022-11-18
RES04961,HTL001,CH0014,CLI0606,2023-04-16,2023-04-17,1,2,Expedia,Affaires,121440,121440,Terminee,5.0,2023-03-31
RES04962,HTL001,CH0010,CLI2594,2022-04-29,2022-05-01,2,2,Direct,Transit,138000,276000,Terminee,5.0,2022-03-14
RES04963,HTL003,CH0251,CLI0953,2022-02-14,2022-02-16,2,1,Booking.com,Conference,124200,248400,Terminee,5.0,2022-01-10
RES04964,HTL003,CH0263,CLI0329,2024-04-22,2024-04-23,1,1,Direct,Tourisme,92000,92000,Confirmee,,2024-03-20
RES04965,HTL004,CH0339,CLI0671,2023-12-05,2023-12-09,4,2,Booking.com,Famille,72000,288000,Terminee,3.0,2023-10-28
RES04966,HTL005,CH0390,CLI2702,2022-07-13,2022-07-15,2,2,Booking.com,Tourisme,140400,280800,Terminee,5.0,2022-06-28
RES04967,HTL005,CH0451,CLI1332,2023-11-23,2023-11-25,2,2,Direct,Tourisme,234000,468000,Terminee,5.0,2023-10-15
RES04968,HTL005,CH0438,CLI2020,2024-01-09,2024-01-12,3,2,Booking.com,Affaires,140400,421200,Annulee,,2023-12-25
RES04969,HTL001,CH0032,CLI0265,2024-03-02,2024-03-05,3,1,Booking.com,Affaires,82800,248400,Terminee,3.0,2024-02-20
RES04970,HTL002,CH0198,CLI2596,2022-12-25,2022-12-26,1,2,Booking.com,Affaires,72000,72000,Terminee,4.0,2022-12-04
RES04971,HTL005,CH0508,CLI0560,2023-09-24,2023-09-26,2,2,Direct,Tourisme,156000,312000,Terminee,5.0,2023-08-09
RES04972,HTL003,CH0288,CLI2663,2022-10-13,2022-10-16,3,2,Expedia,Tourisme,80960,242880,Terminee,5.0,2022-09-19
RES04973,HTL001,CH0110,CLI2689,2023-01-27,2023-01-31,4,2,Agence voyage,Tourisme,190440,761760,Terminee,4.0,2022-12-26
RES04974,HTL002,CH0155,CLI1673,2022-11-20,2022-11-23,3,2,Corporate,Conference,102000,306000,Terminee,4.0,2022-10-24
RES04975,HTL005,CH0432,CLI1650,2022-10-07,2022-10-10,3,2,Corporate,Transit,132600,397800,Terminee,4.0,2022-09-16
RES04976,HTL001,CH0061,CLI0991,2022-09-01,2022-09-06,5,2,Direct,Transit,92000,460000,Terminee,4.0,2022-08-25
RES04977,HTL005,CH0381,CLI2310,2024-04-20,2024-04-23,3,2,Expedia,Affaires,91520,274560,Confirmee,,2024-04-11
RES04978,HTL001,CH0104,CLI2734,2023-07-09,2023-07-11,2,1,Direct,Conference,92000,184000,Terminee,2.0,2023-05-12
RES04979,HTL005,CH0369,CLI0563,2024-04-10,2024-04-12,2,1,Corporate,Tourisme,386750,773500,Terminee,4.0,2024-03-27
RES04980,HTL005,CH0505,CLI2236,2023-01-25,2023-01-28,3,1,Booking.com,Famille,93600,280800,Terminee,5.0,2022-12-10
RES04981,HTL002,CH0177,CLI0042,2024-06-19,2024-06-20,1,2,Booking.com,Conference,162000,162000,En cours,,2024-05-06
RES04982,HTL002,CH0151,CLI0331,2022-12-09,2022-12-11,2,1,Booking.com,Affaires,108000,216000,Terminee,3.0,2022-11-13
RES04983,HTL003,CH0263,CLI2259,2024-03-03,2024-03-08,5,1,Direct,Conference,92000,460000,Terminee,5.0,2024-02-01
RES04984,HTL001,CH0009,CLI1049,2022-12-07,2022-12-10,3,1,Expedia,Tourisme,121440,364320,Terminee,3.0,2022-11-22
RES04985,HTL002,CH0160,CLI0749,2023-06-05,2023-06-06,1,2,Direct,Affaires,80000,80000,Terminee,5.0,2023-04-20
RES04986,HTL001,CH0018,CLI0432,2023-03-17,2023-03-18,1,1,Direct,Tourisme,92000,92000,Terminee,5.0,2023-02-25
RES04987,HTL003,CH0293,CLI0705,2022-01-20,2022-01-25,5,1,Booking.com,Affaires,186300,931500,Terminee,2.0,2021-11-28
RES04988,HTL002,CH0186,CLI0117,2024-03-15,2024-03-20,5,1,Agence voyage,Tourisme,110400,552000,Terminee,3.0,2024-02-26
RES04989,HTL002,CH0194,CLI0327,2024-02-24,2024-02-28,4,2,Booking.com,Affaires,72000,288000,Terminee,5.0,2024-01-11
RES04990,HTL001,CH0092,CLI1664,2022-01-17,2022-01-20,3,3,Agence voyage,Conference,84640,253920,Terminee,4.0,2021-12-03
RES04991,HTL002,CH0200,CLI0452,2022-01-22,2022-01-25,3,2,Direct,Conference,80000,240000,Terminee,4.0,2022-01-10
RES04992,HTL003,CH0267,CLI0058,2024-03-19,2024-03-21,2,1,Direct,Affaires,138000,276000,Terminee,4.0,2024-02-15
RES04993,HTL003,CH0255,CLI0848,2023-02-22,2023-02-24,2,2,Agence voyage,Tourisme,126960,253920,Terminee,5.0,2023-01-15
RES04994,HTL004,CH0299,CLI2155,2022-03-21,2022-03-24,3,2,Expedia,Conference,70400,211200,Terminee,5.0,2022-02-04
RES04995,HTL002,CH0160,CLI2779,2023-07-05,2023-07-10,5,2,Corporate,Tourisme,68000,340000,Terminee,5.0,2023-06-17
RES04996,HTL001,CH0105,CLI0351,2022-04-25,2022-04-29,4,2,Expedia,Conference,80960,323840,Terminee,5.0,2022-04-13
RES04997,HTL003,CH0236,CLI0282,2022-12-10,2022-12-13,3,1,Booking.com,Affaires,82800,248400,Terminee,5.0,2022-11-07
RES04998,HTL005,CH0485,CLI1955,2023-05-03,2023-05-04,1,2,Direct,Affaires,234000,234000,Terminee,5.0,2023-05-01
RES04999,HTL003,CH0287,CLI0932,2023-09-06,2023-09-09,3,2,Booking.com,Tourisme,82800,248400,Terminee,2.0,2023-07-24
RES05000,HTL004,CH0343,CLI1370,2022-06-04,2022-06-05,1,1,Direct,Affaires,80000,80000,Terminee,4.0,2022-05-29
RES05001,HTL004,CH0341,CLI1110,2023-10-08,2023-10-10,2,1,Booking.com,Conference,72000,144000,Terminee,3.0,2023-08-11
RES05002,HTL004,CH0323,CLI1365,2023-08-09,2023-08-11,2,1,Booking.com,Tourisme,315000,630000,Terminee,5.0,2023-07-23
RES05003,HTL005,CH0500,CLI1402,2023-02-01,2023-02-05,4,1,Booking.com,Affaires,140400,561600,Terminee,2.0,2022-12-04
RES05004,HTL004,CH0365,CLI2762,2023-06-25,2023-06-26,1,2,Booking.com,Tourisme,108000,108000,Terminee,5.0,2023-04-29
RES05005,HTL002,CH0169,CLI2666,2022-08-16,2022-08-19,3,2,Direct,Famille,120000,360000,Terminee,5.0,2022-06-24
RES05006,HTL003,CH0204,CLI2249,2023-07-14,2023-07-21,7,2,Corporate,Transit,342125,2394875,Terminee,3.0,2023-06-14
RES05007,HTL002,CH0133,CLI0756,2022-03-15,2022-03-19,4,2,Direct,Conference,180000,720000,Terminee,2.0,2022-01-16
RES05008,HTL002,CH0199,CLI0804,2024-02-26,2024-03-01,4,2,Booking.com,Affaires,162000,648000,Terminee,5.0,2024-02-09
RES05009,HTL003,CH0261,CLI0256,2023-12-27,2023-12-29,2,2,Booking.com,Tourisme,124200,248400,Terminee,4.0,2023-12-14
RES05010,HTL004,CH0339,CLI2480,2023-01-23,2023-01-26,3,2,Booking.com,Affaires,72000,216000,Terminee,3.0,2022-11-28
RES05011,HTL001,CH0095,CLI2587,2024-01-14,2024-01-18,4,2,Direct,Conference,92000,368000,Terminee,4.0,2023-11-30
RES05012,HTL005,CH0464,CLI1514,2024-01-17,2024-01-21,4,2,Agence voyage,Tourisme,95680,382720,Terminee,5.0,2024-01-16
RES05013,HTL005,CH0509,CLI2894,2023-08-26,2023-08-30,4,2,Direct,Affaires,104000,416000,Terminee,4.0,2023-08-23
RES05014,HTL003,CH0250,CLI1004,2023-04-11,2023-04-12,1,3,Booking.com,Affaires,82800,82800,Terminee,4.0,2023-03-28
RES05015,HTL002,CH0162,CLI0019,2023-05-26,2023-05-31,5,1,Booking.com,Transit,72000,360000,Annulee,,2023-04-05
RES05016,HTL002,CH0131,CLI0702,2022-09-16,2022-09-17,1,1,Corporate,Tourisme,68000,68000,Terminee,3.0,2022-08-16
RES05017,HTL004,CH0322,CLI1113,2023-10-28,2023-10-31,3,2,Direct,Tourisme,80000,240000,Annulee,,2023-09-03
RES05018,HTL004,CH0360,CLI0493,2022-10-27,2022-10-31,4,2,Corporate,Affaires,297500,1190000,Terminee,4.0,2022-09-09
RES05019,HTL004,CH0362,CLI2022,2023-04-12,2023-04-14,2,2,Booking.com,Tourisme,162000,324000,Terminee,3.0,2023-02-15
RES05020,HTL004,CH0354,CLI0628,2023-04-28,2023-04-29,1,1,Corporate,Tourisme,297500,297500,Terminee,4.0,2023-03-02
RES05021,HTL005,CH0405,CLI1749,2024-04-16,2024-04-18,2,2,Corporate,Affaires,132600,265200,Confirmee,,2024-03-28
RES05022,HTL003,CH0219,CLI1978,2024-06-08,2024-06-10,2,2,Agence voyage,Conference,190440,380880,Confirmee,,2024-05-20
RES05023,HTL003,CH0243,CLI1055,2023-07-11,2023-07-13,2,2,Agence voyage,Tourisme,84640,169280,Terminee,3.0,2023-06-02
RES05024,HTL005,CH0377,CLI1603,2022-02-03,2022-02-08,5,1,Corporate,Tourisme,88400,442000,Terminee,4.0,2021-12-23
RES05025,HTL001,CH0087,CLI2820,2022-10-21,2022-10-23,2,1,Booking.com,Affaires,186300,372600,Terminee,5.0,2022-08-26
