paiement_id,reservation_id,date_paiement,montant,moyen_paiement,statut_paiement
PAY04804,RES03971,2023-01-24,432000,Mobile Money,Valide
PAY04805,RES03972,2024-02-27,160000,Mobile Money,Valide
PAY04806,RES03973,2023-02-04,351000,Especes,Valide
PAY04807,RES03973,2023-02-19,351000,Carte bancaire,Valide
PAY04808,RES03974,2022-02-14,120000,Mobile Money,Valide
PAY04809,RES03975,2022-02-11,966000,Virement,Echoue
PAY04810,RES03976,2023-09-27,46000,Carte bancaire,Valide
PAY04811,RES03976,2023-10-12,46000,Carte bancaire,Valide
PAY04812,RES03977,2024-04-24,595000,Mobile Money,Valide
PAY04813,RES03978,2023-07-04,191360,Carte bancaire,Valide
PAY04814,RES03979,2022-09-07,211200,Carte bancaire,Valide
PAY04815,RES03980,2024-01-05,480000,Mobile Money,Valide
PAY04816,RES03981,2022-09-21,552000,Mobile Money,Valide
PAY04817,RES03982,2024-02-24,121440,Especes,Valide
PAY04818,RES03982,2024-03-10,121440,Especes,Valide
PAY04819,RES03983,2021-12-07,82800,Carte bancaire,Valide
PAY04820,RES03983,2021-12-22,82800,Carte bancaire,Valide
PAY04821,RES03984,2021-11-12,240000,Carte bancaire,Valide
PAY04822,RES03985,2023-03-06,320000,Carte bancaire,Valide
PAY04823,RES03986,2024-06-02,169280,Virement,Valide
PAY04824,RES03987,2023-12-11,140400,Carte bancaire,Valide
PAY04825,RES03988,2024-03-04,117300,Especes,Valide
PAY04826,RES03988,2024-03-19,117300,Mobile Money,Valide
PAY04827,RES03989,2023-12-02,35200,Virement,Valide
PAY04828,RES03989,2023-12-17,35200,Virement,Valide
PAY04829,RES03990,2024-01-20,276000,Mobile Money,Valide
PAY04830,RES03991,2023-10-24,138000,Virement,Valide
PAY04831,RES03991,2023-11-08,138000,Mobile Money,Valide
PAY04832,RES03992,2023-09-30,322000,Carte bancaire,Valide
PAY04833,RES03993,2024-02-16,910000,Especes,Valide
PAY04834,RES03994,2024-03-30,248400,Carte bancaire,Valide
PAY04835,RES03995,2023-08-02,475200,Mobile Money,Valide
PAY04836,RES03996,2024-04-15,204000,Mobile Money,Echoue
PAY04837,RES03997,2023-06-25,805000,Virement,Valide
PAY04838,RES03998,2022-07-29,279450,Carte bancaire,Valide
PAY04839,RES03998,2022-08-13,279450,Mobile Money,Valide
PAY04840,RES03999,2022-08-28,36800,Carte bancaire,Valide
PAY04841,RES03999,2022-09-12,36800,Carte bancaire,Valide
PAY04842,RES04000,2023-04-20,78200,Carte bancaire,Valide
PAY04843,RES04000,2023-05-05,78200,Carte bancaire,Valide
PAY04844,RES04001,2024-03-05,240000,Carte bancaire,Valide
PAY04845,RES04002,2022-05-03,630000,Mobile Money,Valide
PAY04846,RES04003,2023-12-03,549120,Especes,Valide
PAY04847,RES04004,2024-04-11,211200,Carte bancaire,Valide
PAY04848,RES04005,2024-05-19,561600,Carte bancaire,Valide
PAY04849,RES04006,2023-09-13,700000,Carte bancaire,Valide
PAY04850,RES04007,2023-10-03,316800,Carte bancaire,Valide
PAY04851,RES04008,2023-09-24,184000,Especes,Valide
PAY04852,RES04009,2022-11-08,621000,Especes,Valide
PAY04853,RES04010,2022-01-05,555450,Mobile Money,Valide
PAY04854,RES04010,2022-01-20,555450,Mobile Money,Valide
PAY04855,RES04011,2022-07-07,360000,Carte bancaire,Valide
PAY04856,RES04012,2023-07-07,220800,Carte bancaire,Valide
PAY04857,RES04013,2023-01-04,316800,Carte bancaire,Valide
PAY04858,RES04014,2022-05-05,144000,Carte bancaire,Valide
PAY04859,RES04015,2023-08-18,276000,Virement,Valide
PAY04860,RES04015,2023-09-02,276000,Virement,Valide
PAY04861,RES04016,2022-03-01,1638000,Mobile Money,Valide
PAY04862,RES04017,2023-11-23,1255800,Mobile Money,Valide
PAY04863,RES04018,2024-03-08,72000,Mobile Money,Rembourse
PAY04864,RES04019,2022-03-05,42240,Carte bancaire,Rembourse
PAY04865,RES04020,2023-09-14,416000,Carte bancaire,Valide
PAY04866,RES04021,2022-04-19,51000,Virement,Valide
PAY04867,RES04021,2022-05-04,51000,Virement,Valide
PAY04868,RES04022,2023-11-19,240000,Virement,Valide
PAY04869,RES04023,2024-01-01,372600,Virement,Valide
PAY04870,RES04024,2023-04-04,160000,Mobile Money,Valide
PAY04871,RES04025,2024-01-26,644000,Carte bancaire,Valide
PAY04872,RES04026,2021-11-22,242880,Carte bancaire,Valide
PAY04873,RES04027,2023-01-13,368000,Virement,Valide
PAY04874,RES04028,2022-01-11,240000,Carte bancaire,Valide
PAY04875,RES04029,2023-03-19,105600,Carte bancaire,Valide
PAY04876,RES04030,2022-12-01,1108800,Carte bancaire,Valide
PAY04877,RES04031,2023-07-28,82800,Carte bancaire,Valide
PAY04878,RES04032,2024-01-09,468000,Virement,Valide
PAY04879,RES04033,2022-11-18,160000,Carte bancaire,Valide
PAY04880,RES04034,2023-10-20,207000,Carte bancaire,Valide
PAY04881,RES04035,2024-01-27,558900,Carte bancaire,Valide
PAY04882,RES04036,2024-05-19,248400,Carte bancaire,Valide
PAY04883,RES04036,2024-06-03,248400,Mobile Money,Valide
PAY04884,RES04037,2023-07-31,40000,Carte bancaire,Valide
PAY04885,RES04037,2023-08-15,40000,Carte bancaire,Valide
PAY04886,RES04038,2024-05-24,780000,Especes,Valide
PAY04887,RES04039,2023-03-26,805000,Carte bancaire,Valide
PAY04888,RES04040,2022-01-03,240000,Mobile Money,Valide
PAY04889,RES04041,2022-04-20,220800,Carte bancaire,Echoue
PAY04890,RES04042,2023-08-08,372600,Mobile Money,Valide
PAY04891,RES04043,2023-04-03,216000,Carte bancaire,Valide
PAY04892,RES04044,2022-07-20,352000,Mobile Money,Valide
PAY04893,RES04045,2022-05-20,92000,Virement,Valide
PAY04894,RES04045,2022-06-04,92000,Especes,Valide
PAY04895,RES04046,2023-02-12,93600,Carte bancaire,Valide
PAY04896,RES04047,2023-09-16,1540000,Carte bancaire,Valide
PAY04897,RES04048,2023-07-25,186300,Mobile Money,Valide
PAY04898,RES04049,2022-02-11,186300,Mobile Money,Valide
PAY04899,RES04050,2024-03-30,372600,Mobile Money,Valide
PAY04900,RES04051,2023-04-06,248400,Mobile Money,Valide
PAY04901,RES04052,2023-04-05,248400,Mobile Money,Valide
PAY04902,RES04053,2023-10-24,372600,Carte bancaire,Echoue
PAY04903,RES04054,2022-02-25,84640,Especes,Valide
PAY04904,RES04054,2022-03-12,84640,Carte bancaire,Valide
PAY04905,RES04055,2024-01-20,80000,Especes,Valide
PAY04906,RES04055,2024-02-04,80000,Virement,Valide
PAY04907,RES04056,2022-08-10,80000,Carte bancaire,Valide
PAY04908,RES04056,2022-08-25,80000,Mobile Money,Valide
PAY04909,RES04057,2023-10-28,165600,Carte bancaire,Valide
PAY04910,RES04057,2023-11-12,165600,Carte bancaire,Valide
PAY04911,RES04058,2023-02-27,310500,Carte bancaire,Valide
PAY04912,RES04058,2023-03-14,310500,Carte bancaire,Valide
PAY04913,RES04059,2022-10-14,480000,Carte bancaire,Valide
PAY04914,RES04060,2023-03-07,117300,Carte bancaire,Valide
PAY04915,RES04060,2023-03-22,117300,Mobile Money,Valide
PAY04916,RES04061,2022-12-31,634800,Carte bancaire,Valide
PAY04917,RES04062,2022-06-03,84640,Carte bancaire,Valide
PAY04918,RES04063,2021-11-13,496800,Carte bancaire,Valide
PAY04919,RES04064,2022-01-19,248400,Mobile Money,Valide
PAY04920,RES04064,2022-02-03,248400,Carte bancaire,Valide
PAY04921,RES04065,2024-03-14,552000,Mobile Money,Valide
PAY04922,RES04066,2024-01-10,64800,Mobile Money,Rembourse
PAY04923,RES04067,2024-04-14,1610000,Carte bancaire,Valide
PAY04924,RES04068,2022-05-01,819000,Carte bancaire,Valide
PAY04925,RES04069,2024-05-04,621000,Carte bancaire,Valide
PAY04926,RES04070,2023-09-03,160000,Carte bancaire,Valide
PAY04927,RES04071,2022-01-17,204000,Carte bancaire,Valide
PAY04928,RES04072,2024-05-03,138000,Carte bancaire,Echoue
PAY04929,RES04072,2024-05-18,138000,Mobile Money,Valide
PAY04930,RES04073,2022-09-16,147200,Virement,Valide
PAY04931,RES04074,2022-03-14,380880,Carte bancaire,Valide
PAY04932,RES04075,2022-03-05,552000,Carte bancaire,Valide
PAY04933,RES04076,2022-09-14,156400,Carte bancaire,Valide
PAY04934,RES04077,2022-10-18,234600,Carte bancaire,Valide
PAY04935,RES04078,2024-01-25,283360,Carte bancaire,Valide
PAY04936,RES04078,2024-02-09,283360,Mobile Money,Valide
PAY04937,RES04079,2022-12-23,558900,Mobile Money,Valide
PAY04938,RES04080,2023-05-31,600600,Carte bancaire,Valide
PAY04939,RES04080,2023-06-15,600600,Mobile Money,Valide
PAY04940,RES04081,2024-02-20,360000,Mobile Money,Valide
PAY04941,RES04082,2023-07-04,460000,Carte bancaire,Valide
PAY04942,RES04084,2023-06-25,55200,Carte bancaire,Rembourse
PAY04943,RES04085,2023-07-18,468000,Mobile Money,Valide
PAY04944,RES04086,2023-09-09,112320,Virement,Rembourse
PAY04945,RES04087,2023-08-16,208000,Carte bancaire,Valide
PAY04946,RES04088,2023-07-14,156400,Carte bancaire,Valide
PAY04947,RES04089,2023-03-05,68000,Virement,Valide
PAY04948,RES04089,2023-03-20,68000,Mobile Money,Valide
PAY04949,RES04090,2022-03-29,414000,Especes,Valide
PAY04950,RES04091,2022-11-21,352000,Mobile Money,Valide
PAY04951,RES04092,2024-01-07,104000,Mobile Money,Valide
PAY04952,RES04092,2024-01-22,104000,Virement,Valide
PAY04953,RES04093,2023-05-13,350000,Carte bancaire,Valide
PAY04954,RES04094,2022-05-19,117300,Especes,Valide
PAY04955,RES04094,2022-06-03,117300,Especes,Echoue
PAY04956,RES04095,2022-08-13,364320,Especes,Valide
PAY04957,RES04096,2022-01-12,80000,Carte bancaire,Valide
PAY04958,RES04097,2021-12-05,468000,Carte bancaire,Valide
PAY04959,RES04098,2023-01-28,190440,Mobile Money,Valide
PAY04960,RES04099,2022-11-30,92000,Mobile Money,Valide
PAY04961,RES04099,2022-12-15,92000,Mobile Money,Valide
PAY04962,RES04100,2022-02-12,187200,Carte bancaire,Valide
PAY04963,RES04101,2022-06-30,331200,Mobile Money,Valide
PAY04964,RES04102,2023-08-09,70400,Especes,Valide
PAY04965,RES04102,2023-08-24,70400,Mobile Money,Valide
PAY04966,RES04103,2022-04-08,80000,Mobile Money,Valide
PAY04967,RES04104,2022-04-09,351900,Carte bancaire,Valide
PAY04968,RES04105,2024-04-10,78200,Mobile Money,Valide
PAY04969,RES04105,2024-04-25,78200,Mobile Money,Valide
PAY04970,RES04106,2023-11-11,397800,Mobile Money,Valide
PAY04971,RES04107,2024-03-05,468000,Carte bancaire,Valide
PAY04972,RES04108,2022-11-09,253920,Carte bancaire,Valide
PAY04973,RES04109,2024-04-24,126960,Mobile Money,Valide
PAY04974,RES04109,2024-05-09,126960,Mobile Money,Valide
PAY04975,RES04111,2023-06-21,216000,Carte bancaire,Valide
PAY04976,RES04112,2024-01-02,1053000,Virement,Valide
PAY04977,RES04114,2021-12-30,207000,Mobile Money,Valide
PAY04978,RES04114,2022-01-14,207000,Carte bancaire,Valide
PAY04979,RES04115,2022-10-26,105600,Mobile Money,Valide
PAY04980,RES04115,2022-11-10,105600,Carte bancaire,Valide
PAY04981,RES04116,2022-11-29,360000,Carte bancaire,Valide
PAY04982,RES04117,2022-01-02,162000,Virement,Valide
PAY04983,RES04117,2022-01-17,162000,Mobile Money,Valide
PAY04984,RES04118,2023-03-20,260000,Carte bancaire,Valide
PAY04985,RES04118,2023-04-04,260000,Mobile Money,Valide
PAY04986,RES04119,2021-12-10,368000,Mobile Money,Valide
PAY04987,RES04120,2023-11-23,140400,Carte bancaire,Valide
PAY04988,RES04121,2022-03-10,138000,Carte bancaire,Valide
PAY04989,RES04122,2022-09-22,84640,Mobile Money,Valide
PAY04990,RES04122,2022-10-07,84640,Carte bancaire,Valide
PAY04991,RES04123,2023-03-09,324000,Virement,Valide
PAY04992,RES04124,2022-11-11,402500,Virement,Valide
PAY04993,RES04125,2024-04-18,422400,Especes,Valide
PAY04994,RES04126,2023-06-26,351900,Mobile Money,Valide
PAY04995,RES04127,2022-06-28,70400,Carte bancaire,Valide
PAY04996,RES04128,2023-02-12,147200,Especes,Valide
PAY04997,RES04129,2022-02-01,183040,Carte bancaire,Valide
PAY04998,RES04130,2023-12-11,234000,Carte bancaire,Valide
PAY04999,RES04131,2022-06-25,331200,Especes,Valide
PAY05000,RES04132,2022-05-18,240000,Virement,Valide
PAY05001,RES04133,2022-04-13,280800,Mobile Money,Valide
PAY05002,RES04134,2023-09-13,69000,Carte bancaire,Valide
PAY05003,RES04134,2023-09-28,69000,Virement,Valide
PAY05004,RES04135,2022-02-10,180000,Carte bancaire,Valide
PAY05005,RES04136,2023-07-01,138000,Virement,Valide
PAY05006,RES04137,2022-04-20,276000,Virement,Valide
PAY05007,RES04138,2022-10-05,140400,Mobile Money,Valide
PAY05008,RES04138,2022-10-20,140400,Virement,Valide
PAY05009,RES04139,2023-08-03,165600,Carte bancaire,Valide
PAY05010,RES04139,2023-08-18,165600,Virement,Valide
PAY05011,RES04140,2022-03-11,140800,Virement,Valide
PAY05012,RES04140,2022-03-26,140800,Especes,Valide
PAY05013,RES04141,2022-12-17,648000,Especes,Valide
PAY05014,RES04142,2024-03-04,80000,Carte bancaire,Valide
PAY05015,RES04143,2024-01-05,104000,Virement,Valide
PAY05016,RES04144,2023-09-28,702000,Carte bancaire,Valide
PAY05017,RES04145,2022-12-30,372600,Carte bancaire,Valide
PAY05018,RES04146,2023-01-22,105600,Virement,Valide
PAY05019,RES04146,2023-02-06,105600,Carte bancaire,Valide
PAY05020,RES04147,2024-03-25,255000,Mobile Money,Valide
PAY05021,RES04147,2024-04-09,255000,Virement,Valide
PAY05022,RES04148,2023-03-13,91520,Virement,Valide
PAY05023,RES04148,2023-03-28,91520,Carte bancaire,Valide
PAY05024,RES04149,2023-08-23,40000,Carte bancaire,Valide
PAY05025,RES04149,2023-09-07,40000,Mobile Money,Valide
PAY05026,RES04150,2022-03-12,187200,Virement,Valide
PAY05027,RES04151,2023-08-23,72000,Mobile Money,Valide
PAY05028,RES04152,2022-05-06,316800,Mobile Money,Echoue
PAY05029,RES04153,2023-03-28,549120,Mobile Money,Valide
PAY05030,RES04154,2022-11-07,552000,Carte bancaire,Valide
PAY05031,RES04155,2022-06-14,240000,Mobile Money,Valide
PAY05032,RES04156,2024-04-05,54000,Especes,Valide
PAY05033,RES04156,2024-04-20,54000,Carte bancaire,Valide
PAY05034,RES04157,2023-12-17,380880,Virement,Valide
PAY05035,RES04158,2024-04-29,315000,Virement,Valide
PAY05036,RES04159,2024-04-03,280800,Carte bancaire,Valide
PAY05037,RES04160,2023-03-04,459000,Carte bancaire,Valide
PAY05038,RES04161,2024-06-02,45760,Mobile Money,Valide
PAY05039,RES04161,2024-06-17,45760,Virement,Valide
PAY05040,RES04162,2023-03-28,414000,Carte bancaire,Valide
PAY05041,RES04162,2023-04-12,414000,Carte bancaire,Valide
PAY05042,RES04163,2022-11-24,104000,Carte bancaire,Valide
PAY05043,RES04164,2024-03-05,324000,Mobile Money,Valide
PAY05044,RES04165,2024-03-27,315900,Virement,Valide
PAY05045,RES04165,2024-04-11,315900,Carte bancaire,Valide
PAY05046,RES04166,2023-10-13,104000,Mobile Money,Echoue
PAY05047,RES04168,2022-04-06,345000,Carte bancaire,Valide
PAY05048,RES04168,2022-04-21,345000,Carte bancaire,Valide
PAY05049,RES04169,2023-11-17,220800,Mobile Money,Valide
PAY05050,RES04170,2024-02-10,276000,Mobile Money,Valide
PAY05051,RES04171,2023-02-16,121440,Carte bancaire,Valide
PAY05052,RES04172,2024-01-22,234000,Carte bancaire,Valide
PAY05053,RES04172,2024-02-06,234000,Virement,Valide
PAY05054,RES04173,2024-03-25,242880,Virement,Valide
PAY05055,RES04174,2023-07-23,72000,Carte bancaire,Valide
PAY05056,RES04175,2024-03-13,240000,Mobile Money,Valide
PAY05057,RES04176,2021-12-09,184000,Carte bancaire,Valide
PAY05058,RES04177,2023-03-01,93600,Virement,Valide
PAY05059,RES04178,2023-02-14,368000,Especes,Valide
PAY05060,RES04179,2024-05-09,372600,Especes,Valide
PAY05061,RES04180,2023-09-18,124200,Carte bancaire,Valide
PAY05062,RES04181,2023-03-22,211200,Mobile Money,Valide
PAY05063,RES04182,2023-05-04,46000,Virement,Valide
PAY05064,RES04182,2023-05-19,46000,Virement,Valide
PAY05065,RES04183,2024-06-09,48600,Mobile Money,Rembourse
PAY05066,RES04184,2022-07-26,745200,Carte bancaire,Valide
PAY05067,RES04185,2022-07-08,869400,Mobile Money,Valide
PAY05068,RES04186,2023-03-11,105600,Carte bancaire,Echoue
PAY05069,RES04187,2022-12-07,720000,Mobile Money,Valide
PAY05070,RES04189,2023-05-17,414000,Virement,Valide
PAY05071,RES04190,2022-10-15,78200,Carte bancaire,Echoue
PAY05072,RES04191,2023-07-05,1416800,Mobile Money,Valide
PAY05073,RES04192,2023-09-08,800800,Mobile Money,Valide
PAY05074,RES04194,2022-09-20,364320,Mobile Money,Valide
PAY05075,RES04195,2024-02-08,234600,Carte bancaire,Valide
PAY05076,RES04196,2023-09-05,265200,Carte bancaire,Valide
PAY05077,RES04197,2024-05-21,175950,Carte bancaire,Valide
PAY05078,RES04198,2024-02-14,288000,Carte bancaire,Valide
PAY05079,RES04199,2023-10-03,288000,Virement,Valide
PAY05080,RES04200,2023-10-16,205920,Carte bancaire,Valide
PAY05081,RES04201,2024-04-23,242880,Mobile Money,Valide
PAY05082,RES04202,2024-03-21,351900,Mobile Money,Valide
PAY05083,RES04203,2024-02-16,184000,Mobile Money,Valide
PAY05084,RES04204,2024-03-19,248400,Mobile Money,Valide
PAY05085,RES04204,2024-04-03,248400,Mobile Money,Valide
PAY05086,RES04205,2022-06-27,161920,Mobile Money,Valide
PAY05087,RES04206,2023-04-13,322000,Carte bancaire,Valide
PAY05088,RES04206,2023-04-28,322000,Carte bancaire,Valide
PAY05089,RES04207,2022-11-06,828000,Carte bancaire,Valide
PAY05090,RES04208,2022-07-27,240000,Mobile Money,Valide
PAY05091,RES04209,2023-04-06,124200,Virement,Valide
PAY05092,RES04209,2023-04-21,124200,Especes,Valide
PAY05093,RES04210,2022-02-18,253920,Especes,Valide
PAY05094,RES04211,2023-09-30,819000,Especes,Valide
PAY05095,RES04212,2024-03-07,140400,Carte bancaire,Valide
PAY05096,RES04213,2022-06-13,46000,Mobile Money,Valide
PAY05097,RES04213,2022-06-28,46000,Virement,Valide
PAY05098,RES04214,2023-10-08,36800,Mobile Money,Valide
PAY05099,RES04214,2023-10-23,36800,Mobile Money,Valide
PAY05100,RES04215,2022-10-11,124200,Virement,Echoue
PAY05101,RES04216,2023-10-11,430560,Virement,Valide
PAY05102,RES04217,2022-04-22,421200,Especes,Valide
PAY05103,RES04218,2023-09-04,147200,Carte bancaire,Valide
PAY05104,RES04219,2022-06-24,360000,Mobile Money,Valide
PAY05105,RES04219,2022-07-09,360000,Carte bancaire,Valide
PAY05106,RES04220,2024-05-27,496800,Especes,Valide
PAY05107,RES04221,2022-04-18,190440,Carte bancaire,Valide
PAY05108,RES04222,2022-02-20,184000,Mobile Money,Valide
PAY05109,RES04223,2023-10-17,80000,Carte bancaire,Valide
PAY05110,RES04223,2023-11-01,80000,Carte bancaire,Valide
PAY05111,RES04224,2023-03-14,624000,Carte bancaire,Valide
PAY05112,RES04225,2023-03-24,240000,Carte bancaire,Valide
PAY05113,RES04226,2022-05-05,211200,Mobile Money,Valide
PAY05114,RES04227,2023-08-10,147200,Carte bancaire,Echoue
PAY05115,RES04228,2023-10-12,459000,Mobile Money,Valide
PAY05116,RES04229,2022-11-25,352000,Especes,Valide
PAY05117,RES04230,2023-04-05,372600,Mobile Money,Valide
PAY05118,RES04231,2022-07-25,40000,Virement,Valide
PAY05119,RES04231,2022-08-09,40000,Mobile Money,Valide
PAY05120,RES04232,2022-06-28,306000,Carte bancaire,Valide
PAY05121,RES04233,2023-04-25,323840,Carte bancaire,Valide
PAY05122,RES04234,2022-12-01,80000,Carte bancaire,Valide
PAY05123,RES04234,2022-12-16,80000,Mobile Money,Valide
PAY05124,RES04235,2022-05-03,147200,Mobile Money,Valide
PAY05125,RES04236,2023-11-08,144000,Carte bancaire,Valide
PAY05126,RES04237,2023-06-19,158400,Virement,Valide
PAY05127,RES04238,2023-06-21,90000,Carte bancaire,Valide
PAY05128,RES04238,2023-07-06,90000,Especes,Valide
PAY05129,RES04239,2023-10-12,216000,Carte bancaire,Valide
PAY05130,RES04240,2024-03-08,274560,Carte bancaire,Valide
PAY05131,RES04241,2023-12-27,315000,Mobile Money,Valide
PAY05132,RES04242,2022-10-02,320000,Virement,Valide
PAY05133,RES04243,2022-07-07,372600,Virement,Valide
PAY05134,RES04244,2023-01-06,184000,Mobile Money,Valide
PAY05135,RES04245,2023-03-11,165600,Carte bancaire,Valide
PAY05136,RES04246,2022-02-15,486000,Especes,Valide
PAY05137,RES04247,2023-08-06,160000,Virement,Valide
PAY05138,RES04248,2021-12-02,360000,Especes,Valide
PAY05139,RES04249,2023-10-15,132600,Mobile Money,Valide
PAY05140,RES04250,2022-02-12,324000,Mobile Money,Echoue
PAY05141,RES04251,2023-01-19,165600,Carte bancaire,Valide
PAY05142,RES04252,2022-11-09,272000,Carte bancaire,Valide
PAY05143,RES04253,2023-09-08,138000,Especes,Valide
PAY05144,RES04254,2022-02-12,211200,Carte bancaire,Valide
PAY05145,RES04255,2023-12-20,108000,Carte bancaire,Valide
PAY05146,RES04256,2024-05-05,360000,Mobile Money,Valide
PAY05147,RES04257,2023-05-07,540000,Virement,Valide
PAY05148,RES04258,2022-08-12,165600,Especes,Valide
PAY05149,RES04259,2022-08-04,585000,Mobile Money,Valide
PAY05150,RES04259,2022-08-19,585000,Carte bancaire,Valide
PAY05151,RES04260,2024-03-08,432000,Especes,Valide
PAY05152,RES04261,2022-01-04,372600,Virement,Valide
PAY05153,RES04262,2024-02-15,287040,Mobile Money,Valide
PAY05154,RES04263,2022-04-28,276000,Carte bancaire,Valide
PAY05155,RES04264,2023-07-17,72000,Carte bancaire,Valide
PAY05156,RES04265,2023-05-04,105600,Virement,Valide
PAY05157,RES04266,2023-12-14,414000,Especes,Valide
PAY05158,RES04267,2022-01-15,72864,Virement,Rembourse
PAY05159,RES04268,2024-04-21,161920,Carte bancaire,Valide
PAY05160,RES04269,2022-10-06,82800,Mobile Money,Valide
PAY05161,RES04270,2021-12-03,55200,Mobile Money,Echoue
PAY05162,RES04270,2021-12-18,55200,Carte bancaire,Valide
PAY05163,RES04271,2022-11-01,810000,Carte bancaire,Valide
PAY05164,RES04272,2023-03-08,351900,Virement,Valide
PAY05165,RES04272,2023-03-23,351900,Virement,Valide
PAY05166,RES04273,2022-04-16,242880,Carte bancaire,Valide
PAY05167,RES04274,2023-02-18,288000,Carte bancaire,Valide
PAY05168,RES04275,2023-04-08,210600,Mobile Money,Valide
PAY05169,RES04276,2023-06-05,207000,Carte bancaire,Valide
PAY05170,RES04277,2024-04-17,621000,Carte bancaire,Valide
PAY05171,RES04278,2023-08-08,253920,Carte bancaire,Valide
PAY05172,RES04279,2021-11-13,287040,Mobile Money,Valide
PAY05173,RES04280,2022-12-26,138000,Carte bancaire,Valide
PAY05174,RES04280,2023-01-10,138000,Especes,Valide
PAY05175,RES04281,2023-05-26,242880,Mobile Money,Valide
PAY05176,RES04282,2024-01-19,496800,Mobile Money,Valide
PAY05177,RES04283,2024-02-11,140800,Carte bancaire,Valide
PAY05178,RES04284,2022-01-19,220800,Especes,Valide
PAY05179,RES04285,2023-09-05,93600,Carte bancaire,Valide
PAY05180,RES04286,2023-04-22,108000,Mobile Money,Valide
PAY05181,RES04287,2022-08-26,720000,Carte bancaire,Valide
PAY05182,RES04288,2024-03-08,207000,Carte bancaire,Valide
PAY05183,RES04288,2024-03-23,207000,Carte bancaire,Valide
PAY05184,RES04289,2023-10-06,805000,Mobile Money,Valide
PAY05185,RES04290,2024-06-03,288000,Carte bancaire,Valide
PAY05186,RES04291,2023-11-21,240000,Carte bancaire,Valide
PAY05187,RES04292,2024-02-18,70400,Carte bancaire,Valide
PAY05188,RES04293,2024-03-27,253920,Virement,Valide
PAY05189,RES04294,2023-10-16,312000,Especes,Valide
PAY05190,RES04295,2023-06-28,248400,Mobile Money,Valide
PAY05191,RES04296,2022-04-14,1638000,Carte bancaire,Valide
PAY05192,RES04297,2022-06-28,207000,Mobile Money,Valide
PAY05193,RES04297,2022-07-13,207000,Carte bancaire,Valide
PAY05194,RES04298,2022-08-29,207000,Carte bancaire,Valide
PAY05195,RES04299,2024-01-10,805000,Carte bancaire,Valide
PAY05196,RES04299,2024-01-25,805000,Mobile Money,Valide
PAY05197,RES04300,2022-09-12,423200,Mobile Money,Valide
PAY05198,RES04301,2022-07-06,1029600,Mobile Money,Valide
PAY05199,RES04302,2022-02-18,156400,Mobile Money,Valide
PAY05200,RES04303,2022-08-21,285660,Carte bancaire,Valide
PAY05201,RES04303,2022-09-05,285660,Carte bancaire,Valide
PAY05202,RES04304,2022-08-15,1674400,Carte bancaire,Valide
PAY05203,RES04305,2023-02-01,504000,Carte bancaire,Valide
PAY05204,RES04306,2022-10-12,144000,Carte bancaire,Valide
PAY05205,RES04306,2022-10-27,144000,Mobile Money,Valide
PAY05206,RES04307,2024-04-20,207000,Carte bancaire,Valide
PAY05207,RES04307,2024-05-05,207000,Mobile Money,Valide
PAY05208,RES04308,2022-09-17,80000,Especes,Valide
PAY05209,RES04308,2022-10-02,80000,Mobile Money,Valide
PAY05210,RES04309,2024-01-27,460000,Carte bancaire,Valide
PAY05211,RES04310,2023-09-02,120000,Especes,Valide
PAY05212,RES04310,2023-09-17,120000,Mobile Money,Echoue
PAY05213,RES04311,2024-03-03,144000,Carte bancaire,Valide
PAY05214,RES04312,2022-11-29,432000,Especes,Valide
PAY05215,RES04313,2022-10-02,294400,Carte bancaire,Valide
PAY05216,RES04314,2022-10-07,248400,Virement,Valide
PAY05217,RES04315,2022-10-26,82800,Especes,Valide
PAY05218,RES04316,2022-12-12,204000,Virement,Valide
PAY05219,RES04317,2023-12-30,120000,Carte bancaire,Valide
PAY05220,RES04318,2023-09-08,248400,Carte bancaire,Valide
PAY05221,RES04319,2023-07-25,297500,Mobile Money,Valide
PAY05222,RES04319,2023-08-09,297500,Mobile Money,Valide
PAY05223,RES04320,2022-06-27,240000,Mobile Money,Valide
PAY05224,RES04321,2022-05-28,186300,Carte bancaire,Valide
PAY05225,RES04322,2022-04-29,144000,Carte bancaire,Valide
PAY05226,RES04323,2023-04-08,1610000,Virement,Valide
PAY05227,RES04324,2022-07-29,156400,Mobile Money,Valide
PAY05228,RES04325,2022-09-01,414000,Carte bancaire,Valide
PAY05229,RES04326,2022-04-25,80960,Mobile Money,Valide
PAY05230,RES04326,2022-05-10,80960,Carte bancaire,Valide
PAY05231,RES04327,2022-01-14,418600,Carte bancaire,Valide
PAY05232,RES04327,2022-01-29,418600,Virement,Valide
PAY05233,RES04328,2022-09-02,276000,Especes,Valide
PAY05234,RES04329,2023-06-21,248400,Mobile Money,Valide
PAY05235,RES04329,2023-07-06,248400,Virement,Valide
PAY05236,RES04330,2023-03-26,63480,Mobile Money,Valide
PAY05237,RES04330,2023-04-10,63480,Mobile Money,Valide
PAY05238,RES04331,2023-01-05,1086750,Mobile Money,Valide
PAY05239,RES04332,2023-04-07,138000,Mobile Money,Valide
PAY05240,RES04332,2023-04-22,138000,Carte bancaire,Valide
PAY05241,RES04333,2023-08-26,936000,Virement,Valide
PAY05242,RES04334,2022-04-15,34000,Especes,Valide
PAY05243,RES04334,2022-04-30,34000,Carte bancaire,Valide
