id_ticket,id_client,date_creation,type,statut,delai_resolution_jours
TK004896,CL04005,2025-05-14,Facturation,resolu,2.0
TK004897,CL04006,2025-09-14,Reseau,ouvert,
TK004898,CL04007,2024-09-05,Facturation,ouvert,
TK004899,CL04008,2024-01-29,Facturation,ouvert,
TK004900,CL04011,2025-08-17,Reseau,resolu,6.0
TK004901,CL04013,2024-01-15,Reseau,abandonne,3.0
TK004902,CL04013,2025-06-13,Reseau,ouvert,
TK004903,CL04013,2024-04-08,Reseau,abandonne,3.0
TK004904,CL04013,2025-04-04,Materiel,resolu,1.0
TK004905,CL04017,2024-11-01,Facturation,resolu,1.0
TK004906,CL04019,2024-05-02,Reseau,ouvert,
TK004907,CL04019,2024-03-23,Reseau,ouvert,
TK004908,CL04022,2024-12-02,Offre,resolu,1.0
TK004909,CL04023,2025-12-12,Reseau,abandonne,4.0
TK004910,CL04023,2025-10-24,Reseau,abandonne,6.0
TK004911,CL04023,2025-11-21,Facturation,resolu,1.0
TK004912,CL04023,2025-09-29,Offre,abandonne,24.0
TK004913,CL04024,2024-04-13,Facturation,resolu,2.0
TK004914,CL04025,2025-09-11,Reseau,resolu,2.0
TK004915,CL04025,2024-11-24,Reseau,abandonne,5.0
TK004916,CL04025,2024-04-11,Facturation,abandonne,5.0
TK004917,CL04025,2025-02-28,Facturation,abandonne,3.0
TK004918,CL04025,2024-09-26,Reseau,ouvert,
TK004919,CL04026,2024-08-16,Materiel,abandonne,5.0
TK004920,CL04026,2024-10-02,Offre,abandonne,3.0
TK004921,CL04026,2024-08-16,Reseau,abandonne,2.0
TK004922,CL04026,2024-01-18,Materiel,resolu,12.0
TK004923,CL04027,2025-09-28,Materiel,abandonne,10.0
TK004924,CL04030,2025-10-08,Materiel,ouvert,
TK004925,CL04030,2025-10-21,Facturation,abandonne,17.0
TK004926,CL04030,2025-07-08,Facturation,resolu,3.0
TK004927,CL04030,2025-08-04,Offre,ouvert,
TK004928,CL04033,2025-02-13,Reseau,abandonne,20.0
TK004929,CL04033,2024-12-13,Reseau,abandonne,12.0
TK004930,CL04033,2024-01-13,Reseau,abandonne,-7.0
TK004931,CL04033,2025-03-18,Facturation,ouvert,
TK004932,CL04034,2025-10-04,Reseau,ouvert,
TK004933,CL04036,2025-08-24,Reseau,ouvert,
TK004934,CL04036,2025-10-30,Reseau,resolu,1.0
TK004935,CL04036,2025-11-26,Reseau,ouvert,
TK004936,CL04036,2025-09-26,Facturation,resolu,6.0
TK004937,CL04037,2024-01-26,Reseau,abandonne,1.0
TK004938,CL04037,2024-01-20,Reseau,abandonne,19.0
TK004939,CL04037,2024-05-10,Offre,resolu,1.0
TK004940,CL04037,2024-08-24,Reseau,abandonne,8.0
TK004941,CL04037,2024-05-31,Offre,ouvert,
TK004942,CL04043,2024-08-13,Reseau,ouvert,
TK004943,CL04043,2024-01-10,Reseau,abandonne,8.0
TK004944,CL04043,2024-10-24,Facturation,abandonne,1.0
TK004945,CL04046,2025-04-13,Facturation,ouvert,
TK004946,CL04048,2025-03-08,Reseau,abandonne,1.0
TK004947,CL04048,2025-06-27,Reseau,resolu,1.0
TK004948,CL04049,2024-12-05,Offre,resolu,9.0
TK004949,CL04049,2025-06-03,Reseau,resolu,1.0
TK004950,CL04050,2024-04-19,Offre,resolu,3.0
TK004951,CL04052,2024-03-31,Offre,ouvert,
TK004952,CL04052,2024-03-01,Reseau,ouvert,
TK004953,CL04052,2024-01-12,Reseau,resolu,2.0
TK004954,CL04052,2024-01-12,Facturation,abandonne,7.0
TK004955,CL04052,2024-02-06,Offre,resolu,8.0
TK004956,CL04053,2025-10-09,Facturation,resolu,2.0
TK004957,CL04054,2025-05-10,Offre,abandonne,13.0
TK004958,CL04054,2025-11-08,Reseau,resolu,1.0
TK004959,CL04054,2024-04-13,Facturation,resolu,10.0
TK004960,CL04058,2024-08-22,Offre,resolu,4.0
TK004961,CL04059,2024-09-10,Reseau,resolu,1.0
TK004962,CL04060,2025-04-28,Reseau,resolu,4.0
TK004963,CL04061,2025-12-26,Reseau,resolu,2.0
TK004964,CL04061,2025-06-28,Materiel,resolu,2.0
TK004965,CL04061,2025-09-22,Facturation,resolu,1.0
TK004966,CL04064,2025-11-13,Facturation,abandonne,14.0
TK004967,CL04064,2025-03-21,Reseau,ouvert,
TK004968,CL04065,2025-12-18,Facturation,resolu,3.0
TK004969,CL04065,2025-12-31,Reseau,resolu,1.0
TK004970,CL04066,2025-05-26,Materiel,resolu,5.0
TK004971,CL04067,2024-05-19,Materiel,ouvert,
TK004972,CL04067,2024-05-22,Offre,abandonne,4.0
TK004973,CL04069,2025-09-01,Offre,resolu,4.0
TK004974,CL04069,2025-08-15,Facturation,resolu,1.0
TK004975,CL04069,2025-08-11,Reseau,ouvert,
TK004976,CL04069,2024-11-02,Materiel,ouvert,
TK004977,CL04070,2025-09-17,Materiel,resolu,1.0
TK004978,CL04070,2025-04-24,Facturation,ouvert,
TK004979,CL04074,2025-05-27,Offre,ouvert,
TK004980,CL04074,2025-03-02,Materiel,resolu,1.0
TK004981,CL04074,2024-11-19,Facturation,resolu,1.0
TK004982,CL04074,2025-11-11,Facturation,resolu,2.0
TK004983,CL04074,2025-10-15,Offre,resolu,6.0
TK004984,CL04075,2025-11-13,Facturation,ouvert,
TK004985,CL04076,2025-03-04,Offre,ouvert,
TK004986,CL04076,2025-04-26,Materiel,resolu,2.0
TK004987,CL04078,2024-01-22,Reseau,resolu,3.0
TK004988,CL04078,2024-02-17,Reseau,ouvert,
TK004989,CL04078,2024-05-27,Facturation,ouvert,
TK004990,CL04079,2025-07-05,Facturation,resolu,1.0
TK004991,CL04082,2025-10-12,Offre,resolu,2.0
TK004992,CL04083,2025-11-30,Materiel,resolu,7.0
TK004993,CL04084,2025-12-09,Facturation,resolu,1.0
TK004994,CL04085,2025-05-21,Materiel,resolu,6.0
TK004995,CL04085,2025-06-06,Reseau,ouvert,
TK004996,CL04085,2025-05-26,Reseau,ouvert,
TK004997,CL04086,2025-12-23,Offre,ouvert,
TK004998,CL04087,2025-09-21,Offre,resolu,6.0
TK004999,CL04087,2025-06-28,Reseau,resolu,2.0
TK005000,CL04087,2025-12-30,Reseau,resolu,1.0
TK005001,CL04091,2024-02-24,Offre,abandonne,20.0
TK005002,CL04093,2025-10-29,Facturation,abandonne,4.0
TK005003,CL04094,2025-12-12,Reseau,resolu,1.0
TK005004,CL04095,2024-10-25,Offre,resolu,4.0
TK005005,CL04095,2025-05-21,Materiel,abandonne,3.0
TK005006,CL04098,2024-10-05,Reseau,ouvert,
TK005007,CL04100,2025-08-03,Materiel,resolu,4.0
TK005008,CL04101,2025-05-04,Materiel,resolu,1.0
TK005009,CL04101,2025-10-21,Reseau,resolu,1.0
TK005010,CL04102,2024-10-15,Reseau,resolu,-2.0
TK005011,CL04106,2025-09-06,Reseau,abandonne,4.0
TK005012,CL04107,2024-05-15,Reseau,abandonne,12.0
TK005013,CL04113,2024-08-09,Facturation,abandonne,1.0
TK005014,CL04113,2024-09-30,Materiel,ouvert,
TK005015,CL04113,2024-12-31,Reseau,ouvert,
TK005016,CL04113,2025-04-29,Reseau,abandonne,1.0
TK005017,CL04113,2025-02-23,Reseau,abandonne,11.0
TK005018,CL04114,2024-05-19,Materiel,resolu,1.0
TK005019,CL04115,2025-07-09,Materiel,resolu,3.0
TK005020,CL04116,2025-08-01,Materiel,ouvert,
TK005021,CL04117,2024-01-11,Offre,resolu,2.0
TK005022,CL04117,2025-04-26,Reseau,resolu,2.0
TK005023,CL04117,2025-12-13,Offre,resolu,1.0
TK005024,CL04118,2025-08-08,Reseau,resolu,1.0
TK005025,CL04119,2024-05-22,Facturation,abandonne,13.0
TK005026,CL04119,2024-05-22,Facturation,resolu,1.0
TK005027,CL04125,2025-08-27,Materiel,abandonne,1.0
TK005028,CL04125,2025-03-30,Materiel,abandonne,3.0
TK005029,CL04127,2024-01-24,Reseau,ouvert,
TK005030,CL04128,2025-09-16,Facturation,ouvert,
TK005031,CL04128,2024-07-10,Offre,resolu,9.0
TK005032,CL04128,2024-11-09,Reseau,resolu,11.0
TK005033,CL04131,2025-11-20,Materiel,ouvert,
TK005034,CL04132,2025-04-10,Reseau,resolu,1.0
TK005035,CL04133,2024-02-27,Materiel,resolu,1.0
TK005036,CL04134,2025-02-11,Offre,resolu,-3.0
TK005037,CL04134,2024-08-17,Facturation,ouvert,
TK005038,CL04135,2024-10-18,Offre,resolu,6.0
TK005039,CL04135,2024-09-24,Facturation,ouvert,
TK005040,CL04137,2024-10-21,Facturation,resolu,1.0
TK005041,CL04138,2024-04-24,Reseau,ouvert,
TK005042,CL04139,2025-03-14,Facturation,resolu,1.0
TK005043,CL04140,2025-12-04,Facturation,resolu,10.0
TK005044,CL04142,2025-10-21,Reseau,resolu,3.0
TK005045,CL04143,2025-05-03,Facturation,ouvert,
TK005046,CL04143,2025-08-01,Facturation,ouvert,
TK005047,CL04143,2025-09-04,Reseau,resolu,13.0
TK005048,CL04143,2024-05-18,Reseau,resolu,2.0
TK005049,CL04146,2024-08-08,Offre,resolu,8.0
TK005050,CL04148,2025-08-29,Reseau,resolu,1.0
TK005051,CL04148,2025-05-19,Reseau,resolu,1.0
TK005052,CL04148,2025-03-31,Facturation,resolu,1.0
TK005053,CL04149,2025-08-31,Facturation,resolu,2.0
TK005054,CL04149,2025-06-21,Reseau,ouvert,
TK005055,CL04149,2025-09-19,Materiel,ouvert,
TK005056,CL04149,2025-07-21,Facturation,resolu,1.0
TK005057,CL04150,2024-11-03,Facturation,resolu,5.0
TK005058,CL04151,2024-05-06,Reseau,resolu,4.0
TK005059,CL04151,2024-03-20,Facturation,abandonne,20.0
TK005060,CL04151,2025-04-08,Reseau,ouvert,
TK005061,CL04151,2024-07-01,Facturation,resolu,2.0
TK005062,CL04152,2024-03-25,Facturation,resolu,1.0
TK005063,CL04152,2024-07-12,Offre,resolu,3.0
TK005064,CL04154,2024-06-23,Materiel,resolu,7.0
TK005065,CL04156,2024-04-08,Materiel,ouvert,
TK005066,CL04156,2024-06-14,Facturation,resolu,16.0
TK005067,CL04156,2024-05-26,Materiel,resolu,4.0
TK005068,CL04156,2024-02-18,Facturation,resolu,2.0
TK005069,CL04157,2025-05-08,Reseau,ouvert,
TK005070,CL04159,2024-10-20,Materiel,resolu,1.0
TK005071,CL04160,2024-11-03,Reseau,resolu,1.0
TK005072,CL04160,2025-05-05,Reseau,resolu,1.0
TK005073,CL04161,2025-11-05,Offre,resolu,3.0
TK005074,CL04161,2025-04-21,Reseau,abandonne,15.0
TK005075,CL04163,2024-07-02,Materiel,ouvert,
TK005076,CL04163,2024-05-19,Offre,resolu,-3.0
TK005077,CL04163,2025-04-09,Facturation,abandonne,5.0
TK005078,CL04165,2025-02-14,Reseau,resolu,8.0
TK005079,CL04168,2025-06-28,Reseau,resolu,1.0
TK005080,CL04168,2025-08-26,Facturation,resolu,1.0
TK005081,CL04168,2025-06-16,Facturation,abandonne,17.0
TK005082,CL04168,2025-05-16,Offre,resolu,1.0
TK005083,CL04170,2025-10-16,Offre,resolu,2.0
TK005084,CL04170,2025-03-04,Offre,ouvert,
TK005085,CL04171,2025-08-11,Facturation,resolu,1.0
TK005086,CL04171,2025-09-15,Reseau,resolu,-2.0
TK005087,CL04171,2025-08-11,Materiel,resolu,4.0
TK005088,CL04172,2025-06-02,Facturation,resolu,1.0
TK005089,CL04172,2025-07-05,Reseau,resolu,5.0
TK005090,CL04172,2024-02-23,Reseau,resolu,1.0
TK005091,CL04174,2025-12-22,Materiel,ouvert,
TK005092,CL04176,2025-11-18,Reseau,resolu,6.0
TK005093,CL04176,2025-09-24,Reseau,ouvert,
TK005094,CL04176,2025-08-30,Reseau,resolu,2.0
TK005095,CL04177,2025-10-18,Reseau,resolu,1.0
TK005096,CL04178,2024-12-07,Reseau,resolu,1.0
TK005097,CL04180,2024-03-20,Offre,resolu,1.0
TK005098,CL04180,2024-04-14,Facturation,resolu,6.0
TK005099,CL04182,2024-10-26,Reseau,ouvert,
TK005100,CL04182,2025-04-25,Reseau,abandonne,2.0
TK005101,CL04182,2025-03-21,Reseau,ouvert,
TK005102,CL04183,2025-01-04,Reseau,ouvert,
TK005103,CL04185,2024-07-23,Reseau,resolu,1.0
TK005104,CL04185,2024-05-29,Reseau,resolu,3.0
TK005105,CL04186,2025-08-01,Facturation,resolu,6.0
TK005106,CL04187,2024-03-07,Offre,ouvert,
TK005107,CL04188,2025-01-13,Reseau,ouvert,
TK005108,CL04189,2025-07-05,Offre,resolu,1.0
TK005109,CL04190,2025-12-12,Reseau,resolu,9.0
TK005110,CL04192,2024-03-08,Materiel,ouvert,
TK005111,CL04192,2024-10-08,Facturation,resolu,8.0
TK005112,CL04192,2025-04-06,Reseau,abandonne,1.0
TK005113,CL04193,2025-10-17,Materiel,resolu,10.0
TK005114,CL04193,2025-08-28,Offre,abandonne,22.0
TK005115,CL04194,2025-03-31,Reseau,resolu,7.0
TK005116,CL04195,2025-09-01,Facturation,resolu,1.0
TK005117,CL04196,2024-08-01,Reseau,ouvert,
TK005118,CL04202,2024-01-06,Reseau,ouvert,
TK005119,CL04203,2024-10-23,Facturation,resolu,15.0
TK005120,CL04204,2024-03-19,Offre,abandonne,16.0
TK005121,CL04205,2025-11-03,Offre,ouvert,
TK005122,CL04206,2024-06-12,Materiel,ouvert,
TK005123,CL04206,2024-09-24,Reseau,resolu,1.0
TK005124,CL04207,2025-07-26,Reseau,resolu,20.0
TK005125,CL04208,2025-08-09,Offre,resolu,4.0
TK005126,CL04210,2025-06-14,Reseau,ouvert,
TK005127,CL04211,2025-03-23,Offre,abandonne,13.0
TK005128,CL04212,2025-02-21,Reseau,resolu,1.0
TK005129,CL04214,2024-08-08,Offre,abandonne,19.0
TK005130,CL04214,2024-08-29,Reseau,ouvert,
TK005131,CL04214,2025-09-27,Reseau,abandonne,16.0
TK005132,CL04217,2024-11-06,Reseau,resolu,2.0
TK005133,CL04219,2024-09-13,Offre,abandonne,11.0
TK005134,CL04219,2025-04-02,Reseau,abandonne,4.0
TK005135,CL04220,2025-06-09,Materiel,abandonne,3.0
TK005136,CL04220,2025-07-18,Offre,ouvert,
TK005137,CL04221,2024-06-03,Facturation,resolu,1.0
TK005138,CL04221,2024-07-14,Offre,resolu,6.0
TK005139,CL04221,2024-10-07,Offre,abandonne,1.0
TK005140,CL04221,2025-05-21,Materiel,resolu,3.0
TK005141,CL04222,2024-01-27,Reseau,ouvert,
TK005142,CL04222,2024-02-02,Offre,ouvert,
TK005143,CL04223,2024-10-25,Reseau,ouvert,
TK005144,CL04223,2024-11-25,Reseau,ouvert,
TK005145,CL04223,2024-11-22,Offre,ouvert,
TK005146,CL04223,2024-11-23,Facturation,ouvert,
TK005147,CL04224,2024-06-29,Offre,abandonne,18.0
TK005148,CL04224,2024-07-18,Reseau,resolu,3.0
TK005149,CL04224,2024-04-11,Offre,resolu,2.0
TK005150,CL04225,2025-11-13,Reseau,resolu,1.0
TK005151,CL04229,2025-04-13,Reseau,ouvert,
TK005152,CL04229,2025-03-25,Materiel,ouvert,
TK005153,CL04229,2025-06-12,Reseau,ouvert,
TK005154,CL04229,2025-05-02,Facturation,abandonne,3.0
TK005155,CL04231,2025-02-25,Offre,ouvert,
TK005156,CL04231,2024-09-06,Reseau,abandonne,1.0
TK005157,CL04232,2024-06-23,Materiel,ouvert,
TK005158,CL04233,2025-01-21,Offre,ouvert,
TK005159,CL04234,2024-09-23,Offre,resolu,1.0
TK005160,CL04234,2025-05-20,Offre,resolu,2.0
TK005161,CL04234,2025-07-05,Reseau,resolu,3.0
TK005162,CL04235,2024-02-14,Reseau,ouvert,
TK005163,CL04236,2024-08-20,Facturation,resolu,2.0
TK005164,CL04237,2025-06-10,Materiel,abandonne,33.0
TK005165,CL04237,2025-06-09,Facturation,abandonne,4.0
TK005166,CL04237,2025-06-17,Reseau,resolu,2.0
TK005167,CL04238,2024-01-09,Facturation,ouvert,
TK005168,CL04238,2024-03-05,Reseau,resolu,1.0
TK005169,CL04238,2024-01-01,Facturation,ouvert,
TK005170,CL04238,2024-01-11,Facturation,resolu,4.0
TK005171,CL04238,2024-02-24,Facturation,abandonne,1.0
TK005172,CL04238,2024-01-29,Facturation,ouvert,
TK005173,CL04238,2024-01-20,Facturation,resolu,1.0
TK005174,CL04239,2025-12-24,Facturation,resolu,3.0
TK005175,CL04239,2025-07-04,Offre,resolu,4.0
TK005176,CL04239,2025-05-15,Reseau,ouvert,
TK005177,CL04239,2025-01-17,Reseau,resolu,1.0
TK005178,CL04239,2025-08-16,Facturation,resolu,4.0
TK005179,CL04240,2025-04-13,Reseau,abandonne,16.0
TK005180,CL04240,2025-12-28,Offre,ouvert,
TK005181,CL04241,2024-01-06,Materiel,ouvert,
TK005182,CL04242,2024-07-20,Reseau,ouvert,
TK005183,CL04243,2025-06-19,Reseau,ouvert,
TK005184,CL04243,2025-07-30,Facturation,abandonne,9.0
TK005185,CL04243,2025-07-18,Offre,ouvert,
TK005186,CL04247,2025-10-27,Reseau,resolu,1.0
TK005187,CL04248,2025-10-17,Reseau,ouvert,
TK005188,CL04250,2025-03-24,Reseau,ouvert,
TK005189,CL04251,2024-09-22,Reseau,abandonne,12.0
TK005190,CL04251,2025-08-29,Offre,resolu,-4.0
TK005191,CL04251,2024-06-11,Facturation,resolu,1.0
TK005192,CL04251,2025-01-07,Facturation,ouvert,
TK005193,CL04253,2024-08-21,Facturation,ouvert,
TK005194,CL04253,2024-11-16,Offre,resolu,6.0
TK005195,CL04254,2024-09-25,Facturation,resolu,1.0
TK005196,CL04254,2024-12-17,Offre,ouvert,
TK005197,CL04254,2024-10-26,Offre,abandonne,9.0
TK005198,CL04254,2024-12-18,Facturation,abandonne,33.0
TK005199,CL04254,2024-07-19,Facturation,abandonne,30.0
TK005200,CL04254,2025-03-16,Facturation,resolu,2.0
TK005201,CL04255,2025-04-17,Reseau,resolu,1.0
TK005202,CL04255,2025-03-30,Reseau,resolu,3.0
TK005203,CL04259,2024-10-14,Offre,ouvert,
TK005204,CL04260,2024-10-27,Reseau,ouvert,
TK005205,CL04261,2025-06-17,Reseau,resolu,2.0
TK005206,CL04261,2025-04-13,Materiel,resolu,1.0
TK005207,CL04261,2025-01-12,Offre,ouvert,
TK005208,CL04261,2025-03-02,Facturation,resolu,1.0
TK005209,CL04261,2025-04-05,Materiel,ouvert,
TK005210,CL04262,2025-05-13,Reseau,resolu,1.0
TK005211,CL04262,2025-09-29,Offre,resolu,1.0
TK005212,CL04262,2025-10-17,Reseau,resolu,1.0
TK005213,CL04262,2025-09-13,Facturation,resolu,6.0
TK005214,CL04264,2024-09-01,Reseau,abandonne,8.0
TK005215,CL04264,2024-07-01,Offre,resolu,1.0
TK005216,CL04265,2024-06-29,Facturation,resolu,18.0
TK005217,CL04266,2024-05-27,Offre,resolu,1.0
TK005218,CL04267,2024-04-01,Reseau,resolu,1.0
TK005219,CL04268,2025-09-27,Offre,abandonne,13.0
TK005220,CL04269,2024-01-21,Reseau,resolu,14.0
TK005221,CL04272,2025-12-06,Facturation,ouvert,
TK005222,CL04275,2025-01-15,Offre,abandonne,4.0
TK005223,CL04276,2025-07-26,Facturation,resolu,5.0
TK005224,CL04277,2024-02-23,Facturation,resolu,1.0
TK005225,CL04277,2024-01-19,Materiel,abandonne,15.0
TK005226,CL04277,2024-01-04,Facturation,ouvert,
TK005227,CL04277,2024-01-21,Facturation,ouvert,
TK005228,CL04279,2024-09-03,Offre,resolu,9.0
TK005229,CL04279,2025-07-31,Reseau,resolu,1.0
TK005230,CL04282,2024-09-10,Reseau,resolu,2.0
TK005231,CL04282,2025-03-07,Offre,abandonne,6.0
TK005232,CL04282,2024-12-24,Reseau,ouvert,
TK005233,CL04282,2025-03-06,Offre,ouvert,
TK005234,CL04284,2024-04-23,Reseau,resolu,1.0
TK005235,CL04284,2024-04-20,Offre,resolu,2.0
TK005236,CL04284,2024-02-17,Facturation,resolu,1.0
TK005237,CL04284,2024-02-06,Facturation,ouvert,
TK005238,CL04284,2024-01-07,Facturation,abandonne,1.0
TK005239,CL04284,2024-04-05,Facturation,resolu,2.0
TK005240,CL04284,2024-02-03,Facturation,resolu,3.0
TK005241,CL04284,2024-03-24,Facturation,resolu,5.0
TK005242,CL04284,2024-04-18,Facturation,resolu,1.0
TK005243,CL04286,2024-04-26,Materiel,resolu,1.0
TK005244,CL04286,2024-02-18,Reseau,resolu,5.0
TK005245,CL04287,2024-02-21,Materiel,resolu,3.0
TK005246,CL04287,2025-09-30,Facturation,ouvert,
TK005247,CL04287,2025-05-17,Reseau,resolu,4.0
TK005248,CL04288,2024-09-17,Facturation,resolu,2.0
TK005249,CL04288,2024-08-15,Reseau,ouvert,
TK005250,CL04289,2025-03-27,Reseau,resolu,1.0
TK005251,CL04290,2024-11-29,Offre,resolu,5.0
TK005252,CL04291,2025-06-19,Reseau,resolu,1.0
TK005253,CL04292,2025-07-29,Offre,abandonne,10.0
TK005254,CL04293,2025-06-16,Reseau,abandonne,12.0
TK005255,CL04293,2025-03-30,Reseau,ouvert,
TK005256,CL04293,2025-05-19,Facturation,resolu,4.0
TK005257,CL04293,2025-07-06,Facturation,ouvert,
TK005258,CL04294,2024-08-19,Materiel,ouvert,
TK005259,CL04294,2024-08-09,Reseau,resolu,1.0
TK005260,CL04295,2025-12-24,Offre,resolu,1.0
TK005261,CL04296,2025-06-27,Facturation,resolu,4.0
TK005262,CL04296,2024-01-26,Reseau,resolu,3.0
TK005263,CL04298,2024-10-29,Reseau,resolu,1.0
TK005264,CL04298,2024-01-10,Facturation,resolu,4.0
TK005265,CL04299,2024-02-12,Materiel,resolu,6.0
TK005266,CL04299,2025-01-17,Reseau,resolu,1.0
TK005267,CL04301,2025-09-10,Materiel,resolu,2.0
TK005268,CL04303,2024-06-06,Facturation,resolu,3.0
TK005269,CL04304,2024-05-28,Offre,resolu,13.0
TK005270,CL04305,2024-09-28,Facturation,ouvert,
TK005271,CL04306,2025-09-18,Reseau,resolu,2.0
TK005272,CL04307,2025-08-19,Facturation,resolu,14.0
TK005273,CL04308,2024-07-27,Facturation,resolu,1.0
TK005274,CL04308,2024-02-22,Reseau,resolu,3.0
TK005275,CL04308,2024-02-16,Facturation,resolu,4.0
TK005276,CL04309,2024-07-03,Reseau,resolu,3.0
TK005277,CL04310,2024-12-18,Facturation,resolu,1.0
TK005278,CL04311,2025-03-09,Facturation,ouvert,
TK005279,CL04312,2025-08-04,Reseau,resolu,13.0
TK005280,CL04314,2025-05-10,Materiel,resolu,5.0
TK005281,CL04315,2024-07-31,Materiel,resolu,1.0
TK005282,CL04317,2024-12-20,Reseau,ouvert,
TK005283,CL04318,2024-11-18,Offre,resolu,4.0
TK005284,CL04319,2024-10-13,Reseau,resolu,4.0
TK005285,CL04319,2024-04-30,Reseau,resolu,3.0
TK005286,CL04320,2025-08-20,Reseau,resolu,1.0
TK005287,CL04320,2024-10-27,Reseau,resolu,3.0
TK005288,CL04321,2025-07-25,Facturation,ouvert,
TK005289,CL04321,2025-11-23,Facturation,ouvert,
TK005290,CL04321,2025-08-25,Reseau,ouvert,
TK005291,CL04321,2025-07-09,Reseau,resolu,11.0
TK005292,CL04321,2025-08-06,Offre,resolu,1.0
TK005293,CL04321,2025-08-23,Offre,ouvert,
TK005294,CL04321,2025-08-28,Reseau,ouvert,
TK005295,CL04321,2025-06-29,Offre,ouvert,
TK005296,CL04323,2025-11-21,Offre,ouvert,
TK005297,CL04323,2025-10-22,Reseau,resolu,1.0
TK005298,CL04323,2025-09-05,Reseau,abandonne,4.0
TK005299,CL04326,2025-09-03,Materiel,resolu,2.0
TK005300,CL04326,2025-04-21,Facturation,ouvert,
TK005301,CL04328,2025-10-29,Reseau,resolu,-5.0
TK005302,CL04331,2024-06-13,Facturation,resolu,2.0
TK005303,CL04332,2024-09-07,Facturation,abandonne,53.0
TK005304,CL04332,2024-07-30,Facturation,resolu,-1.0
TK005305,CL04333,2024-07-29,Materiel,resolu,1.0
TK005306,CL04335,2025-06-26,Reseau,resolu,2.0
TK005307,CL04336,2024-09-26,Materiel,resolu,1.0
TK005308,CL04336,2024-04-07,Materiel,resolu,1.0
TK005309,CL04336,2024-08-23,Reseau,ouvert,
TK005310,CL04337,2025-08-17,Facturation,resolu,6.0
TK005311,CL04340,2025-05-26,Reseau,resolu,1.0
TK005312,CL04340,2025-01-05,Reseau,resolu,2.0
TK005313,CL04341,2025-02-09,Reseau,resolu,1.0
TK005314,CL04341,2025-06-03,Facturation,ouvert,
TK005315,CL04346,2025-11-02,Offre,resolu,13.0
TK005316,CL04348,2025-05-08,Facturation,ouvert,
TK005317,CL04348,2025-05-04,Facturation,ouvert,
TK005318,CL04348,2025-07-07,Facturation,ouvert,
TK005319,CL04352,2024-01-12,Reseau,resolu,1.0
TK005320,CL04353,2025-02-14,Offre,resolu,1.0
TK005321,CL04354,2025-06-20,Reseau,ouvert,
TK005322,CL04356,2025-03-31,Facturation,ouvert,
TK005323,CL04356,2025-10-11,Reseau,resolu,3.0
TK005324,CL04356,2025-07-04,Reseau,ouvert,
TK005325,CL04356,2024-08-05,Facturation,abandonne,23.0
TK005326,CL04356,2025-07-06,Facturation,resolu,7.0
TK005327,CL04356,2025-06-13,Reseau,ouvert,
TK005328,CL04360,2025-12-14,Offre,abandonne,21.0
TK005329,CL04362,2024-08-14,Reseau,resolu,3.0
TK005330,CL04362,2024-10-12,Reseau,resolu,9.0
TK005331,CL04362,2024-10-13,Offre,ouvert,
TK005332,CL04365,2025-08-05,Materiel,resolu,4.0
TK005333,CL04368,2025-07-03,Materiel,resolu,1.0
TK005334,CL04371,2024-01-23,Materiel,abandonne,9.0
TK005335,CL04371,2024-05-19,Materiel,ouvert,
TK005336,CL04371,2024-04-08,Reseau,abandonne,1.0
TK005337,CL04371,2024-06-11,Facturation,abandonne,10.0
TK005338,CL04372,2025-08-23,Materiel,resolu,1.0
TK005339,CL04373,2025-11-03,Reseau,resolu,1.0
TK005340,CL04375,2025-02-03,Facturation,ouvert,
TK005341,CL04375,2025-01-14,Facturation,ouvert,
TK005342,CL04378,2024-07-31,Reseau,ouvert,
TK005343,CL04378,2024-11-23,Facturation,ouvert,
TK005344,CL04378,2024-11-21,Offre,resolu,1.0
TK005345,CL04379,2024-01-25,Facturation,resolu,4.0
TK005346,CL04379,2024-01-09,Offre,resolu,5.0
TK005347,CL04381,2025-06-20,Reseau,abandonne,-20.0
TK005348,CL04382,2025-10-22,Offre,ouvert,
TK005349,CL04383,2025-08-29,Reseau,resolu,1.0
TK005350,CL04384,2025-12-29,Materiel,resolu,2.0
TK005351,CL04386,2024-03-30,Reseau,ouvert,
TK005352,CL04386,2025-02-11,Offre,resolu,1.0
TK005353,CL04389,2025-07-07,Materiel,resolu,1.0
TK005354,CL04390,2025-10-08,Offre,resolu,1.0
TK005355,CL04392,2025-08-18,Reseau,resolu,1.0
TK005356,CL04394,2024-11-29,Offre,resolu,1.0
TK005357,CL04395,2025-12-02,Materiel,resolu,1.0
TK005358,CL04395,2025-11-03,Materiel,resolu,5.0
TK005359,CL04395,2025-10-14,Offre,ouvert,
TK005360,CL04395,2025-10-04,Facturation,abandonne,2.0
TK005361,CL04396,2024-02-09,Reseau,ouvert,
TK005362,CL04396,2025-05-04,Facturation,resolu,1.0
TK005363,CL04397,2025-09-14,Reseau,resolu,2.0
TK005364,CL04397,2025-07-31,Facturation,resolu,1.0
TK005365,CL04398,2025-02-14,Reseau,resolu,1.0
TK005366,CL04398,2024-04-27,Reseau,resolu,40.0
TK005367,CL04399,2024-04-14,Materiel,resolu,-2.0
TK005368,CL04399,2024-06-02,Facturation,ouvert,
TK005369,CL04400,2024-11-20,Offre,ouvert,
TK005370,CL04400,2024-05-08,Reseau,ouvert,
