id_client,mois,voix_min,sms_count,data_mb
CL03672,2025-04-01,146.9,104,4519.2
CL03672,2025-05-01,112.8,80,3469.1
CL03672,2025-06-01,109.3,77,3362.9
CL03672,2025-07-01,121.9,86,3748.0
CL03672,2025-08-01,116.1,82,3570.5
CL03672,2025-09-01,142.1,101,4370.8
CL03672,2025-10-01,119.7,85,3680.4
CL03672,2025-11-01,123.0,87,3781.9
CL03672,2025-12-01,132.4,94,4073.0
CL03673,2024-10-01,309.4,45,2840.1
CL03673,2024-11-01,331.2,48,3040.4
CL03673,2024-12-01,351.7,51,3228.5
CL03673,2025-01-01,310.3,45,2849.0
CL03673,2025-02-01,403.3,59,3702.2
CL03673,2025-03-01,326.9,48,3000.9
CL03673,2025-04-01,384.3,56,3527.9
CL03673,2025-05-01,355.4,52,3262.7
CL03673,2025-06-01,381.5,56,3502.3
CL03673,2025-07-01,402.9,59,3698.6
CL03673,2025-08-01,331.0,48,3038.7
CL03673,2025-09-01,329.5,48,3024.7
CL03673,2025-10-01,112.4,16,1031.9
CL03673,2025-11-01,170.1,25,1561.2
CL03673,2025-12-01,112.6,16,1033.5
CL03674,2024-01-01,80.3,48,5473.9
CL03674,2024-02-01,83.5,50,5690.5
CL03674,2024-03-01,94.2,57,6421.0
CL03674,2024-04-01,100.9,61,6876.9
CL03674,2024-05-01,86.2,52,5878.2
CL03674,2024-06-01,65.5,39,4463.9
CL03674,2024-07-01,86.7,52,5910.0
CL03674,2024-08-01,79.2,48,5401.6
CL03674,2024-09-01,90.5,54,6170.7
CL03674,2024-10-01,82.3,49,5609.0
CL03674,2024-11-01,96.9,58,6606.6
CL03674,2024-12-01,85.4,51,5824.7
CL03674,2025-01-01,79.6,48,5426.3
CL03674,2025-02-01,81.5,49,5557.0
CL03674,2025-03-01,87.4,53,5961.4
CL03674,2025-04-01,95.6,57,6518.6
CL03674,2025-05-01,90.0,54,6138.4
CL03674,2025-06-01,84.2,51,5738.2
CL03674,2025-07-01,90.3,54,6159.1
CL03674,2025-08-01,73.7,44,5028.8
CL03674,2025-09-01,68.5,41,4672.0
CL03674,2025-10-01,91.0,55,6203.9
CL03674,2025-11-01,73.2,44,4994.7
CL03674,2025-12-01,89.5,54,6103.4
CL03675,2024-01-01,67.1,56,3746.6
CL03675,2024-02-01,52.7,44,2941.5
CL03675,2024-03-01,52.6,44,2936.7
CL03675,2024-04-01,72.9,61,4067.5
CL03675,2024-05-01,76.3,64,4259.3
CL03675,2024-06-01,58.9,49,3288.4
CL03675,2024-07-01,75.7,63,4222.6
CL03675,2024-08-01,63.9,53,3567.1
CL03675,2024-09-01,54.7,46,3054.9
CL03675,2024-10-01,52.1,43,2910.5
CL03675,2024-11-01,70.6,59,3938.3
CL03675,2024-12-01,61.2,51,3415.1
CL03675,2025-01-01,60.1,50,3352.8
CL03675,2025-02-01,82.3,69,4595.2
CL03675,2025-03-01,53.8,45,3001.0
CL03675,2025-04-01,77.5,65,4328.2
CL03675,2025-05-01,78.7,66,4393.8
CL03675,2025-06-01,63.1,53,3522.5
CL03675,2025-07-01,78.8,66,4397.7
CL03675,2025-08-01,74.4,62,4150.5
CL03675,2025-09-01,66.8,56,3726.7
CL03675,2025-10-01,51.5,43,2876.5
CL03675,2025-11-01,74.6,62,4165.4
CL03675,2025-12-01,68.6,57,3830.1
CL03676,2024-01-01,65.2,28,586.0
CL03676,2024-02-01,71.2,31,639.6
CL03676,2024-03-01,55.3,24,497.2
CL03676,2024-04-01,71.6,31,643.6
CL03676,2024-05-01,79.1,35,710.6
CL03676,2024-06-01,70.9,31,637.1
CL03676,2024-07-01,79.0,35,709.9
CL03676,2024-08-01,63.7,28,572.7
CL03676,2024-09-01,59.5,26,534.9
CL03676,2024-10-01,64.1,28,576.1
CL03676,2024-11-01,65.5,29,588.4
CL03676,2024-12-01,54.3,24,487.8
CL03676,2025-01-01,71.3,31,640.9
CL03676,2025-02-01,72.5,32,651.2
CL03676,2025-03-01,64.8,28,582.0
CL03676,2025-04-01,75.0,33,673.4
CL03676,2025-05-01,69.8,30,627.4
CL03676,2025-06-01,65.6,29,589.2
CL03676,2025-07-01,73.0,32,656.0
CL03676,2025-08-01,74.9,33,673.0
CL03676,2025-09-01,78.8,34,708.1
CL03676,2025-10-01,75.4,33,677.0
CL03676,2025-11-01,81.8,36,734.5
CL03676,2025-12-01,73.0,32,656.0
CL03677,2024-01-01,424.8,98,907.3
CL03677,2024-02-01,552.9,128,1180.9
CL03677,2024-03-01,428.2,99,914.7
CL03677,2024-04-01,388.7,90,830.2
CL03677,2024-05-01,454.5,105,970.8
CL03677,2024-06-01,501.9,116,1072.0
CL03677,2024-07-01,406.8,94,868.9
CL03677,2024-08-01,412.1,95,880.2
CL03677,2024-09-01,398.3,92,850.8
CL03677,2024-10-01,524.9,121,1121.1
CL03677,2024-11-01,509.7,118,1088.6
CL03677,2024-12-01,395.8,91,845.4
CL03677,2025-01-01,450.3,104,961.8
CL03677,2025-02-01,454.8,105,971.4
CL03677,2025-03-01,345.6,80,738.1
CL03677,2025-04-01,446.1,103,952.9
CL03677,2025-05-01,546.9,126,1168.3
CL03677,2025-06-01,473.3,109,1010.9
CL03677,2025-07-01,359.7,83,768.3
CL03677,2025-08-01,398.8,92,851.8
CL03677,2025-09-01,335.8,77,717.2
CL03677,2025-10-01,425.6,98,909.1
CL03677,2025-11-01,444.7,102,949.8
CL03677,2025-12-01,572.7,132,1223.3
CL03678,2024-01-01,65.1,14,1050.3
CL03678,2024-02-01,59.0,13,950.6
CL03678,2024-04-01,55.8,12,899.4
CL03678,2024-05-01,57.2,13,922.8
CL03678,2024-06-01,57.9,13,934.1
CL03678,2024-07-01,58.6,13,944.8
CL03678,2024-08-01,49.6,11,799.6
CL03678,2024-09-01,69.7,16,1124.7
CL03678,2024-10-01,63.9,14,1031.1
CL03678,2024-11-01,56.8,13,916.5
CL03678,2024-12-01,47.8,10,770.5
CL03678,2025-01-01,47.8,10,770.4
CL03678,2025-02-01,62.2,14,1002.4
CL03678,2025-03-01,72.7,16,1172.6
CL03678,2025-04-01,54.0,12,870.2
CL03678,2025-05-01,25.2,5,405.6
CL03678,2025-06-01,17.4,4,281.0
CL03678,2025-07-01,26.2,6,422.8
CL03679,2024-01-01,46.4,28,759.1
CL03679,2024-02-01,44.9,27,734.1
CL03679,2024-03-01,55.6,33,909.3
CL03679,2024-04-01,51.4,31,840.7
CL03679,2024-05-01,48.7,29,796.3
CL03679,2024-06-01,47.5,28,775.8
CL03679,2024-07-01,43.2,26,705.5
CL03679,2024-08-01,56.9,34,930.0
CL03679,2024-09-01,50.0,30,816.9
CL03679,2024-10-01,33.6,20,548.3
CL03679,2024-11-01,45.4,27,742.3
CL03679,2024-12-01,56.8,34,929.0
CL03679,2025-01-01,55.6,33,907.9
CL03679,2025-02-01,55.9,33,912.9
CL03679,2025-03-01,41.1,24,671.6
CL03679,2025-04-01,52.9,32,863.7
CL03679,2025-05-01,50.0,30,816.6
CL03679,2025-06-01,40.9,24,668.7
CL03679,2025-07-01,50.7,30,829.0
CL03679,2025-08-01,44.3,26,724.5
CL03679,2025-09-01,52.3,31,854.9
CL03679,2025-10-01,43.5,26,710.3
CL03679,2025-11-01,51.2,31,836.8
CL03679,2025-12-01,43.3,26,707.1
CL03680,2024-01-01,214.8,41,3369.3
CL03680,2024-02-01,228.0,44,3576.0
CL03680,2024-03-01,236.5,45,3709.6
CL03680,2024-04-01,238.6,46,3742.6
CL03680,2024-05-01,203.9,39,3197.7
CL03680,2024-06-01,264.7,51,4151.9
CL03680,2024-07-01,231.3,44,3628.2
CL03680,2024-08-01,219.6,42,3444.4
CL03680,2024-09-01,199.9,38,3135.1
CL03680,2024-10-01,227.9,44,3575.0
CL03680,2024-11-01,196.7,38,3085.0
CL03680,2024-12-01,221.9,42,3480.9
CL03680,2025-01-01,228.6,44,3585.8
CL03680,2025-02-01,193.4,37,3033.2
CL03680,2025-03-01,238.7,46,3744.6
CL03680,2025-04-01,217.8,42,3415.9
CL03680,2025-05-01,172.4,33,2704.9
CL03680,2025-06-01,202.4,39,3174.9
CL03680,2025-07-01,220.7,42,3462.0
CL03680,2025-08-01,240.9,46,3778.9
CL03680,2025-09-01,249.0,48,3905.7
CL03680,2025-10-01,189.4,36,2970.3
CL03680,2025-11-01,234.9,45,3684.8
CL03680,2025-12-01,194.5,37,3050.5
CL03681,2024-01-01,194.1,60,5248.6
CL03681,2024-02-01,201.5,63,5448.2
CL03681,2024-03-01,221.3,69,5984.8
CL03681,2024-04-01,157.9,49,4268.4
CL03681,2024-05-01,168.3,52,4551.3
CL03681,2024-06-01,214.3,67,5794.2
CL03681,2024-07-01,190.6,59,5153.5
CL03681,2024-08-01,162.2,50,4386.9
CL03681,2024-09-01,179.5,56,4853.3
CL03681,2024-10-01,191.0,59,5164.6
CL03681,2024-11-01,225.6,70,6100.3
CL03681,2024-12-01,210.2,65,5683.2
CL03681,2025-01-01,203.8,63,5509.5
CL03681,2025-02-01,228.6,71,6181.8
CL03681,2025-03-01,207.8,65,5617.9
CL03681,2025-04-01,203.7,63,5508.4
CL03681,2025-05-01,199.3,62,5389.2
CL03681,2025-06-01,208.4,65,5636.3
CL03681,2025-07-01,192.9,60,5215.9
CL03681,2025-08-01,215.4,67,5823.8
CL03681,2025-09-01,208.5,65,5638.3
CL03681,2025-10-01,254.1,79,6870.4
CL03681,2025-11-01,224.7,70,6075.6
CL03681,2025-12-01,214.9,67,5810.3
CL03682,2024-12-01,163.1,34,5135.5
CL03682,2025-01-01,174.2,36,5483.9
CL03682,2025-02-01,171.8,36,5409.9
CL03682,2025-03-01,165.1,34,5199.8
CL03682,2025-04-01,138.7,29,4366.2
CL03682,2025-05-01,141.8,29,4464.8
CL03682,2025-06-01,178.6,37,5624.9
CL03682,2025-07-01,55.7,11,1754.0
CL03682,2025-08-01,62.8,13,1978.7
CL03682,2025-09-01,52.1,11,1639.1
CL03683,2024-01-01,369.2,81,4658.0
CL03683,2024-02-01,341.5,75,4308.6
CL03683,2024-03-01,346.9,76,4376.1
CL03683,2024-04-01,257.2,56,3244.8
CL03683,2024-05-01,248.9,55,3140.0
CL03683,2024-06-01,385.5,85,4862.6
CL03683,2024-07-01,259.2,57,3269.2
CL03683,2024-08-01,296.3,65,3738.3
CL03683,2024-09-01,414.5,91,5229.2
CL03683,2024-10-01,317.5,70,4004.8
CL03683,2024-11-01,262.0,58,3304.8
CL03683,2024-12-01,392.0,86,4944.9
CL03683,2025-01-01,330.1,73,4163.8
CL03683,2025-02-01,320.1,70,4037.6
CL03683,2025-03-01,143.2,31,1806.2
CL03683,2025-04-01,138.5,30,1747.0
CL03683,2025-05-01,121.3,26,1530.7
CL03684,2024-01-01,284.2,74,2326.2
CL03684,2024-02-01,322.7,84,2641.3
CL03684,2024-03-01,221.9,57,1816.0
CL03684,2024-04-01,287.6,75,2353.9
CL03684,2024-05-01,246.3,64,2016.3
CL03684,2024-06-01,356.7,93,2919.7
CL03684,2024-07-01,269.2,70,2203.2
CL03684,2024-08-01,306.5,80,2509.0
CL03684,2024-09-01,283.0,73,2316.4
CL03684,2024-10-01,283.1,73,2317.1
CL03684,2024-11-01,262.6,68,2149.6
CL03684,2024-12-01,299.1,78,2448.0
CL03684,2025-01-01,105.7,27,865.0
CL03684,2025-02-01,127.5,33,1043.3
CL03684,2025-03-01,90.1,23,737.3
CL03685,2024-01-01,439.1,44,1159.6
CL03685,2024-02-01,449.4,45,1186.9
CL03685,2024-03-01,496.0,50,1309.9
CL03685,2024-04-01,405.3,40,1070.4
CL03685,2024-05-01,448.9,45,1185.6
CL03685,2024-06-01,353.9,35,934.7
CL03685,2024-07-01,446.2,45,1178.6
CL03685,2024-08-01,417.9,42,1103.6
CL03685,2024-09-01,425.9,43,1124.9
CL03685,2024-10-01,464.0,46,1225.3
CL03685,2024-11-01,352.3,35,930.5
CL03685,2024-12-01,513.7,51,1356.7
CL03685,2025-01-01,469.5,47,1240.1
CL03685,2025-02-01,391.0,39,1032.6
CL03685,2025-03-01,482.1,48,1273.3
CL03685,2025-04-01,445.6,44,1176.9
CL03685,2025-05-01,411.8,41,1087.6
CL03685,2025-06-01,479.8,48,1267.3
CL03685,2025-07-01,420.9,42,1111.7
CL03685,2025-08-01,427.5,43,1129.0
CL03685,2025-09-01,496.7,50,1311.8
CL03685,2025-10-01,513.7,51,1356.7
CL03685,2025-11-01,494.0,49,1304.8
CL03685,2025-12-01,386.6,39,1021.0
CL03686,2024-02-01,95.4,28,1053.3
CL03686,2024-03-01,114.9,33,1267.8
CL03686,2024-04-01,89.8,26,991.6
CL03686,2024-05-01,85.6,25,944.5
CL03686,2024-06-01,89.4,26,986.2
CL03686,2024-07-01,110.9,32,1224.1
CL03686,2024-09-01,77.5,22,855.9
CL03686,2024-10-01,105.3,31,1162.7
CL03686,2024-11-01,98.0,28,1081.6
CL03686,2024-12-01,91.7,27,1012.2
CL03686,2025-01-01,88.0,25,971.6
CL03686,2025-03-01,102.7,30,1133.6
CL03686,2025-04-01,87.3,25,963.3
CL03686,2025-05-01,88.4,26,975.6
CL03686,2025-06-01,90.4,26,997.6
CL03686,2025-07-01,81.3,23,896.9
CL03686,2025-08-01,96.5,28,1064.7
CL03686,2025-09-01,109.3,32,1206.7
CL03686,2025-10-01,78.8,23,870.2
CL03686,2025-11-01,95.2,28,1051.2
CL03686,2025-12-01,91.0,26,1004.4
CL03687,2024-01-01,928.3,24,12666.3
CL03687,2024-02-01,1371.1,36,18708.0
CL03687,2024-03-01,956.5,25,13051.2
CL03687,2024-04-01,979.1,26,13358.4
CL03687,2024-05-01,1115.1,29,15214.3
CL03687,2024-06-01,1132.8,30,15455.8
CL03687,2024-07-01,1202.4,32,16405.1
CL03687,2024-08-01,1168.1,31,15937.6
CL03687,2024-09-01,1286.0,34,17545.7
CL03687,2024-10-01,1226.2,32,16729.8
CL03687,2024-11-01,1135.1,30,15487.3
CL03687,2024-12-01,975.0,26,13302.5
CL03687,2025-01-01,1273.8,34,17379.9
CL03687,2025-02-01,1215.3,32,16581.1
CL03687,2025-03-01,967.5,25,13200.9
CL03687,2025-04-01,979.9,26,13370.1
CL03687,2025-05-01,1030.5,27,14060.2
CL03687,2025-06-01,1206.7,32,16464.3
CL03687,2025-07-01,1361.5,36,18576.3
CL03687,2025-08-01,1163.7,31,15877.7
CL03687,2025-09-01,795.2,21,10849.8
CL03687,2025-10-01,954.3,25,13020.4
CL03687,2025-11-01,1084.5,28,14796.6
CL03687,2025-12-01,1012.1,27,13809.8
CL03688,2024-01-01,264.9,79,3095.8
CL03688,2024-02-01,244.9,73,2862.4
CL03688,2024-03-01,287.3,86,3356.8
CL03688,2024-04-01,271.7,81,3174.5
CL03688,2024-05-01,216.2,64,2526.6
CL03688,2024-06-01,243.1,72,2840.4
CL03688,2024-07-01,271.9,81,3177.1
CL03688,2024-08-01,272.7,81,3187.2
CL03688,2024-09-01,277.1,83,3238.1
CL03688,2024-10-01,279.0,83,3260.9
CL03688,2024-11-01,249.5,74,2915.8
CL03688,2024-12-01,288.0,86,3365.7
CL03688,2025-01-01,236.4,70,2762.7
CL03688,2025-02-01,264.6,79,3092.6
CL03688,2025-03-01,195.9,58,2288.7
CL03688,2025-04-01,259.4,77,3031.2
CL03688,2025-05-01,237.7,71,2777.8
CL03688,2025-06-01,290.6,87,3395.4
CL03688,2025-07-01,275.0,82,3213.9
CL03688,2025-08-01,274.2,82,3204.8
CL03688,2025-09-01,253.9,76,2966.7
CL03688,2025-10-01,254.5,76,2974.2
CL03688,2025-11-01,285.7,85,3338.7
CL03688,2025-12-01,285.7,85,3338.4
CL03689,2025-03-01,177.7,40,2801.4
CL03689,2025-04-01,175.7,39,2769.5
CL03689,2025-05-01,113.3,25,1785.9
CL03689,2025-06-01,168.2,38,2651.6
CL03689,2025-07-01,154.4,34,2433.6
CL03689,2025-08-01,128.0,28,2018.4
CL03689,2025-09-01,157.6,35,2484.2
CL03689,2025-10-01,156.4,35,2465.8
CL03689,2025-11-01,135.2,30,2130.9
CL03689,2025-12-01,154.1,34,2429.7
CL03690,2024-01-01,1242.5,5,24363.6
CL03690,2024-02-01,1369.1,5,26847.1
CL03690,2024-03-01,1290.7,5,25309.6
CL03690,2024-04-01,1061.7,4,20818.5
CL03690,2024-05-01,1187.0,4,23275.5
CL03690,2024-06-01,1144.7,4,22446.3
CL03690,2024-07-01,1279.2,5,25083.0
CL03690,2024-08-01,1117.8,4,21919.4
CL03690,2024-09-01,1117.3,4,21908.7
CL03690,2024-10-01,1323.4,5,25950.2
CL03690,2024-11-01,975.6,4,19131.3
CL03690,2024-12-01,1190.0,4,23335.5
CL03690,2025-01-01,1342.8,5,26332.0
CL03690,2025-02-01,1235.7,5,24231.8
CL03690,2025-03-01,1056.0,4,20706.8
CL03690,2025-04-01,1088.6,4,21346.9
CL03690,2025-05-01,1378.5,5,27032.0
CL03690,2025-06-01,759.2,3,14888.2
CL03690,2025-07-01,1380.8,5,27076.2
CL03690,2025-08-01,972.6,4,19072.5
CL03690,2025-09-01,1163.5,4,22814.4
CL03690,2025-10-01,1370.4,5,26872.3
CL03690,2025-11-01,1120.5,4,21971.4
CL03690,2025-12-01,1209.5,5,23717.3
CL03691,2024-01-01,309.3,10,3549.8
CL03691,2024-02-01,330.3,11,3790.6
CL03691,2024-03-01,357.5,11,4103.6
CL03691,2024-04-01,357.8,11,4106.6
CL03691,2024-05-01,342.1,11,3926.6
CL03691,2024-06-01,289.6,9,3323.6
CL03691,2024-07-01,335.5,11,3850.2
CL03691,2024-08-01,270.0,9,3098.8
CL03691,2024-09-01,306.2,10,3514.3
CL03691,2024-10-01,363.7,12,4174.6
CL03691,2024-11-01,360.2,12,4133.7
CL03691,2024-12-01,368.4,12,4228.5
CL03691,2025-01-01,334.0,11,3832.9
CL03691,2025-02-01,434.3,14,4985.0
CL03691,2025-03-01,316.3,10,3630.5
CL03691,2025-04-01,388.6,12,4460.2
CL03691,2025-05-01,414.9,13,4762.0
CL03691,2025-06-01,156.8,5,1799.5
CL03691,2025-07-01,178.3,5,2046.3
CL03691,2025-08-01,140.1,4,1608.3
CL03692,2024-01-01,301.8,49,1511.4
CL03692,2024-02-01,332.0,54,1662.4
CL03692,2024-03-01,382.0,62,1913.1
CL03692,2024-04-01,367.8,60,1842.0
CL03692,2024-05-01,317.7,51,1590.9
CL03692,2024-06-01,304.0,49,1522.4
CL03692,2024-07-01,416.7,68,2086.4
CL03692,2024-08-01,370.8,60,1857.0
CL03692,2024-09-01,329.8,53,1651.3
CL03692,2024-10-01,445.2,72,2229.3
CL03692,2024-11-01,334.5,54,1675.2
CL03692,2024-12-01,316.4,51,1584.4
CL03692,2025-01-01,366.7,59,1836.3
CL03692,2025-02-01,349.7,57,1750.9
CL03692,2025-03-01,336.6,54,1685.3
CL03692,2025-04-01,301.9,49,1511.7
CL03692,2025-05-01,380.7,62,1906.3
CL03692,2025-06-01,360.1,58,1803.2
CL03692,2025-07-01,346.5,56,1734.9
CL03692,2025-08-01,328.9,53,1647.0
CL03692,2025-09-01,398.8,65,1996.8
CL03692,2025-10-01,366.0,59,1832.6
CL03692,2025-11-01,372.0,60,1862.7
CL03692,2025-12-01,362.5,59,1815.2
CL03693,2025-08-01,175.8,8,4904.5
CL03693,2025-09-01,160.3,7,4472.4
CL03693,2025-10-01,133.9,6,3735.2
CL03693,2025-11-01,183.1,8,5108.1
CL03693,2025-12-01,167.4,8,4668.3
CL03694,2024-01-01,449.6,22,1128.2
CL03694,2024-02-01,609.6,31,1529.4
CL03694,2024-03-01,590.2,30,1480.9
CL03694,2024-04-01,644.2,32,1616.4
CL03694,2024-05-01,556.7,28,1396.7
CL03694,2024-06-01,569.6,29,1429.2
CL03694,2024-07-01,680.9,34,1708.5
CL03694,2024-08-01,591.0,30,1482.9
CL03694,2024-09-01,546.3,27,1370.8
CL03694,2024-10-01,557.8,28,1399.6
CL03694,2024-11-01,577.7,29,1449.4
CL03694,2024-12-01,669.4,34,1679.6
CL03694,2025-01-01,519.7,26,1303.9
CL03694,2025-02-01,749.9,38,1881.7
CL03694,2025-03-01,612.4,31,1536.5
CL03694,2025-04-01,528.8,27,1326.7
CL03694,2025-05-01,417.0,21,1046.3
CL03694,2025-06-01,599.1,30,1503.2
CL03694,2025-07-01,603.1,30,1513.3
CL03694,2025-08-01,550.3,28,1380.7
CL03694,2025-09-01,677.4,34,1699.6
CL03694,2025-10-01,562.1,28,1410.3
CL03694,2025-11-01,717.4,36,1800.0
CL03694,2025-12-01,556.2,28,1395.5
CL03695,2024-01-01,233.4,79,2934.9
CL03695,2024-02-01,237.1,81,2981.7
CL03695,2024-03-01,263.5,90,3313.2
CL03695,2024-04-01,233.7,80,2938.7
CL03695,2024-05-01,262.7,89,3303.5
CL03695,2024-06-01,251.7,86,3165.9
CL03695,2024-07-01,241.7,82,3039.7
CL03695,2024-08-01,189.9,65,2388.7
CL03695,2024-09-01,249.6,85,3138.4
CL03695,2024-10-01,226.9,77,2854.0
CL03695,2024-11-01,246.8,84,3103.9
CL03695,2024-12-01,267.7,91,3366.3
CL03695,2025-01-01,243.7,83,3064.7
CL03695,2025-02-01,197.7,67,2485.8
CL03695,2025-03-01,256.1,87,3220.2
CL03695,2025-04-01,265.6,90,3339.7
CL03695,2025-05-01,277.5,95,3489.3
CL03695,2025-06-01,244.7,83,3077.7
CL03695,2025-07-01,254.3,87,3197.6
CL03695,2025-08-01,246.3,84,3097.0
CL03695,2025-09-01,281.1,96,3534.7
CL03695,2025-10-01,228.5,78,2873.1
CL03695,2025-11-01,239.4,81,3010.5
CL03695,2025-12-01,206.9,70,2602.0
CL03696,2024-01-01,1316.9,72,21124.0
CL03696,2024-02-01,1257.7,68,20174.1
CL03696,2024-03-01,1158.0,63,18575.4
CL03696,2024-04-01,1392.1,76,22329.9
CL03696,2024-05-01,1400.9,76,22471.9
CL03696,2024-06-01,1306.7,71,20961.5
CL03696,2024-07-01,1451.4,79,23282.2
CL03696,2024-08-01,1096.1,60,17582.4
CL03696,2024-09-01,963.3,52,15452.7
CL03696,2024-10-01,1341.3,73,21516.2
CL03696,2024-11-01,1112.0,60,17837.3
CL03696,2024-12-01,1524.9,83,24461.1
CL03696,2025-01-01,1087.0,59,17436.1
CL03696,2025-02-01,1425.7,78,22870.1
CL03696,2025-03-01,1122.2,61,18001.0
CL03696,2025-04-01,1361.4,74,21837.5
CL03696,2025-05-01,1231.9,67,19760.1
CL03696,2025-06-01,1494.3,81,23970.1
CL03696,2025-07-01,1034.3,56,16591.9
CL03696,2025-08-01,1164.9,63,18686.5
CL03696,2025-09-01,1141.3,62,18308.0
CL03696,2025-10-01,1220.5,66,19578.5
CL03696,2025-11-01,1231.6,67,19755.2
CL03696,2025-12-01,1208.2,66,19380.1
CL03697,2025-03-01,32.6,47,518.8
CL03697,2025-04-01,46.0,67,732.5
CL03697,2025-05-01,42.5,62,675.7
CL03697,2025-06-01,16.2,23,257.0
CL03697,2025-07-01,18.6,27,296.4
CL03697,2025-08-01,18.4,27,293.5
CL03698,2024-01-01,58.0,65,426.2
CL03698,2024-02-01,46.0,52,338.2
CL03698,2024-03-01,57.4,65,421.8
CL03698,2024-04-01,48.1,54,353.1
CL03698,2024-05-01,56.3,63,413.7
CL03698,2024-06-01,43.8,49,322.2
CL03698,2024-07-01,53.5,60,392.8
CL03698,2024-08-01,54.6,62,401.4
CL03698,2024-09-01,59.5,67,437.2
CL03698,2024-10-01,59.2,67,435.0
CL03698,2024-11-01,56.4,64,414.5
CL03698,2024-12-01,44.7,50,328.3
CL03698,2025-01-01,51.4,58,377.3
CL03698,2025-02-01,72.2,82,530.3
CL03698,2025-03-01,57.7,65,423.8
CL03698,2025-04-01,55.6,63,408.6
CL03698,2025-05-01,64.5,73,474.0
CL03698,2025-06-01,57.6,65,423.4
CL03698,2025-07-01,57.8,65,424.8
CL03698,2025-08-01,49.5,56,363.8
CL03698,2025-09-01,53.3,60,391.6
CL03698,2025-10-01,67.6,76,496.6
CL03698,2025-11-01,53.2,60,390.8
CL03698,2025-12-01,58.8,66,432.4
CL03699,2024-01-01,379.3,60,3966.0
CL03699,2024-02-01,424.8,68,4442.5
CL03699,2024-03-01,368.0,58,3848.0
CL03699,2024-04-01,402.1,64,4204.2
CL03699,2024-05-01,378.5,60,3958.3
CL03699,2024-06-01,379.3,60,3965.9
CL03699,2024-07-01,422.0,67,4412.2
CL03699,2024-08-01,354.9,56,3710.6
CL03699,2024-09-01,317.7,50,3321.8
CL03699,2024-10-01,329.1,52,3440.9
CL03699,2024-11-01,422.6,67,4419.1
CL03699,2024-12-01,412.9,66,4317.6
CL03699,2025-01-01,424.0,67,4433.3
CL03699,2025-02-01,380.6,60,3979.3
CL03699,2025-03-01,281.0,45,2938.5
CL03699,2025-04-01,361.6,57,3781.2
CL03699,2025-05-01,386.1,61,4036.8
CL03699,2025-06-01,362.4,58,3789.1
CL03699,2025-07-01,363.2,58,3797.4
CL03699,2025-08-01,297.6,47,3111.5
CL03699,2025-09-01,382.6,61,4000.3
CL03699,2025-10-01,318.7,51,3332.1
CL03699,2025-11-01,406.8,65,4253.9
CL03699,2025-12-01,341.2,54,3567.6
CL03700,2024-01-01,97.1,34,1134.1
CL03700,2024-02-01,74.5,26,870.0
CL03700,2024-03-01,86.0,30,1004.1
CL03700,2024-04-01,94.0,33,1098.3
CL03700,2024-05-01,105.6,37,1233.2
CL03700,2024-06-01,77.7,27,907.7
CL03700,2024-07-01,80.4,28,939.1
CL03700,2024-08-01,94.1,33,1099.6
CL03700,2024-09-01,99.2,34,1158.2
CL03700,2024-10-01,27.7,9,323.7
CL03700,2024-11-01,36.6,12,427.6
CL03700,2024-12-01,33.7,11,394.0
CL03701,2024-01-01,77.6,21,6779.7
CL03701,2024-02-01,91.0,25,7955.9
CL03701,2024-03-01,77.6,21,6785.1
CL03701,2024-04-01,80.1,22,6998.1
CL03701,2024-05-01,84.2,23,7358.0
CL03701,2024-06-01,78.1,21,6826.4
CL03701,2024-07-01,81.0,22,7084.7
CL03701,2024-08-01,65.9,18,5763.0
CL03701,2024-09-01,94.5,26,8264.8
CL03701,2024-10-01,68.5,19,5990.0
CL03701,2024-11-01,73.1,20,6390.7
CL03701,2024-12-01,77.7,21,6788.6
CL03701,2025-01-01,86.5,24,7561.9
CL03701,2025-02-01,85.9,24,7509.7
CL03701,2025-03-01,102.3,28,8939.7
CL03701,2025-04-01,78.6,22,6870.4
CL03701,2025-05-01,81.0,22,7079.1
CL03701,2025-06-01,72.0,20,6297.4
CL03701,2025-07-01,77.5,21,6775.9
CL03701,2025-08-01,59.5,16,5201.5
CL03701,2025-09-01,86.3,24,7543.3
CL03701,2025-10-01,80.6,22,7044.2
CL03701,2025-11-01,90.2,25,7884.8
CL03701,2025-12-01,87.3,24,7634.0
CL03702,2025-07-01,259.6,18,16849.8
CL03702,2025-08-01,260.2,18,16884.4
CL03702,2025-09-01,317.9,22,20629.4
CL03702,2025-10-01,207.9,14,13490.9
CL03702,2025-11-01,255.9,17,16606.4
CL03702,2025-12-01,269.7,18,17502.5
CL03703,2024-01-01,661.8,78,27846.6
CL03703,2024-02-01,714.9,84,30082.5
CL03703,2024-03-01,615.3,72,25888.0
CL03703,2024-04-01,731.1,86,30763.2
CL03703,2024-05-01,736.5,87,30990.1
CL03703,2024-06-01,618.2,73,26011.5
CL03703,2024-07-01,726.4,85,30565.9
CL03703,2024-08-01,761.6,90,32046.9
CL03703,2024-09-01,802.9,94,33784.8
CL03703,2024-10-01,913.9,108,38455.3
CL03703,2024-11-01,734.9,86,30922.7
CL03703,2024-12-01,762.4,90,32079.8
CL03703,2025-01-01,850.2,100,35775.2
CL03703,2025-02-01,560.7,66,23591.5
