ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,sla_heures,first_response_heures,resolution_heures,sla_breach,nb_contacts,reopened,csat,in_backlog,mois,jour_semaine,ratio_sla
TKT007888,2023-04-18 10:53:00,CAT001,AGT009,Belgique,App mobile,4,Escaladé,240,101.3,437.0,1,3,0,,0,4,1,1.821
TKT007889,2023-04-18 16:47:00,CAT008,AGT005,France,Téléphone,2,Backlog,120,9.0,115.8,0,3,0,,1,4,1,0.965
TKT007890,2023-04-18 19:09:00,CAT002,AGT009,France,Téléphone,2,Backlog,120,14.3,59.8,0,2,0,,1,4,1,0.498
TKT007891,2023-04-18 10:06:00,CAT006,AGT006,Maroc,Chat,3,Résolu,360,69.3,553.2,1,2,0,5.0,0,4,1,1.537
TKT007892,2023-04-18 16:00:00,CAT008,AGT005,Ghana,Email,2,Résolu,120,11.0,76.7,0,4,1,4.8,0,4,1,0.639
TKT007893,2023-04-18 07:48:00,CAT005,AGT003,CI,Téléphone,1,Résolu,60,6.7,29.1,0,3,0,4.7,0,4,1,0.485
TKT007894,2023-04-18 16:17:00,CAT002,AGT012,CI,Chat,2,Résolu,120,6.1,36.3,0,1,0,4.4,0,4,1,0.302
TKT007895,2023-04-18 20:43:00,CAT007,AGT004,France,Téléphone,5,En cours,480,172.2,716.3,1,2,0,,0,4,1,1.492
TKT007896,2023-04-18 08:00:00,CAT008,AGT001,Mali,Téléphone,2,Escaladé,120,14.0,120.9,1,1,0,,0,4,1,1.008
TKT007897,2023-04-18 13:22:00,CAT002,AGT010,Maroc,Chat,2,Escaladé,120,26.2,178.7,1,1,0,,0,4,1,1.489
TKT007898,2023-04-19 14:54:00,CAT004,AGT004,Senegal,App mobile,3,Résolu,240,29.9,163.5,0,1,0,3.6,0,4,2,0.681
TKT007899,2023-04-19 22:40:00,CAT002,AGT002,Cameroun,Email,2,En cours,120,19.1,167.0,1,2,0,,0,4,2,1.392
TKT007900,2023-04-19 00:40:00,CAT001,AGT001,CI,Chat,4,Résolu,240,52.9,407.0,1,4,1,4.0,0,4,2,1.696
TKT007901,2023-04-19 17:09:00,CAT003,AGT004,Mali,App mobile,3,Résolu,180,24.1,266.1,1,4,1,2.7,0,4,2,1.478
TKT007902,2023-04-19 12:38:00,CAT010,AGT008,Maroc,Chat,1,Résolu,60,5.8,70.0,1,4,0,3.8,0,4,2,1.167
TKT007903,2023-04-19 16:49:00,CAT001,AGT012,Senegal,Web form,4,Fermé,240,41.0,288.7,1,4,0,4.0,0,4,2,1.203
TKT007904,2023-04-19 11:50:00,CAT002,AGT010,CI,Email,2,Résolu,120,17.9,105.2,0,1,0,5.0,0,4,2,0.877
TKT007905,2023-04-19 14:35:00,CAT008,AGT009,CI,Web form,2,En cours,120,9.2,179.7,1,1,0,,0,4,2,1.497
TKT007906,2023-04-19 10:25:00,CAT002,AGT001,CI,Chat,2,Résolu,120,10.8,48.5,0,2,0,3.8,0,4,2,0.404
TKT007907,2023-04-19 07:11:00,CAT003,AGT007,CI,Email,3,Résolu,180,26.0,108.9,0,5,0,4.1,0,4,2,0.605
TKT007908,2023-04-19 14:59:00,CAT009,AGT006,Senegal,Chat,1,Résolu,480,33.8,354.7,0,5,0,4.5,0,4,2,0.739
TKT007909,2023-04-19 15:37:00,CAT004,AGT005,France,Web form,3,Résolu,240,23.2,171.4,0,3,1,4.8,0,4,2,0.714
TKT007910,2023-04-19 08:08:00,CAT001,AGT011,Senegal,Chat,4,Résolu,240,18.8,192.9,0,1,0,4.5,0,4,2,0.804
TKT007911,2023-04-19 14:51:00,CAT002,AGT004,Maroc,Téléphone,2,Backlog,120,9.2,118.3,0,5,0,,1,4,2,0.986
TKT007912,2023-04-19 08:31:00,CAT004,AGT008,Ghana,App mobile,3,Backlog,240,40.0,250.5,1,3,0,,1,4,2,1.044
TKT007913,2023-04-19 07:12:00,CAT007,AGT009,Maroc,Email,5,Résolu,480,31.8,190.5,0,2,0,3.4,0,4,2,0.397
TKT007914,2023-04-19 06:40:00,CAT005,AGT012,Ghana,Email,1,Résolu,60,1.8,19.8,0,1,0,4.9,0,4,2,0.33
TKT007915,2023-04-19 18:34:00,CAT004,AGT005,France,Téléphone,3,Résolu,240,51.2,258.2,1,1,0,4.3,0,4,2,1.076
TKT007916,2023-04-19 15:56:00,CAT008,AGT005,Mali,Email,2,Résolu,120,22.0,100.2,0,1,0,4.2,0,4,2,0.835
TKT007917,2023-04-19 10:36:00,CAT006,AGT008,CI,Téléphone,3,Résolu,360,20.1,113.4,0,3,1,4.6,0,4,2,0.315
TKT007918,2023-04-19 09:41:00,CAT009,AGT004,Senegal,Email,1,Backlog,480,48.9,312.3,0,4,0,,1,4,2,0.651
TKT007919,2023-04-19 16:14:00,CAT006,AGT002,Senegal,Téléphone,3,Escaladé,360,45.3,493.2,1,4,1,,0,4,2,1.37
TKT007920,2023-04-19 13:38:00,CAT001,AGT007,CI,Email,4,Résolu,240,33.5,165.3,0,1,0,4.6,0,4,2,0.689
TKT007921,2023-04-20 11:23:00,CAT003,AGT011,Belgique,App mobile,3,En cours,180,18.4,158.3,0,3,1,,0,4,3,0.879
TKT007922,2023-04-20 09:14:00,CAT007,AGT004,Senegal,Email,5,Escaladé,480,177.4,932.1,1,3,0,,0,4,3,1.942
TKT007923,2023-04-20 14:53:00,CAT003,AGT007,Ghana,Téléphone,3,Résolu,180,15.7,132.8,0,1,0,4.0,0,4,3,0.738
TKT007924,2023-04-20 08:55:00,CAT001,AGT007,CI,Email,4,Résolu,240,39.7,163.6,0,2,0,4.0,0,4,3,0.682
TKT007925,2023-04-20 01:36:00,CAT001,AGT006,Senegal,Web form,4,Escaladé,240,77.6,433.8,1,1,0,,0,4,3,1.808
TKT007926,2023-04-20 13:16:00,CAT002,AGT003,Cameroun,Chat,2,Résolu,120,9.4,61.3,0,1,0,4.6,0,4,3,0.511
TKT007927,2023-04-20 09:52:00,CAT007,AGT002,CI,Téléphone,5,En cours,480,67.5,1028.5,1,1,0,,0,4,3,2.143
TKT007928,2023-04-20 04:27:00,CAT002,AGT010,Ghana,Email,2,Résolu,120,12.3,152.5,1,1,0,4.5,0,4,3,1.271
TKT007929,2023-04-20 09:58:00,CAT007,AGT001,France,Email,5,Escaladé,480,59.8,526.9,1,2,0,,0,4,3,1.098
TKT007930,2023-04-20 16:43:00,CAT003,AGT002,Mali,Téléphone,3,Résolu,180,33.5,171.2,0,2,0,2.9,0,4,3,0.951
TKT007931,2023-04-20 17:04:00,CAT007,AGT009,Maroc,Web form,5,Résolu,480,91.0,457.8,0,1,0,4.3,0,4,3,0.954
TKT007932,2023-04-20 12:12:00,CAT007,AGT011,France,Téléphone,5,Escaladé,480,131.6,912.0,1,1,0,,0,4,3,1.9
TKT007933,2023-04-20 14:59:00,CAT005,AGT006,Ghana,Email,1,En cours,60,2.8,34.7,0,1,0,,0,4,3,0.578
TKT007934,2023-04-20 12:20:00,CAT008,AGT001,Mali,Chat,2,Backlog,120,12.5,89.4,0,1,0,,1,4,3,0.745
TKT007935,2023-04-20 19:39:00,CAT003,AGT003,Maroc,App mobile,3,Escaladé,180,50.9,223.2,1,1,0,,0,4,3,1.24
TKT007936,2023-04-20 13:19:00,CAT010,AGT002,Senegal,Téléphone,1,Backlog,60,5.7,53.1,0,1,0,,1,4,3,0.885
TKT007937,2023-04-21 18:14:00,CAT008,AGT007,CI,Email,2,Escaladé,120,6.4,122.0,1,1,0,,0,4,4,1.017
TKT007938,2023-04-21 16:47:00,CAT002,AGT010,CI,Email,2,En cours,120,8.6,165.9,1,3,0,,0,4,4,1.382
TKT007939,2023-04-21 14:19:00,CAT008,AGT005,CI,Email,2,Fermé,120,14.2,60.3,0,1,0,4.7,0,4,4,0.502
TKT007940,2023-04-21 13:18:00,CAT009,AGT001,France,App mobile,1,En cours,480,37.2,424.5,0,3,0,,0,4,4,0.884
TKT007941,2023-04-21 15:36:00,CAT001,AGT001,Cameroun,Web form,4,Escaladé,240,85.3,368.9,1,1,0,,0,4,4,1.537
TKT007942,2023-04-21 17:19:00,CAT006,AGT010,France,Email,3,Escaladé,360,64.2,482.1,1,1,0,,0,4,4,1.339
TKT007943,2023-04-21 17:39:00,CAT008,AGT003,Senegal,Chat,2,Résolu,120,19.1,128.3,1,4,0,4.2,0,4,4,1.069
TKT007944,2023-04-21 09:38:00,CAT007,AGT010,France,Email,5,Escaladé,480,122.4,797.8,1,2,0,,0,4,4,1.662
TKT007945,2023-04-21 08:33:00,CAT004,AGT007,France,Chat,3,Résolu,240,18.1,321.2,1,1,0,3.7,0,4,4,1.338
TKT007946,2023-04-21 02:53:00,CAT005,AGT007,Cameroun,Chat,1,Backlog,60,3.3,64.1,1,2,0,,1,4,4,1.068
TKT007947,2023-04-21 09:11:00,CAT002,AGT006,Cameroun,Chat,2,Résolu,120,12.0,79.3,0,3,0,5.0,0,4,4,0.661
TKT007948,2023-04-21 14:17:00,CAT010,AGT003,Ghana,Web form,1,Résolu,60,1.2,12.6,0,1,0,4.5,0,4,4,0.21
TKT007949,2023-04-21 14:45:00,CAT001,AGT003,Mali,App mobile,4,Escaladé,240,87.3,357.3,1,4,0,,0,4,4,1.489
TKT007950,2023-04-21 10:51:00,CAT010,AGT004,Mali,Téléphone,1,En cours,60,10.0,40.9,0,1,0,,0,4,4,0.682
TKT007951,2023-04-21 17:09:00,CAT006,AGT004,Senegal,Chat,3,Escaladé,360,117.9,515.5,1,1,0,,0,4,4,1.432
TKT007952,2023-04-21 10:09:00,CAT004,AGT006,Ghana,Téléphone,3,Résolu,240,30.6,150.8,0,5,0,4.8,0,4,4,0.628
TKT007953,2023-04-21 19:55:00,CAT007,AGT010,Ghana,Chat,5,Résolu,480,93.8,423.4,0,1,0,4.9,0,4,4,0.882
TKT007954,2023-04-21 12:47:00,CAT006,AGT004,Mali,Téléphone,3,Résolu,360,71.1,339.3,0,4,0,3.6,0,4,4,0.942
TKT007955,2023-04-22 16:50:00,CAT006,AGT007,Senegal,Chat,3,Backlog,360,138.4,652.0,1,1,0,,1,4,5,1.811
TKT007956,2023-04-22 11:21:00,CAT002,AGT002,CI,Email,2,Fermé,120,60.5,248.2,1,1,0,3.2,0,4,5,2.068
TKT007957,2023-04-22 19:15:00,CAT003,AGT010,France,App mobile,3,Résolu,180,11.4,132.5,0,2,0,4.6,0,4,5,0.736
TKT007958,2023-04-22 10:56:00,CAT002,AGT010,Mali,Email,2,Escaladé,120,18.4,129.9,1,2,0,,0,4,5,1.082
TKT007959,2023-04-22 16:10:00,CAT002,AGT008,Maroc,Chat,2,Escaladé,120,23.3,102.4,0,3,1,,0,4,5,0.853
TKT007960,2023-04-22 13:42:00,CAT001,AGT003,France,Email,4,Backlog,240,19.4,272.5,1,3,0,,1,4,5,1.135
TKT007961,2023-04-22 06:01:00,CAT007,AGT008,Ghana,Web form,5,Escaladé,480,73.7,527.9,1,1,0,,0,4,5,1.1
TKT007962,2023-04-22 14:57:00,CAT005,AGT012,CI,Chat,1,En cours,60,3.1,44.1,0,2,0,,0,4,5,0.735
TKT007963,2023-04-22 13:57:00,CAT005,AGT006,Maroc,Chat,1,Résolu,60,5.0,56.0,0,2,0,3.8,0,4,5,0.933
TKT007964,2023-04-23 11:39:00,CAT003,AGT002,CI,App mobile,3,Escaladé,180,47.1,238.3,1,2,0,,0,4,6,1.324
TKT007965,2023-04-23 07:43:00,CAT003,AGT004,France,Web form,3,En cours,180,25.8,371.7,1,2,0,,0,4,6,2.065
TKT007966,2023-04-23 12:16:00,CAT002,AGT006,Senegal,Email,2,Résolu,120,12.4,89.2,0,2,0,4.2,0,4,6,0.743
TKT007967,2023-04-23 15:13:00,CAT001,AGT011,Maroc,Téléphone,4,Résolu,240,19.8,124.9,0,5,0,3.3,0,4,6,0.52
TKT007968,2023-04-23 23:24:00,CAT006,AGT010,Ghana,Email,3,Résolu,360,55.7,287.0,0,2,0,5.0,0,4,6,0.797
TKT007969,2023-04-23 10:46:00,CAT004,AGT009,Senegal,Chat,3,Résolu,240,55.0,274.7,1,1,0,4.4,0,4,6,1.145
TKT007970,2023-04-23 12:36:00,CAT003,AGT007,Cameroun,Email,3,Résolu,180,3.0,45.0,0,3,0,4.3,0,4,6,0.25
TKT007971,2023-04-23 19:34:00,CAT001,AGT008,France,Email,4,Escaladé,240,50.2,348.0,1,2,0,,0,4,6,1.45
TKT007972,2023-04-23 13:34:00,CAT005,AGT009,France,Chat,1,Résolu,60,1.2,14.8,0,1,0,4.5,0,4,6,0.247
TKT007973,2023-04-23 16:04:00,CAT005,AGT002,Maroc,Chat,1,Résolu,60,10.0,68.3,1,2,0,3.9,0,4,6,1.138
TKT007974,2023-04-23 18:34:00,CAT002,AGT006,Cameroun,Email,2,Résolu,120,1.2,24.9,0,3,0,5.0,0,4,6,0.208
TKT007975,2023-04-24 21:45:00,CAT006,AGT012,Mali,Téléphone,3,Résolu,360,42.6,334.3,0,2,0,4.7,0,4,0,0.929
TKT007976,2023-04-24 17:21:00,CAT008,AGT005,Senegal,Téléphone,2,Résolu,120,6.4,98.7,0,3,0,5.0,0,4,0,0.822
TKT007977,2023-04-24 13:52:00,CAT008,AGT010,France,Email,2,En cours,120,30.8,140.1,1,2,0,,0,4,0,1.168
TKT007978,2023-04-24 21:47:00,CAT005,AGT009,France,App mobile,1,Résolu,60,8.5,35.6,0,3,0,3.4,0,4,0,0.593
TKT007979,2023-04-24 07:15:00,CAT004,AGT005,CI,Web form,3,Résolu,240,86.2,358.6,1,2,0,4.0,0,4,0,1.494
TKT007980,2023-04-24 13:32:00,CAT005,AGT010,France,Chat,1,Résolu,60,5.0,58.2,0,1,0,4.2,0,4,0,0.97
TKT007981,2023-04-24 15:13:00,CAT007,AGT003,Senegal,Téléphone,5,Escaladé,480,37.2,494.0,1,3,0,,0,4,0,1.029
TKT007982,2023-04-24 15:44:00,CAT007,AGT004,Belgique,Email,5,Escaladé,480,102.9,1167.7,1,3,0,,0,4,0,2.433
TKT007983,2023-04-24 13:09:00,CAT009,AGT004,Maroc,Téléphone,1,Résolu,480,47.0,376.9,0,1,0,3.0,0,4,0,0.785
TKT007984,2023-04-24 17:28:00,CAT010,AGT001,Belgique,Web form,1,En cours,60,5.1,69.6,1,2,0,,0,4,0,1.16
TKT007985,2023-04-24 18:50:00,CAT003,AGT004,Senegal,App mobile,3,Escaladé,180,36.2,237.2,1,2,0,,0,4,0,1.318
TKT007986,2023-04-24 09:14:00,CAT005,AGT012,Ghana,Email,1,En cours,60,0.9,10.1,0,4,0,,0,4,0,0.168
TKT007987,2023-04-24 18:14:00,CAT005,AGT012,France,App mobile,1,Résolu,60,3.7,57.3,0,1,0,3.8,0,4,0,0.955
TKT007988,2023-04-25 18:03:00,CAT004,AGT002,Mali,App mobile,3,Résolu,240,41.2,437.9,1,1,0,3.0,0,4,1,1.825
TKT007989,2023-04-25 09:16:00,CAT005,AGT008,Mali,Chat,1,Résolu,60,8.9,36.3,0,5,0,4.4,0,4,1,0.605
TKT007990,2023-04-25 10:32:00,CAT003,AGT007,Maroc,Téléphone,3,Résolu,180,13.7,105.0,0,1,0,4.2,0,4,1,0.583
TKT007991,2023-04-25 22:26:00,CAT005,AGT004,CI,Email,1,Résolu,60,4.0,43.6,0,2,0,3.6,0,4,1,0.727
TKT007992,2023-04-25 09:35:00,CAT003,AGT010,Senegal,Web form,3,En cours,180,28.8,145.3,0,3,1,,0,4,1,0.807
TKT007993,2023-04-25 08:15:00,CAT006,AGT011,Senegal,App mobile,3,Résolu,360,69.7,524.1,1,1,0,3.7,0,4,1,1.456
TKT007994,2023-04-25 13:48:00,CAT005,AGT008,Cameroun,Email,1,Backlog,60,9.7,42.6,0,2,0,,1,4,1,0.71
TKT007995,2023-04-25 15:22:00,CAT003,AGT011,CI,Email,3,Escaladé,180,19.4,243.6,1,4,0,,0,4,1,1.353
TKT007996,2023-04-25 20:21:00,CAT007,AGT007,CI,App mobile,5,Backlog,480,53.8,279.2,0,2,0,,1,4,1,0.582
TKT007997,2023-04-25 08:18:00,CAT003,AGT009,CI,Email,3,En cours,180,5.5,36.5,0,1,0,,0,4,1,0.203
TKT007998,2023-04-25 14:29:00,CAT007,AGT005,Maroc,Téléphone,5,Résolu,480,27.8,388.8,0,3,0,4.3,0,4,1,0.81
TKT007999,2023-04-25 00:24:00,CAT003,AGT007,Ghana,Téléphone,3,En cours,180,23.4,155.7,0,1,0,,0,4,1,0.865
TKT008000,2023-04-25 16:22:00,CAT010,AGT010,Mali,Chat,1,Escaladé,60,5.8,69.7,1,2,0,,0,4,1,1.162
TKT008001,2023-04-25 16:29:00,CAT003,AGT010,Ghana,Web form,3,En cours,180,9.6,50.9,0,2,0,,0,4,1,0.283
TKT008002,2023-04-25 08:25:00,CAT010,AGT007,Senegal,Email,1,Résolu,60,3.6,22.1,0,3,1,3.3,0,4,1,0.368
TKT008003,2023-04-26 16:47:00,CAT006,AGT010,CI,Email,3,Escaladé,360,104.4,578.3,1,1,0,,0,4,2,1.606
TKT008004,2023-04-26 10:00:00,CAT003,AGT010,CI,Email,3,Résolu,180,23.0,264.2,1,2,0,4.1,0,4,2,1.468
TKT008005,2023-04-26 11:11:00,CAT002,AGT003,Maroc,Email,2,Résolu,120,33.1,160.7,1,4,1,3.4,0,4,2,1.339
TKT008006,2023-04-26 13:08:00,CAT002,AGT003,France,Email,2,Escaladé,120,21.7,133.8,1,1,0,,0,4,2,1.115
TKT008007,2023-04-26 20:53:00,CAT005,AGT012,CI,Email,1,Résolu,60,11.8,50.5,0,2,0,4.4,0,4,2,0.842
TKT008008,2023-04-26 15:59:00,CAT003,AGT001,CI,Email,3,Résolu,180,13.0,164.9,0,1,0,4.8,0,4,2,0.916
TKT008009,2023-04-26 11:44:00,CAT007,AGT011,Senegal,Chat,5,En cours,480,211.3,954.9,1,3,0,,0,4,2,1.989
TKT008010,2023-04-26 05:08:00,CAT001,AGT002,France,Chat,4,Backlog,240,20.6,338.9,1,3,0,,1,4,2,1.412
TKT008011,2023-04-26 03:41:00,CAT009,AGT006,CI,Web form,1,Résolu,480,11.4,227.8,0,1,0,4.2,0,4,2,0.475
TKT008012,2023-04-26 20:17:00,CAT009,AGT007,Maroc,Chat,1,Résolu,480,20.0,101.4,0,1,0,3.8,0,4,2,0.211
TKT008013,2023-04-26 18:52:00,CAT004,AGT008,CI,Email,3,Résolu,240,31.1,134.4,0,1,0,4.0,0,4,2,0.56
TKT008014,2023-04-26 13:01:00,CAT007,AGT004,Maroc,Chat,5,Résolu,480,164.2,981.3,1,1,0,3.2,0,4,2,2.044
TKT008015,2023-04-26 19:41:00,CAT004,AGT007,Maroc,Téléphone,3,Résolu,240,15.8,199.7,0,2,0,4.3,0,4,2,0.832
TKT008016,2023-04-26 19:38:00,CAT001,AGT003,CI,Chat,4,En cours,240,6.9,101.1,0,2,0,,0,4,2,0.421
TKT008017,2023-04-26 13:46:00,CAT004,AGT003,CI,Web form,3,En cours,240,34.8,243.3,1,2,0,,0,4,2,1.014
TKT008018,2023-04-26 01:15:00,CAT007,AGT002,Maroc,App mobile,5,Résolu,480,87.4,891.9,1,1,0,3.1,0,4,2,1.858
TKT008019,2023-04-27 17:30:00,CAT007,AGT002,CI,Chat,5,Escaladé,480,60.1,723.3,1,1,0,,0,4,3,1.507
TKT008020,2023-04-27 09:58:00,CAT007,AGT004,Senegal,Chat,5,Résolu,480,95.4,550.4,1,1,0,3.3,0,4,3,1.147
TKT008021,2023-04-27 19:57:00,CAT001,AGT002,France,Email,4,Résolu,240,60.6,314.6,1,2,0,3.6,0,4,3,1.311
TKT008022,2023-04-27 16:02:00,CAT001,AGT011,Maroc,Téléphone,4,Résolu,240,50.3,338.9,1,2,0,3.3,0,4,3,1.412
TKT008023,2023-04-27 18:02:00,CAT003,AGT008,CI,Email,3,Résolu,180,18.5,166.4,0,3,1,4.4,0,4,3,0.924
TKT008024,2023-04-27 18:25:00,CAT001,AGT002,Ghana,Web form,4,En cours,240,35.1,250.2,1,1,0,,0,4,3,1.042
TKT008025,2023-04-27 20:33:00,CAT003,AGT009,Maroc,Chat,3,Escaladé,180,27.5,263.9,1,1,0,,0,4,3,1.466
TKT008026,2023-04-27 15:49:00,CAT003,AGT001,Senegal,Chat,3,Résolu,180,24.8,256.0,1,1,0,3.8,0,4,3,1.422
TKT008027,2023-04-27 14:59:00,CAT004,AGT004,France,Email,3,Escaladé,240,78.6,412.6,1,1,0,,0,4,3,1.719
TKT008028,2023-04-27 15:21:00,CAT005,AGT008,Maroc,Chat,1,Résolu,60,7.5,46.4,0,2,0,4.1,0,4,3,0.773
TKT008029,2023-04-27 16:38:00,CAT001,AGT007,France,Chat,4,Escaladé,240,97.5,429.2,1,1,0,,0,4,3,1.788
TKT008030,2023-04-27 08:12:00,CAT003,AGT007,CI,Chat,3,Résolu,180,44.4,242.9,1,1,0,4.6,0,4,3,1.349
TKT008031,2023-04-27 16:38:00,CAT004,AGT006,France,Email,3,Escaladé,240,23.1,381.9,1,1,0,,0,4,3,1.591
TKT008032,2023-04-28 10:20:00,CAT007,AGT004,Maroc,Email,5,Escaladé,480,35.5,528.3,1,2,0,,0,4,4,1.101
TKT008033,2023-04-28 07:17:00,CAT008,AGT004,CI,Téléphone,2,Escaladé,120,36.2,155.3,1,2,0,,0,4,4,1.294
TKT008034,2023-04-28 19:59:00,CAT010,AGT008,Senegal,App mobile,1,Backlog,60,9.2,36.9,0,1,0,,1,4,4,0.615
TKT008035,2023-04-28 22:19:00,CAT002,AGT011,Cameroun,Email,2,Escaladé,120,13.3,127.4,1,2,0,,0,4,4,1.062
TKT008036,2023-04-28 14:36:00,CAT004,AGT010,Maroc,Téléphone,3,En cours,240,38.8,171.6,0,1,0,,0,4,4,0.715
TKT008037,2023-04-28 18:53:00,CAT007,AGT002,France,App mobile,5,En cours,480,55.5,506.1,1,4,1,,0,4,4,1.054
TKT008038,2023-04-28 09:42:00,CAT003,AGT009,France,Téléphone,3,En cours,180,13.4,245.4,1,2,0,,0,4,4,1.363
TKT008039,2023-04-28 15:50:00,CAT007,AGT009,France,Chat,5,Résolu,480,134.0,775.7,1,2,0,4.3,0,4,4,1.616
TKT008040,2023-04-28 14:39:00,CAT007,AGT001,Maroc,App mobile,5,Escaladé,480,34.7,408.3,0,1,0,,0,4,4,0.851
TKT008041,2023-04-28 15:34:00,CAT005,AGT004,Ghana,Téléphone,1,En cours,60,13.8,58.3,0,1,0,,0,4,4,0.972
TKT008042,2023-04-28 09:30:00,CAT008,AGT006,Ghana,Chat,2,Résolu,120,5.4,95.0,0,1,0,4.6,0,4,4,0.792
TKT008043,2023-04-28 13:49:00,CAT007,AGT004,Mali,Email,5,Fermé,480,112.3,888.3,1,1,0,3.7,0,4,4,1.851
TKT008044,2023-04-28 14:21:00,CAT007,AGT007,Senegal,Chat,5,Backlog,480,102.7,992.4,1,2,0,,1,4,4,2.068
TKT008045,2023-04-28 06:40:00,CAT004,AGT008,Senegal,Chat,3,Escaladé,240,46.5,394.5,1,1,0,,0,4,4,1.644
TKT008046,2023-04-28 06:36:00,CAT003,AGT007,CI,Email,3,Résolu,180,11.2,60.5,0,5,1,3.9,0,4,4,0.336
TKT008047,2023-04-28 16:04:00,CAT004,AGT007,Senegal,Téléphone,3,Résolu,240,48.8,205.3,0,2,0,3.5,0,4,4,0.855
TKT008048,2023-04-28 18:08:00,CAT004,AGT003,France,Email,3,Escaladé,240,45.9,246.4,1,1,0,,0,4,4,1.027
TKT008049,2023-04-28 10:33:00,CAT007,AGT003,France,Email,5,Résolu,480,29.5,422.0,0,2,0,4.7,0,4,4,0.879
TKT008050,2023-04-28 11:43:00,CAT008,AGT003,CI,Chat,2,Résolu,120,24.5,105.5,0,1,0,4.7,0,4,4,0.879
TKT008051,2023-04-28 12:13:00,CAT010,AGT006,Mali,Chat,1,Résolu,60,4.0,52.1,0,1,0,4.8,0,4,4,0.868
TKT008052,2023-04-28 11:35:00,CAT004,AGT004,France,Email,3,Résolu,240,38.9,266.0,1,1,0,4.4,0,4,4,1.108
TKT008053,2023-04-28 21:41:00,CAT004,AGT003,France,Email,3,Fermé,240,36.1,155.3,0,1,0,4.1,0,4,4,0.647
TKT008054,2023-04-28 07:55:00,CAT004,AGT004,Ghana,Chat,3,Résolu,240,57.6,255.3,1,3,0,3.6,0,4,4,1.064
TKT008055,2023-04-28 12:24:00,CAT006,AGT011,France,Email,3,Escaladé,360,37.9,497.7,1,2,0,,0,4,4,1.382
TKT008056,2023-04-29 08:53:00,CAT003,AGT006,Maroc,Téléphone,3,Backlog,180,48.6,293.9,1,4,1,,1,4,5,1.633
TKT008057,2023-04-29 18:17:00,CAT003,AGT011,Ghana,Email,3,En cours,180,30.1,124.8,0,3,0,,0,4,5,0.693
TKT008058,2023-04-29 15:18:00,CAT004,AGT007,France,App mobile,3,En cours,240,5.4,79.2,0,3,1,,0,4,5,0.33
TKT008059,2023-04-29 15:29:00,CAT007,AGT003,Cameroun,Téléphone,5,Résolu,480,43.9,273.9,0,3,0,5.0,0,4,5,0.571
TKT008060,2023-04-29 15:39:00,CAT002,AGT002,France,Email,2,Escaladé,120,15.2,182.7,1,3,0,,0,4,5,1.522
TKT008061,2023-04-29 16:39:00,CAT010,AGT003,Cameroun,Chat,1,Résolu,60,5.3,34.9,0,3,0,4.9,0,4,5,0.582
TKT008062,2023-04-29 07:25:00,CAT008,AGT003,Ghana,Email,2,Résolu,120,7.0,35.4,0,4,1,4.3,0,4,5,0.295
TKT008063,2023-04-29 13:08:00,CAT001,AGT003,Maroc,Chat,4,Résolu,240,64.5,388.3,1,1,0,4.1,0,4,5,1.618
TKT008064,2023-04-29 10:54:00,CAT003,AGT008,Senegal,Web form,3,Résolu,180,42.5,221.2,1,4,1,4.7,0,4,5,1.229
TKT008065,2023-04-29 09:56:00,CAT004,AGT005,CI,Chat,3,En cours,240,32.5,239.8,0,1,0,,0,4,5,0.999
TKT008066,2023-04-29 10:25:00,CAT001,AGT008,Cameroun,Email,4,Résolu,240,46.1,326.8,1,2,0,4.9,0,4,5,1.362
TKT008067,2023-04-29 06:01:00,CAT008,AGT010,Senegal,Email,2,En cours,120,19.0,99.9,0,2,0,,0,4,5,0.832
TKT008068,2023-04-30 12:46:00,CAT010,AGT004,Maroc,Téléphone,1,Résolu,60,4.8,34.2,0,3,0,3.0,0,4,6,0.57
TKT008069,2023-04-30 00:16:00,CAT001,AGT001,Ghana,Téléphone,4,En cours,240,24.8,319.8,1,3,1,,0,4,6,1.332
TKT008070,2023-04-30 00:46:00,CAT004,AGT008,Ghana,Email,3,Escaladé,240,24.8,333.4,1,2,0,,0,4,6,1.389
TKT008071,2023-04-30 07:57:00,CAT003,AGT006,Ghana,Téléphone,3,Escaladé,180,23.1,326.0,1,1,0,,0,4,6,1.811
TKT008072,2023-04-30 13:16:00,CAT007,AGT005,Maroc,Chat,5,Escaladé,480,18.4,364.5,0,3,0,,0,4,6,0.759
TKT008073,2023-04-30 10:21:00,CAT006,AGT003,Cameroun,App mobile,3,Résolu,360,22.9,276.2,0,2,0,4.5,0,4,6,0.767
TKT008074,2023-04-30 12:35:00,CAT006,AGT006,France,Email,3,Résolu,360,97.9,404.2,1,1,0,4.2,0,4,6,1.123
TKT008075,2023-04-30 13:37:00,CAT003,AGT003,France,Téléphone,3,Résolu,180,17.6,108.9,0,1,0,3.9,0,4,6,0.605
TKT008076,2023-04-30 20:18:00,CAT001,AGT001,Belgique,Téléphone,4,Escaladé,240,55.1,396.9,1,2,0,,0,4,6,1.654
TKT008077,2023-04-30 14:49:00,CAT002,AGT006,France,Email,2,Résolu,120,10.1,66.3,0,3,0,4.1,0,4,6,0.552
