ticket_id,alert_timestamp,depassement_heures,statut_notification,manager_alerte
TKT010172,2023-09-11 04:15:00,10.7,Non notifié,True
TKT002179,2022-05-17 22:47:00,0.7,En attente,True
TKT003906,2022-09-09 16:02:00,70.0,En attente,False
TKT008398,2023-06-08 05:55:00,128.2,Non notifié,True
TKT015107,2024-07-08 07:59:00,148.8,En attente,False
TKT002394,2022-06-06 15:12:00,130.0,Notifié,True
TKT011709,2023-12-14 19:42:00,111.8,Notifié,False
TKT008765,2023-06-19 00:53:00,30.8,Non notifié,True
TKT003855,2022-09-10 00:53:00,300.4,Non notifié,True
TKT011693,2023-12-22 10:33:00,112.7,En attente,False
TKT008227,2023-05-17 16:13:00,50.6,En attente,False
TKT007696,2023-04-12 04:38:00,103.7,Notifié,False
TKT004277,2022-10-01 02:56:00,30.1,En attente,False
TKT000286,2022-01-24 03:19:00,34.1,Non notifié,True
TKT001359,2022-04-08 01:08:00,167.8,Non notifié,True
TKT001873,2022-05-02 19:31:00,64.3,En attente,False
TKT011620,2023-12-07 09:09:00,128.9,Notifié,True
TKT012275,2024-01-09 03:15:00,54.5,En attente,False
TKT005190,2022-11-21 03:35:00,33.6,Non notifié,True
TKT002311,2022-06-01 07:03:00,150.8,En attente,False
TKT005980,2022-12-29 23:43:00,20.3,Non notifié,False
TKT004762,2022-11-03 10:46:00,217.2,Notifié,False
TKT005379,2022-12-01 05:44:00,20.7,Non notifié,False
TKT006483,2023-01-21 11:11:00,7.0,En attente,False
TKT004846,2022-11-07 11:41:00,41.6,Notifié,True
TKT001295,2022-03-19 20:08:00,6.5,En attente,False
TKT010728,2023-10-17 03:08:00,45.6,Notifié,True
TKT004697,2022-10-29 10:25:00,44.6,Notifié,True
TKT011335,2023-11-26 17:17:00,210.7,En attente,False
TKT014985,2024-06-18 03:19:00,33.7,Notifié,True
TKT009377,2023-07-27 17:11:00,180.9,Non notifié,True
TKT012863,2024-02-06 12:19:00,8.3,Notifié,False
TKT003761,2022-09-09 07:48:00,4.7,En attente,True
TKT011403,2023-11-25 21:39:00,45.4,Non notifié,False
TKT005218,2022-11-23 02:54:00,33.1,Non notifié,False
TKT001060,2022-03-07 00:17:00,30.5,Non notifié,True
TKT006996,2023-03-08 08:28:00,713.9,Non notifié,True
TKT003770,2022-08-28 08:20:00,38.8,Notifié,True
TKT015259,2024-07-07 21:57:00,68.6,Non notifié,False
TKT008625,2023-06-22 14:32:00,447.3,Non notifié,True
TKT004341,2022-10-12 06:19:00,54.0,Notifié,True
TKT012936,2024-02-04 21:59:00,19.0,Non notifié,True
TKT014748,2024-06-07 17:52:00,27.5,Notifié,True
TKT001109,2022-03-10 00:11:00,1.5,En attente,False
TKT006659,2023-02-14 09:38:00,666.5,Non notifié,False
TKT002584,2022-06-13 06:36:00,39.4,Non notifié,False
TKT004267,2022-09-27 22:45:00,8.8,En attente,True
TKT011193,2023-11-28 09:51:00,125.6,Non notifié,False
TKT011493,2023-12-01 06:32:00,12.0,Notifié,False
TKT005189,2022-11-20 22:35:00,8.4,Non notifié,False
TKT009971,2023-08-31 02:47:00,57.6,Non notifié,True
TKT006872,2023-02-16 10:55:00,146.8,En attente,False
TKT005629,2022-12-17 14:54:00,79.8,Notifié,False
TKT014889,2024-06-20 06:26:00,95.0,En attente,False
TKT000714,2022-02-19 07:27:00,150.3,Non notifié,True
TKT012432,2024-01-27 14:28:00,134.0,En attente,False
TKT009303,2023-07-21 02:06:00,146.1,Notifié,True
TKT007340,2023-03-16 19:35:00,15.9,Non notifié,True
TKT005807,2022-12-23 17:40:00,6.4,En attente,True
TKT001597,2022-04-09 20:28:00,41.6,En attente,False
TKT013570,2024-04-02 14:50:00,321.5,Non notifié,True
TKT008218,2023-05-28 06:30:00,802.0,En attente,False
TKT014286,2024-05-04 23:29:00,40.7,Notifié,False
TKT009466,2023-08-01 15:30:00,56.8,Non notifié,True
TKT013013,2024-02-09 18:00:00,25.9,Non notifié,False
TKT006027,2023-01-02 09:59:00,23.1,Notifié,True
TKT000250,2022-01-16 19:10:00,11.7,En attente,True
TKT004425,2022-10-13 10:53:00,226.7,Non notifié,False
TKT014621,2024-05-30 13:46:00,70.4,En attente,False
TKT007115,2023-03-06 12:29:00,183.0,Notifié,False
TKT015241,2024-07-02 02:27:00,34.5,Notifié,True
TKT004313,2022-10-01 20:48:00,69.8,Notifié,False
TKT009768,2023-08-15 21:54:00,109.5,Notifié,True
TKT011204,2023-11-28 14:24:00,488.4,Notifié,False
TKT013350,2024-03-07 06:42:00,52.4,En attente,True
TKT012655,2024-02-06 05:07:00,341.3,Notifié,True
TKT005944,2023-01-10 14:10:00,412.4,En attente,True
TKT003776,2022-09-10 16:44:00,391.9,En attente,True
TKT004970,2022-11-07 20:20:00,1.2,Notifié,False
TKT005001,2022-11-12 02:39:00,19.5,En attente,False
TKT009339,2023-08-03 06:15:00,338.1,Notifié,True
TKT012544,2024-01-27 17:55:00,219.6,En attente,True
TKT014205,2024-05-03 19:08:00,154.1,Non notifié,False
TKT011829,2023-12-21 14:06:00,100.5,Non notifié,True
TKT005204,2022-12-05 13:39:00,352.1,Notifié,False
TKT001783,2022-05-06 17:57:00,413.8,En attente,True
TKT015155,2024-07-02 08:50:00,107.7,Non notifié,True
TKT009921,2023-08-27 19:06:00,13.5,En attente,True
TKT004629,2022-10-26 21:18:00,56.6,Notifié,True
TKT008459,2023-05-28 23:36:00,10.6,En attente,True
TKT003839,2022-09-02 07:30:00,94.8,Non notifié,True
TKT014098,2024-04-20 18:12:00,0.5,Notifié,False
TKT013810,2024-04-02 12:09:00,13.8,Notifié,True
TKT014370,2024-05-15 08:24:00,203.5,Notifié,True
TKT003537,2022-08-15 06:35:00,83.2,Non notifié,False
TKT004684,2022-10-27 15:00:00,100.7,Notifié,False
TKT005148,2022-11-28 22:38:00,143.8,Non notifié,True
TKT011578,2023-12-03 23:46:00,9.1,En attente,False
TKT015086,2024-06-28 11:15:00,43.5,Notifié,False
TKT003690,2022-08-22 07:57:00,10.9,Non notifié,False
TKT012719,2024-01-30 02:35:00,92.8,Notifié,True
TKT004443,2022-10-14 13:42:00,83.6,Non notifié,False
TKT013612,2024-03-27 14:02:00,41.8,Notifié,True
TKT004144,2022-09-23 07:39:00,53.7,Notifié,True
TKT005077,2022-11-20 15:17:00,115.0,Non notifié,False
TKT012674,2024-01-25 19:03:00,49.5,Notifié,False
TKT000819,2022-02-18 17:33:00,10.5,Notifié,False
TKT004596,2022-10-23 11:43:00,212.0,Notifié,False
TKT005430,2022-12-06 07:38:00,62.8,Notifié,True
TKT011746,2023-12-24 18:55:00,43.7,Non notifié,False
TKT002546,2022-06-24 12:03:00,549.2,En attente,False
TKT006238,2023-01-14 06:06:00,115.9,Non notifié,True
TKT011004,2023-11-18 16:06:00,27.9,En attente,False
TKT001056,2022-03-04 22:22:00,8.3,Notifié,True
TKT009558,2023-08-05 06:57:00,153.2,Notifié,False
TKT014717,2024-06-14 10:30:00,338.8,En attente,True
TKT004510,2022-10-17 08:52:00,34.3,Non notifié,True
TKT009248,2023-07-14 23:36:00,64.8,Non notifié,True
TKT006218,2023-01-15 02:23:00,141.6,En attente,False
TKT005557,2022-12-11 07:43:00,56.3,En attente,False
TKT006674,2023-02-04 08:04:00,40.0,En attente,False
TKT005994,2023-01-04 15:17:00,74.8,En attente,False
TKT011409,2023-11-30 11:50:00,33.7,Non notifié,True
TKT002487,2022-06-10 12:59:00,137.6,Non notifié,False
TKT012701,2024-01-31 07:43:00,11.0,Non notifié,False
TKT004326,2022-10-06 14:40:00,175.9,En attente,False
TKT004818,2022-11-03 04:05:00,76.9,Notifié,False
TKT012034,2023-12-30 17:55:00,39.1,Notifié,True
TKT011852,2023-12-22 17:05:00,61.3,Notifié,False
TKT009084,2023-07-09 08:00:00,93.3,En attente,False
TKT014283,2024-05-09 14:13:00,156.6,Non notifié,True
TKT003791,2022-08-28 19:49:00,14.7,Notifié,False
TKT007253,2023-03-14 00:47:00,42.6,En attente,False
TKT004718,2022-10-29 09:15:00,63.6,En attente,False
TKT011587,2023-12-17 07:44:00,465.0,En attente,False
TKT002684,2022-06-19 05:13:00,34.0,Non notifié,True
TKT009050,2023-07-12 03:37:00,213.8,Non notifié,False
TKT015189,2024-07-04 08:30:00,92.4,Non notifié,True
TKT002556,2022-06-16 09:11:00,32.6,En attente,True
TKT010428,2023-10-06 06:36:00,47.6,Non notifié,True
TKT001505,2022-04-04 03:18:00,3.9,En attente,True
TKT007243,2023-03-24 12:46:00,519.9,En attente,True
TKT001858,2022-04-24 20:47:00,6.2,Non notifié,True
TKT011343,2023-11-24 05:21:00,47.8,Notifié,False
TKT005957,2023-01-02 19:11:00,139.8,Notifié,False
TKT001058,2022-03-09 02:46:00,4.5,Notifié,True
TKT003950,2022-09-09 03:13:00,25.0,Notifié,True
TKT001614,2022-04-15 08:07:00,99.1,Notifié,False
TKT006304,2023-01-29 11:58:00,64.1,En attente,False
TKT010714,2023-10-29 21:37:00,31.1,Notifié,False
TKT002963,2022-07-09 01:39:00,84.5,Notifié,False
TKT015171,2024-07-03 14:42:00,83.9,Non notifié,True
TKT000282,2022-01-31 01:15:00,97.9,Notifié,False
TKT008727,2023-06-18 08:34:00,0.8,Notifié,False
TKT006491,2023-02-02 03:46:00,53.9,Notifié,True
TKT007639,2023-04-06 03:06:00,82.1,Non notifié,True
TKT001892,2022-05-02 04:08:00,68.1,Notifié,False
TKT001173,2022-03-24 01:20:00,307.6,En attente,False
TKT004166,2022-09-26 11:37:00,22.4,Non notifié,False
TKT012641,2024-01-26 05:06:00,54.0,Notifié,True
TKT010010,2023-09-08 20:58:00,33.5,Non notifié,False
TKT007637,2023-04-18 15:24:00,306.1,En attente,True
TKT009075,2023-07-08 13:50:00,19.0,Notifié,True
TKT010701,2023-10-20 01:55:00,65.4,Non notifié,False
TKT008029,2023-05-06 16:38:00,189.2,Non notifié,True
TKT013863,2024-04-08 02:19:00,42.4,En attente,False
TKT003524,2022-08-16 09:16:00,117.7,En attente,True
TKT001827,2022-04-29 10:05:00,199.8,En attente,False
TKT003286,2022-07-26 05:50:00,23.1,Notifié,True
TKT001681,2022-04-29 12:09:00,454.1,Non notifié,False
TKT014490,2024-05-18 01:14:00,95.7,Notifié,False
TKT006972,2023-02-25 12:39:00,65.7,Notifié,True
TKT003290,2022-07-24 15:08:00,6.5,En attente,False
TKT001296,2022-03-23 22:43:00,50.5,En attente,True
TKT013302,2024-03-06 15:42:00,49.6,En attente,False
TKT013020,2024-02-13 02:03:00,31.0,Notifié,True
TKT001008,2022-03-13 06:08:00,48.0,Non notifié,False
TKT007609,2023-04-08 17:49:00,105.6,Notifié,False
TKT005400,2022-12-06 18:53:00,31.8,En attente,True
TKT011489,2023-12-12 06:20:00,663.7,Non notifié,False
TKT014403,2024-05-14 00:11:00,115.0,Notifié,False
TKT004077,2022-09-25 08:18:00,207.8,Non notifié,True
TKT000700,2022-02-14 02:54:00,22.6,En attente,True
TKT003371,2022-08-14 12:01:00,127.3,Notifié,True
TKT005651,2022-12-11 20:35:00,0.9,En attente,True
TKT010970,2023-11-07 00:21:00,47.5,En attente,False
TKT004161,2022-09-25 08:09:00,133.4,En attente,True
TKT008341,2023-06-04 08:23:00,150.2,En attente,False
TKT014299,2024-05-08 06:06:00,123.8,Notifié,True
TKT009655,2023-08-09 18:38:00,58.8,Non notifié,False
TKT015246,2024-06-29 23:03:00,5.1,En attente,True
TKT003366,2022-08-03 13:11:00,118.1,Non notifié,True
TKT010421,2023-10-10 11:00:00,354.9,Notifié,True
TKT000127,2022-01-17 03:23:00,194.8,Non notifié,False
TKT011874,2023-12-21 06:38:00,99.2,Notifié,True
TKT015154,2024-07-02 21:11:00,65.6,Notifié,False
TKT009074,2023-07-12 22:49:00,61.2,Non notifié,False
TKT011509,2023-12-13 12:58:00,352.5,Notifié,False
TKT004444,2022-10-24 14:14:00,332.6,Notifié,False
TKT003969,2022-09-13 20:57:00,262.7,Non notifié,True
TKT004723,2022-10-31 10:38:00,13.2,En attente,True
TKT001016,2022-03-05 05:05:00,2.2,Notifié,False
TKT000907,2022-02-23 23:14:00,4.5,Non notifié,False
TKT001581,2022-04-17 19:49:00,114.6,Notifié,False
TKT007466,2023-03-25 01:53:00,23.0,Non notifié,False
TKT004699,2022-10-29 07:49:00,94.6,Notifié,True
TKT005945,2023-01-10 12:47:00,269.2,En attente,True
TKT004656,2022-10-27 12:13:00,91.7,Notifié,False
TKT003553,2022-08-16 04:11:00,28.1,En attente,False
TKT012671,2024-02-07 19:34:00,30.2,Notifié,False
TKT014612,2024-06-08 16:14:00,145.6,Non notifié,True
TKT009068,2023-07-17 15:41:00,191.8,Non notifié,True
TKT011029,2023-11-08 13:09:00,55.7,En attente,False
TKT008196,2023-05-18 12:32:00,13.4,Non notifié,False
TKT008752,2023-06-20 17:30:00,18.3,En attente,False
TKT013503,2024-03-17 04:24:00,122.8,En attente,False
TKT000377,2022-01-25 21:48:00,26.1,Notifié,False
TKT012046,2023-12-27 05:41:00,15.4,En attente,False
TKT012910,2024-02-10 13:43:00,50.7,En attente,True
TKT003444,2022-08-14 20:10:00,7.4,Non notifié,False
TKT012707,2024-02-01 17:54:00,21.2,En attente,True
TKT002076,2022-05-14 06:24:00,124.0,Non notifié,False
TKT008960,2023-07-01 19:27:00,1.6,Notifié,False
TKT014513,2024-05-21 09:49:00,46.2,En attente,True
TKT000403,2022-02-01 19:33:00,122.7,Notifié,True
TKT002177,2022-05-20 12:36:00,122.5,En attente,False
TKT014323,2024-05-12 07:45:00,185.4,En attente,True
TKT009925,2023-08-28 03:39:00,154.6,Non notifié,True
TKT013717,2024-04-12 17:35:00,456.9,En attente,False
TKT015274,2024-07-08 14:23:00,254.0,Non notifié,True
TKT014039,2024-04-23 16:39:00,70.2,En attente,True
TKT012582,2024-02-03 10:52:00,47.1,En attente,True
TKT004391,2022-10-20 20:02:00,275.1,En attente,True
TKT004107,2022-09-18 00:09:00,3.6,En attente,True
TKT004599,2022-10-21 09:08:00,64.4,Non notifié,True
TKT009109,2023-07-06 19:08:00,24.1,Non notifié,False
TKT005618,2022-12-11 02:44:00,27.4,Non notifié,False
TKT008534,2023-06-08 10:32:00,113.5,Notifié,True
TKT006461,2023-01-27 18:36:00,48.8,Notifié,False
TKT012712,2024-02-01 08:12:00,47.2,Non notifié,False
TKT007747,2023-04-10 15:00:00,5.1,Non notifié,True
TKT014774,2024-06-13 07:18:00,46.3,En attente,False
TKT005265,2022-11-30 11:35:00,113.1,Notifié,True
TKT003996,2022-09-15 16:20:00,112.1,En attente,True
TKT002054,2022-05-23 00:14:00,470.4,Notifié,True
TKT000882,2022-03-06 06:41:00,156.3,Non notifié,True
TKT007795,2023-04-30 09:10:00,166.5,Notifié,True
TKT002199,2022-05-19 03:02:00,38.7,Non notifié,True
TKT004540,2022-10-13 18:13:00,0.3,En attente,True
TKT011715,2023-12-09 22:14:00,17.5,Non notifié,True
TKT000005,2022-01-19 22:54:00,5.9,Non notifié,False
TKT003808,2022-09-02 07:14:00,232.3,Non notifié,True
TKT009952,2023-09-10 19:25:00,158.3,En attente,True
TKT001816,2022-04-25 08:25:00,31.5,En attente,True
TKT011808,2023-12-19 07:19:00,7.8,Notifié,False
TKT005840,2023-01-06 13:32:00,0.6,En attente,True
TKT004800,2022-11-04 14:31:00,106.4,En attente,False
TKT013245,2024-03-11 08:42:00,19.6,Notifié,True
TKT011895,2023-12-29 01:19:00,73.1,Notifié,True
TKT009077,2023-07-08 22:02:00,193.4,En attente,True
TKT000943,2022-03-04 17:29:00,1.6,En attente,True
TKT014284,2024-05-14 04:15:00,189.9,En attente,False
TKT002384,2022-06-01 05:10:00,73.2,Non notifié,True
TKT012191,2024-01-12 06:07:00,244.8,En attente,False
TKT010504,2023-10-11 04:15:00,216.0,Notifié,True
TKT010520,2023-10-05 07:05:00,50.0,Non notifié,False
TKT002790,2022-06-28 10:16:00,35.1,Notifié,False
TKT014872,2024-06-23 15:34:00,401.6,Notifié,True
TKT006313,2023-01-24 21:39:00,38.7,Notifié,False
TKT014167,2024-05-10 15:40:00,125.5,En attente,True
TKT005690,2022-12-20 14:51:00,48.3,Non notifié,False
TKT011975,2023-12-28 20:14:00,131.5,En attente,False
TKT005784,2022-12-24 08:30:00,37.1,Notifié,False
TKT003872,2022-09-02 21:00:00,35.7,Notifié,True
TKT006232,2023-01-11 20:22:00,46.6,Non notifié,True
TKT012387,2024-01-14 05:19:00,33.1,Non notifié,False
TKT014813,2024-06-11 07:40:00,76.4,Non notifié,False
TKT011338,2023-11-24 10:01:00,29.5,Non notifié,False
TKT004118,2022-10-02 17:30:00,465.5,Non notifié,True
TKT010841,2023-10-26 12:30:00,44.6,Non notifié,False
TKT008898,2023-06-23 04:09:00,19.4,Notifié,True
TKT005020,2022-11-17 19:53:00,218.6,En attente,False
TKT005803,2022-12-25 13:33:00,16.5,Non notifié,False
TKT011392,2023-11-29 04:15:00,58.4,En attente,False
TKT014954,2024-06-18 08:43:00,56.6,En attente,False
TKT006957,2023-02-19 19:46:00,78.4,En attente,True
TKT000637,2022-02-10 22:42:00,92.5,Notifié,False
TKT003642,2022-08-21 22:41:00,49.7,En attente,True
TKT000825,2022-03-06 09:09:00,610.6,En attente,False
TKT003474,2022-08-10 07:49:00,9.4,Non notifié,False
TKT006188,2023-01-09 20:20:00,14.3,En attente,True
TKT000345,2022-02-02 04:26:00,177.1,En attente,True
TKT008803,2023-06-22 23:26:00,134.8,Non notifié,True
TKT000931,2022-03-04 09:13:00,132.5,En attente,False
TKT011140,2023-11-12 01:08:00,1.9,En attente,True
TKT005973,2023-01-08 00:56:00,94.6,Non notifié,True
TKT004796,2022-11-02 10:22:00,6.5,Non notifié,True
TKT006210,2023-01-14 15:35:00,38.8,Non notifié,True
TKT002186,2022-05-20 05:16:00,52.7,En attente,False
TKT002557,2022-06-09 23:55:00,11.9,Non notifié,False
TKT009137,2023-07-13 07:12:00,18.5,En attente,True
TKT007896,2023-04-22 20:00:00,0.9,En attente,False
TKT012879,2024-02-06 08:27:00,67.7,Notifié,True
TKT009442,2023-08-10 21:00:00,376.2,En attente,True
TKT015225,2024-07-14 10:57:00,243.4,Notifié,True
TKT005487,2022-12-19 12:37:00,278.4,En attente,False
TKT000019,2022-01-11 17:03:00,115.1,Notifié,False
TKT003694,2022-08-22 01:55:00,27.7,Non notifié,False
TKT011438,2023-12-10 07:35:00,250.4,En attente,False
TKT009976,2023-09-11 10:47:00,100.5,En attente,True
TKT001100,2022-03-09 23:44:00,23.0,Notifié,False
TKT004776,2022-10-29 21:48:00,17.7,Notifié,True
TKT001954,2022-05-04 03:07:00,41.7,Non notifié,True
TKT014164,2024-04-24 12:03:00,18.2,Notifié,False
TKT006951,2023-03-05 19:36:00,249.6,Notifié,True
TKT013884,2024-04-08 19:31:00,19.9,En attente,True
TKT013826,2024-04-10 08:15:00,82.9,Non notifié,True
TKT005930,2022-12-31 16:07:00,87.1,En attente,False
TKT005831,2022-12-23 06:38:00,1.9,En attente,True
TKT004283,2022-09-29 07:16:00,43.5,En attente,False
TKT002092,2022-05-12 22:26:00,11.7,Non notifié,False
TKT015286,2024-07-09 10:35:00,113.0,En attente,False
TKT005376,2022-12-01 03:43:00,83.0,En attente,True
TKT010293,2023-09-19 05:03:00,58.9,Notifié,False
TKT002052,2022-05-10 07:02:00,40.1,En attente,False
TKT014598,2024-06-02 20:49:00,93.8,En attente,False
TKT012133,2023-12-30 16:15:00,46.0,Notifié,True
TKT012570,2024-02-02 08:34:00,223.1,Notifié,False
TKT005242,2022-11-24 06:43:00,71.5,Non notifié,False
TKT002701,2022-07-03 08:08:00,132.7,En attente,False
TKT009824,2023-08-22 11:45:00,83.1,Notifié,True
TKT009627,2023-08-10 09:39:00,88.3,Notifié,False
TKT008223,2023-05-23 18:52:00,113.0,En attente,True
TKT012942,2024-02-06 18:03:00,87.0,Non notifié,True
TKT009162,2023-07-09 18:24:00,59.3,Non notifié,True
TKT011379,2023-12-08 13:15:00,232.0,Non notifié,False
TKT002590,2022-06-16 15:25:00,76.9,Non notifié,False
TKT010262,2023-09-19 01:31:00,11.8,Non notifié,True
TKT005145,2022-12-03 12:03:00,201.5,Non notifié,True
TKT011533,2023-12-03 05:31:00,61.3,Non notifié,False
TKT010865,2023-11-07 07:48:00,0.7,Non notifié,False
TKT013248,2024-03-11 06:03:00,24.3,Non notifié,True
TKT010529,2023-10-03 19:21:00,6.6,Non notifié,False
TKT001931,2022-05-06 09:32:00,45.1,Notifié,False
TKT010940,2023-11-04 12:31:00,206.0,En attente,True
TKT005822,2023-01-04 08:01:00,169.8,Notifié,True
TKT011421,2023-12-05 03:25:00,274.2,Notifié,False
TKT005220,2022-12-06 14:42:00,29.0,Notifié,True
TKT012180,2024-01-06 15:37:00,209.4,Non notifié,True
TKT014853,2024-06-08 20:46:00,30.0,En attente,True
TKT009828,2023-08-22 11:09:00,67.3,En attente,True
TKT007977,2023-04-29 01:52:00,20.1,En attente,True
TKT015140,2024-06-25 12:19:00,6.5,En attente,False
TKT014827,2024-06-07 23:09:00,7.8,En attente,False
TKT001224,2022-03-31 17:17:00,392.2,En attente,True
TKT012012,2024-01-07 12:07:00,167.4,Non notifié,False
TKT003246,2022-07-28 10:59:00,243.1,En attente,True
TKT010649,2023-10-14 04:42:00,62.5,Non notifié,False
TKT006140,2023-01-16 04:21:00,401.2,Non notifié,False
TKT003931,2022-09-19 14:01:00,292.8,En attente,True
TKT002413,2022-06-01 17:57:00,7.7,En attente,False
TKT006075,2023-01-03 20:23:00,32.1,Non notifié,False
TKT013795,2024-04-06 12:58:00,35.5,Non notifié,False
TKT001617,2022-04-15 15:08:00,163.4,En attente,True
TKT011039,2023-11-05 01:46:00,1.0,Notifié,True
TKT010398,2023-09-25 07:15:00,63.6,Non notifié,False
TKT002148,2022-05-24 12:30:00,72.7,Notifié,False
TKT005112,2022-11-18 07:59:00,13.8,Notifié,False
TKT000871,2022-02-25 21:25:00,17.1,Non notifié,True
TKT013471,2024-03-12 22:03:00,22.8,Notifié,True
TKT002279,2022-06-07 16:34:00,317.2,Notifié,False
TKT002403,2022-06-16 08:03:00,371.5,Notifié,True
TKT012747,2024-01-28 21:35:00,9.5,Notifié,False
TKT000186,2022-01-26 07:05:00,59.7,En attente,True
TKT012728,2024-01-31 08:40:00,136.3,Notifié,False
TKT005808,2022-12-21 04:45:00,56.1,En attente,True
TKT015100,2024-06-28 19:17:00,187.0,En attente,True
TKT004863,2022-11-14 08:44:00,142.4,Non notifié,False
TKT003249,2022-07-26 14:53:00,121.6,Non notifié,True
TKT002997,2022-07-11 11:00:00,58.9,Notifié,True
TKT002674,2022-06-23 22:46:00,107.3,Notifié,True
TKT011412,2023-11-26 02:15:00,17.4,En attente,False
TKT003970,2022-09-11 03:59:00,78.8,Non notifié,False
TKT007857,2023-04-23 09:22:00,131.9,Non notifié,False
TKT009948,2023-09-10 17:57:00,148.5,Non notifié,True
TKT012681,2024-01-30 14:12:00,126.9,Notifié,True
TKT002996,2022-07-06 20:13:00,12.7,Non notifié,False
TKT010564,2023-10-06 02:44:00,37.5,Notifié,True
TKT008999,2023-07-04 14:56:00,45.7,Non notifié,False
TKT013017,2024-02-17 10:50:00,147.2,En attente,True
TKT003328,2022-08-01 09:23:00,26.3,Notifié,True
TKT011185,2023-11-18 19:23:00,54.2,Notifié,False
TKT011529,2023-11-28 07:15:00,6.5,Notifié,False
TKT001367,2022-03-29 04:47:00,31.7,Non notifié,False
TKT013389,2024-03-12 14:47:00,155.7,Non notifié,True
TKT006983,2023-02-23 21:06:00,26.6,Non notifié,True
TKT012074,2023-12-26 01:28:00,13.8,En attente,True
TKT011719,2023-12-10 05:08:00,12.3,Notifié,True
TKT014470,2024-05-21 14:27:00,85.2,Notifié,True
TKT001112,2022-03-24 10:24:00,133.6,Notifié,True
TKT004680,2022-11-06 08:24:00,632.2,Non notifié,False
TKT001961,2022-05-08 13:09:00,79.6,Non notifié,True
TKT014698,2024-06-09 04:57:00,127.1,Notifié,True
TKT004479,2022-10-17 15:40:00,41.9,Notifié,True
TKT010412,2023-10-09 21:30:00,446.2,Notifié,False
TKT005126,2022-11-28 02:50:00,264.6,Non notifié,False
TKT014773,2024-06-08 09:51:00,66.2,Notifié,False
TKT008020,2023-05-15 09:58:00,70.4,En attente,True
TKT012925,2024-02-20 09:09:00,215.1,Non notifié,False
TKT000463,2022-02-09 00:23:00,121.4,En attente,False
TKT009489,2023-08-09 06:55:00,60.5,Notifié,False
TKT005352,2022-11-28 20:20:00,54.7,Notifié,True
TKT007866,2023-05-05 19:19:00,93.3,En attente,False
TKT008262,2023-05-25 22:45:00,160.1,Notifié,True
TKT012120,2024-01-04 16:54:00,70.0,Notifié,True
TKT014321,2024-05-17 08:15:00,17.4,Non notifié,True
TKT009410,2023-07-25 01:53:00,44.0,Non notifié,False
TKT013946,2024-04-26 10:58:00,345.9,Notifié,True
TKT006110,2023-01-18 05:43:00,430.2,En attente,True
TKT005398,2022-11-29 17:18:00,3.5,Notifié,True
TKT008923,2023-07-03 22:55:00,143.3,Notifié,True
TKT007663,2023-04-08 02:05:00,1.2,Non notifié,False
TKT009876,2023-08-25 02:16:00,80.1,Non notifié,False
TKT000618,2022-02-21 16:02:00,103.6,En attente,True
TKT012338,2024-01-18 00:44:00,12.3,En attente,False
TKT012242,2024-01-08 07:57:00,139.0,Non notifié,True
TKT009910,2023-09-08 14:48:00,97.1,En attente,True
TKT007422,2023-03-22 02:48:00,1.1,Non notifié,True
TKT005296,2022-12-10 09:56:00,407.3,En attente,True
TKT012736,2024-01-29 09:28:00,46.6,En attente,True
TKT009902,2023-09-02 17:21:00,300.0,Non notifié,True
TKT002933,2022-07-03 20:41:00,6.4,Notifié,False
TKT005729,2022-12-17 14:25:00,34.6,Notifié,True
TKT013532,2024-03-31 06:35:00,211.5,Notifié,True
TKT010159,2023-09-14 23:07:00,54.1,En attente,False
TKT001123,2022-03-11 20:35:00,68.9,En attente,True
TKT001030,2022-03-10 18:28:00,64.8,Notifié,True
TKT005161,2022-11-24 11:54:00,80.9,Notifié,False
TKT004037,2022-09-26 11:09:00,92.5,En attente,True
TKT002293,2022-06-08 22:25:00,63.4,En attente,True
TKT015041,2024-06-22 02:06:00,13.0,Non notifié,True
TKT002890,2022-07-06 17:19:00,44.0,Notifié,True
TKT011476,2023-12-06 22:53:00,37.9,En attente,True
TKT003177,2022-08-02 08:52:00,57.7,Notifié,True
TKT013794,2024-04-06 03:57:00,53.6,Non notifié,True
TKT005348,2022-12-12 07:33:00,279.1,Notifié,True
TKT012520,2024-01-31 12:59:00,262.0,En attente,False
TKT009642,2023-08-12 17:27:00,60.4,Non notifié,True
TKT014736,2024-06-15 21:17:00,152.6,Notifié,True
TKT006331,2023-01-19 04:47:00,68.3,Non notifié,False
TKT001163,2022-03-22 23:55:00,111.6,Non notifié,False
TKT010815,2023-10-24 03:48:00,78.4,En attente,False
TKT001459,2022-04-06 07:10:00,94.6,Non notifié,False
TKT006263,2023-01-18 12:58:00,75.7,Non notifié,False
TKT005069,2022-11-28 10:56:00,211.2,En attente,True
TKT009264,2023-07-18 08:17:00,100.3,En attente,False
TKT002312,2022-06-01 11:18:00,12.9,Non notifié,True
TKT001896,2022-05-09 05:06:00,312.9,Notifié,True
TKT013806,2024-04-09 07:03:00,94.9,En attente,False
TKT005255,2022-11-27 09:36:00,34.9,Non notifié,True
TKT010498,2023-10-06 06:04:00,149.5,Notifié,True
TKT014502,2024-05-21 04:16:00,110.9,En attente,False
TKT003948,2022-09-06 18:06:00,5.6,Non notifié,True
TKT010943,2023-11-02 12:42:00,51.4,En attente,False
TKT010658,2023-10-16 14:48:00,205.5,Notifié,True
