interaction_id,ticket_id,timestamp,agent_id,action_type,visible_client
INT0008302,TKT003094,2022-07-11 10:01:00,AGT001,Email client,False
INT0008303,TKT003094,2022-07-13 09:49:00,AGT001,Appel sortant,True
INT0008304,TKT014296,2024-05-01 08:36:00,AGT007,Note interne,False
INT0008305,TKT008564,2023-05-31 15:26:00,AGT003,Note interne,False
INT0008306,TKT014563,2024-05-17 08:09:00,AGT009,Note interne,True
INT0008307,TKT014293,2024-05-01 19:27:00,AGT012,Note interne,True
INT0008308,TKT003837,2022-08-26 19:31:00,AGT004,Note interne,True
INT0008309,TKT010792,2023-10-16 15:31:00,AGT012,Note interne,False
INT0008310,TKT009698,2023-08-08 19:42:00,AGT009,Note interne,False
INT0008311,TKT015213,2024-06-26 13:49:00,AGT011,Note interne,True
INT0008312,TKT011754,2023-12-07 23:00:00,AGT007,Note interne,True
INT0008313,TKT000148,2022-01-10 17:56:00,AGT008,Note interne,False
INT0008314,TKT000148,2022-01-13 07:09:12,AGT008,Email client,False
INT0008315,TKT000148,2022-01-15 20:22:24,AGT008,Appel sortant,False
INT0008316,TKT000148,2022-01-18 09:35:36,AGT008,Escalade,True
INT0008317,TKT000148,2022-01-20 22:48:48,AGT008,Résolution,False
INT0008318,TKT006641,2023-01-27 20:34:00,AGT006,Note interne,True
INT0008319,TKT005858,2022-12-19 17:00:00,AGT002,Note interne,False
INT0008320,TKT003637,2022-08-14 11:38:00,AGT009,Note interne,False
INT0008321,TKT003637,2022-08-15 02:52:00,AGT009,Email client,False
INT0008322,TKT003637,2022-08-15 18:06:00,AGT009,Appel sortant,False
INT0008323,TKT011387,2023-11-20 13:15:00,AGT007,Note interne,False
INT0008324,TKT007782,2023-04-11 20:00:00,AGT002,Note interne,False
INT0008325,TKT007165,2023-03-01 21:38:00,AGT003,Note interne,True
INT0008326,TKT007165,2023-03-10 22:47:00,AGT003,Email client,False
INT0008327,TKT010191,2023-09-07 13:11:00,AGT009,Note interne,True
INT0008328,TKT002123,2022-05-10 14:26:00,AGT003,Note interne,True
INT0008329,TKT002123,2022-05-14 16:00:00,AGT003,Email client,True
INT0008330,TKT002123,2022-05-18 17:34:00,AGT003,Appel sortant,True
INT0008331,TKT015204,2024-06-25 19:19:00,AGT004,Note interne,False
INT0008332,TKT015204,2024-06-27 21:15:00,AGT004,Email client,False
INT0008333,TKT015204,2024-06-29 23:11:00,AGT004,Appel sortant,True
INT0008334,TKT008073,2023-04-30 10:21:00,AGT003,Note interne,False
INT0008335,TKT008073,2023-05-06 04:27:00,AGT003,Email client,False
INT0008336,TKT010538,2023-09-29 08:14:00,AGT004,Note interne,False
INT0008337,TKT010538,2023-10-01 22:17:00,AGT004,Email client,True
INT0008338,TKT012917,2024-02-01 10:17:00,AGT006,Note interne,False
INT0008339,TKT012917,2024-02-05 05:11:00,AGT006,Email client,True
INT0008340,TKT010038,2023-08-29 10:21:00,AGT011,Note interne,False
INT0008341,TKT002364,2022-05-26 13:35:00,AGT004,Note interne,True
INT0008342,TKT002364,2022-05-29 19:20:00,AGT004,Email client,False
INT0008343,TKT010269,2023-09-12 16:17:00,AGT011,Note interne,True
INT0008344,TKT010269,2023-09-18 01:47:00,AGT011,Email client,False
INT0008345,TKT010269,2023-09-23 11:17:00,AGT011,Appel sortant,True
INT0008346,TKT002670,2022-06-13 07:35:00,AGT004,Note interne,False
INT0008347,TKT002670,2022-06-15 03:09:00,AGT004,Email client,True
INT0008348,TKT002670,2022-06-16 22:43:00,AGT004,Appel sortant,True
INT0008349,TKT006190,2023-01-05 20:53:00,AGT007,Note interne,False
INT0008350,TKT006190,2023-01-11 10:29:00,AGT007,Email client,False
INT0008351,TKT009438,2023-07-22 08:05:00,AGT006,Note interne,True
INT0008352,TKT009438,2023-07-25 13:38:00,AGT006,Email client,False
INT0008353,TKT014885,2024-06-06 11:03:00,AGT004,Note interne,False
INT0008354,TKT014885,2024-06-07 22:30:00,AGT004,Email client,True
INT0008355,TKT014885,2024-06-09 09:57:00,AGT004,Appel sortant,False
INT0008356,TKT014885,2024-06-10 21:24:00,AGT004,Escalade,True
INT0008357,TKT007111,2023-02-25 10:01:00,AGT002,Note interne,False
INT0008358,TKT007111,2023-02-25 22:07:00,AGT002,Email client,True
INT0008359,TKT007111,2023-02-26 10:13:00,AGT002,Appel sortant,True
INT0008360,TKT007111,2023-02-26 22:19:00,AGT002,Escalade,False
INT0008361,TKT001067,2022-03-03 00:08:00,AGT011,Note interne,True
INT0008362,TKT002264,2022-05-19 14:44:00,AGT001,Note interne,False
INT0008363,TKT014618,2024-05-21 13:44:00,AGT001,Note interne,True
INT0008364,TKT014618,2024-05-22 10:50:00,AGT001,Email client,False
INT0008365,TKT014618,2024-05-23 07:56:00,AGT001,Appel sortant,True
INT0008366,TKT014337,2024-05-03 13:12:00,AGT005,Note interne,True
INT0008367,TKT014337,2024-05-04 09:03:00,AGT005,Email client,False
INT0008368,TKT014337,2024-05-05 04:54:00,AGT005,Appel sortant,True
INT0008369,TKT014337,2024-05-06 00:45:00,AGT005,Escalade,False
INT0008370,TKT001177,2022-03-10 11:19:00,AGT008,Note interne,True
INT0008371,TKT005103,2022-11-12 12:51:00,AGT010,Note interne,False
INT0008372,TKT011229,2023-11-13 20:37:00,AGT011,Note interne,True
INT0008373,TKT005360,2022-11-24 10:29:00,AGT002,Note interne,False
INT0008374,TKT008365,2023-05-18 08:18:00,AGT011,Note interne,False
INT0008375,TKT004364,2022-09-30 09:12:00,AGT001,Note interne,True
INT0008376,TKT004364,2022-10-02 21:34:00,AGT001,Email client,True
INT0008377,TKT004364,2022-10-05 09:56:00,AGT001,Appel sortant,True
INT0008378,TKT000491,2022-01-27 08:48:00,AGT003,Note interne,False
INT0008379,TKT014101,2024-04-18 08:02:00,AGT010,Note interne,True
INT0008380,TKT001229,2022-03-14 02:36:00,AGT012,Note interne,True
INT0008381,TKT013306,2024-02-26 15:09:00,AGT007,Note interne,False
INT0008382,TKT001658,2022-04-09 12:48:00,AGT007,Note interne,True
INT0008383,TKT003174,2022-07-14 15:15:00,AGT001,Note interne,True
INT0008384,TKT003174,2022-07-16 20:34:12,AGT001,Email client,True
INT0008385,TKT003174,2022-07-19 01:53:24,AGT001,Appel sortant,False
INT0008386,TKT003174,2022-07-21 07:12:36,AGT001,Escalade,True
INT0008387,TKT003174,2022-07-23 12:31:48,AGT001,Résolution,False
INT0008388,TKT012383,2024-01-07 11:57:00,AGT012,Note interne,False
INT0008389,TKT012383,2024-01-11 03:33:00,AGT012,Email client,True
INT0008390,TKT012383,2024-01-14 19:09:00,AGT012,Appel sortant,False
INT0008391,TKT012383,2024-01-18 10:45:00,AGT012,Escalade,True
INT0008392,TKT002092,2022-05-08 10:26:00,AGT008,Note interne,False
INT0008393,TKT002092,2022-05-11 04:17:00,AGT008,Email client,True
INT0008394,TKT013692,2024-03-23 13:00:00,AGT002,Note interne,True
INT0008395,TKT005334,2022-11-23 08:35:00,AGT004,Note interne,False
INT0008396,TKT005334,2022-11-23 19:18:12,AGT004,Email client,True
INT0008397,TKT005334,2022-11-24 06:01:24,AGT004,Appel sortant,False
INT0008398,TKT005334,2022-11-24 16:44:36,AGT004,Escalade,False
INT0008399,TKT005334,2022-11-25 03:27:48,AGT004,Résolution,True
INT0008400,TKT009177,2023-07-06 16:44:00,AGT011,Note interne,True
INT0008401,TKT009177,2023-07-07 20:35:00,AGT011,Email client,False
INT0008402,TKT001349,2022-03-21 08:52:00,AGT012,Note interne,False
INT0008403,TKT001349,2022-03-27 10:40:00,AGT012,Email client,True
INT0008404,TKT001349,2022-04-02 12:28:00,AGT012,Appel sortant,False
INT0008405,TKT001289,2022-03-17 18:15:00,AGT008,Note interne,True
INT0008406,TKT004726,2022-10-22 09:31:00,AGT004,Note interne,True
INT0008407,TKT004726,2022-10-25 14:47:48,AGT004,Email client,False
INT0008408,TKT004726,2022-10-28 20:04:36,AGT004,Appel sortant,False
INT0008409,TKT004726,2022-11-01 01:21:24,AGT004,Escalade,False
INT0008410,TKT004726,2022-11-04 06:38:12,AGT004,Résolution,False
INT0008411,TKT000423,2022-01-24 15:52:00,AGT005,Note interne,False
INT0008412,TKT013821,2024-04-01 08:11:00,AGT011,Note interne,True
INT0008413,TKT013821,2024-04-03 15:20:00,AGT011,Email client,False
INT0008414,TKT013821,2024-04-05 22:29:00,AGT011,Appel sortant,True
INT0008415,TKT013821,2024-04-08 05:38:00,AGT011,Escalade,True
INT0008416,TKT001835,2022-04-21 16:14:00,AGT005,Note interne,False
INT0008417,TKT001835,2022-04-23 19:00:00,AGT005,Email client,False
INT0008418,TKT001835,2022-04-25 21:46:00,AGT005,Appel sortant,True
INT0008419,TKT009579,2023-07-31 19:32:00,AGT012,Note interne,True
INT0008420,TKT009579,2023-07-31 22:50:00,AGT012,Email client,False
INT0008421,TKT009579,2023-08-01 02:08:00,AGT012,Appel sortant,True
INT0008422,TKT005298,2022-11-22 07:31:00,AGT006,Note interne,True
INT0008423,TKT005298,2022-11-22 13:34:36,AGT006,Email client,False
INT0008424,TKT005298,2022-11-22 19:38:12,AGT006,Appel sortant,True
INT0008425,TKT005298,2022-11-23 01:41:48,AGT006,Escalade,False
INT0008426,TKT005298,2022-11-23 07:45:24,AGT006,Résolution,False
INT0008427,TKT002406,2022-05-29 11:29:00,AGT010,Note interne,True
INT0008428,TKT008157,2023-05-05 16:30:00,AGT008,Note interne,True
INT0008429,TKT008157,2023-05-08 22:42:00,AGT008,Email client,False
INT0008430,TKT008316,2023-05-16 13:35:00,AGT003,Note interne,True
INT0008431,TKT008316,2023-05-27 06:47:00,AGT003,Email client,False
INT0008432,TKT007224,2023-03-05 15:08:00,AGT001,Note interne,True
INT0008433,TKT008224,2023-05-10 18:42:00,AGT003,Note interne,True
INT0008434,TKT004812,2022-10-27 00:58:00,AGT006,Note interne,True
INT0008435,TKT012087,2023-12-24 18:16:00,AGT011,Note interne,False
INT0008436,TKT009416,2023-07-21 21:48:00,AGT002,Note interne,True
INT0008437,TKT009416,2023-07-24 23:27:00,AGT002,Email client,False
INT0008438,TKT002454,2022-06-01 15:53:00,AGT004,Note interne,True
INT0008439,TKT002667,2022-06-13 13:37:00,AGT009,Note interne,False
INT0008440,TKT002667,2022-06-13 18:23:00,AGT009,Email client,False
INT0008441,TKT002667,2022-06-13 23:09:00,AGT009,Appel sortant,True
INT0008442,TKT001550,2022-04-02 09:27:00,AGT010,Note interne,False
INT0008443,TKT012223,2023-12-31 12:43:00,AGT001,Note interne,True
INT0008444,TKT002581,2022-06-08 02:06:00,AGT010,Note interne,True
INT0008445,TKT012423,2024-01-09 20:59:00,AGT006,Note interne,False
INT0008446,TKT012423,2024-01-12 03:02:00,AGT006,Email client,True
INT0008447,TKT012116,2023-12-25 16:35:00,AGT010,Note interne,True
INT0008448,TKT012116,2023-12-27 02:07:00,AGT010,Email client,True
INT0008449,TKT012116,2023-12-28 11:39:00,AGT010,Appel sortant,False
INT0008450,TKT015206,2024-06-25 07:25:00,AGT011,Note interne,True
INT0008451,TKT015206,2024-06-28 03:10:00,AGT011,Email client,False
INT0008452,TKT015217,2024-06-26 07:28:00,AGT010,Note interne,False
INT0008453,TKT009935,2023-08-22 15:17:00,AGT012,Note interne,True
INT0008454,TKT001020,2022-02-28 16:04:00,AGT005,Note interne,False
INT0008455,TKT001020,2022-03-04 06:37:00,AGT005,Email client,False
INT0008456,TKT009582,2023-07-31 12:19:00,AGT004,Note interne,False
INT0008457,TKT009582,2023-08-01 11:01:00,AGT004,Email client,False
INT0008458,TKT007839,2023-04-14 18:55:00,AGT002,Note interne,False
INT0008459,TKT007839,2023-04-15 21:34:00,AGT002,Email client,False
INT0008460,TKT008213,2023-05-09 12:44:00,AGT010,Note interne,True
INT0008461,TKT008213,2023-05-10 22:51:30,AGT010,Email client,True
INT0008462,TKT008213,2023-05-12 08:59:00,AGT010,Appel sortant,False
INT0008463,TKT008213,2023-05-13 19:06:30,AGT010,Escalade,True
INT0008464,TKT007434,2023-03-18 13:26:00,AGT007,Note interne,False
INT0008465,TKT006294,2023-01-10 10:27:00,AGT009,Note interne,False
INT0008466,TKT006294,2023-01-15 05:51:00,AGT009,Email client,True
INT0008467,TKT000859,2022-02-18 14:45:00,AGT006,Note interne,True
INT0008468,TKT000859,2022-03-03 16:33:00,AGT006,Email client,False
INT0008469,TKT012071,2023-12-23 08:11:00,AGT004,Note interne,False
INT0008470,TKT012071,2023-12-23 23:09:48,AGT004,Email client,False
INT0008471,TKT012071,2023-12-24 14:08:36,AGT004,Appel sortant,True
INT0008472,TKT012071,2023-12-25 05:07:24,AGT004,Escalade,False
INT0008473,TKT012071,2023-12-25 20:06:12,AGT004,Résolution,True
INT0008474,TKT010378,2023-09-19 15:44:00,AGT007,Note interne,True
INT0008475,TKT010378,2023-09-20 21:29:00,AGT007,Email client,False
INT0008476,TKT006809,2023-02-06 19:03:00,AGT002,Note interne,True
INT0008477,TKT006809,2023-02-14 00:39:00,AGT002,Email client,True
INT0008478,TKT007872,2023-04-17 16:48:00,AGT012,Note interne,True
INT0008479,TKT007872,2023-04-21 06:04:00,AGT012,Email client,True
INT0008480,TKT007872,2023-04-24 19:20:00,AGT012,Appel sortant,True
INT0008481,TKT009315,2023-07-14 12:43:00,AGT002,Note interne,True
INT0008482,TKT009315,2023-07-14 20:19:00,AGT002,Email client,False
INT0008483,TKT000717,2022-02-10 21:38:00,AGT003,Note interne,False
INT0008484,TKT012426,2024-01-09 12:42:00,AGT011,Note interne,True
INT0008485,TKT012426,2024-01-12 11:57:00,AGT011,Email client,False
INT0008486,TKT003494,2022-08-04 21:32:00,AGT010,Note interne,True
INT0008487,TKT003830,2022-08-25 14:39:00,AGT010,Note interne,False
INT0008488,TKT001241,2022-03-14 08:58:00,AGT012,Note interne,False
INT0008489,TKT003225,2022-07-18 08:22:00,AGT002,Note interne,True
INT0008490,TKT005534,2022-12-05 11:22:00,AGT002,Note interne,False
INT0008491,TKT005624,2022-12-08 05:25:00,AGT004,Note interne,False
INT0008492,TKT005624,2022-12-13 16:17:30,AGT004,Email client,False
INT0008493,TKT005624,2022-12-19 03:10:00,AGT004,Appel sortant,False
INT0008494,TKT005624,2022-12-24 14:02:30,AGT004,Escalade,False
INT0008495,TKT013897,2024-04-05 02:10:00,AGT001,Note interne,True
INT0008496,TKT013897,2024-04-05 15:55:00,AGT001,Email client,True
INT0008497,TKT004210,2022-09-20 14:04:00,AGT001,Note interne,False
INT0008498,TKT004210,2022-09-21 09:29:12,AGT001,Email client,False
INT0008499,TKT004210,2022-09-22 04:54:24,AGT001,Appel sortant,False
INT0008500,TKT004210,2022-09-23 00:19:36,AGT001,Escalade,True
INT0008501,TKT004210,2022-09-23 19:44:48,AGT001,Résolution,True
INT0008502,TKT014272,2024-04-29 22:11:00,AGT012,Note interne,True
INT0008503,TKT010960,2023-10-28 18:13:00,AGT010,Note interne,False
INT0008504,TKT002090,2022-05-08 09:26:00,AGT002,Note interne,False
INT0008505,TKT004680,2022-10-19 08:24:00,AGT004,Note interne,True
INT0008506,TKT011734,2023-12-06 08:28:00,AGT005,Note interne,True
INT0008507,TKT011734,2023-12-08 06:50:30,AGT005,Email client,True
INT0008508,TKT011734,2023-12-10 05:13:00,AGT005,Appel sortant,True
INT0008509,TKT011734,2023-12-12 03:35:30,AGT005,Escalade,False
INT0008510,TKT000007,2022-01-01 10:49:00,AGT011,Note interne,True
INT0008511,TKT003976,2022-09-05 14:44:00,AGT008,Note interne,True
INT0008512,TKT002803,2022-06-21 15:17:00,AGT007,Note interne,False
INT0008513,TKT002803,2022-06-24 08:08:00,AGT007,Email client,False
INT0008514,TKT014962,2024-06-11 10:20:00,AGT012,Note interne,True
INT0008515,TKT006884,2023-02-10 06:49:00,AGT003,Note interne,False
INT0008516,TKT012934,2024-02-02 17:14:00,AGT006,Note interne,False
INT0008517,TKT012934,2024-02-05 17:38:00,AGT006,Email client,False
INT0008518,TKT013741,2024-03-26 10:28:00,AGT009,Note interne,False
INT0008519,TKT013741,2024-03-29 08:10:00,AGT009,Email client,False
INT0008520,TKT001903,2022-04-25 14:54:00,AGT010,Note interne,False
INT0008521,TKT001903,2022-04-28 14:48:00,AGT010,Email client,False
INT0008522,TKT003064,2022-07-07 15:58:00,AGT006,Note interne,True
INT0008523,TKT003064,2022-07-10 07:37:00,AGT006,Email client,True
INT0008524,TKT000544,2022-01-30 10:50:00,AGT001,Note interne,True
INT0008525,TKT000544,2022-02-02 00:08:00,AGT001,Email client,True
INT0008526,TKT012642,2024-01-19 15:20:00,AGT004,Note interne,False
INT0008527,TKT012368,2024-01-06 10:35:00,AGT002,Note interne,False
INT0008528,TKT012368,2024-01-08 03:32:00,AGT002,Email client,True
INT0008529,TKT010629,2023-10-06 12:03:00,AGT005,Note interne,True
INT0008530,TKT010629,2023-10-09 16:39:00,AGT005,Email client,False
INT0008531,TKT006391,2023-01-15 19:55:00,AGT007,Note interne,True
INT0008532,TKT006391,2023-01-15 22:55:00,AGT007,Email client,True
INT0008533,TKT006391,2023-01-16 01:55:00,AGT007,Appel sortant,False
INT0008534,TKT002127,2022-05-10 09:17:00,AGT007,Note interne,True
INT0008535,TKT002127,2022-05-19 00:17:00,AGT007,Email client,False
INT0008536,TKT015037,2024-06-17 15:55:00,AGT004,Note interne,False
INT0008537,TKT015037,2024-06-25 00:37:00,AGT004,Email client,True
INT0008538,TKT011153,2023-11-08 16:55:00,AGT005,Note interne,False
INT0008539,TKT011153,2023-11-13 09:19:00,AGT005,Email client,False
INT0008540,TKT011153,2023-11-18 01:43:00,AGT005,Appel sortant,True
INT0008541,TKT010480,2023-09-26 06:09:00,AGT009,Note interne,True
INT0008542,TKT012808,2024-01-27 11:55:00,AGT008,Note interne,True
INT0008543,TKT013766,2024-03-28 18:51:00,AGT006,Note interne,True
INT0008544,TKT013766,2024-03-30 04:25:00,AGT006,Email client,True
INT0008545,TKT013766,2024-03-31 13:59:00,AGT006,Appel sortant,True
INT0008546,TKT012091,2023-12-25 15:48:00,AGT008,Note interne,True
INT0008547,TKT012091,2023-12-27 03:48:00,AGT008,Email client,True
INT0008548,TKT009700,2023-08-08 20:02:00,AGT003,Note interne,True
INT0008549,TKT004622,2022-10-16 17:50:00,AGT007,Note interne,False
INT0008550,TKT007954,2023-04-21 12:47:00,AGT004,Note interne,True
INT0008551,TKT007954,2023-04-25 01:36:30,AGT004,Email client,False
INT0008552,TKT007954,2023-04-28 14:26:00,AGT004,Appel sortant,True
INT0008553,TKT007954,2023-05-02 03:15:30,AGT004,Escalade,True
INT0008554,TKT003896,2022-08-30 09:46:00,AGT009,Note interne,True
INT0008555,TKT003896,2022-08-31 04:22:00,AGT009,Email client,False
INT0008556,TKT012282,2024-01-02 08:22:00,AGT006,Note interne,False
INT0008557,TKT000660,2022-02-06 17:36:00,AGT003,Note interne,True
INT0008558,TKT000660,2022-02-08 20:24:00,AGT003,Email client,True
INT0008559,TKT002722,2022-06-16 11:31:00,AGT005,Note interne,False
INT0008560,TKT002722,2022-06-20 18:15:00,AGT005,Email client,False
INT0008561,TKT002722,2022-06-25 00:59:00,AGT005,Appel sortant,False
INT0008562,TKT003741,2022-08-20 18:12:00,AGT012,Note interne,True
INT0008563,TKT003741,2022-08-24 05:01:12,AGT012,Email client,True
INT0008564,TKT003741,2022-08-27 15:50:24,AGT012,Appel sortant,False
INT0008565,TKT003741,2022-08-31 02:39:36,AGT012,Escalade,False
INT0008566,TKT003741,2022-09-03 13:28:48,AGT012,Résolution,True
INT0008567,TKT001530,2022-04-01 09:51:00,AGT001,Note interne,False
INT0008568,TKT001530,2022-04-02 15:00:00,AGT001,Email client,False
INT0008569,TKT005151,2022-11-15 08:35:00,AGT005,Note interne,True
INT0008570,TKT005151,2022-11-17 16:11:00,AGT005,Email client,False
INT0008571,TKT010341,2023-09-18 09:30:00,AGT003,Note interne,False
INT0008572,TKT010341,2023-09-18 18:10:30,AGT003,Email client,True
INT0008573,TKT010341,2023-09-19 02:51:00,AGT003,Appel sortant,False
INT0008574,TKT010341,2023-09-19 11:31:30,AGT003,Escalade,False
INT0008575,TKT011991,2023-12-19 16:24:00,AGT001,Note interne,True
INT0008576,TKT011991,2023-12-24 12:50:00,AGT001,Email client,False
INT0008577,TKT011991,2023-12-29 09:16:00,AGT001,Appel sortant,True
INT0008578,TKT012054,2023-12-22 14:10:00,AGT001,Note interne,True
INT0008579,TKT006949,2023-02-15 15:52:00,AGT011,Note interne,False
INT0008580,TKT006949,2023-02-28 12:19:00,AGT011,Email client,True
INT0008581,TKT006850,2023-02-08 14:51:00,AGT012,Note interne,False
INT0008582,TKT006850,2023-02-16 10:39:00,AGT012,Email client,False
INT0008583,TKT002957,2022-07-01 14:24:00,AGT001,Note interne,True
INT0008584,TKT002957,2022-07-02 09:50:00,AGT001,Email client,False
INT0008585,TKT002957,2022-07-03 05:16:00,AGT001,Appel sortant,False
INT0008586,TKT001182,2022-03-11 07:08:00,AGT009,Note interne,False
INT0008587,TKT001182,2022-03-14 23:32:00,AGT009,Email client,True
INT0008588,TKT001182,2022-03-18 15:56:00,AGT009,Appel sortant,False
INT0008589,TKT000911,2022-02-21 07:36:00,AGT003,Note interne,False
INT0008590,TKT000911,2022-02-23 12:45:00,AGT003,Email client,True
INT0008591,TKT005229,2022-11-18 16:23:00,AGT012,Note interne,False
INT0008592,TKT005087,2022-11-11 15:00:00,AGT004,Note interne,False
INT0008593,TKT005087,2022-11-12 08:18:00,AGT004,Email client,True
INT0008594,TKT004789,2022-10-26 16:35:00,AGT003,Note interne,True
INT0008595,TKT014613,2024-05-21 13:37:00,AGT005,Note interne,True
INT0008596,TKT003925,2022-09-01 14:57:00,AGT007,Note interne,True
INT0008597,TKT006630,2023-01-26 10:31:00,AGT003,Note interne,True
INT0008598,TKT007822,2023-04-13 17:36:00,AGT006,Note interne,True
INT0008599,TKT007822,2023-04-14 14:21:00,AGT006,Email client,False
INT0008600,TKT012268,2024-01-02 10:47:00,AGT003,Note interne,True
INT0008601,TKT004629,2022-10-17 21:18:00,AGT005,Note interne,True
INT0008602,TKT013010,2024-02-07 08:38:00,AGT007,Note interne,True
INT0008603,TKT013010,2024-02-14 18:45:30,AGT007,Email client,False
INT0008604,TKT013010,2024-02-22 04:53:00,AGT007,Appel sortant,True
INT0008605,TKT013010,2024-02-29 15:00:30,AGT007,Escalade,True
INT0008606,TKT004879,2022-11-01 15:10:00,AGT005,Note interne,True
INT0008607,TKT001437,2022-03-26 16:30:00,AGT001,Note interne,False
INT0008608,TKT001437,2022-03-29 22:00:00,AGT001,Email client,False
INT0008609,TKT000019,2022-01-02 17:03:00,AGT007,Note interne,True
INT0008610,TKT015214,2024-06-26 20:46:00,AGT006,Note interne,True
INT0008611,TKT015214,2024-06-29 13:16:00,AGT006,Email client,True
INT0008612,TKT003543,2022-08-08 14:05:00,AGT003,Note interne,False
INT0008613,TKT006137,2023-01-02 15:06:00,AGT011,Note interne,False
INT0008614,TKT006137,2023-01-04 12:16:00,AGT011,Email client,True
INT0008615,TKT006137,2023-01-06 09:26:00,AGT011,Appel sortant,False
INT0008616,TKT005286,2022-11-22 12:40:00,AGT003,Note interne,True
INT0008617,TKT005286,2022-11-25 21:19:00,AGT003,Email client,False
INT0008618,TKT002739,2022-06-17 21:30:00,AGT004,Note interne,True
INT0008619,TKT002739,2022-06-20 16:26:00,AGT004,Email client,True
INT0008620,TKT002739,2022-06-23 11:22:00,AGT004,Appel sortant,False
INT0008621,TKT002434,2022-05-31 10:35:00,AGT002,Note interne,True
INT0008622,TKT002434,2022-06-07 03:54:30,AGT002,Email client,True
INT0008623,TKT002434,2022-06-13 21:14:00,AGT002,Appel sortant,False
INT0008624,TKT002434,2022-06-20 14:33:30,AGT002,Escalade,True
INT0008625,TKT014513,2024-05-14 15:49:00,AGT009,Note interne,True
INT0008626,TKT000638,2022-02-04 14:51:00,AGT006,Note interne,False
INT0008627,TKT000638,2022-02-05 00:57:00,AGT006,Email client,True
INT0008628,TKT002789,2022-06-21 13:38:00,AGT005,Note interne,True
INT0008629,TKT002789,2022-06-22 10:40:24,AGT005,Email client,False
INT0008630,TKT002789,2022-06-23 07:42:48,AGT005,Appel sortant,False
INT0008631,TKT002789,2022-06-24 04:45:12,AGT005,Escalade,False
INT0008632,TKT002789,2022-06-25 01:47:36,AGT005,Résolution,False
INT0008633,TKT009607,2023-08-02 19:23:00,AGT002,Note interne,True
INT0008634,TKT009607,2023-08-06 13:59:00,AGT002,Email client,True
INT0008635,TKT009607,2023-08-10 08:35:00,AGT002,Appel sortant,False
INT0008636,TKT009607,2023-08-14 03:11:00,AGT002,Escalade,True
INT0008637,TKT009607,2023-08-17 21:47:00,AGT002,Résolution,True
INT0008638,TKT002401,2022-05-29 00:29:00,AGT008,Note interne,True
INT0008639,TKT002401,2022-05-30 21:03:00,AGT008,Email client,True
INT0008640,TKT002401,2022-06-01 17:37:00,AGT008,Appel sortant,False
INT0008641,TKT008994,2023-06-25 09:13:00,AGT010,Note interne,False
INT0008642,TKT008994,2023-06-28 18:13:00,AGT010,Email client,False
INT0008643,TKT008994,2023-07-02 03:13:00,AGT010,Appel sortant,True
INT0008644,TKT013337,2024-02-28 09:18:00,AGT009,Note interne,False
INT0008645,TKT013337,2024-03-01 08:33:00,AGT009,Email client,False
INT0008646,TKT011695,2023-12-04 11:07:00,AGT009,Note interne,True
INT0008647,TKT011695,2023-12-08 21:49:00,AGT009,Email client,False
INT0008648,TKT007451,2023-03-20 20:50:00,AGT005,Note interne,False
INT0008649,TKT004426,2022-10-04 13:45:00,AGT003,Note interne,True
INT0008650,TKT004426,2022-10-06 22:27:00,AGT003,Email client,False
INT0008651,TKT001257,2022-03-15 18:05:00,AGT012,Note interne,False
INT0008652,TKT001257,2022-03-18 08:44:00,AGT012,Email client,True
INT0008653,TKT003517,2022-08-06 06:37:00,AGT001,Note interne,True
INT0008654,TKT003517,2022-08-06 18:07:00,AGT001,Email client,True
INT0008655,TKT012320,2024-01-04 11:05:00,AGT006,Note interne,True
INT0008656,TKT004669,2022-10-19 18:16:00,AGT011,Note interne,True
INT0008657,TKT004669,2022-10-29 06:55:00,AGT011,Email client,False
INT0008658,TKT013613,2024-03-18 09:34:00,AGT009,Note interne,False
INT0008659,TKT009392,2023-07-19 21:16:00,AGT003,Note interne,False
INT0008660,TKT009392,2023-07-23 06:37:00,AGT003,Email client,True
INT0008661,TKT006518,2023-01-21 07:32:00,AGT012,Note interne,True
INT0008662,TKT006518,2023-01-22 02:23:00,AGT012,Email client,False
INT0008663,TKT010908,2023-10-24 13:18:00,AGT001,Note interne,False
INT0008664,TKT010908,2023-10-25 20:06:00,AGT001,Email client,False
INT0008665,TKT010908,2023-10-27 02:54:00,AGT001,Appel sortant,True
INT0008666,TKT014580,2024-05-18 16:09:00,AGT007,Note interne,True
INT0008667,TKT004328,2022-09-27 09:06:00,AGT006,Note interne,True
INT0008668,TKT009601,2023-08-02 15:54:00,AGT002,Note interne,False
INT0008669,TKT009601,2023-08-06 18:09:00,AGT002,Email client,True
INT0008670,TKT009601,2023-08-10 20:24:00,AGT002,Appel sortant,True
INT0008671,TKT009601,2023-08-14 22:39:00,AGT002,Escalade,False
INT0008672,TKT004403,2022-10-03 14:34:00,AGT010,Note interne,True
INT0008673,TKT015263,2024-06-28 13:07:00,AGT008,Note interne,True
INT0008674,TKT015263,2024-07-07 01:09:00,AGT008,Email client,True
INT0008675,TKT015263,2024-07-15 13:11:00,AGT008,Appel sortant,True
INT0008676,TKT012823,2024-01-28 03:38:00,AGT010,Note interne,True
INT0008677,TKT012823,2024-01-30 06:38:00,AGT010,Email client,False
INT0008678,TKT012823,2024-02-01 09:38:00,AGT010,Appel sortant,True
