id_consommation,date,id_medicament,id_service,quantite_consommee,cout_euro
CONSO026503,2023-03-26,MED025,SRV002,2,7.6
CONSO026504,2023-03-26,MED002,SRV002,4,3.2
CONSO026505,2023-03-26,MED020,SRV003,9,28.8
CONSO026506,2023-03-26,MED002,SRV003,7,5.6
CONSO026507,2023-03-26,MED015,SRV003,5,27.5
CONSO026508,2023-03-26,MED007,SRV003,7,59.5
CONSO026509,2023-03-26,MED022,SRV003,4,3.6
CONSO026510,2023-03-26,MED001,SRV003,4,10.0
CONSO026511,2023-03-26,MED011,SRV004,7,84.0
CONSO026512,2023-03-26,MED014,SRV004,9,198.0
CONSO026513,2023-03-26,MED012,SRV004,3,55.5
CONSO026514,2023-03-26,MED013,SRV004,6,40.8
CONSO026515,2023-03-26,MED002,SRV004,7,5.6
CONSO026516,2023-03-26,MED009,SRV004,4,7.2
CONSO026517,2023-03-26,MED004,SRV005,15,22.5
CONSO026518,2023-03-26,MED008,SRV005,8,360.0
CONSO026519,2023-03-26,MED005,SRV005,7,22.4
CONSO026520,2023-03-26,MED010,SRV005,3,12.6
CONSO026521,2023-03-26,MED002,SRV005,4,3.2
CONSO026522,2023-03-26,MED007,SRV006,10,85.0
CONSO026523,2023-03-26,MED001,SRV006,6,15.0
CONSO026524,2023-03-26,MED013,SRV006,4,27.2
CONSO026525,2023-03-26,MED015,SRV006,3,16.5
CONSO026526,2023-03-26,MED002,SRV006,5,4.0
CONSO026527,2023-03-26,MED012,SRV007,5,92.5
CONSO026528,2023-03-26,MED014,SRV007,10,220.0
CONSO026529,2023-03-26,MED013,SRV007,8,54.4
CONSO026530,2023-03-26,MED008,SRV007,5,225.0
CONSO026531,2023-03-26,MED023,SRV007,2,170.0
CONSO026532,2023-03-26,MED024,SRV007,3,105.0
CONSO026533,2023-03-26,MED011,SRV007,5,60.0
CONSO026534,2023-03-26,MED023,SRV008,3,255.0
CONSO026535,2023-03-26,MED013,SRV008,5,34.0
CONSO026536,2023-03-26,MED012,SRV008,5,92.5
CONSO026537,2023-03-26,MED024,SRV008,3,105.0
CONSO026538,2023-03-26,MED002,SRV008,6,4.8
CONSO026539,2023-03-26,MED014,SRV008,3,66.0
CONSO026540,2023-03-26,MED002,SRV009,7,5.6
CONSO026541,2023-03-26,MED005,SRV009,4,12.8
CONSO026542,2023-03-26,MED017,SRV009,3,12.3
CONSO026543,2023-03-26,MED009,SRV009,3,5.4
CONSO026544,2023-03-26,MED010,SRV009,4,16.8
CONSO026545,2023-03-26,MED002,SRV010,8,6.4
CONSO026546,2023-03-26,MED022,SRV010,5,4.5
CONSO026547,2023-03-26,MED021,SRV010,4,4.4
CONSO026548,2023-03-26,MED001,SRV010,5,12.5
CONSO026549,2023-03-26,MED013,SRV010,2,13.6
CONSO026550,2023-03-26,MED014,SRV010,4,88.0
CONSO026551,2023-03-27,MED001,SRV001,9,22.5
CONSO026552,2023-03-27,MED002,SRV001,17,13.6
CONSO026553,2023-03-27,MED003,SRV001,8,9.6
CONSO026554,2023-03-27,MED011,SRV001,6,72.0
CONSO026555,2023-03-27,MED013,SRV001,4,27.2
CONSO026556,2023-03-27,MED019,SRV001,4,19.2
CONSO026557,2023-03-27,MED017,SRV001,3,12.3
CONSO026558,2023-03-27,MED005,SRV002,11,35.2
CONSO026559,2023-03-27,MED009,SRV002,10,18.0
CONSO026560,2023-03-27,MED010,SRV002,10,42.0
CONSO026561,2023-03-27,MED014,SRV002,7,154.0
CONSO026562,2023-03-27,MED025,SRV002,6,22.8
CONSO026563,2023-03-27,MED002,SRV002,6,4.8
CONSO026564,2023-03-27,MED020,SRV003,9,28.8
CONSO026565,2023-03-27,MED002,SRV003,10,8.0
CONSO026566,2023-03-27,MED015,SRV003,6,33.0
CONSO026567,2023-03-27,MED007,SRV003,7,59.5
CONSO026568,2023-03-27,MED022,SRV003,4,3.6
CONSO026569,2023-03-27,MED001,SRV003,4,10.0
CONSO026570,2023-03-27,MED011,SRV004,7,84.0
CONSO026571,2023-03-27,MED014,SRV004,12,264.0
CONSO026572,2023-03-27,MED012,SRV004,7,129.5
CONSO026573,2023-03-27,MED013,SRV004,7,47.6
CONSO026574,2023-03-27,MED002,SRV004,10,8.0
CONSO026575,2023-03-27,MED009,SRV004,4,7.2
CONSO026576,2023-03-27,MED004,SRV005,22,33.0
CONSO026577,2023-03-27,MED008,SRV005,11,495.0
CONSO026578,2023-03-27,MED005,SRV005,8,25.6
CONSO026579,2023-03-27,MED010,SRV005,8,33.6
CONSO026580,2023-03-27,MED002,SRV005,5,4.0
CONSO026581,2023-03-27,MED007,SRV006,15,127.5
CONSO026582,2023-03-27,MED001,SRV006,7,17.5
CONSO026583,2023-03-27,MED013,SRV006,6,40.8
CONSO026584,2023-03-27,MED015,SRV006,3,16.5
CONSO026585,2023-03-27,MED002,SRV006,7,5.6
CONSO026586,2023-03-27,MED012,SRV007,8,148.0
CONSO026587,2023-03-27,MED014,SRV007,15,330.0
CONSO026588,2023-03-27,MED013,SRV007,8,54.4
CONSO026589,2023-03-27,MED008,SRV007,9,405.0
CONSO026590,2023-03-27,MED023,SRV007,3,255.0
CONSO026591,2023-03-27,MED024,SRV007,3,105.0
CONSO026592,2023-03-27,MED011,SRV007,5,60.0
CONSO026593,2023-03-27,MED023,SRV008,4,340.0
CONSO026594,2023-03-27,MED013,SRV008,8,54.4
CONSO026595,2023-03-27,MED012,SRV008,7,129.5
CONSO026596,2023-03-27,MED024,SRV008,4,140.0
CONSO026597,2023-03-27,MED002,SRV008,9,7.2
CONSO026598,2023-03-27,MED014,SRV008,4,88.0
CONSO026599,2023-03-27,MED002,SRV009,10,8.0
CONSO026600,2023-03-27,MED005,SRV009,6,19.2
CONSO026601,2023-03-27,MED017,SRV009,5,20.5
CONSO026602,2023-03-27,MED009,SRV009,5,9.0
CONSO026603,2023-03-27,MED010,SRV009,4,16.8
CONSO026604,2023-03-27,MED002,SRV010,11,8.8
CONSO026605,2023-03-27,MED022,SRV010,9,8.1
CONSO026606,2023-03-27,MED021,SRV010,6,6.6
CONSO026607,2023-03-27,MED001,SRV010,6,15.0
CONSO026608,2023-03-27,MED013,SRV010,4,27.2
CONSO026609,2023-03-27,MED014,SRV010,6,132.0
CONSO026610,2023-03-28,MED001,SRV001,8,20.0
CONSO026611,2023-03-28,MED002,SRV001,18,14.4
CONSO026612,2023-03-28,MED003,SRV001,12,14.4
CONSO026613,2023-03-28,MED011,SRV001,6,72.0
CONSO026614,2023-03-28,MED013,SRV001,6,40.8
CONSO026615,2023-03-28,MED019,SRV001,4,19.2
CONSO026616,2023-03-28,MED017,SRV001,2,8.2
CONSO026617,2023-03-28,MED005,SRV002,10,32.0
CONSO026618,2023-03-28,MED009,SRV002,10,18.0
CONSO026619,2023-03-28,MED010,SRV002,10,42.0
CONSO026620,2023-03-28,MED014,SRV002,6,132.0
CONSO026621,2023-03-28,MED025,SRV002,6,22.8
CONSO026622,2023-03-28,MED002,SRV002,5,4.0
CONSO026623,2023-03-28,MED020,SRV003,11,35.2
CONSO026624,2023-03-28,MED002,SRV003,7,5.6
CONSO026625,2023-03-28,MED015,SRV003,7,38.5
CONSO026626,2023-03-28,MED007,SRV003,8,68.0
CONSO026627,2023-03-28,MED022,SRV003,5,4.5
CONSO026628,2023-03-28,MED001,SRV003,3,7.5
CONSO026629,2023-03-28,MED011,SRV004,12,144.0
CONSO026630,2023-03-28,MED014,SRV004,11,242.0
CONSO026631,2023-03-28,MED012,SRV004,5,92.5
CONSO026632,2023-03-28,MED013,SRV004,7,47.6
CONSO026633,2023-03-28,MED002,SRV004,9,7.2
CONSO026634,2023-03-28,MED009,SRV004,3,5.4
CONSO026635,2023-03-28,MED004,SRV005,21,31.5
CONSO026636,2023-03-28,MED008,SRV005,11,495.0
CONSO026637,2023-03-28,MED005,SRV005,11,35.2
CONSO026638,2023-03-28,MED010,SRV005,7,29.4
CONSO026639,2023-03-28,MED002,SRV005,5,4.0
CONSO026640,2023-03-28,MED007,SRV006,13,110.5
CONSO026641,2023-03-28,MED001,SRV006,7,17.5
CONSO026642,2023-03-28,MED013,SRV006,5,34.0
CONSO026643,2023-03-28,MED015,SRV006,5,27.5
CONSO026644,2023-03-28,MED002,SRV006,7,5.6
CONSO026645,2023-03-28,MED012,SRV007,9,166.5
CONSO026646,2023-03-28,MED014,SRV007,11,242.0
CONSO026647,2023-03-28,MED013,SRV007,11,74.8
CONSO026648,2023-03-28,MED008,SRV007,9,405.0
CONSO026649,2023-03-28,MED023,SRV007,2,170.0
CONSO026650,2023-03-28,MED024,SRV007,5,175.0
CONSO026651,2023-03-28,MED011,SRV007,5,60.0
CONSO026652,2023-03-28,MED023,SRV008,5,425.0
CONSO026653,2023-03-28,MED013,SRV008,8,54.4
CONSO026654,2023-03-28,MED012,SRV008,7,129.5
CONSO026655,2023-03-28,MED024,SRV008,3,105.0
CONSO026656,2023-03-28,MED002,SRV008,6,4.8
CONSO026657,2023-03-28,MED014,SRV008,6,132.0
CONSO026658,2023-03-28,MED002,SRV009,8,6.4
CONSO026659,2023-03-28,MED005,SRV009,5,16.0
CONSO026660,2023-03-28,MED017,SRV009,5,20.5
CONSO026661,2023-03-28,MED009,SRV009,5,9.0
CONSO026662,2023-03-28,MED010,SRV009,5,21.0
CONSO026663,2023-03-28,MED002,SRV010,11,8.8
CONSO026664,2023-03-28,MED022,SRV010,8,7.2
CONSO026665,2023-03-28,MED021,SRV010,5,5.5
CONSO026666,2023-03-28,MED001,SRV010,5,12.5
CONSO026667,2023-03-28,MED013,SRV010,3,20.4
CONSO026668,2023-03-28,MED014,SRV010,7,154.0
CONSO026669,2023-03-29,MED001,SRV001,9,22.5
CONSO026670,2023-03-29,MED002,SRV001,23,18.4
CONSO026671,2023-03-29,MED003,SRV001,10,12.0
CONSO026672,2023-03-29,MED011,SRV001,5,60.0
CONSO026673,2023-03-29,MED013,SRV001,6,40.8
CONSO026674,2023-03-29,MED019,SRV001,5,24.0
CONSO026675,2023-03-29,MED017,SRV001,3,12.3
CONSO026676,2023-03-29,MED005,SRV002,11,35.2
CONSO026677,2023-03-29,MED009,SRV002,11,19.8
CONSO026678,2023-03-29,MED010,SRV002,11,46.2
CONSO026679,2023-03-29,MED014,SRV002,6,132.0
CONSO026680,2023-03-29,MED025,SRV002,6,22.8
CONSO026681,2023-03-29,MED002,SRV002,5,4.0
CONSO026682,2023-03-29,MED020,SRV003,9,28.8
CONSO026683,2023-03-29,MED002,SRV003,9,7.2
CONSO026684,2023-03-29,MED015,SRV003,6,33.0
CONSO026685,2023-03-29,MED007,SRV003,4,34.0
CONSO026686,2023-03-29,MED022,SRV003,4,3.6
CONSO026687,2023-03-29,MED001,SRV003,4,10.0
CONSO026688,2023-03-29,MED011,SRV004,7,84.0
CONSO026689,2023-03-29,MED014,SRV004,12,264.0
CONSO026690,2023-03-29,MED012,SRV004,5,92.5
CONSO026691,2023-03-29,MED013,SRV004,7,47.6
CONSO026692,2023-03-29,MED002,SRV004,7,5.6
CONSO026693,2023-03-29,MED009,SRV004,5,9.0
CONSO026694,2023-03-29,MED004,SRV005,16,24.0
CONSO026695,2023-03-29,MED008,SRV005,8,360.0
CONSO026696,2023-03-29,MED005,SRV005,10,32.0
CONSO026697,2023-03-29,MED010,SRV005,5,21.0
CONSO026698,2023-03-29,MED002,SRV005,7,5.6
CONSO026699,2023-03-29,MED007,SRV006,14,119.0
CONSO026700,2023-03-29,MED001,SRV006,7,17.5
CONSO026701,2023-03-29,MED013,SRV006,6,40.8
CONSO026702,2023-03-29,MED015,SRV006,4,22.0
CONSO026703,2023-03-29,MED002,SRV006,6,4.8
CONSO026704,2023-03-29,MED012,SRV007,10,185.0
CONSO026705,2023-03-29,MED014,SRV007,13,286.0
CONSO026706,2023-03-29,MED013,SRV007,10,68.0
CONSO026707,2023-03-29,MED008,SRV007,9,405.0
CONSO026708,2023-03-29,MED023,SRV007,2,170.0
CONSO026709,2023-03-29,MED024,SRV007,5,175.0
CONSO026710,2023-03-29,MED011,SRV007,8,96.0
CONSO026711,2023-03-29,MED023,SRV008,6,510.0
CONSO026712,2023-03-29,MED013,SRV008,10,68.0
CONSO026713,2023-03-29,MED012,SRV008,6,111.0
CONSO026714,2023-03-29,MED024,SRV008,4,140.0
CONSO026715,2023-03-29,MED002,SRV008,7,5.6
CONSO026716,2023-03-29,MED014,SRV008,7,154.0
CONSO026717,2023-03-29,MED002,SRV009,8,6.4
CONSO026718,2023-03-29,MED005,SRV009,7,22.4
CONSO026719,2023-03-29,MED017,SRV009,5,20.5
CONSO026720,2023-03-29,MED009,SRV009,3,5.4
CONSO026721,2023-03-29,MED010,SRV009,4,16.8
CONSO026722,2023-03-29,MED002,SRV010,11,8.8
CONSO026723,2023-03-29,MED022,SRV010,8,7.2
CONSO026724,2023-03-29,MED021,SRV010,6,6.6
CONSO026725,2023-03-29,MED001,SRV010,6,15.0
CONSO026726,2023-03-29,MED013,SRV010,4,27.2
CONSO026727,2023-03-29,MED014,SRV010,7,154.0
CONSO026728,2023-03-30,MED001,SRV001,9,22.5
CONSO026729,2023-03-30,MED002,SRV001,16,12.8
CONSO026730,2023-03-30,MED003,SRV001,9,10.8
CONSO026731,2023-03-30,MED011,SRV001,7,84.0
CONSO026732,2023-03-30,MED013,SRV001,5,34.0
CONSO026733,2023-03-30,MED019,SRV001,5,24.0
CONSO026734,2023-03-30,MED017,SRV001,3,12.3
CONSO026735,2023-03-30,MED005,SRV002,13,41.6
CONSO026736,2023-03-30,MED009,SRV002,8,14.4
CONSO026737,2023-03-30,MED010,SRV002,9,37.8
CONSO026738,2023-03-30,MED014,SRV002,8,176.0
CONSO026739,2023-03-30,MED025,SRV002,6,22.8
CONSO026740,2023-03-30,MED002,SRV002,4,3.2
CONSO026741,2023-03-30,MED020,SRV003,12,38.4
CONSO026742,2023-03-30,MED002,SRV003,6,4.8
CONSO026743,2023-03-30,MED015,SRV003,7,38.5
CONSO026744,2023-03-30,MED007,SRV003,7,59.5
CONSO026745,2023-03-30,MED022,SRV003,5,4.5
CONSO026746,2023-03-30,MED001,SRV003,3,7.5
CONSO026747,2023-03-30,MED011,SRV004,7,84.0
CONSO026748,2023-03-30,MED014,SRV004,12,264.0
CONSO026749,2023-03-30,MED012,SRV004,5,92.5
CONSO026750,2023-03-30,MED013,SRV004,5,34.0
CONSO026751,2023-03-30,MED002,SRV004,10,8.0
CONSO026752,2023-03-30,MED009,SRV004,6,10.8
CONSO026753,2023-03-30,MED004,SRV005,23,34.5
CONSO026754,2023-03-30,MED008,SRV005,11,495.0
CONSO026755,2023-03-30,MED005,SRV005,11,35.2
CONSO026756,2023-03-30,MED010,SRV005,5,21.0
CONSO026757,2023-03-30,MED002,SRV005,5,4.0
CONSO026758,2023-03-30,MED007,SRV006,13,110.5
CONSO026759,2023-03-30,MED001,SRV006,8,20.0
CONSO026760,2023-03-30,MED013,SRV006,6,40.8
CONSO026761,2023-03-30,MED015,SRV006,4,22.0
CONSO026762,2023-03-30,MED002,SRV006,5,4.0
CONSO026763,2023-03-30,MED012,SRV007,10,185.0
CONSO026764,2023-03-30,MED014,SRV007,12,264.0
CONSO026765,2023-03-30,MED013,SRV007,11,74.8
CONSO026766,2023-03-30,MED008,SRV007,7,315.0
CONSO026767,2023-03-30,MED023,SRV007,3,255.0
CONSO026768,2023-03-30,MED024,SRV007,4,140.0
CONSO026769,2023-03-30,MED011,SRV007,5,60.0
CONSO026770,2023-03-30,MED023,SRV008,6,510.0
CONSO026771,2023-03-30,MED013,SRV008,9,61.2
CONSO026772,2023-03-30,MED012,SRV008,7,129.5
CONSO026773,2023-03-30,MED024,SRV008,4,140.0
CONSO026774,2023-03-30,MED002,SRV008,9,7.2
CONSO026775,2023-03-30,MED014,SRV008,5,110.0
CONSO026776,2023-03-30,MED002,SRV009,8,6.4
CONSO026777,2023-03-30,MED005,SRV009,6,19.2
CONSO026778,2023-03-30,MED017,SRV009,6,24.6
CONSO026779,2023-03-30,MED009,SRV009,5,9.0
CONSO026780,2023-03-30,MED010,SRV009,4,16.8
CONSO026781,2023-03-30,MED002,SRV010,13,10.4
CONSO026782,2023-03-30,MED022,SRV010,10,9.0
CONSO026783,2023-03-30,MED021,SRV010,6,6.6
CONSO026784,2023-03-30,MED001,SRV010,6,15.0
CONSO026785,2023-03-30,MED013,SRV010,4,27.2
CONSO026786,2023-03-30,MED014,SRV010,5,110.0
CONSO026787,2023-03-31,MED001,SRV001,8,20.0
CONSO026788,2023-03-31,MED002,SRV001,18,14.4
CONSO026789,2023-03-31,MED003,SRV001,10,12.0
CONSO026790,2023-03-31,MED011,SRV001,7,84.0
CONSO026791,2023-03-31,MED013,SRV001,6,40.8
CONSO026792,2023-03-31,MED019,SRV001,5,24.0
CONSO026793,2023-03-31,MED017,SRV001,4,16.4
CONSO026794,2023-03-31,MED005,SRV002,13,41.6
CONSO026795,2023-03-31,MED009,SRV002,9,16.2
CONSO026796,2023-03-31,MED010,SRV002,11,46.2
CONSO026797,2023-03-31,MED014,SRV002,6,132.0
CONSO026798,2023-03-31,MED025,SRV002,6,22.8
CONSO026799,2023-03-31,MED002,SRV002,4,3.2
CONSO026800,2023-03-31,MED020,SRV003,11,35.2
CONSO026801,2023-03-31,MED002,SRV003,7,5.6
CONSO026802,2023-03-31,MED015,SRV003,5,27.5
CONSO026803,2023-03-31,MED007,SRV003,8,68.0
CONSO026804,2023-03-31,MED022,SRV003,5,4.5
CONSO026805,2023-03-31,MED001,SRV003,5,12.5
CONSO026806,2023-03-31,MED011,SRV004,8,96.0
CONSO026807,2023-03-31,MED014,SRV004,13,286.0
CONSO026808,2023-03-31,MED012,SRV004,5,92.5
CONSO026809,2023-03-31,MED013,SRV004,4,27.2
CONSO026810,2023-03-31,MED002,SRV004,9,7.2
CONSO026811,2023-03-31,MED009,SRV004,3,5.4
CONSO026812,2023-03-31,MED004,SRV005,15,22.5
CONSO026813,2023-03-31,MED008,SRV005,11,495.0
CONSO026814,2023-03-31,MED005,SRV005,7,22.4
CONSO026815,2023-03-31,MED010,SRV005,6,25.2
CONSO026816,2023-03-31,MED002,SRV005,4,3.2
CONSO026817,2023-03-31,MED007,SRV006,10,85.0
CONSO026818,2023-03-31,MED001,SRV006,8,20.0
CONSO026819,2023-03-31,MED013,SRV006,5,34.0
CONSO026820,2023-03-31,MED015,SRV006,3,16.5
CONSO026821,2023-03-31,MED002,SRV006,6,4.8
CONSO026822,2023-03-31,MED012,SRV007,7,129.5
CONSO026823,2023-03-31,MED014,SRV007,11,242.0
CONSO026824,2023-03-31,MED013,SRV007,12,81.6
CONSO026825,2023-03-31,MED008,SRV007,8,360.0
CONSO026826,2023-03-31,MED023,SRV007,2,170.0
CONSO026827,2023-03-31,MED024,SRV007,4,140.0
CONSO026828,2023-03-31,MED011,SRV007,7,84.0
CONSO026829,2023-03-31,MED023,SRV008,6,510.0
CONSO026830,2023-03-31,MED013,SRV008,5,34.0
CONSO026831,2023-03-31,MED012,SRV008,5,92.5
CONSO026832,2023-03-31,MED024,SRV008,4,140.0
CONSO026833,2023-03-31,MED002,SRV008,8,6.4
CONSO026834,2023-03-31,MED014,SRV008,5,110.0
CONSO026835,2023-03-31,MED002,SRV009,7,5.6
CONSO026836,2023-03-31,MED005,SRV009,5,16.0
CONSO026837,2023-03-31,MED017,SRV009,7,28.7
CONSO026838,2023-03-31,MED009,SRV009,4,7.2
CONSO026839,2023-03-31,MED010,SRV009,6,25.2
CONSO026840,2023-03-31,MED002,SRV010,11,8.8
CONSO026841,2023-03-31,MED022,SRV010,9,8.1
CONSO026842,2023-03-31,MED021,SRV010,6,6.6
CONSO026843,2023-03-31,MED001,SRV010,4,10.0
CONSO026844,2023-03-31,MED013,SRV010,3,20.4
CONSO026845,2023-03-31,MED014,SRV010,7,154.0
CONSO026846,2023-04-01,MED001,SRV001,7,17.5
CONSO026847,2023-04-01,MED002,SRV001,14,11.2
CONSO026848,2023-04-01,MED003,SRV001,9,10.8
CONSO026849,2023-04-01,MED011,SRV001,4,48.0
CONSO026850,2023-04-01,MED013,SRV001,4,27.2
CONSO026851,2023-04-01,MED019,SRV001,3,14.4
CONSO026852,2023-04-01,MED017,SRV001,2,8.2
CONSO026853,2023-04-01,MED005,SRV002,13,41.6
CONSO026854,2023-04-01,MED009,SRV002,8,14.4
CONSO026855,2023-04-01,MED010,SRV002,9,37.8
CONSO026856,2023-04-01,MED014,SRV002,5,110.0
CONSO026857,2023-04-01,MED025,SRV002,4,15.2
CONSO026858,2023-04-01,MED002,SRV002,3,2.4
CONSO026859,2023-04-01,MED020,SRV003,7,22.4
CONSO026860,2023-04-01,MED002,SRV003,7,5.6
CONSO026861,2023-04-01,MED015,SRV003,4,22.0
CONSO026862,2023-04-01,MED007,SRV003,6,51.0
CONSO026863,2023-04-01,MED022,SRV003,4,3.6
CONSO026864,2023-04-01,MED001,SRV003,2,5.0
CONSO026865,2023-04-01,MED011,SRV004,6,72.0
CONSO026866,2023-04-01,MED014,SRV004,10,220.0
CONSO026867,2023-04-01,MED012,SRV004,4,74.0
CONSO026868,2023-04-01,MED013,SRV004,5,34.0
CONSO026869,2023-04-01,MED002,SRV004,7,5.6
CONSO026870,2023-04-01,MED009,SRV004,3,5.4
CONSO026871,2023-04-01,MED004,SRV005,14,21.0
CONSO026872,2023-04-01,MED008,SRV005,10,450.0
CONSO026873,2023-04-01,MED005,SRV005,5,16.0
CONSO026874,2023-04-01,MED010,SRV005,4,16.8
CONSO026875,2023-04-01,MED002,SRV005,3,2.4
CONSO026876,2023-04-01,MED007,SRV006,10,85.0
CONSO026877,2023-04-01,MED001,SRV006,5,12.5
CONSO026878,2023-04-01,MED013,SRV006,4,27.2
CONSO026879,2023-04-01,MED015,SRV006,3,16.5
CONSO026880,2023-04-01,MED002,SRV006,5,4.0
CONSO026881,2023-04-01,MED012,SRV007,6,111.0
CONSO026882,2023-04-01,MED014,SRV007,8,176.0
CONSO026883,2023-04-01,MED013,SRV007,7,47.6
CONSO026884,2023-04-01,MED008,SRV007,5,225.0
CONSO026885,2023-04-01,MED023,SRV007,2,170.0
CONSO026886,2023-04-01,MED024,SRV007,2,70.0
CONSO026887,2023-04-01,MED011,SRV007,4,48.0
CONSO026888,2023-04-01,MED023,SRV008,4,340.0
CONSO026889,2023-04-01,MED013,SRV008,7,47.6
CONSO026890,2023-04-01,MED012,SRV008,5,92.5
CONSO026891,2023-04-01,MED024,SRV008,3,105.0
CONSO026892,2023-04-01,MED002,SRV008,8,6.4
CONSO026893,2023-04-01,MED014,SRV008,2,44.0
CONSO026894,2023-04-01,MED002,SRV009,8,6.4
CONSO026895,2023-04-01,MED005,SRV009,5,16.0
CONSO026896,2023-04-01,MED017,SRV009,4,16.4
CONSO026897,2023-04-01,MED009,SRV009,2,3.6
CONSO026898,2023-04-01,MED010,SRV009,3,12.6
CONSO026899,2023-04-01,MED002,SRV010,9,7.2
CONSO026900,2023-04-01,MED022,SRV010,7,6.3
CONSO026901,2023-04-01,MED021,SRV010,5,5.5
CONSO026902,2023-04-01,MED001,SRV010,3,7.5
CONSO026903,2023-04-01,MED013,SRV010,2,13.6
CONSO026904,2023-04-01,MED014,SRV010,5,110.0
CONSO026905,2023-04-02,MED001,SRV001,7,17.5
CONSO026906,2023-04-02,MED002,SRV001,12,9.6
CONSO026907,2023-04-02,MED003,SRV001,10,12.0
CONSO026908,2023-04-02,MED011,SRV001,5,60.0
CONSO026909,2023-04-02,MED013,SRV001,4,27.2
CONSO026910,2023-04-02,MED019,SRV001,3,14.4
CONSO026911,2023-04-02,MED017,SRV001,3,12.3
CONSO026912,2023-04-02,MED005,SRV002,8,25.6
CONSO026913,2023-04-02,MED009,SRV002,5,9.0
CONSO026914,2023-04-02,MED010,SRV002,8,33.6
CONSO026915,2023-04-02,MED014,SRV002,7,154.0
CONSO026916,2023-04-02,MED025,SRV002,4,15.2
CONSO026917,2023-04-02,MED002,SRV002,4,3.2
CONSO026918,2023-04-02,MED020,SRV003,9,28.8
CONSO026919,2023-04-02,MED002,SRV003,7,5.6
CONSO026920,2023-04-02,MED015,SRV003,5,27.5
CONSO026921,2023-04-02,MED007,SRV003,7,59.5
CONSO026922,2023-04-02,MED022,SRV003,3,2.7
CONSO026923,2023-04-02,MED001,SRV003,3,7.5
CONSO026924,2023-04-02,MED011,SRV004,8,96.0
CONSO026925,2023-04-02,MED014,SRV004,8,176.0
CONSO026926,2023-04-02,MED012,SRV004,3,55.5
CONSO026927,2023-04-02,MED013,SRV004,4,27.2
CONSO026928,2023-04-02,MED002,SRV004,5,4.0
CONSO026929,2023-04-02,MED009,SRV004,3,5.4
CONSO026930,2023-04-02,MED004,SRV005,16,24.0
CONSO026931,2023-04-02,MED008,SRV005,9,405.0
CONSO026932,2023-04-02,MED005,SRV005,7,22.4
CONSO026933,2023-04-02,MED010,SRV005,4,16.8
CONSO026934,2023-04-02,MED002,SRV005,5,4.0
CONSO026935,2023-04-02,MED007,SRV006,14,119.0
CONSO026936,2023-04-02,MED001,SRV006,4,10.0
CONSO026937,2023-04-02,MED013,SRV006,4,27.2
CONSO026938,2023-04-02,MED015,SRV006,3,16.5
CONSO026939,2023-04-02,MED002,SRV006,5,4.0
CONSO026940,2023-04-02,MED012,SRV007,7,129.5
CONSO026941,2023-04-02,MED014,SRV007,10,220.0
CONSO026942,2023-04-02,MED013,SRV007,7,47.6
CONSO026943,2023-04-02,MED008,SRV007,8,360.0
CONSO026944,2023-04-02,MED023,SRV007,2,170.0
CONSO026945,2023-04-02,MED024,SRV007,3,105.0
CONSO026946,2023-04-02,MED011,SRV007,6,72.0
CONSO026947,2023-04-02,MED023,SRV008,4,340.0
CONSO026948,2023-04-02,MED013,SRV008,7,47.6
CONSO026949,2023-04-02,MED012,SRV008,5,92.5
CONSO026950,2023-04-02,MED024,SRV008,3,105.0
CONSO026951,2023-04-02,MED002,SRV008,7,5.6
CONSO026952,2023-04-02,MED014,SRV008,3,66.0
CONSO026953,2023-04-02,MED002,SRV009,7,5.6
CONSO026954,2023-04-02,MED005,SRV009,3,9.6
CONSO026955,2023-04-02,MED017,SRV009,3,12.3
CONSO026956,2023-04-02,MED009,SRV009,4,7.2
CONSO026957,2023-04-02,MED010,SRV009,3,12.6
CONSO026958,2023-04-02,MED002,SRV010,6,4.8
CONSO026959,2023-04-02,MED022,SRV010,5,4.5
CONSO026960,2023-04-02,MED021,SRV010,6,6.6
CONSO026961,2023-04-02,MED001,SRV010,3,7.5
CONSO026962,2023-04-02,MED013,SRV010,2,13.6
CONSO026963,2023-04-02,MED014,SRV010,3,66.0
CONSO026964,2023-04-03,MED001,SRV001,8,20.0
CONSO026965,2023-04-03,MED002,SRV001,15,12.0
CONSO026966,2023-04-03,MED003,SRV001,10,12.0
CONSO026967,2023-04-03,MED011,SRV001,8,96.0
CONSO026968,2023-04-03,MED013,SRV001,4,27.2
CONSO026969,2023-04-03,MED019,SRV001,4,19.2
CONSO026970,2023-04-03,MED017,SRV001,3,12.3
CONSO026971,2023-04-03,MED005,SRV002,11,35.2
CONSO026972,2023-04-03,MED009,SRV002,9,16.2
CONSO026973,2023-04-03,MED010,SRV002,10,42.0
CONSO026974,2023-04-03,MED014,SRV002,7,154.0
CONSO026975,2023-04-03,MED025,SRV002,5,19.0
CONSO026976,2023-04-03,MED002,SRV002,3,2.4
CONSO026977,2023-04-03,MED020,SRV003,13,41.6
CONSO026978,2023-04-03,MED002,SRV003,11,8.8
CONSO026979,2023-04-03,MED015,SRV003,6,33.0
CONSO026980,2023-04-03,MED007,SRV003,6,51.0
CONSO026981,2023-04-03,MED022,SRV003,6,5.4
CONSO026982,2023-04-03,MED001,SRV003,5,12.5
CONSO026983,2023-04-03,MED011,SRV004,8,96.0
