contact_id,client_id,campagne_source_id,canal_acquisition,date_acquisition,pays,segment,nb_achats,ltv_fcfa,dernier_achat_date,statut_crm
CNT0003887,CLI006,CAM00045,Email,2022-12-06,Côte d'Ivoire,Client dormant,3,38229,2023-02-24,Inactif
CNT0003888,CLI012,CAM00140,Email,2024-01-03,Ghana,Client dormant,0,0,,Perdu
CNT0003889,CLI017,CAM00236,Email,2024-04-22,Burkina Faso,Client dormant,0,0,,Actif
CNT0003890,CLI017,CAM00226,SMS,2023-03-14,Mali,Prospect,2,59744,2023-05-03,Actif
CNT0003891,CLI013,CAM00158,Email,2022-11-20,Mali,Client actif,2,140336,2023-01-21,Inactif
CNT0003892,CLI017,CAM00231,Email,2023-03-31,Burkina Faso,Client actif,0,0,,Inactif
CNT0003893,CLI017,CAM00236,Email,2024-04-13,Burkina Faso,Client actif,8,122096,2024-06-01,Inactif
CNT0003894,CLI010,CAM00091,SMS,2023-12-29,Cameroun,Client actif,2,73296,2024-10-09,Perdu
CNT0003895,CLI012,CAM00144,Email,2023-06-11,Mali,Client dormant,2,155034,2023-12-21,Perdu
CNT0003896,CLI018,CAM00253,SMS,2023-02-25,Mali,Client dormant,5,131360,2024-01-21,Perdu
CNT0003897,CLI004,CAM00031,SMS,2023-11-15,Burkina Faso,Client dormant,6,92874,2024-10-26,Actif
CNT0003898,CLI010,CAM00109,Email,2023-05-23,Sénégal,Client dormant,6,79014,2023-12-16,Inactif
CNT0003899,CLI015,CAM00183,Email,2022-10-07,Mali,Prospect,5,201270,2023-03-10,Perdu
CNT0003900,CLI006,CAM00045,Email,2022-11-12,Côte d'Ivoire,Client dormant,1,68040,2022-12-26,Actif
CNT0003901,CLI017,CAM00225,Email,2024-01-18,Burkina Faso,Prospect,0,0,,Actif
CNT0003902,CLI015,CAM00187,Email,2022-09-25,Côte d'Ivoire,Prospect,8,535272,2022-12-16,Actif
CNT0003903,CLI012,CAM00129,Facebook,2022-08-30,Cameroun,Client actif,5,398120,2023-02-18,Actif
CNT0003904,CLI018,CAM00265,Email,2023-01-28,Côte d'Ivoire,Client dormant,8,310384,2023-02-24,Perdu
CNT0003905,CLI010,CAM00094,Facebook,2023-03-29,Sénégal,Prospect,4,208988,2023-05-16,Inactif
CNT0003906,CLI010,CAM00109,Email,2023-05-14,Sénégal,Nouveau client,0,0,,Inactif
CNT0003907,CLI010,CAM00091,SMS,2023-12-28,Cameroun,Nouveau client,8,522952,2024-06-23,Perdu
CNT0003908,CLI017,CAM00242,Email,2022-06-25,Sénégal,Client dormant,6,290364,2023-06-08,Inactif
CNT0003909,CLI010,CAM00111,Google,2023-04-25,Cameroun,Client dormant,6,372630,2024-04-11,Actif
CNT0003910,CLI017,CAM00246,SMS,2023-08-08,Côte d'Ivoire,Prospect,5,80970,2023-12-24,Perdu
CNT0003911,CLI015,CAM00195,SMS,2023-08-24,Ghana,Client actif,4,148840,2023-11-10,Actif
CNT0003912,CLI013,CAM00159,Facebook,2022-07-25,Côte d'Ivoire,Prospect,3,178008,2023-08-13,Perdu
CNT0003913,CLI016,CAM00208,Email,2023-10-08,Mali,Client actif,3,66327,2023-12-11,Perdu
CNT0003914,CLI010,CAM00109,Email,2023-05-30,Sénégal,Nouveau client,8,123856,2024-04-08,Actif
CNT0003915,CLI012,CAM00131,Email,2023-12-03,Burkina Faso,Client dormant,6,390852,2024-08-07,Actif
CNT0003916,CLI012,CAM00144,Email,2023-06-11,Mali,Nouveau client,5,231250,2024-06-07,Actif
CNT0003917,CLI012,CAM00131,Email,2023-12-24,Burkina Faso,Nouveau client,7,522417,2024-07-11,Inactif
CNT0003918,CLI018,CAM00252,Google,2022-07-22,Sénégal,Client dormant,6,219024,2023-08-03,Perdu
CNT0003919,CLI012,CAM00131,Email,2023-11-24,Burkina Faso,Client dormant,2,108018,2024-03-09,Inactif
CNT0003920,CLI015,CAM00195,SMS,2023-08-11,Ghana,Client actif,8,42232,2023-11-25,Inactif
CNT0003921,CLI016,CAM00217,SMS,2023-10-21,Sénégal,Nouveau client,6,258144,2024-11-24,Actif
CNT0003922,CLI018,CAM00265,Email,2023-01-31,Côte d'Ivoire,Client actif,7,243922,2023-04-24,Inactif
CNT0003923,CLI017,CAM00231,Email,2023-03-30,Burkina Faso,Prospect,1,16753,2024-03-27,Actif
CNT0003924,CLI010,CAM00099,SMS,2022-11-17,Côte d'Ivoire,Prospect,5,149745,2023-08-22,Inactif
CNT0003925,CLI015,CAM00197,Email,2023-12-26,Burkina Faso,Client dormant,7,407827,2024-03-13,Inactif
CNT0003926,CLI017,CAM00225,Email,2024-01-03,Burkina Faso,Prospect,0,0,,Perdu
CNT0003927,CLI015,CAM00194,SMS,2023-01-22,Burkina Faso,Client actif,3,148707,2023-06-06,Actif
CNT0003928,CLI010,CAM00102,Email,2023-10-26,Cameroun,Nouveau client,0,0,,Perdu
CNT0003929,CLI015,CAM00197,Email,2023-12-19,Burkina Faso,Nouveau client,1,69018,2024-01-13,Inactif
CNT0003930,CLI017,CAM00232,Google,2024-05-09,Sénégal,Client dormant,0,0,,Actif
CNT0003931,CLI013,CAM00158,Email,2022-11-13,Mali,Client actif,2,18870,2023-09-30,Perdu
CNT0003932,CLI020,CAM00290,Email,2024-04-27,Sénégal,Nouveau client,1,21369,2025-05-06,Inactif
CNT0003933,CLI012,CAM00139,Email,2023-05-16,Cameroun,Client actif,3,142434,2023-10-12,Perdu
CNT0003934,CLI017,CAM00235,Email,2023-08-21,Côte d'Ivoire,Client actif,4,68768,2024-01-04,Perdu
CNT0003935,CLI015,CAM00194,SMS,2023-01-23,Burkina Faso,Prospect,4,316264,2023-10-24,Actif
CNT0003936,CLI012,CAM00131,Email,2023-12-08,Burkina Faso,Client actif,2,100590,2024-12-16,Perdu
CNT0003937,CLI018,CAM00262,SMS,2024-02-11,Cameroun,Nouveau client,6,241272,2024-10-11,Inactif
CNT0003938,CLI020,CAM00290,Email,2024-05-07,Sénégal,Client dormant,0,0,,Perdu
CNT0003939,CLI013,CAM00158,Email,2022-11-08,Mali,Client dormant,3,217455,2022-11-27,Inactif
CNT0003940,CLI015,CAM00182,SMS,2023-12-31,Burkina Faso,Client dormant,4,58368,2024-09-07,Actif
CNT0003941,CLI017,CAM00246,SMS,2023-08-12,Côte d'Ivoire,Client actif,0,0,,Perdu
CNT0003942,CLI010,CAM00094,Facebook,2023-03-27,Sénégal,Prospect,8,281360,2023-05-03,Inactif
CNT0003943,CLI017,CAM00236,Email,2024-04-23,Burkina Faso,Client actif,2,155254,2025-02-03,Inactif
CNT0003944,CLI010,CAM00102,Email,2023-10-12,Cameroun,Client actif,5,273615,2024-04-19,Perdu
CNT0003945,CLI018,CAM00262,SMS,2024-02-14,Cameroun,Prospect,3,198966,2024-11-20,Actif
CNT0003946,CLI006,CAM00055,Email,2023-12-22,Ghana,Prospect,5,303100,2024-03-21,Perdu
CNT0003947,CLI010,CAM00109,Email,2023-05-15,Sénégal,Nouveau client,2,23786,2023-07-11,Actif
CNT0003948,CLI012,CAM00131,Email,2023-12-26,Burkina Faso,Client actif,0,0,,Actif
CNT0003949,CLI015,CAM00197,Email,2024-01-04,Burkina Faso,Client actif,5,187315,2024-04-22,Perdu
CNT0003950,CLI004,CAM00032,SMS,2023-03-18,Burkina Faso,Prospect,1,10076,2023-07-03,Perdu
CNT0003951,CLI010,CAM00103,SMS,2024-04-30,Cameroun,Prospect,7,552650,2024-08-07,Actif
CNT0003952,CLI016,CAM00201,SMS,2023-06-24,Burkina Faso,Client dormant,5,103115,2024-02-18,Perdu
CNT0003953,CLI019,CAM00275,SMS,2023-11-08,Burkina Faso,Client dormant,3,197370,2024-09-17,Inactif
CNT0003954,CLI022,CAM00318,Email,2023-03-19,Côte d'Ivoire,Nouveau client,4,312084,2023-07-16,Actif
CNT0003955,CLI012,CAM00131,Email,2023-12-13,Burkina Faso,Nouveau client,4,138416,2024-05-21,Inactif
CNT0003956,CLI023,CAM00342,Email,2022-09-25,Ghana,Prospect,5,32475,2023-07-31,Actif
CNT0003957,CLI010,CAM00111,Google,2023-04-25,Cameroun,Client dormant,7,65513,2023-05-01,Actif
CNT0003958,CLI006,CAM00045,Email,2022-12-01,Côte d'Ivoire,Prospect,1,68472,2023-01-14,Perdu
CNT0003959,CLI017,CAM00246,SMS,2023-08-07,Côte d'Ivoire,Client actif,5,98120,2024-08-17,Actif
CNT0003960,CLI017,CAM00242,Email,2022-06-24,Sénégal,Nouveau client,4,209320,2023-02-20,Perdu
CNT0003961,CLI005,CAM00037,Email,2023-04-04,Sénégal,Nouveau client,4,217516,2024-01-25,Actif
CNT0003962,CLI015,CAM00183,Email,2022-09-27,Mali,Client actif,0,0,,Inactif
CNT0003963,CLI013,CAM00158,Email,2022-11-09,Mali,Client actif,8,471128,2023-09-15,Inactif
CNT0003964,CLI007,CAM00064,Email,2023-12-31,Mali,Client actif,5,103860,2025-01-08,Perdu
CNT0003965,CLI015,CAM00196,Email,2023-10-06,Côte d'Ivoire,Nouveau client,1,17874,2024-07-20,Actif
CNT0003966,CLI018,CAM00250,Email,2024-05-13,Ghana,Client actif,7,235459,2025-05-15,Actif
CNT0003967,CLI013,CAM00157,Email,2023-10-17,Côte d'Ivoire,Nouveau client,4,254916,2023-11-06,Perdu
CNT0003968,CLI010,CAM00111,Google,2023-04-19,Cameroun,Nouveau client,7,218659,2023-12-11,Actif
CNT0003969,CLI021,CAM00303,SMS,2023-11-02,Côte d'Ivoire,Prospect,4,140592,2024-02-14,Inactif
CNT0003970,CLI015,CAM00183,Email,2022-10-12,Mali,Prospect,8,139336,2023-06-02,Perdu
CNT0003971,CLI015,CAM00181,SMS,2023-08-31,Mali,Client actif,6,358992,2024-04-17,Actif
CNT0003972,CLI015,CAM00184,SMS,2023-10-17,Côte d'Ivoire,Nouveau client,3,196329,2023-12-31,Perdu
CNT0003973,CLI010,CAM00096,Email,2023-10-03,Sénégal,Client dormant,3,230148,2024-09-27,Inactif
CNT0003974,CLI016,CAM00216,SMS,2022-06-09,Cameroun,Nouveau client,2,30914,2022-08-10,Perdu
CNT0003975,CLI015,CAM00190,SMS,2023-10-19,Burkina Faso,Client actif,3,93900,2023-12-02,Inactif
CNT0003976,CLI017,CAM00231,Email,2023-03-26,Burkina Faso,Prospect,1,53191,2024-02-16,Perdu
CNT0003977,CLI016,CAM00216,SMS,2022-06-09,Cameroun,Nouveau client,7,426804,2022-09-24,Actif
CNT0003978,CLI012,CAM00140,Email,2023-12-15,Ghana,Client dormant,4,317240,2024-12-29,Actif
CNT0003979,CLI017,CAM00231,Email,2023-03-21,Burkina Faso,Prospect,4,309400,2023-05-20,Inactif
CNT0003980,CLI017,CAM00225,Email,2024-01-10,Burkina Faso,Nouveau client,7,416115,2024-07-26,Actif
CNT0003981,CLI017,CAM00246,SMS,2023-08-14,Côte d'Ivoire,Client actif,1,59595,2023-12-09,Inactif
CNT0003982,CLI007,CAM00065,SMS,2022-12-24,Côte d'Ivoire,Client actif,4,169988,2023-11-26,Perdu
CNT0003983,CLI017,CAM00225,Email,2024-01-19,Burkina Faso,Client dormant,6,386052,2024-05-04,Inactif
CNT0003984,CLI016,CAM00206,SMS,2022-11-08,Burkina Faso,Prospect,7,502943,2023-06-08,Actif
CNT0003985,CLI005,CAM00039,SMS,2023-04-19,Côte d'Ivoire,Client actif,3,19953,2024-04-21,Inactif
CNT0003986,CLI012,CAM00144,Email,2023-06-11,Mali,Prospect,4,294244,2023-06-21,Inactif
CNT0003987,CLI010,CAM00106,Email,2022-12-15,Burkina Faso,Nouveau client,2,113210,2023-05-29,Perdu
CNT0003988,CLI016,CAM00206,SMS,2022-10-28,Burkina Faso,Prospect,0,0,,Perdu
CNT0003989,CLI023,CAM00340,Email,2023-08-19,Burkina Faso,Client actif,1,23276,2023-09-11,Perdu
CNT0003990,CLI010,CAM00102,Email,2023-10-20,Cameroun,Nouveau client,3,186999,2024-01-23,Actif
CNT0003991,CLI017,CAM00246,SMS,2023-08-07,Côte d'Ivoire,Client dormant,4,102740,2023-11-15,Perdu
CNT0003992,CLI015,CAM00183,Email,2022-10-01,Mali,Client actif,1,61472,2022-11-29,Inactif
CNT0003993,CLI017,CAM00226,SMS,2023-02-26,Mali,Client dormant,3,114600,2023-09-26,Inactif
CNT0003994,CLI007,CAM00066,Email,2023-03-21,Côte d'Ivoire,Client dormant,5,329265,2023-09-03,Perdu
CNT0003995,CLI015,CAM00195,SMS,2023-08-08,Ghana,Client dormant,4,250044,2023-10-22,Perdu
CNT0003996,CLI006,CAM00046,Email,2022-06-13,Burkina Faso,Client dormant,5,185615,2023-07-15,Perdu
CNT0003997,CLI012,CAM00144,Email,2023-06-03,Mali,Nouveau client,2,47984,2024-03-29,Inactif
CNT0003998,CLI023,CAM00340,Email,2023-08-19,Burkina Faso,Client dormant,7,403004,2023-10-15,Actif
CNT0003999,CLI017,CAM00231,Email,2023-03-23,Burkina Faso,Prospect,2,84058,2023-09-01,Perdu
CNT0004000,CLI007,CAM00065,SMS,2022-12-21,Côte d'Ivoire,Prospect,2,150560,2023-08-19,Actif
CNT0004001,CLI007,CAM00065,SMS,2022-12-27,Côte d'Ivoire,Client actif,4,40812,2023-06-17,Actif
CNT0004002,CLI020,CAM00290,Email,2024-04-29,Sénégal,Prospect,5,256595,2024-09-23,Actif
CNT0004003,CLI012,CAM00128,Facebook,2022-08-29,Burkina Faso,Client actif,8,291672,2022-11-28,Perdu
CNT0004004,CLI010,CAM00091,SMS,2023-12-23,Cameroun,Client actif,2,143566,2024-02-17,Actif
CNT0004005,CLI012,CAM00144,Email,2023-05-26,Mali,Client dormant,3,213072,2023-07-07,Perdu
CNT0004006,CLI018,CAM00265,Email,2023-02-08,Côte d'Ivoire,Nouveau client,5,217155,2023-09-08,Inactif
CNT0004007,CLI013,CAM00153,Email,2023-09-21,Burkina Faso,Client dormant,0,0,,Actif
CNT0004008,CLI015,CAM00197,Email,2023-12-31,Burkina Faso,Nouveau client,4,190956,2024-06-10,Inactif
CNT0004009,CLI015,CAM00197,Email,2024-01-10,Burkina Faso,Prospect,8,416240,2024-01-17,Actif
CNT0004010,CLI016,CAM00216,SMS,2022-06-07,Cameroun,Client actif,0,0,,Perdu
CNT0004011,CLI010,CAM00091,SMS,2024-01-27,Cameroun,Prospect,1,77410,2025-01-05,Actif
CNT0004012,CLI017,CAM00245,Facebook,2023-05-22,Sénégal,Client actif,7,277452,2023-11-12,Perdu
CNT0004013,CLI017,CAM00236,Email,2024-04-12,Burkina Faso,Client dormant,2,154462,2025-03-24,Inactif
CNT0004014,CLI016,CAM00214,Email,2022-11-22,Côte d'Ivoire,Client actif,1,7544,2023-11-10,Actif
CNT0004015,CLI012,CAM00139,Email,2023-05-15,Cameroun,Nouveau client,8,183248,2023-11-11,Actif
CNT0004016,CLI010,CAM00091,SMS,2023-12-30,Cameroun,Prospect,4,23820,2024-12-03,Inactif
CNT0004017,CLI016,CAM00205,Email,2022-12-14,Burkina Faso,Client actif,1,53773,2023-10-28,Perdu
CNT0004018,CLI012,CAM00134,Email,2024-02-25,Côte d'Ivoire,Client actif,4,82180,2024-08-20,Perdu
CNT0004019,CLI010,CAM00109,Email,2023-06-01,Sénégal,Nouveau client,2,128944,2024-01-30,Actif
CNT0004020,CLI010,CAM00103,SMS,2024-05-13,Cameroun,Client actif,1,78979,2025-05-22,Inactif
CNT0004021,CLI017,CAM00236,Email,2024-04-22,Burkina Faso,Nouveau client,8,480848,2024-09-14,Inactif
CNT0004022,CLI010,CAM00099,SMS,2022-11-18,Côte d'Ivoire,Nouveau client,8,374312,2023-11-24,Inactif
CNT0004023,CLI015,CAM00194,SMS,2023-01-21,Burkina Faso,Nouveau client,1,24836,2023-09-08,Perdu
CNT0004024,CLI010,CAM00106,Email,2022-12-11,Burkina Faso,Nouveau client,8,595544,2023-07-28,Perdu
CNT0004025,CLI018,CAM00259,Google,2023-11-12,Côte d'Ivoire,Client dormant,6,382386,2023-11-14,Inactif
CNT0004026,CLI016,CAM00205,Email,2022-12-17,Burkina Faso,Nouveau client,7,198254,2023-07-05,Actif
CNT0004027,CLI015,CAM00196,Email,2023-10-06,Côte d'Ivoire,Prospect,6,366912,2024-04-27,Inactif
CNT0004028,CLI012,CAM00127,Facebook,2023-04-16,Sénégal,Prospect,0,0,,Inactif
CNT0004029,CLI017,CAM00225,Email,2024-01-20,Burkina Faso,Prospect,6,99762,2025-02-08,Perdu
CNT0004030,CLI012,CAM00131,Email,2023-12-09,Burkina Faso,Nouveau client,8,397800,2024-03-05,Inactif
CNT0004031,CLI016,CAM00213,SMS,2023-10-16,Burkina Faso,Client actif,4,195372,2023-10-18,Perdu
CNT0004032,CLI015,CAM00194,SMS,2023-01-23,Burkina Faso,Prospect,5,386520,2024-01-21,Perdu
CNT0004033,CLI012,CAM00128,Facebook,2022-08-29,Burkina Faso,Nouveau client,8,510552,2023-05-06,Actif
CNT0004034,CLI016,CAM00213,SMS,2023-10-10,Burkina Faso,Client actif,7,254548,2024-09-03,Actif
CNT0004035,CLI022,CAM00321,Email,2023-07-26,Burkina Faso,Nouveau client,7,308917,2024-02-06,Inactif
CNT0004036,CLI013,CAM00162,Facebook,2022-08-04,Côte d'Ivoire,Client actif,3,61005,2023-05-18,Inactif
CNT0004037,CLI012,CAM00137,SMS,2024-05-07,Sénégal,Client dormant,4,209460,2024-08-09,Perdu
CNT0004038,CLI015,CAM00194,SMS,2023-01-22,Burkina Faso,Prospect,2,122048,2023-08-23,Inactif
CNT0004039,CLI016,CAM00205,Email,2022-12-17,Burkina Faso,Client dormant,3,113268,2023-09-16,Perdu
CNT0004040,CLI018,CAM00251,Facebook,2022-10-08,Burkina Faso,Prospect,1,50399,2023-02-07,Perdu
CNT0004041,CLI023,CAM00334,SMS,2023-04-13,Côte d'Ivoire,Client dormant,3,126762,2023-06-21,Perdu
CNT0004042,CLI015,CAM00197,Email,2024-01-05,Burkina Faso,Client dormant,7,201957,2024-02-03,Actif
CNT0004043,CLI008,CAM00072,Email,2024-04-08,Côte d'Ivoire,Client dormant,3,59184,2025-04-14,Inactif
CNT0004044,CLI018,CAM00265,Email,2023-02-06,Côte d'Ivoire,Prospect,3,144801,2024-01-30,Perdu
CNT0004045,CLI015,CAM00179,Google,2022-07-18,Mali,Nouveau client,5,125785,2022-07-21,Perdu
CNT0004046,CLI015,CAM00183,Email,2022-09-24,Mali,Prospect,6,248730,2022-12-10,Actif
CNT0004047,CLI017,CAM00231,Email,2023-03-16,Burkina Faso,Client dormant,5,154335,2023-07-05,Inactif
CNT0004048,CLI012,CAM00136,Facebook,2023-07-04,Mali,Client dormant,4,305364,2024-06-07,Actif
CNT0004049,CLI017,CAM00225,Email,2023-12-31,Burkina Faso,Nouveau client,6,287058,2024-03-05,Actif
CNT0004050,CLI011,CAM00120,SMS,2023-01-28,Mali,Prospect,0,0,,Inactif
CNT0004051,CLI018,CAM00265,Email,2023-02-02,Côte d'Ivoire,Client actif,7,241255,2023-08-07,Inactif
CNT0004052,CLI017,CAM00246,SMS,2023-08-07,Côte d'Ivoire,Prospect,7,454482,2023-11-24,Inactif
CNT0004053,CLI017,CAM00235,Email,2023-08-30,Côte d'Ivoire,Nouveau client,8,79464,2023-10-22,Inactif
CNT0004054,CLI022,CAM00318,Email,2023-03-16,Côte d'Ivoire,Prospect,4,118472,2023-12-16,Inactif
CNT0004055,CLI017,CAM00228,Facebook,2022-12-29,Côte d'Ivoire,Nouveau client,1,78804,2023-10-26,Perdu
CNT0004056,CLI016,CAM00216,SMS,2022-06-21,Cameroun,Client dormant,7,300902,2022-07-04,Perdu
CNT0004057,CLI012,CAM00126,Facebook,2022-06-27,Côte d'Ivoire,Client dormant,8,547664,2023-01-15,Inactif
CNT0004058,CLI015,CAM00195,SMS,2023-08-19,Ghana,Prospect,8,577936,2023-11-19,Inactif
CNT0004059,CLI017,CAM00246,SMS,2023-08-14,Côte d'Ivoire,Client dormant,4,306996,2024-01-01,Inactif
CNT0004060,CLI016,CAM00206,SMS,2022-11-03,Burkina Faso,Nouveau client,4,40476,2023-02-12,Inactif
CNT0004061,CLI012,CAM00131,Email,2023-12-23,Burkina Faso,Client actif,3,148518,2023-12-28,Inactif
CNT0004062,CLI016,CAM00205,Email,2022-12-14,Burkina Faso,Client actif,7,208999,2023-11-09,Inactif
CNT0004063,CLI015,CAM00197,Email,2024-01-17,Burkina Faso,Prospect,7,423157,2024-03-13,Actif
CNT0004064,CLI004,CAM00032,SMS,2023-02-20,Burkina Faso,Client dormant,2,75824,2023-10-15,Actif
CNT0004065,CLI016,CAM00201,SMS,2023-07-01,Burkina Faso,Nouveau client,3,158049,2023-09-05,Perdu
CNT0004066,CLI018,CAM00255,Google,2023-11-20,Cameroun,Client actif,1,9972,2024-01-05,Inactif
CNT0004067,CLI015,CAM00187,Email,2022-10-09,Côte d'Ivoire,Client dormant,7,532091,2023-01-04,Inactif
CNT0004068,CLI012,CAM00131,Email,2023-12-27,Burkina Faso,Nouveau client,6,306708,2024-10-01,Inactif
CNT0004069,CLI010,CAM00098,Facebook,2022-09-07,Cameroun,Client actif,3,115035,2023-04-28,Actif
CNT0004070,CLI016,CAM00201,SMS,2023-06-25,Burkina Faso,Client dormant,4,154228,2023-10-17,Inactif
CNT0004071,CLI021,CAM00299,Facebook,2023-03-12,Ghana,Prospect,7,551327,2023-11-14,Inactif
CNT0004072,CLI020,CAM00293,Email,2022-09-02,Ghana,Client dormant,0,0,,Actif
CNT0004073,CLI016,CAM00216,SMS,2022-06-10,Cameroun,Client dormant,4,60920,2022-11-06,Inactif
CNT0004074,CLI015,CAM00188,Email,2023-02-13,Sénégal,Prospect,4,145564,2023-05-17,Perdu
CNT0004075,CLI017,CAM00235,Email,2023-08-25,Côte d'Ivoire,Client dormant,0,0,,Perdu
CNT0004076,CLI006,CAM00054,Email,2023-06-13,Burkina Faso,Nouveau client,5,122365,2023-07-19,Actif
CNT0004077,CLI015,CAM00194,SMS,2023-01-16,Burkina Faso,Client dormant,8,61256,2023-08-12,Perdu
CNT0004078,CLI010,CAM00091,SMS,2023-12-23,Cameroun,Client actif,8,64808,2024-01-21,Perdu
CNT0004079,CLI017,CAM00231,Email,2023-03-19,Burkina Faso,Prospect,2,104058,2024-02-04,Actif
CNT0004080,CLI016,CAM00198,Google,2022-08-05,Côte d'Ivoire,Client actif,3,53478,2022-11-12,Inactif
CNT0004081,CLI006,CAM00045,Email,2022-12-06,Côte d'Ivoire,Nouveau client,6,90414,2023-12-11,Perdu
CNT0004082,CLI010,CAM00109,Email,2023-05-19,Sénégal,Prospect,0,0,,Inactif
CNT0004083,CLI021,CAM00303,SMS,2023-11-04,Côte d'Ivoire,Client dormant,3,135501,2023-11-25,Actif
CNT0004084,CLI018,CAM00250,Email,2024-05-14,Ghana,Client dormant,4,65088,2025-06-12,Inactif
CNT0004085,CLI012,CAM00133,SMS,2023-06-01,Côte d'Ivoire,Client actif,7,191023,2023-08-09,Inactif
CNT0004086,CLI017,CAM00241,Email,2023-07-25,Burkina Faso,Prospect,2,15160,2024-05-25,Actif
CNT0004087,CLI015,CAM00194,SMS,2023-01-19,Burkina Faso,Client actif,7,458045,2023-05-31,Inactif
CNT0004088,CLI007,CAM00065,SMS,2022-12-17,Côte d'Ivoire,Client dormant,4,188144,2023-05-12,Actif
CNT0004089,CLI012,CAM00137,SMS,2024-05-07,Sénégal,Prospect,4,199792,2024-12-03,Inactif
CNT0004090,CLI018,CAM00269,Email,2022-08-25,Ghana,Prospect,7,473501,2022-09-21,Inactif
CNT0004091,CLI016,CAM00218,Google,2022-07-08,Côte d'Ivoire,Client dormant,3,204642,2022-09-14,Inactif
CNT0004092,CLI017,CAM00242,Email,2022-07-23,Sénégal,Client dormant,3,177822,2023-07-25,Perdu
CNT0004093,CLI012,CAM00126,Facebook,2022-06-19,Côte d'Ivoire,Client dormant,5,91580,2022-07-03,Actif
CNT0004094,CLI007,CAM00059,SMS,2023-02-12,Sénégal,Prospect,1,75412,2023-07-21,Inactif
CNT0004095,CLI010,CAM00110,SMS,2022-07-16,Mali,Nouveau client,1,78623,2022-08-13,Perdu
CNT0004096,CLI015,CAM00194,SMS,2023-01-16,Burkina Faso,Client dormant,1,75661,2023-07-18,Actif
CNT0004097,CLI011,CAM00114,SMS,2023-08-03,Ghana,Prospect,3,131298,2024-02-02,Inactif
CNT0004098,CLI015,CAM00195,SMS,2023-08-08,Ghana,Nouveau client,5,52195,2024-04-04,Actif
CNT0004099,CLI017,CAM00225,Email,2024-01-09,Burkina Faso,Client actif,1,57963,2024-10-27,Perdu
CNT0004100,CLI017,CAM00240,Email,2022-10-14,Sénégal,Nouveau client,3,207063,2022-12-19,Perdu
CNT0004101,CLI021,CAM00301,Email,2022-12-10,Ghana,Prospect,8,54040,2023-11-28,Actif
CNT0004102,CLI023,CAM00337,Email,2024-01-22,Burkina Faso,Client dormant,3,40248,2024-03-24,Inactif
CNT0004103,CLI008,CAM00069,SMS,2023-11-14,Sénégal,Nouveau client,3,137592,2024-05-03,Inactif
CNT0004104,CLI010,CAM00099,SMS,2022-11-23,Côte d'Ivoire,Nouveau client,7,475867,2023-08-04,Inactif
CNT0004105,CLI017,CAM00231,Email,2023-03-16,Burkina Faso,Prospect,8,135800,2023-08-14,Inactif
CNT0004106,CLI010,CAM00091,SMS,2024-01-01,Cameroun,Nouveau client,8,616896,2024-11-28,Perdu
CNT0004107,CLI012,CAM00143,Email,2022-12-23,Burkina Faso,Client dormant,7,387618,2023-01-28,Inactif
CNT0004108,CLI016,CAM00208,Email,2023-10-03,Mali,Prospect,4,186820,2023-12-28,Perdu
CNT0004109,CLI015,CAM00197,Email,2024-01-05,Burkina Faso,Nouveau client,6,395478,2024-04-15,Perdu
CNT0004110,CLI010,CAM00103,SMS,2024-05-12,Cameroun,Prospect,1,12732,2025-03-14,Inactif
CNT0004111,CLI017,CAM00235,Email,2023-08-31,Côte d'Ivoire,Prospect,1,19210,2024-01-08,Perdu
CNT0004112,CLI010,CAM00109,Email,2023-05-11,Sénégal,Client dormant,3,132810,2023-12-09,Perdu
CNT0004113,CLI006,CAM00051,Google,2024-01-16,Mali,Nouveau client,2,49120,2024-04-18,Actif
CNT0004114,CLI012,CAM00133,SMS,2023-06-08,Côte d'Ivoire,Client dormant,4,290692,2023-10-01,Actif
CNT0004115,CLI012,CAM00131,Email,2023-12-22,Burkina Faso,Prospect,1,45076,2024-04-07,Perdu
CNT0004116,CLI015,CAM00194,SMS,2023-01-17,Burkina Faso,Prospect,3,77445,2023-02-16,Inactif
CNT0004117,CLI015,CAM00188,Email,2023-02-11,Sénégal,Client actif,4,271972,2024-02-24,Inactif
CNT0004118,CLI019,CAM00275,SMS,2023-11-05,Burkina Faso,Nouveau client,0,0,,Inactif
CNT0004119,CLI012,CAM00134,Email,2024-02-22,Côte d'Ivoire,Nouveau client,8,539736,2025-02-12,Perdu
CNT0004120,CLI017,CAM00242,Email,2022-07-02,Sénégal,Client dormant,5,91290,2023-08-05,Inactif
CNT0004121,CLI015,CAM00190,SMS,2023-09-26,Burkina Faso,Client dormant,5,345750,2024-07-07,Inactif
CNT0004122,CLI019,CAM00275,SMS,2023-11-11,Burkina Faso,Client actif,5,364925,2024-10-14,Perdu
CNT0004123,CLI012,CAM00130,SMS,2024-05-24,Ghana,Client dormant,2,15862,2025-05-22,Inactif
CNT0004124,CLI010,CAM00091,SMS,2024-01-03,Cameroun,Nouveau client,2,86562,2024-06-06,Actif
CNT0004125,CLI015,CAM00197,Email,2024-01-02,Burkina Faso,Nouveau client,2,136796,2024-08-14,Perdu
CNT0004126,CLI016,CAM00201,SMS,2023-07-01,Burkina Faso,Nouveau client,8,351296,2023-09-15,Inactif
