perf_id,campagne_id,date_perf,canal,impressions,clics,depenses_fcfa,conversions,revenu_genere_fcfa,ctr,cpc_fcfa,cpa_fcfa,roas,taux_conversion,jour_campagne
PRF0003944,CAM00152,2022-07-17,Facebook,20020,363,46410,9,112649,0.0182,127.9,5156.7,2.427,0.0248,16
PRF0003945,CAM00152,2022-07-18,Facebook,15852,288,49571,10,147650,0.0182,172.1,4957.1,2.979,0.0347,17
PRF0003946,CAM00152,2022-07-19,Facebook,18709,353,47613,11,167363,0.0189,134.9,4328.5,3.515,0.0312,18
PRF0003947,CAM00152,2022-07-20,Facebook,10758,298,49681,11,106505,0.0277,166.7,4516.5,2.144,0.0369,19
PRF0003948,CAM00152,2022-07-21,Facebook,18031,277,38173,5,99693,0.0154,137.8,7634.6,2.612,0.0181,20
PRF0003949,CAM00152,2022-07-22,Facebook,11639,270,39520,4,154324,0.0233,146.4,9880.0,3.905,0.0148,21
PRF0003950,CAM00152,2022-07-23,Facebook,18589,295,48154,6,99727,0.0159,163.2,8025.7,2.071,0.0203,22
PRF0003951,CAM00152,2022-07-24,Facebook,17237,243,32295,6,112168,0.0141,132.9,5382.5,3.473,0.0247,23
PRF0003952,CAM00152,2022-07-25,Facebook,23652,314,43737,6,193293,0.0133,139.3,7289.5,4.419,0.0191,24
PRF0003953,CAM00152,2022-07-26,Facebook,14245,207,29734,3,81291,0.0145,143.6,9911.3,2.734,0.0145,25
PRF0003954,CAM00152,2022-07-27,Facebook,17170,277,47115,8,93311,0.0162,170.1,5889.4,1.981,0.0289,26
PRF0003955,CAM00152,2022-07-28,Facebook,27793,399,52817,11,232869,0.0144,132.4,4801.5,4.409,0.0276,27
PRF0003956,CAM00152,2022-07-29,Facebook,12425,147,23223,5,97343,0.0118,158.0,4644.6,4.192,0.034,28
PRF0003957,CAM00152,2022-07-30,Facebook,19675,340,46727,11,127739,0.0173,137.4,4247.9,2.734,0.0324,29
PRF0003958,CAM00152,2022-07-31,Facebook,24501,317,45998,12,145128,0.013,145.1,3833.2,3.155,0.0379,30
PRF0003959,CAM00152,2022-08-01,Facebook,26950,263,48746,5,145484,0.0098,185.3,9749.2,2.985,0.019,31
PRF0003960,CAM00152,2022-08-02,Facebook,21265,217,27529,6,77877,0.0102,126.9,4588.2,2.829,0.0276,32
PRF0003961,CAM00152,2022-08-03,Facebook,26858,276,41437,4,164045,0.0103,150.1,10359.2,3.959,0.0145,33
PRF0003962,CAM00153,2023-08-20,Email,22943,1606,76230,91,337881,0.07,47.5,837.7,4.432,0.0567,1
PRF0003963,CAM00153,2023-08-21,Email,25044,1881,78434,82,508920,0.0751,41.7,956.5,6.489,0.0436,2
PRF0003964,CAM00153,2023-08-22,Email,22923,1285,61823,76,370905,0.0561,48.1,813.5,5.999,0.0591,3
PRF0003965,CAM00153,2023-08-23,Email,27946,1635,64994,104,516222,0.0585,39.8,624.9,7.943,0.0636,4
PRF0003966,CAM00153,2023-08-24,Email,16592,1135,54732,87,390964,0.0684,48.2,629.1,7.143,0.0767,5
PRF0003967,CAM00153,2023-08-25,Email,32576,1508,82307,119,537712,0.0463,54.6,691.7,6.533,0.0789,6
PRF0003968,CAM00153,2023-08-26,Email,14358,1007,51447,79,354104,0.0702,51.1,651.2,6.883,0.0785,7
PRF0003969,CAM00153,2023-08-27,Email,28873,1973,93897,152,601542,0.0683,47.6,617.7,6.406,0.077,8
PRF0003970,CAM00153,2023-08-28,Email,20623,1051,58118,79,396834,0.051,55.3,735.7,6.828,0.0752,9
PRF0003971,CAM00153,2023-08-29,Email,40830,2344,88744,109,613542,0.0574,37.9,814.2,6.914,0.0465,10
PRF0003972,CAM00153,2023-08-30,Email,32358,1644,62043,74,471650,0.0508,37.7,838.4,7.602,0.045,11
PRF0003973,CAM00153,2023-08-31,Email,45430,1827,73523,134,305182,0.0402,40.2,548.7,4.151,0.0733,12
PRF0003974,CAM00153,2023-09-01,Email,32280,1418,61609,72,490442,0.0439,43.4,855.7,7.961,0.0508,13
PRF0003975,CAM00153,2023-09-02,Email,34696,2272,96148,218,633366,0.0655,42.3,441.0,6.587,0.096,14
PRF0003976,CAM00153,2023-09-03,Email,31856,1258,49435,62,409923,0.0395,39.3,797.3,8.292,0.0493,15
PRF0003977,CAM00153,2023-09-04,Email,26360,1111,59377,46,329196,0.0422,53.4,1290.8,5.544,0.0414,16
PRF0003978,CAM00153,2023-09-05,Email,36543,1921,97586,159,585177,0.0526,50.8,613.7,5.997,0.0828,17
PRF0003979,CAM00153,2023-09-06,Email,21572,1390,67286,79,475074,0.0645,48.4,851.7,7.061,0.0568,18
PRF0003980,CAM00153,2023-09-07,Email,33120,1170,44103,92,187935,0.0353,37.7,479.4,4.261,0.0786,19
PRF0003981,CAM00153,2023-09-08,Email,41521,2282,91050,182,591871,0.055,39.9,500.3,6.501,0.0798,20
PRF0003982,CAM00153,2023-09-09,Email,31553,1160,44641,55,355325,0.0368,38.5,811.7,7.96,0.0474,21
PRF0003983,CAM00153,2023-09-10,Email,32346,1655,79811,73,370365,0.0512,48.2,1093.3,4.641,0.0441,22
PRF0003984,CAM00153,2023-09-11,Email,19397,1007,45803,74,335624,0.0519,45.5,619.0,7.328,0.0735,23
PRF0003985,CAM00153,2023-09-12,Email,47847,1691,91744,132,469159,0.0353,54.3,695.0,5.114,0.0781,24
PRF0003986,CAM00153,2023-09-13,Email,36359,1429,70324,101,405317,0.0393,49.2,696.3,5.764,0.0707,25
PRF0003987,CAM00153,2023-09-14,Email,35120,1479,71104,92,429228,0.0421,48.1,772.9,6.037,0.0622,26
PRF0003988,CAM00153,2023-09-15,Email,41640,1777,84074,158,413136,0.0427,47.3,532.1,4.914,0.0889,27
PRF0003989,CAM00153,2023-09-16,Email,40278,1564,76882,67,404044,0.0389,49.2,1147.5,5.255,0.0428,28
PRF0003990,CAM00153,2023-09-17,Email,79501,2106,98848,91,793179,0.0265,46.9,1086.2,8.024,0.0432,29
PRF0003991,CAM00153,2023-09-18,Email,42332,1162,54405,65,353220,0.0275,46.8,837.0,6.492,0.0559,30
PRF0003992,CAM00153,2023-09-19,Email,59988,1271,66607,107,546756,0.0212,52.4,622.5,8.209,0.0842,31
PRF0003993,CAM00153,2023-09-20,Email,46231,1206,48875,64,378147,0.0261,40.5,763.7,7.737,0.0531,32
PRF0003994,CAM00153,2023-09-21,Email,46383,1516,84665,69,441303,0.0327,55.8,1227.0,5.212,0.0455,33
PRF0003995,CAM00153,2023-09-22,Email,72681,1918,86667,151,518482,0.0264,45.2,574.0,5.982,0.0787,34
PRF0003996,CAM00153,2023-09-23,Email,81701,2357,90128,226,347582,0.0289,38.2,398.8,3.857,0.0959,35
PRF0003997,CAM00154,2022-07-14,Google,1489,69,17650,2,44498,0.0464,255.8,8825.0,2.521,0.029,1
PRF0003998,CAM00154,2022-07-15,Google,2504,102,23085,6,54157,0.0411,226.3,3847.5,2.346,0.0588,2
PRF0003999,CAM00154,2022-07-16,Google,2016,93,21557,2,78188,0.0462,231.8,10778.5,3.627,0.0215,3
PRF0004000,CAM00154,2022-07-17,Google,3397,165,31311,5,81862,0.0488,189.8,6262.2,2.615,0.0303,4
PRF0004001,CAM00154,2022-07-18,Google,2544,99,24047,4,108403,0.0393,242.9,6011.8,4.508,0.0404,5
PRF0004002,CAM00154,2022-07-19,Google,2031,96,21675,2,85628,0.0477,225.8,10837.5,3.951,0.0208,6
PRF0004003,CAM00154,2022-07-20,Google,2657,122,28669,3,89854,0.0462,235.0,9556.3,3.134,0.0246,7
PRF0004004,CAM00154,2022-07-21,Google,2436,91,23358,2,103902,0.0377,256.7,11679.0,4.448,0.022,8
PRF0004005,CAM00154,2022-07-22,Google,1538,78,17311,3,50040,0.0513,221.9,5770.3,2.891,0.0385,9
PRF0004006,CAM00154,2022-07-23,Google,2017,87,22649,4,100017,0.0435,260.3,5662.2,4.416,0.046,10
PRF0004007,CAM00154,2022-07-24,Google,2007,68,16473,2,46605,0.0344,242.2,8236.5,2.829,0.0294,11
PRF0004008,CAM00154,2022-07-25,Google,2081,86,18597,4,42586,0.0414,216.2,4649.2,2.29,0.0465,12
PRF0004009,CAM00154,2022-07-26,Google,3206,141,28928,5,84838,0.0443,205.2,5785.6,2.933,0.0355,13
PRF0004010,CAM00154,2022-07-27,Google,3301,107,23477,6,70566,0.0327,219.4,3912.8,3.006,0.0561,14
PRF0004011,CAM00154,2022-07-28,Google,2392,95,25500,5,76003,0.0401,268.4,5100.0,2.981,0.0526,15
PRF0004012,CAM00154,2022-07-29,Google,3365,100,22912,6,98308,0.0298,229.1,3818.7,4.291,0.06,16
PRF0004013,CAM00154,2022-07-30,Google,4503,119,24961,3,102518,0.0264,209.8,8320.3,4.107,0.0252,17
PRF0004014,CAM00154,2022-07-31,Google,5608,129,32669,3,114741,0.0231,253.2,10889.7,3.512,0.0233,18
PRF0004015,CAM00154,2022-08-01,Google,4112,133,29999,4,136357,0.0325,225.6,7499.8,4.545,0.0301,19
PRF0004016,CAM00154,2022-08-02,Google,4018,98,21631,2,92254,0.0244,220.7,10815.5,4.265,0.0204,20
PRF0004017,CAM00154,2022-08-03,Google,2505,70,18162,2,82901,0.028,259.5,9081.0,4.565,0.0286,21
PRF0004018,CAM00154,2022-08-04,Google,4255,125,28587,5,63511,0.0294,228.7,5717.4,2.222,0.04,22
PRF0004019,CAM00154,2022-08-05,Google,2191,74,17776,4,57342,0.0341,240.2,4444.0,3.226,0.0541,23
PRF0004020,CAM00154,2022-08-06,Google,2408,83,15374,3,70483,0.0346,185.2,5124.7,4.585,0.0361,24
PRF0004021,CAM00154,2022-08-07,Google,2640,61,14621,2,70682,0.0234,239.7,7310.5,4.834,0.0328,25
PRF0004022,CAM00154,2022-08-08,Google,6136,123,31168,5,99851,0.0201,253.4,6233.6,3.204,0.0407,26
PRF0004023,CAM00154,2022-08-09,Google,8313,135,27159,4,89596,0.0163,201.2,6789.8,3.299,0.0296,27
PRF0004024,CAM00154,2022-08-10,Google,4344,63,15327,2,58366,0.0147,243.3,7663.5,3.808,0.0317,28
PRF0004025,CAM00154,2022-08-11,Google,5602,142,29137,8,79941,0.0254,205.2,3642.1,2.744,0.0563,29
PRF0004026,CAM00154,2022-08-12,Google,5114,105,24165,5,88651,0.0207,230.1,4833.0,3.669,0.0476,30
PRF0004027,CAM00154,2022-08-13,Google,8939,165,31890,7,135339,0.0185,193.3,4555.7,4.244,0.0424,31
PRF0004028,CAM00154,2022-08-14,Google,10036,145,26778,6,106393,0.0145,184.7,4463.0,3.973,0.0414,32
PRF0004029,CAM00155,2024-03-07,Email,2869,171,9296,9,68853,0.0597,54.4,1032.9,7.407,0.0526,1
PRF0004030,CAM00155,2024-03-08,Email,3035,169,8268,14,32080,0.0558,48.9,590.6,3.88,0.0828,2
PRF0004031,CAM00155,2024-03-09,Email,4182,279,11591,16,46759,0.0668,41.5,724.4,4.034,0.0573,3
PRF0004032,CAM00155,2024-03-10,Email,4330,297,11197,27,54829,0.0687,37.7,414.7,4.897,0.0909,4
PRF0004033,CAM00155,2024-03-11,Email,4462,329,13035,22,62602,0.0739,39.6,592.5,4.803,0.0669,5
PRF0004034,CAM00155,2024-03-12,Email,5105,339,13428,20,62207,0.0666,39.6,671.4,4.633,0.059,6
PRF0004035,CAM00155,2024-03-13,Email,3863,186,8250,12,64235,0.0483,44.4,687.5,7.786,0.0645,7
PRF0004036,CAM00155,2024-03-14,Email,4377,217,9557,16,58450,0.0496,44.0,597.3,6.116,0.0737,8
PRF0004037,CAM00155,2024-03-15,Email,5710,294,14078,15,76690,0.0515,47.9,938.5,5.448,0.051,9
PRF0004038,CAM00155,2024-03-16,Email,5626,336,15088,26,91377,0.0598,44.9,580.3,6.056,0.0774,10
PRF0004039,CAM00155,2024-03-17,Email,5861,282,14387,15,65197,0.0481,51.0,959.1,4.532,0.0532,11
PRF0004040,CAM00155,2024-03-18,Email,5018,357,13944,24,115280,0.0712,39.1,581.0,8.267,0.0672,12
PRF0004041,CAM00155,2024-03-19,Email,4567,342,16132,21,102075,0.0751,47.2,768.2,6.328,0.0614,13
PRF0004042,CAM00155,2024-03-20,Email,3697,232,9945,18,57056,0.0629,42.9,552.5,5.737,0.0776,14
PRF0004043,CAM00155,2024-03-21,Email,9306,342,13161,14,109326,0.0368,38.5,940.1,8.307,0.0409,15
PRF0004044,CAM00155,2024-03-22,Email,4425,203,7733,12,57771,0.046,38.1,644.4,7.471,0.0591,16
PRF0004045,CAM00155,2024-03-23,Email,5726,239,11814,21,51092,0.0418,49.4,562.6,4.325,0.0879,17
PRF0004046,CAM00155,2024-03-24,Email,4440,191,8401,8,42365,0.0432,44.0,1050.1,5.043,0.0419,18
PRF0004047,CAM00155,2024-03-25,Email,4885,218,8628,14,44546,0.0446,39.6,616.3,5.163,0.0642,19
PRF0004048,CAM00155,2024-03-26,Email,3998,186,7807,15,52436,0.0467,42.0,520.5,6.717,0.0806,20
PRF0004049,CAM00155,2024-03-27,Email,6295,291,13133,25,95909,0.0463,45.1,525.3,7.303,0.0859,21
PRF0004050,CAM00155,2024-03-28,Email,11660,427,17063,22,84180,0.0366,40.0,775.6,4.934,0.0515,22
PRF0004051,CAM00155,2024-03-29,Email,4151,187,10418,13,46927,0.0451,55.7,801.4,4.504,0.0695,23
PRF0004052,CAM00155,2024-03-30,Email,8663,254,13731,21,93554,0.0294,54.1,653.9,6.813,0.0827,24
PRF0004053,CAM00155,2024-03-31,Email,8560,340,13718,28,97717,0.0397,40.3,489.9,7.123,0.0824,25
PRF0004054,CAM00155,2024-04-01,Email,5772,266,11343,11,59101,0.0462,42.6,1031.2,5.21,0.0414,26
PRF0004055,CAM00155,2024-04-02,Email,9160,279,11635,17,82598,0.0305,41.7,684.4,7.099,0.0609,27
PRF0004056,CAM00155,2024-04-03,Email,12304,346,15731,21,59372,0.0282,45.5,749.1,3.774,0.0607,28
PRF0004057,CAM00155,2024-04-04,Email,9505,336,16702,18,136120,0.0354,49.7,927.9,8.15,0.0536,29
PRF0004058,CAM00155,2024-04-05,Email,15241,348,14429,25,69581,0.0229,41.5,577.2,4.822,0.0718,30
PRF0004059,CAM00155,2024-04-06,Email,7008,193,10435,9,78882,0.0276,54.1,1159.4,7.559,0.0466,31
PRF0004060,CAM00155,2024-04-07,Email,12396,305,12403,21,50837,0.0247,40.7,590.6,4.099,0.0689,32
PRF0004061,CAM00155,2024-04-08,Email,6819,211,8988,18,60100,0.031,42.6,499.3,6.687,0.0853,33
PRF0004062,CAM00155,2024-04-09,Email,7995,179,9043,17,56007,0.0225,50.5,531.9,6.193,0.095,34
PRF0004063,CAM00155,2024-04-10,Email,11360,398,16663,20,124541,0.0351,41.9,833.1,7.474,0.0503,35
PRF0004064,CAM00155,2024-04-11,Email,8909,261,11403,19,48750,0.0293,43.7,600.2,4.275,0.0728,36
PRF0004065,CAM00155,2024-04-12,Email,17347,380,16810,26,95180,0.0219,44.2,646.5,5.662,0.0684,37
PRF0004066,CAM00155,2024-04-13,Email,7799,278,10599,24,62186,0.0357,38.1,441.6,5.867,0.0863,38
PRF0004067,CAM00155,2024-04-14,Email,9407,287,12723,23,76947,0.0306,44.3,553.2,6.048,0.0801,39
PRF0004068,CAM00155,2024-04-15,Email,10336,396,16190,33,86313,0.0384,40.9,490.6,5.331,0.0833,40
PRF0004069,CAM00155,2024-04-16,Email,9735,346,15323,18,116298,0.0356,44.3,851.3,7.59,0.052,41
PRF0004070,CAM00155,2024-04-17,Email,10104,333,14833,15,98742,0.033,44.5,988.9,6.657,0.045,42
PRF0004071,CAM00156,2023-10-29,Google,36222,1305,298817,47,1339884,0.036,229.0,6357.8,4.484,0.036,1
PRF0004072,CAM00156,2023-10-30,Google,60224,2159,443779,115,1127747,0.0359,205.5,3858.9,2.541,0.0533,2
PRF0004073,CAM00156,2023-10-31,Google,37255,1819,354225,57,922848,0.0488,194.7,6214.5,2.605,0.0313,3
PRF0004074,CAM00156,2023-11-01,Google,61863,1811,401522,93,1170208,0.0293,221.7,4317.4,2.914,0.0514,4
PRF0004075,CAM00156,2023-11-02,Google,28935,1465,339224,53,1606991,0.0507,231.6,6400.5,4.737,0.0362,5
PRF0004076,CAM00156,2023-11-03,Google,39595,1947,462945,74,1556250,0.0492,237.8,6256.0,3.362,0.038,6
PRF0004077,CAM00156,2023-11-04,Google,72577,2327,459088,131,2256969,0.0321,197.3,3504.5,4.916,0.0563,7
PRF0004078,CAM00156,2023-11-05,Google,67792,2258,416730,121,1336296,0.0333,184.6,3444.0,3.207,0.0536,8
PRF0004079,CAM00157,2023-09-30,Email,5085,323,16283,21,80637,0.0637,50.4,775.4,4.952,0.065,1
PRF0004080,CAM00157,2023-10-01,Email,15464,760,29594,59,156941,0.0492,38.9,501.6,5.303,0.0776,2
PRF0004081,CAM00157,2023-10-02,Email,7492,570,25550,26,118885,0.0761,44.8,982.7,4.653,0.0456,3
PRF0004082,CAM00157,2023-10-03,Email,6157,319,16216,16,98331,0.0518,50.8,1013.5,6.064,0.0502,4
PRF0004083,CAM00157,2023-10-04,Email,6519,467,25553,28,121727,0.0716,54.7,912.6,4.764,0.06,5
PRF0004084,CAM00157,2023-10-05,Email,14944,627,24849,31,132288,0.042,39.6,801.6,5.324,0.0494,6
PRF0004085,CAM00157,2023-10-06,Email,9736,675,27983,51,149304,0.0694,41.5,548.7,5.336,0.0756,7
PRF0004086,CAM00157,2023-10-07,Email,7028,313,16887,13,62576,0.0445,54.0,1299.0,3.706,0.0415,8
PRF0004087,CAM00157,2023-10-08,Email,7311,368,18540,31,109361,0.0505,50.4,598.1,5.899,0.0842,9
PRF0004088,CAM00157,2023-10-09,Email,12613,648,27714,58,112406,0.0514,42.8,477.8,4.056,0.0895,10
PRF0004089,CAM00157,2023-10-10,Email,9469,496,21859,25,111212,0.0525,44.1,874.4,5.088,0.0504,11
PRF0004090,CAM00157,2023-10-11,Email,9829,697,28072,66,218980,0.0709,40.3,425.3,7.801,0.0947,12
PRF0004091,CAM00157,2023-10-12,Email,14169,602,26749,29,115402,0.0425,44.4,922.4,4.314,0.0482,13
PRF0004092,CAM00157,2023-10-13,Email,8926,655,26101,27,100272,0.0735,39.8,966.7,3.842,0.0412,14
PRF0004093,CAM00157,2023-10-14,Email,7854,432,19457,33,106495,0.0551,45.0,589.6,5.473,0.0764,15
PRF0004094,CAM00157,2023-10-15,Email,11118,539,21031,45,98686,0.0485,39.0,467.4,4.692,0.0835,16
PRF0004095,CAM00157,2023-10-16,Email,5812,251,13060,14,69661,0.0432,52.0,932.9,5.334,0.0558,17
PRF0004096,CAM00157,2023-10-17,Email,12953,609,27031,37,116873,0.0471,44.4,730.6,4.324,0.0608,18
PRF0004097,CAM00157,2023-10-18,Email,9555,600,26794,30,220824,0.0628,44.7,893.1,8.242,0.05,19
PRF0004098,CAM00157,2023-10-19,Email,9263,341,17949,25,122547,0.0369,52.6,718.0,6.828,0.0733,20
PRF0004099,CAM00157,2023-10-20,Email,6006,330,16365,23,81809,0.055,49.6,711.5,4.999,0.0697,21
PRF0004100,CAM00157,2023-10-21,Email,16387,753,29825,42,170659,0.046,39.6,710.1,5.722,0.0558,22
PRF0004101,CAM00157,2023-10-22,Email,11822,473,24166,27,153311,0.0401,51.1,895.0,6.344,0.0571,23
PRF0004102,CAM00157,2023-10-23,Email,10961,537,29463,33,212668,0.049,54.9,892.8,7.218,0.0615,24
PRF0004103,CAM00157,2023-10-24,Email,12588,490,20197,44,131284,0.039,41.2,459.0,6.5,0.0898,25
PRF0004104,CAM00157,2023-10-25,Email,7809,360,13921,26,72022,0.0461,38.7,535.4,5.174,0.0722,26
PRF0004105,CAM00157,2023-10-26,Email,14694,598,24176,57,175511,0.0407,40.4,424.1,7.26,0.0953,27
PRF0004106,CAM00157,2023-10-27,Email,9923,369,16722,31,129597,0.0372,45.3,539.4,7.75,0.084,28
PRF0004107,CAM00157,2023-10-28,Email,11801,243,13623,12,71864,0.0206,56.1,1135.2,5.275,0.0494,29
PRF0004108,CAM00157,2023-10-29,Email,17494,392,20413,15,85413,0.0225,52.1,1360.9,4.184,0.0383,30
PRF0004109,CAM00157,2023-10-30,Email,28617,555,25121,45,109943,0.0194,45.3,558.2,4.377,0.0811,31
PRF0004110,CAM00157,2023-10-31,Email,20998,510,25927,41,150827,0.0243,50.8,632.4,5.817,0.0804,32
PRF0004111,CAM00157,2023-11-01,Email,18099,490,23585,33,100328,0.0271,48.1,714.7,4.254,0.0673,33
PRF0004112,CAM00157,2023-11-02,Email,11070,380,21158,15,114090,0.0344,55.7,1410.5,5.392,0.0395,34
PRF0004113,CAM00157,2023-11-03,Email,16395,391,15533,16,72416,0.0239,39.7,970.8,4.662,0.0409,35
PRF0004114,CAM00157,2023-11-04,Email,11724,387,14899,31,89025,0.033,38.5,480.6,5.975,0.0801,36
PRF0004115,CAM00157,2023-11-05,Email,10432,373,18372,28,95943,0.0358,49.3,656.1,5.222,0.0751,37
PRF0004116,CAM00158,2022-11-02,Email,73367,4421,178520,369,907771,0.0603,40.4,483.8,5.085,0.0835,1
PRF0004117,CAM00158,2022-11-03,Email,51564,3240,143818,158,936932,0.0628,44.4,910.2,6.515,0.0488,2
PRF0004118,CAM00158,2022-11-04,Email,70274,3002,146808,144,1213657,0.0427,48.9,1019.5,8.267,0.048,3
PRF0004119,CAM00158,2022-11-05,Email,53209,2352,88803,110,463248,0.0442,37.8,807.3,5.217,0.0468,4
PRF0004120,CAM00158,2022-11-06,Email,69587,4569,174530,304,635913,0.0657,38.2,574.1,3.644,0.0665,5
PRF0004121,CAM00158,2022-11-07,Email,35806,1748,81908,140,675257,0.0488,46.9,585.1,8.244,0.0801,6
PRF0004122,CAM00158,2022-11-08,Email,70713,2946,111090,191,521166,0.0417,37.7,581.6,4.691,0.0648,7
PRF0004123,CAM00158,2022-11-09,Email,33733,2394,98101,183,559825,0.071,41.0,536.1,5.707,0.0764,8
PRF0004124,CAM00158,2022-11-10,Email,38224,2726,109668,135,561365,0.0713,40.2,812.4,5.119,0.0495,9
PRF0004125,CAM00158,2022-11-11,Email,49943,1999,105509,167,628614,0.04,52.8,631.8,5.958,0.0835,10
PRF0004126,CAM00158,2022-11-12,Email,87413,3523,135796,212,876931,0.0403,38.5,640.5,6.458,0.0602,11
PRF0004127,CAM00158,2022-11-13,Email,45920,3259,141453,182,939547,0.071,43.4,777.2,6.642,0.0558,12
PRF0004128,CAM00158,2022-11-14,Email,35394,2590,136168,136,1116769,0.0732,52.6,1001.2,8.201,0.0525,13
PRF0004129,CAM00158,2022-11-15,Email,47429,3206,144939,152,691716,0.0676,45.2,953.5,4.772,0.0474,14
PRF0004130,CAM00158,2022-11-16,Email,35575,2163,88785,165,585033,0.0608,41.0,538.1,6.589,0.0763,15
PRF0004131,CAM00158,2022-11-17,Email,50326,3183,128566,265,485126,0.0633,40.4,485.2,3.773,0.0833,16
PRF0004132,CAM00158,2022-11-18,Email,50166,2995,143231,252,831467,0.0597,47.8,568.4,5.805,0.0841,17
PRF0004133,CAM00158,2022-11-19,Email,53616,1964,93272,119,457714,0.0366,47.5,783.8,4.907,0.0606,18
PRF0004134,CAM00159,2022-07-24,Facebook,20494,540,95029,14,375034,0.0264,176.0,6787.8,3.947,0.0259,1
PRF0004135,CAM00159,2022-07-25,Facebook,34667,958,129072,31,392069,0.0276,134.7,4163.6,3.038,0.0324,2
PRF0004136,CAM00159,2022-07-26,Facebook,14630,491,87056,16,363351,0.0336,177.3,5441.0,4.174,0.0326,3
PRF0004137,CAM00159,2022-07-27,Facebook,33878,1106,160716,29,640586,0.0326,145.3,5541.9,3.986,0.0262,4
PRF0004138,CAM00159,2022-07-28,Facebook,33629,630,90323,21,382559,0.0188,143.4,4301.1,4.235,0.0333,5
PRF0004139,CAM00159,2022-07-29,Facebook,42577,1264,158608,41,320602,0.0297,125.5,3868.5,2.021,0.0324,6
PRF0004140,CAM00159,2022-07-30,Facebook,24610,705,96391,23,295859,0.0287,136.7,4190.9,3.069,0.0326,7
PRF0004141,CAM00159,2022-07-31,Facebook,32618,628,80069,21,237295,0.0193,127.5,3812.8,2.964,0.0334,8
PRF0004142,CAM00159,2022-08-01,Facebook,36263,683,99630,17,229354,0.0188,145.9,5860.6,2.302,0.0249,9
PRF0004143,CAM00159,2022-08-02,Facebook,16741,485,82275,14,219037,0.029,169.6,5876.8,2.662,0.0289,10
PRF0004144,CAM00159,2022-08-03,Facebook,35733,1180,155980,45,464935,0.033,132.2,3466.2,2.981,0.0381,11
PRF0004145,CAM00159,2022-08-04,Facebook,39586,850,121187,32,267931,0.0215,142.6,3787.1,2.211,0.0376,12
PRF0004146,CAM00159,2022-08-05,Facebook,38984,727,128340,16,271476,0.0187,176.5,8021.2,2.115,0.022,13
PRF0004147,CAM00159,2022-08-06,Facebook,26729,671,99227,12,374858,0.0251,147.9,8268.9,3.778,0.0179,14
PRF0004148,CAM00159,2022-08-07,Facebook,48425,1080,145470,29,378294,0.0223,134.7,5016.2,2.601,0.0269,15
PRF0004149,CAM00159,2022-08-08,Facebook,40635,884,114281,29,319821,0.0218,129.3,3940.7,2.799,0.0328,16
PRF0004150,CAM00159,2022-08-09,Facebook,45797,875,121502,17,482723,0.0191,138.9,7147.2,3.973,0.0194,17
PRF0004151,CAM00159,2022-08-10,Facebook,16080,409,71106,12,224101,0.0254,173.9,5925.5,3.152,0.0293,18
PRF0004152,CAM00159,2022-08-11,Facebook,41127,717,119420,15,392173,0.0174,166.6,7961.3,3.284,0.0209,19
PRF0004153,CAM00159,2022-08-12,Facebook,29695,709,102960,18,449583,0.0239,145.2,5720.0,4.367,0.0254,20
PRF0004154,CAM00160,2024-01-18,Google,3680,115,25173,7,96987,0.0315,218.9,3596.1,3.853,0.0609,1
PRF0004155,CAM00160,2024-01-19,Google,2217,96,22560,3,75515,0.0434,235.0,7520.0,3.347,0.0312,2
PRF0004156,CAM00160,2024-01-20,Google,4040,165,32184,9,109647,0.0408,195.1,3576.0,3.407,0.0545,3
PRF0004157,CAM00160,2024-01-21,Google,3161,90,21209,2,65922,0.0285,235.7,10604.5,3.108,0.0222,4
PRF0004158,CAM00160,2024-01-22,Google,5295,145,30605,4,104666,0.0275,211.1,7651.2,3.42,0.0276,5
PRF0004159,CAM00160,2024-01-23,Google,1508,77,19492,2,88427,0.0512,253.1,9746.0,4.537,0.026,6
PRF0004160,CAM00160,2024-01-24,Google,2338,112,26374,2,79857,0.048,235.5,13187.0,3.028,0.0179,7
PRF0004161,CAM00160,2024-01-25,Google,1734,67,18111,3,84061,0.0391,270.3,6037.0,4.641,0.0448,8
PRF0004162,CAM00160,2024-01-26,Google,1864,92,21991,4,97196,0.0496,239.0,5497.8,4.42,0.0435,9
PRF0004163,CAM00160,2024-01-27,Google,4138,134,28312,3,136157,0.0326,211.3,9437.3,4.809,0.0224,10
PRF0004164,CAM00160,2024-01-28,Google,5978,202,37677,8,146443,0.0338,186.5,4709.6,3.887,0.0396,11
PRF0004165,CAM00160,2024-01-29,Google,2385,104,26671,3,93934,0.044,256.5,8890.3,3.522,0.0288,12
PRF0004166,CAM00160,2024-01-30,Google,3558,174,37654,7,99389,0.0491,216.4,5379.1,2.64,0.0402,13
PRF0004167,CAM00160,2024-01-31,Google,4280,158,31486,4,84136,0.037,199.3,7871.5,2.672,0.0253,14
PRF0004168,CAM00160,2024-02-01,Google,2505,116,21860,3,68233,0.0465,188.4,7286.7,3.121,0.0259,15
PRF0004169,CAM00160,2024-02-02,Google,4925,170,37954,8,155699,0.0345,223.3,4744.2,4.102,0.0471,16
PRF0004170,CAM00160,2024-02-03,Google,2841,123,27057,7,90150,0.0435,220.0,3865.3,3.332,0.0569,17
PRF0004171,CAM00160,2024-02-04,Google,4130,118,32087,4,141071,0.0286,271.9,8021.8,4.397,0.0339,18
