evenement_id,livraison_id,type_evenement,date_evenement,localisation,commentaire,agent_id
EVT0012266,LIV000086,Prise en charge,2022-05-19 15:00,Douala,,AGT005
EVT0012267,LIV000086,Départ entrepôt,2022-05-19 21:00,Frontière,,AGT003
EVT0012268,LIV000086,Passage frontière,2022-05-20 13:00,Abidjan,,AGT023
EVT0012269,LIV000086,Arrivée entrepôt transit,2022-05-21 17:00,Douala,,AGT014
EVT0012270,LIV000086,Départ entrepôt transit,2022-05-22 04:00,Dakar,,AGT013
EVT0012271,LIV010091,Prise en charge,2022-10-30 11:00,Bamako,,AGT003
EVT0012272,LIV010091,Départ entrepôt,2022-10-31 17:00,Bamako,,AGT019
EVT0012273,LIV010091,Passage frontière,2022-11-01 09:00,Dakar,,AGT012
EVT0012274,LIV010091,Arrivée entrepôt transit,2022-11-02 04:00,Ouagadougou,,AGT002
EVT0012275,LIV010091,Départ entrepôt transit,2022-11-02 21:00,Ouagadougou,,AGT003
EVT0012276,LIV001220,Prise en charge,2023-03-28 10:00,Bamako,,AGT007
EVT0012277,LIV001220,Départ entrepôt,2023-03-28 16:00,Douala,,AGT021
EVT0012278,LIV001220,Passage frontière,2023-03-29 21:00,Bamako,,AGT005
EVT0012279,LIV008404,Prise en charge,2023-01-09 19:00,Douala,,AGT011
EVT0012280,LIV008404,Départ entrepôt,2023-01-10 10:00,Accra,,AGT023
EVT0012281,LIV008404,Passage frontière,2023-01-11 00:00,Abidjan,,AGT005
EVT0012282,LIV008404,Arrivée entrepôt transit,2023-01-11 21:00,Frontière,,AGT018
EVT0012283,LIV008404,Départ entrepôt transit,2023-01-13 08:00,Douala,,AGT016
EVT0012284,LIV005070,Prise en charge,2022-04-19 11:00,Dakar,,AGT018
EVT0012285,LIV005070,Départ entrepôt,2022-04-20 01:00,Accra,,AGT019
EVT0012286,LIV003577,Prise en charge,2023-01-26 22:00,Ouagadougou,,AGT012
EVT0012287,LIV003577,Départ entrepôt,2023-01-27 09:00,Accra,,AGT008
EVT0012288,LIV003577,Passage frontière,2023-01-27 23:00,Frontière,,AGT005
EVT0012289,LIV012210,Prise en charge,2022-02-06 09:00,Accra,,AGT021
EVT0012290,LIV012210,Départ entrepôt,2022-02-07 18:00,Bamako,,AGT014
EVT0012291,LIV012210,Passage frontière,2022-02-08 19:00,Abidjan,,AGT008
EVT0012292,LIV011300,Prise en charge,2023-03-12 08:00,Douala,,AGT025
EVT0012293,LIV011300,Départ entrepôt,2023-03-12 15:00,Douala,,AGT011
EVT0012294,LIV011300,Passage frontière,2023-03-14 01:00,Ouagadougou,,AGT022
EVT0012295,LIV011300,Arrivée entrepôt transit,2023-03-15 12:00,Ouagadougou,,AGT016
EVT0012296,LIV005791,Prise en charge,2022-12-23 09:00,Douala,,AGT007
EVT0012297,LIV005791,Départ entrepôt,2022-12-23 17:00,Dakar,,AGT022
EVT0012298,LIV004210,Prise en charge,2023-09-15 00:00,Dakar,,AGT012
EVT0012299,LIV004210,Départ entrepôt,2023-09-15 19:00,Bamako,,AGT023
EVT0012300,LIV004210,Passage frontière,2023-09-16 03:00,Abidjan,,AGT023
EVT0012301,LIV004210,Arrivée entrepôt transit,2023-09-17 04:00,Accra,,AGT012
EVT0012302,LIV014015,Prise en charge,2023-08-14 13:00,Accra,,AGT006
EVT0012303,LIV014015,Départ entrepôt,2023-08-14 20:00,Bamako,,AGT009
EVT0012304,LIV005439,Prise en charge,2022-11-06 16:00,Accra,,AGT019
EVT0012305,LIV005439,Départ entrepôt,2022-11-07 19:00,Accra,,AGT021
EVT0012306,LIV014306,Prise en charge,2022-06-05 15:00,Bamako,,AGT009
EVT0012307,LIV014306,Départ entrepôt,2022-06-06 07:00,Dakar,,AGT019
EVT0012308,LIV014306,Passage frontière,2022-06-06 17:00,Accra,,AGT018
EVT0012309,LIV014306,Arrivée entrepôt transit,2022-06-07 21:00,Frontière,,AGT015
EVT0012310,LIV000595,Prise en charge,2023-07-20 00:00,Douala,,AGT001
EVT0012311,LIV000595,Départ entrepôt,2023-07-21 05:00,Bamako,,AGT025
EVT0012312,LIV004640,Prise en charge,2022-01-08 21:00,Douala,,AGT004
EVT0012313,LIV004640,Départ entrepôt,2022-01-09 04:00,Frontière,,AGT023
EVT0012314,LIV004640,Passage frontière,2022-01-09 12:00,Abidjan,,AGT010
EVT0012315,LIV004640,Arrivée entrepôt transit,2022-01-10 01:00,Frontière,,AGT016
EVT0012316,LIV007274,Prise en charge,2023-10-25 20:00,Bamako,,AGT007
EVT0012317,LIV007274,Départ entrepôt,2023-10-26 22:00,Douala,,AGT019
EVT0012318,LIV007274,Passage frontière,2023-10-27 11:00,Abidjan,,AGT001
EVT0012319,LIV007274,Arrivée entrepôt transit,2023-10-27 21:00,Frontière,,AGT017
EVT0012320,LIV007274,Départ entrepôt transit,2023-10-28 05:00,Bamako,,AGT018
EVT0012321,LIV008143,Prise en charge,2023-03-28 11:00,Dakar,,AGT005
EVT0012322,LIV008143,Départ entrepôt,2023-03-29 06:00,Douala,,AGT015
EVT0012323,LIV008143,Passage frontière,2023-03-30 06:00,Dakar,,AGT017
EVT0012324,LIV008143,Arrivée entrepôt transit,2023-03-31 05:00,Frontière,,AGT017
EVT0012325,LIV008143,Départ entrepôt transit,2023-03-31 13:00,Abidjan,,AGT003
EVT0012326,LIV012300,Prise en charge,2023-01-21 06:00,Frontière,,AGT007
EVT0012327,LIV012300,Départ entrepôt,2023-01-22 05:00,Accra,,AGT012
EVT0012328,LIV012300,Passage frontière,2023-01-23 10:00,Abidjan,,AGT021
EVT0012329,LIV012300,Arrivée entrepôt transit,2023-01-23 19:00,Frontière,,AGT014
EVT0012330,LIV013848,Prise en charge,2023-05-14 14:00,Accra,,AGT006
EVT0012331,LIV013848,Départ entrepôt,2023-05-15 13:00,Frontière,,AGT011
EVT0012332,LIV013848,Passage frontière,2023-05-16 13:00,Douala,,AGT014
EVT0012333,LIV013848,Arrivée entrepôt transit,2023-05-17 03:00,Abidjan,,AGT006
EVT0012334,LIV008631,Prise en charge,2023-01-08 18:00,Douala,,AGT023
EVT0012335,LIV008631,Départ entrepôt,2023-01-09 14:00,Frontière,,AGT013
EVT0012336,LIV014544,Prise en charge,2023-08-09 19:00,Bamako,,AGT010
EVT0012337,LIV014544,Départ entrepôt,2023-08-09 23:00,Accra,,AGT003
EVT0012338,LIV014544,Passage frontière,2023-08-11 07:00,Dakar,,AGT022
EVT0012339,LIV014063,Prise en charge,2022-03-17 18:00,Douala,,AGT013
EVT0012340,LIV014063,Départ entrepôt,2022-03-18 22:00,Abidjan,,AGT020
EVT0012341,LIV014063,Passage frontière,2022-03-19 23:00,Frontière,,AGT009
EVT0012342,LIV014063,Arrivée entrepôt transit,2022-03-21 09:00,Ouagadougou,,AGT002
EVT0012343,LIV014025,Prise en charge,2022-06-28 19:00,Bamako,,AGT017
EVT0012344,LIV014025,Départ entrepôt,2022-06-29 03:00,Abidjan,,AGT015
EVT0012345,LIV000062,Prise en charge,2023-04-08 10:00,Accra,,AGT007
EVT0012346,LIV000062,Départ entrepôt,2023-04-09 11:00,Dakar,,AGT003
EVT0012347,LIV000062,Passage frontière,2023-04-10 07:00,Ouagadougou,,AGT025
EVT0012348,LIV000062,Arrivée entrepôt transit,2023-04-10 16:00,Ouagadougou,,AGT006
EVT0012349,LIV005726,Prise en charge,2022-12-14 14:00,Douala,,AGT021
EVT0012350,LIV005726,Départ entrepôt,2022-12-15 00:00,Accra,,AGT011
EVT0012351,LIV006115,Prise en charge,2023-01-23 08:00,Accra,,AGT017
EVT0012352,LIV006115,Départ entrepôt,2023-01-23 14:00,Bamako,,AGT011
EVT0012353,LIV006115,Passage frontière,2023-01-24 21:00,Douala,,AGT022
EVT0012354,LIV006115,Arrivée entrepôt transit,2023-01-25 06:00,Bamako,,AGT024
EVT0012355,LIV006115,Départ entrepôt transit,2023-01-26 07:00,Douala,,AGT004
EVT0012356,LIV013057,Prise en charge,2023-10-15 17:00,Ouagadougou,,AGT007
EVT0012357,LIV013057,Départ entrepôt,2023-10-17 00:00,Accra,,AGT012
EVT0012358,LIV013057,Passage frontière,2023-10-17 04:00,Dakar,,AGT017
EVT0012359,LIV010685,Prise en charge,2023-03-04 08:00,Douala,,AGT014
EVT0012360,LIV010685,Départ entrepôt,2023-03-05 08:00,Bamako,,AGT004
EVT0012361,LIV010685,Passage frontière,2023-03-06 16:00,Ouagadougou,,AGT020
EVT0012362,LIV010685,Arrivée entrepôt transit,2023-03-07 02:00,Ouagadougou,,AGT012
EVT0012363,LIV010662,Prise en charge,2023-09-02 14:00,Bamako,,AGT002
EVT0012364,LIV010662,Départ entrepôt,2023-09-03 15:00,Dakar,,AGT024
EVT0012365,LIV010662,Passage frontière,2023-09-04 14:00,Bamako,,AGT006
EVT0012366,LIV010662,Arrivée entrepôt transit,2023-09-05 04:00,Abidjan,,AGT019
EVT0012367,LIV010662,Départ entrepôt transit,2023-09-05 15:00,Ouagadougou,,AGT022
EVT0012368,LIV011713,Prise en charge,2023-11-26 22:00,Dakar,,AGT019
EVT0012369,LIV011713,Départ entrepôt,2023-11-27 19:00,Bamako,,AGT004
EVT0012370,LIV008639,Prise en charge,2023-10-02 04:00,Frontière,,AGT003
EVT0012371,LIV008639,Départ entrepôt,2023-10-02 21:00,Frontière,,AGT017
EVT0012372,LIV008639,Passage frontière,2023-10-04 00:00,Ouagadougou,,AGT023
EVT0012373,LIV008639,Arrivée entrepôt transit,2023-10-05 05:00,Bamako,,AGT019
EVT0012374,LIV011858,Prise en charge,2022-09-16 11:00,Douala,,AGT006
EVT0012375,LIV011858,Départ entrepôt,2022-09-17 17:00,Douala,,AGT005
EVT0012376,LIV011858,Passage frontière,2022-09-17 21:00,Abidjan,,AGT006
EVT0012377,LIV012380,Prise en charge,2023-01-11 23:00,Abidjan,,AGT005
EVT0012378,LIV012380,Départ entrepôt,2023-01-12 06:00,Bamako,,AGT017
EVT0012379,LIV013387,Prise en charge,2023-09-17 23:00,Accra,,AGT020
EVT0012380,LIV013387,Départ entrepôt,2023-09-19 11:00,Bamako,,AGT017
EVT0012381,LIV013387,Passage frontière,2023-09-20 16:00,Accra,,AGT012
EVT0012382,LIV013387,Arrivée entrepôt transit,2023-09-21 15:00,Bamako,,AGT003
EVT0012383,LIV009411,Prise en charge,2022-09-15 11:00,Dakar,,AGT022
EVT0012384,LIV009411,Départ entrepôt,2022-09-16 15:00,Accra,,AGT022
EVT0012385,LIV009411,Passage frontière,2022-09-17 15:00,Bamako,,AGT004
EVT0012386,LIV007317,Prise en charge,2023-02-13 23:00,Douala,,AGT023
EVT0012387,LIV007317,Départ entrepôt,2023-02-14 10:00,Douala,,AGT007
EVT0012388,LIV007317,Passage frontière,2023-02-14 23:00,Ouagadougou,,AGT004
EVT0012389,LIV007317,Arrivée entrepôt transit,2023-02-15 04:00,Abidjan,,AGT004
EVT0012390,LIV007317,Départ entrepôt transit,2023-02-15 20:00,Abidjan,,AGT017
EVT0012391,LIV014887,Prise en charge,2023-06-25 17:00,Abidjan,,AGT012
EVT0012392,LIV014887,Départ entrepôt,2023-06-26 22:00,Frontière,,AGT018
EVT0012393,LIV014887,Passage frontière,2023-06-27 12:00,Dakar,,AGT010
EVT0012394,LIV014887,Arrivée entrepôt transit,2023-06-28 03:00,Bamako,,AGT009
EVT0012395,LIV005991,Prise en charge,2022-09-27 13:00,Ouagadougou,,AGT024
EVT0012396,LIV005991,Départ entrepôt,2022-09-28 09:00,Accra,,AGT006
EVT0012397,LIV007047,Prise en charge,2023-01-26 09:00,Ouagadougou,,AGT008
EVT0012398,LIV007047,Départ entrepôt,2023-01-26 23:00,Abidjan,,AGT005
EVT0012399,LIV007047,Passage frontière,2023-01-27 23:00,Dakar,,AGT025
EVT0012400,LIV007047,Arrivée entrepôt transit,2023-01-28 19:00,Dakar,,AGT008
EVT0012401,LIV007047,Départ entrepôt transit,2023-01-30 02:00,Accra,,AGT002
EVT0012402,LIV013135,Prise en charge,2023-01-13 05:00,Douala,,AGT025
EVT0012403,LIV013135,Départ entrepôt,2023-01-13 17:00,Bamako,,AGT024
EVT0012404,LIV013135,Passage frontière,2023-01-14 09:00,Ouagadougou,,AGT021
EVT0012405,LIV013135,Arrivée entrepôt transit,2023-01-15 20:00,Ouagadougou,,AGT023
EVT0012406,LIV013135,Départ entrepôt transit,2023-01-17 03:00,Ouagadougou,,AGT013
EVT0012407,LIV007531,Prise en charge,2023-01-15 11:00,Accra,,AGT005
EVT0012408,LIV007531,Départ entrepôt,2023-01-15 19:00,Abidjan,,AGT015
EVT0012409,LIV007531,Passage frontière,2023-01-16 20:00,Dakar,,AGT010
EVT0012410,LIV007531,Arrivée entrepôt transit,2023-01-17 03:00,Abidjan,,AGT008
EVT0012411,LIV007531,Départ entrepôt transit,2023-01-17 20:00,Ouagadougou,,AGT002
EVT0012412,LIV005412,Prise en charge,2022-07-14 05:00,Ouagadougou,,AGT022
EVT0012413,LIV005412,Départ entrepôt,2022-07-15 16:00,Dakar,,AGT010
EVT0012414,LIV005412,Passage frontière,2022-07-17 01:00,Frontière,,AGT005
EVT0012415,LIV005412,Arrivée entrepôt transit,2022-07-18 03:00,Douala,,AGT006
EVT0012416,LIV000959,Prise en charge,2022-10-08 02:00,Douala,,AGT003
EVT0012417,LIV000959,Départ entrepôt,2022-10-09 09:00,Ouagadougou,,AGT022
EVT0012418,LIV000959,Passage frontière,2022-10-10 02:00,Bamako,,AGT006
EVT0012419,LIV000959,Arrivée entrepôt transit,2022-10-11 13:00,Frontière,,AGT014
EVT0012420,LIV000959,Départ entrepôt transit,2022-10-12 07:00,Bamako,,AGT018
EVT0012421,LIV000473,Prise en charge,2023-04-08 15:00,Dakar,,AGT018
EVT0012422,LIV000473,Départ entrepôt,2023-04-09 01:00,Frontière,,AGT018
EVT0012423,LIV000473,Passage frontière,2023-04-09 15:00,Frontière,,AGT017
EVT0012424,LIV000473,Arrivée entrepôt transit,2023-04-10 07:00,Accra,,AGT021
EVT0012425,LIV013328,Prise en charge,2023-09-28 14:00,Frontière,,AGT015
EVT0012426,LIV013328,Départ entrepôt,2023-09-29 21:00,Bamako,,AGT001
EVT0012427,LIV013328,Passage frontière,2023-10-01 07:00,Ouagadougou,,AGT002
EVT0012428,LIV001514,Prise en charge,2023-01-22 18:00,Douala,,AGT015
EVT0012429,LIV001514,Départ entrepôt,2023-01-23 12:00,Abidjan,,AGT017
EVT0012430,LIV001514,Passage frontière,2023-01-24 15:00,Bamako,,AGT008
EVT0012431,LIV001514,Arrivée entrepôt transit,2023-01-24 23:00,Frontière,,AGT003
EVT0012432,LIV002291,Prise en charge,2022-11-25 15:00,Ouagadougou,,AGT003
EVT0012433,LIV002291,Départ entrepôt,2022-11-26 07:00,Douala,,AGT008
EVT0012434,LIV002291,Passage frontière,2022-11-27 06:00,Ouagadougou,,AGT015
EVT0012435,LIV002291,Arrivée entrepôt transit,2022-11-27 13:00,Douala,,AGT001
EVT0012436,LIV002291,Départ entrepôt transit,2022-11-28 23:00,Frontière,,AGT021
EVT0012437,LIV004739,Prise en charge,2023-04-04 11:00,Accra,,AGT012
EVT0012438,LIV004739,Départ entrepôt,2023-04-04 15:00,Ouagadougou,,AGT018
EVT0012439,LIV008456,Prise en charge,2022-09-26 22:00,Ouagadougou,,AGT019
EVT0012440,LIV008456,Départ entrepôt,2022-09-28 03:00,Dakar,,AGT012
EVT0012441,LIV008456,Passage frontière,2022-09-29 12:00,Accra,,AGT017
EVT0012442,LIV008456,Arrivée entrepôt transit,2022-09-30 18:00,Ouagadougou,,AGT014
EVT0012443,LIV014772,Prise en charge,2022-03-28 08:00,Dakar,,AGT018
EVT0012444,LIV014772,Départ entrepôt,2022-03-28 12:00,Frontière,,AGT011
EVT0012445,LIV014772,Passage frontière,2022-03-29 14:00,Abidjan,,AGT020
EVT0012446,LIV011236,Prise en charge,2022-01-05 02:00,Douala,,AGT024
EVT0012447,LIV011236,Départ entrepôt,2022-01-05 16:00,Dakar,,AGT012
EVT0012448,LIV011236,Passage frontière,2022-01-06 17:00,Douala,,AGT004
EVT0012449,LIV011236,Arrivée entrepôt transit,2022-01-07 09:00,Frontière,,AGT007
EVT0012450,LIV001480,Prise en charge,2022-05-24 00:00,Bamako,,AGT003
EVT0012451,LIV001480,Départ entrepôt,2022-05-25 02:00,Douala,,AGT004
EVT0012452,LIV009064,Prise en charge,2023-10-04 17:00,Ouagadougou,,AGT023
EVT0012453,LIV009064,Départ entrepôt,2023-10-05 19:00,Abidjan,,AGT024
EVT0012454,LIV009064,Passage frontière,2023-10-06 05:00,Abidjan,,AGT020
EVT0012455,LIV009064,Arrivée entrepôt transit,2023-10-07 11:00,Accra,,AGT010
EVT0012456,LIV009064,Départ entrepôt transit,2023-10-08 12:00,Abidjan,,AGT022
EVT0012457,LIV012049,Prise en charge,2023-07-21 07:00,Dakar,,AGT013
EVT0012458,LIV012049,Départ entrepôt,2023-07-22 09:00,Ouagadougou,,AGT020
EVT0012459,LIV012049,Passage frontière,2023-07-22 13:00,Frontière,,AGT011
EVT0012460,LIV002900,Prise en charge,2023-02-17 11:00,Dakar,,AGT016
EVT0012461,LIV002900,Départ entrepôt,2023-02-18 00:00,Dakar,,AGT008
EVT0012462,LIV004882,Prise en charge,2022-11-29 11:00,Frontière,,AGT017
EVT0012463,LIV004882,Départ entrepôt,2022-11-30 20:00,Frontière,,AGT002
EVT0012464,LIV004882,Passage frontière,2022-12-01 12:00,Frontière,,AGT022
EVT0012465,LIV004882,Arrivée entrepôt transit,2022-12-02 03:00,Dakar,,AGT021
EVT0012466,LIV012376,Prise en charge,2022-12-20 12:00,Bamako,,AGT003
EVT0012467,LIV012376,Départ entrepôt,2022-12-21 20:00,Abidjan,,AGT017
EVT0012468,LIV005262,Prise en charge,2022-02-17 02:00,Frontière,,AGT010
EVT0012469,LIV005262,Départ entrepôt,2022-02-18 10:00,Ouagadougou,,AGT022
EVT0012470,LIV005262,Passage frontière,2022-02-19 10:00,Dakar,,AGT004
EVT0012471,LIV009091,Prise en charge,2023-08-08 14:00,Accra,,AGT024
EVT0012472,LIV009091,Départ entrepôt,2023-08-09 14:00,Bamako,,AGT014
EVT0012473,LIV014558,Prise en charge,2023-01-03 11:00,Frontière,,AGT007
EVT0012474,LIV014558,Départ entrepôt,2023-01-03 19:00,Abidjan,,AGT010
EVT0012475,LIV014558,Passage frontière,2023-01-04 12:00,Dakar,,AGT004
EVT0012476,LIV007200,Prise en charge,2023-06-15 12:00,Accra,,AGT006
EVT0012477,LIV007200,Départ entrepôt,2023-06-16 07:00,Abidjan,,AGT014
EVT0012478,LIV010290,Prise en charge,2023-06-16 20:00,Ouagadougou,,AGT001
EVT0012479,LIV010290,Départ entrepôt,2023-06-17 01:00,Dakar,,AGT018
EVT0012480,LIV010290,Passage frontière,2023-06-17 11:00,Bamako,,AGT001
EVT0012481,LIV010290,Arrivée entrepôt transit,2023-06-18 06:00,Ouagadougou,,AGT014
EVT0012482,LIV011772,Prise en charge,2022-08-01 03:00,Ouagadougou,,AGT003
EVT0012483,LIV011772,Départ entrepôt,2022-08-01 09:00,Abidjan,,AGT005
EVT0012484,LIV011772,Passage frontière,2022-08-01 17:00,Bamako,,AGT005
EVT0012485,LIV011772,Arrivée entrepôt transit,2022-08-02 16:00,Abidjan,,AGT023
EVT0012486,LIV004878,Prise en charge,2022-06-28 05:00,Bamako,,AGT003
EVT0012487,LIV004878,Départ entrepôt,2022-06-29 13:00,Abidjan,,AGT005
EVT0012488,LIV004878,Passage frontière,2022-06-30 09:00,Accra,,AGT003
EVT0012489,LIV004878,Arrivée entrepôt transit,2022-07-01 16:00,Ouagadougou,,AGT018
EVT0012490,LIV010085,Prise en charge,2023-02-17 16:00,Dakar,,AGT025
EVT0012491,LIV010085,Départ entrepôt,2023-02-18 00:00,Douala,,AGT019
EVT0012492,LIV010085,Passage frontière,2023-02-19 10:00,Frontière,,AGT001
EVT0012493,LIV010085,Arrivée entrepôt transit,2023-02-20 03:00,Ouagadougou,,AGT005
EVT0012494,LIV010085,Départ entrepôt transit,2023-02-20 08:00,Douala,,AGT007
EVT0012495,LIV009579,Prise en charge,2022-12-29 20:00,Dakar,,AGT024
EVT0012496,LIV009579,Départ entrepôt,2022-12-30 13:00,Douala,,AGT010
EVT0012497,LIV009579,Passage frontière,2022-12-31 01:00,Abidjan,,AGT002
EVT0012498,LIV009579,Arrivée entrepôt transit,2023-01-01 07:00,Douala,,AGT003
EVT0012499,LIV007415,Prise en charge,2023-10-06 05:00,Douala,,AGT013
EVT0012500,LIV007415,Départ entrepôt,2023-10-06 09:00,Abidjan,,AGT001
EVT0012501,LIV011058,Prise en charge,2023-05-28 11:00,Dakar,,AGT004
EVT0012502,LIV011058,Départ entrepôt,2023-05-29 06:00,Douala,,AGT012
EVT0012503,LIV011058,Passage frontière,2023-05-30 07:00,Ouagadougou,,AGT015
EVT0012504,LIV011058,Arrivée entrepôt transit,2023-05-31 06:00,Dakar,,AGT002
EVT0012505,LIV000492,Prise en charge,2023-06-29 13:00,Ouagadougou,,AGT022
EVT0012506,LIV000492,Départ entrepôt,2023-06-30 01:00,Ouagadougou,,AGT008
EVT0012507,LIV000492,Passage frontière,2023-07-01 03:00,Accra,,AGT025
EVT0012508,LIV000492,Arrivée entrepôt transit,2023-07-02 12:00,Dakar,,AGT022
EVT0012509,LIV000492,Départ entrepôt transit,2023-07-02 21:00,Accra,,AGT013
EVT0012510,LIV010096,Prise en charge,2023-12-22 11:00,Ouagadougou,,AGT018
EVT0012511,LIV010096,Départ entrepôt,2023-12-23 20:00,Accra,,AGT014
EVT0012512,LIV012636,Prise en charge,2022-08-29 03:00,Frontière,,AGT003
EVT0012513,LIV012636,Départ entrepôt,2022-08-29 20:00,Bamako,,AGT016
EVT0012514,LIV012636,Passage frontière,2022-08-31 05:00,Ouagadougou,,AGT003
EVT0012515,LIV012636,Arrivée entrepôt transit,2022-08-31 17:00,Frontière,,AGT007
EVT0012516,LIV012636,Départ entrepôt transit,2022-09-01 02:00,Bamako,,AGT019
EVT0012517,LIV005480,Prise en charge,2023-07-13 09:00,Ouagadougou,,AGT021
EVT0012518,LIV005480,Départ entrepôt,2023-07-13 23:00,Abidjan,,AGT009
EVT0012519,LIV005480,Passage frontière,2023-07-15 11:00,Accra,,AGT008
EVT0012520,LIV014122,Prise en charge,2022-04-02 21:00,Douala,,AGT004
EVT0012521,LIV014122,Départ entrepôt,2022-04-03 17:00,Douala,,AGT011
EVT0012522,LIV010687,Prise en charge,2022-12-28 09:00,Ouagadougou,,AGT024
EVT0012523,LIV010687,Départ entrepôt,2022-12-29 18:00,Frontière,,AGT024
EVT0012524,LIV010687,Passage frontière,2022-12-30 12:00,Douala,,AGT004
EVT0012525,LIV010687,Arrivée entrepôt transit,2022-12-30 17:00,Accra,,AGT019
EVT0012526,LIV010687,Départ entrepôt transit,2022-12-31 22:00,Frontière,,AGT010
EVT0012527,LIV005372,Prise en charge,2022-09-27 10:00,Douala,,AGT016
EVT0012528,LIV005372,Départ entrepôt,2022-09-28 10:00,Bamako,,AGT011
EVT0012529,LIV000128,Prise en charge,2022-11-03 10:00,Frontière,,AGT018
EVT0012530,LIV000128,Départ entrepôt,2022-11-04 10:00,Dakar,,AGT022
EVT0012531,LIV000128,Passage frontière,2022-11-05 15:00,Ouagadougou,,AGT005
EVT0012532,LIV014807,Prise en charge,2022-11-11 03:00,Douala,,AGT010
EVT0012533,LIV014807,Départ entrepôt,2022-11-11 19:00,Frontière,,AGT008
EVT0012534,LIV006779,Prise en charge,2022-12-11 08:00,Abidjan,,AGT022
EVT0012535,LIV006779,Départ entrepôt,2022-12-12 08:00,Douala,,AGT001
EVT0012536,LIV006779,Passage frontière,2022-12-13 14:00,Dakar,,AGT017
EVT0012537,LIV003981,Prise en charge,2022-07-11 06:00,Accra,,AGT001
EVT0012538,LIV003981,Départ entrepôt,2022-07-11 18:00,Abidjan,,AGT024
EVT0012539,LIV003981,Passage frontière,2022-07-13 03:00,Ouagadougou,,AGT003
EVT0012540,LIV003981,Arrivée entrepôt transit,2022-07-14 05:00,Dakar,,AGT015
EVT0012541,LIV007500,Prise en charge,2023-10-28 02:00,Douala,,AGT022
EVT0012542,LIV007500,Départ entrepôt,2023-10-29 04:00,Ouagadougou,,AGT011
EVT0012543,LIV007500,Passage frontière,2023-10-29 22:00,Ouagadougou,,AGT011
EVT0012544,LIV007500,Arrivée entrepôt transit,2023-10-30 19:00,Douala,,AGT025
EVT0012545,LIV001265,Prise en charge,2023-02-16 08:00,Frontière,,AGT017
EVT0012546,LIV001265,Départ entrepôt,2023-02-17 14:00,Accra,,AGT015
EVT0012547,LIV013256,Prise en charge,2023-02-09 12:00,Frontière,,AGT004
EVT0012548,LIV013256,Départ entrepôt,2023-02-09 18:00,Ouagadougou,,AGT002
EVT0012549,LIV013256,Passage frontière,2023-02-11 03:00,Frontière,,AGT005
EVT0012550,LIV010437,Prise en charge,2023-12-17 05:00,Frontière,,AGT025
EVT0012551,LIV010437,Départ entrepôt,2023-12-18 04:00,Accra,,AGT025
EVT0012552,LIV010039,Prise en charge,2022-05-22 11:00,Frontière,,AGT006
EVT0012553,LIV010039,Départ entrepôt,2022-05-23 09:00,Accra,,AGT004
EVT0012554,LIV013902,Prise en charge,2022-11-23 03:00,Ouagadougou,,AGT016
EVT0012555,LIV013902,Départ entrepôt,2022-11-23 07:00,Douala,,AGT004
EVT0012556,LIV013902,Passage frontière,2022-11-23 12:00,Ouagadougou,,AGT010
EVT0012557,LIV013902,Arrivée entrepôt transit,2022-11-24 19:00,Accra,,AGT016
EVT0012558,LIV013902,Départ entrepôt transit,2022-11-25 04:00,Bamako,,AGT014
EVT0012559,LIV009345,Prise en charge,2023-10-14 21:00,Dakar,,AGT014
EVT0012560,LIV009345,Départ entrepôt,2023-10-15 09:00,Frontière,,AGT010
EVT0012561,LIV009345,Passage frontière,2023-10-16 08:00,Frontière,,AGT016
EVT0012562,LIV009345,Arrivée entrepôt transit,2023-10-16 15:00,Ouagadougou,,AGT009
EVT0012563,LIV004534,Prise en charge,2023-11-12 10:00,Abidjan,,AGT004
EVT0012564,LIV004534,Départ entrepôt,2023-11-12 15:00,Abidjan,,AGT017
EVT0012565,LIV004534,Passage frontière,2023-11-14 00:00,Accra,,AGT025
EVT0012566,LIV004534,Arrivée entrepôt transit,2023-11-14 04:00,Dakar,,AGT008
EVT0012567,LIV004534,Départ entrepôt transit,2023-11-14 18:00,Douala,,AGT015
EVT0012568,LIV009938,Prise en charge,2022-12-08 22:00,Dakar,,AGT025
EVT0012569,LIV009938,Départ entrepôt,2022-12-09 03:00,Accra,,AGT008
EVT0012570,LIV007792,Prise en charge,2023-02-05 23:00,Frontière,,AGT013
EVT0012571,LIV007792,Départ entrepôt,2023-02-07 06:00,Frontière,,AGT017
EVT0012572,LIV007792,Passage frontière,2023-02-08 16:00,Ouagadougou,,AGT009
EVT0012573,LIV000276,Prise en charge,2022-08-28 17:00,Ouagadougou,,AGT025
EVT0012574,LIV000276,Départ entrepôt,2022-08-29 00:00,Douala,,AGT008
EVT0012575,LIV013065,Prise en charge,2022-04-16 09:00,Accra,,AGT020
EVT0012576,LIV013065,Départ entrepôt,2022-04-17 21:00,Bamako,,AGT019
EVT0012577,LIV013123,Prise en charge,2023-04-05 14:00,Douala,,AGT015
EVT0012578,LIV013123,Départ entrepôt,2023-04-05 19:00,Douala,,AGT017
EVT0012579,LIV013123,Passage frontière,2023-04-06 06:00,Abidjan,,AGT022
EVT0012580,LIV010502,Prise en charge,2023-08-26 07:00,Abidjan,,AGT017
EVT0012581,LIV010502,Départ entrepôt,2023-08-27 14:00,Frontière,,AGT010
EVT0012582,LIV010502,Passage frontière,2023-08-28 09:00,Dakar,,AGT008
