alerte_id,livraison_id,client_id,transporteur_id,type_alerte,date_alerte,delai_retard_jours,penalite_estimee_fcfa,niveau_urgence,traitee
ALT02869,LIV014931,CLI014,TRP10,Retard critique,2023-11-29 04:00,4.7,0,Élevé,1
ALT02870,LIV002535,CLI019,TRP04,SLA Breach,2022-02-04 01:00,15.7,0,Critique,1
ALT02871,LIV009597,CLI018,TRP09,SLA Breach,2023-06-24 11:00,1.1,7,Moyen,0
ALT02872,LIV007574,CLI009,TRP11,SLA Breach,2023-12-11 05:00,9.2,0,Élevé,1
ALT02873,LIV011806,CLI012,TRP06,SLA Breach,2022-05-01 12:00,4.1,0,Élevé,0
ALT02874,LIV014352,CLI025,TRP12,SLA Breach,2022-05-26 09:00,3.9,0,Élevé,1
ALT02875,LIV002519,CLI024,TRP11,Escalade client,2022-03-09 08:00,3.6,14,Élevé,1
ALT02876,LIV008648,CLI018,TRP05,Retard critique,2022-03-31 01:00,1.7,1,Moyen,0
ALT02877,LIV007968,CLI025,TRP06,SLA Breach,2023-11-17 12:00,2.2,0,Moyen,1
ALT02878,LIV013682,CLI002,TRP14,SLA Breach,2022-12-14 02:00,3.1,0,Élevé,1
ALT02879,LIV008398,CLI011,TRP08,Escalade client,2022-10-14 01:00,2.6,0,Moyen,1
ALT02880,LIV013341,CLI010,TRP06,Retard critique,2022-09-07 08:00,13.3,54,Élevé,1
ALT02881,LIV010153,CLI001,TRP11,Escalade client,2023-05-19 07:00,1.1,6,Moyen,0
ALT02882,LIV011424,CLI013,TRP02,Retard critique,2022-07-19 10:00,15.6,166,Élevé,1
ALT02883,LIV009265,CLI008,TRP05,Escalade client,2022-12-03 02:00,10.7,17,Critique,0
ALT02884,LIV011938,CLI018,TRP04,Escalade client,2022-12-11 08:00,2.7,20,Moyen,0
ALT02885,LIV003683,CLI008,TRP03,SLA Breach,2023-07-03 02:00,1.6,20,Moyen,0
ALT02886,LIV003517,CLI006,TRP04,Escalade client,2023-11-06 05:00,2.3,0,Moyen,1
ALT02887,LIV000684,CLI024,TRP05,Escalade client,2022-04-18 12:00,2.6,57,Moyen,1
ALT02888,LIV007041,CLI007,TRP12,SLA Breach,2022-04-02 03:00,8.9,0,Élevé,0
ALT02889,LIV013589,CLI025,TRP04,Escalade client,2023-10-31 08:00,5.0,0,Élevé,0
ALT02890,LIV006892,CLI016,TRP02,SLA Breach,2023-04-01 03:00,4.1,0,Élevé,1
ALT02891,LIV002405,CLI015,TRP02,SLA Breach,2022-06-12 04:00,2.3,0,Moyen,1
ALT02892,LIV010549,CLI001,TRP05,Retard critique,2022-05-08 04:00,9.2,45,Élevé,1
ALT02893,LIV011900,CLI008,TRP02,Retard critique,2022-06-02 12:00,30.8,114,Élevé,1
ALT02894,LIV006153,CLI018,TRP05,SLA Breach,2022-05-28 09:00,12.5,151,Élevé,1
ALT02895,LIV005593,CLI025,TRP10,SLA Breach,2022-11-12 01:00,8.8,0,Élevé,1
ALT02896,LIV009650,CLI003,TRP08,SLA Breach,2022-03-19 11:00,6.5,90,Critique,1
ALT02897,LIV000647,CLI009,TRP05,SLA Breach,2022-07-06 03:00,2.0,0,Moyen,1
ALT02898,LIV004047,CLI018,TRP05,SLA Breach,2023-02-05 09:00,1.3,12,Moyen,1
ALT02899,LIV004474,CLI009,TRP01,Escalade client,2022-06-22 12:00,3.9,0,Élevé,1
ALT02900,LIV014616,CLI008,TRP09,Retard critique,2022-05-03 05:00,6.9,52,Élevé,1
ALT02901,LIV014986,CLI002,TRP10,Escalade client,2023-09-09 08:00,2.6,0,Moyen,0
ALT02902,LIV002395,CLI014,TRP12,Escalade client,2023-03-01 06:00,9.3,0,Élevé,0
ALT02903,LIV008131,CLI011,TRP06,Escalade client,2023-04-09 06:00,1.3,0,Moyen,1
ALT02904,LIV000693,CLI024,TRP12,Escalade client,2023-03-28 07:00,35.2,440,Élevé,1
ALT02905,LIV001707,CLI017,TRP06,Retard critique,2022-10-29 06:00,0.8,0,Moyen,1
ALT02906,LIV011090,CLI027,TRP05,Retard critique,2023-05-02 06:00,1.6,0,Moyen,0
ALT02907,LIV004871,CLI013,TRP01,SLA Breach,2023-05-16 02:00,3.1,1,Élevé,0
ALT02908,LIV010327,CLI027,TRP01,Escalade client,2022-04-14 01:00,17.0,0,Élevé,1
ALT02909,LIV002916,CLI019,TRP14,Retard critique,2022-02-27 10:00,3.2,0,Élevé,1
ALT02910,LIV012305,CLI024,TRP05,Retard critique,2023-08-03 09:00,1.2,2,Moyen,1
ALT02911,LIV014462,CLI020,TRP14,Retard critique,2022-07-11 09:00,5.7,0,Élevé,1
ALT02912,LIV011316,CLI001,TRP06,Escalade client,2022-09-09 04:00,8.8,212,Critique,1
ALT02913,LIV006898,CLI026,TRP13,Retard critique,2022-11-13 01:00,16.3,0,Critique,1
ALT02914,LIV006645,CLI030,TRP05,SLA Breach,2022-04-17 09:00,2.6,0,Moyen,1
ALT02915,LIV012696,CLI012,TRP06,SLA Breach,2023-12-08 10:00,2.0,0,Moyen,1
ALT02916,LIV004545,CLI016,TRP01,Retard critique,2023-11-07 06:00,18.5,0,Critique,1
ALT02917,LIV006179,CLI006,TRP07,Escalade client,2023-07-20 08:00,5.6,0,Élevé,1
ALT02918,LIV005904,CLI025,TRP11,Escalade client,2022-05-31 12:00,8.9,0,Élevé,1
ALT02919,LIV007511,CLI008,TRP08,Escalade client,2023-05-24 12:00,6.9,96,Élevé,0
ALT02920,LIV010317,CLI001,TRP11,SLA Breach,2023-12-27 03:00,0.6,16,Moyen,1
ALT02921,LIV004885,CLI019,TRP14,SLA Breach,2023-12-30 08:00,7.3,0,Critique,1
ALT02922,LIV001533,CLI024,TRP03,Retard critique,2022-03-16 02:00,6.8,4,Élevé,0
ALT02923,LIV011128,CLI019,TRP10,Retard critique,2023-12-17 03:00,10.0,0,Critique,0
ALT02924,LIV005817,CLI017,TRP12,SLA Breach,2023-08-16 06:00,0.3,0,Moyen,0
ALT02925,LIV006496,CLI002,TRP12,Retard critique,2023-07-05 09:00,4.6,0,Élevé,1
ALT02926,LIV000116,CLI029,TRP11,Retard critique,2023-04-30 09:00,30.6,1792,Critique,1
ALT02927,LIV004845,CLI009,TRP05,Escalade client,2022-06-02 11:00,4.4,0,Élevé,1
ALT02928,LIV004182,CLI001,TRP12,Escalade client,2023-03-22 04:00,5.4,24,Élevé,1
ALT02929,LIV008477,CLI027,TRP08,Retard critique,2022-10-15 10:00,3.3,0,Élevé,1
ALT02930,LIV000675,CLI023,TRP14,Retard critique,2022-06-25 10:00,1.1,0,Moyen,1
ALT02931,LIV007518,CLI025,TRP02,Retard critique,2022-04-29 08:00,0.8,0,Moyen,1
ALT02932,LIV006225,CLI015,TRP05,Retard critique,2022-02-19 03:00,5.5,0,Critique,1
ALT02933,LIV002211,CLI018,TRP05,Retard critique,2022-11-26 08:00,16.6,270,Élevé,1
ALT02934,LIV007221,CLI013,TRP06,Retard critique,2023-02-27 04:00,7.4,48,Élevé,1
ALT02935,LIV012169,CLI025,TRP08,Retard critique,2023-05-03 11:00,4.5,0,Élevé,1
ALT02936,LIV012725,CLI016,TRP13,SLA Breach,2022-01-14 11:00,7.5,0,Élevé,1
ALT02937,LIV009666,CLI027,TRP08,SLA Breach,2023-03-07 09:00,4.4,0,Élevé,1
ALT02938,LIV010788,CLI005,TRP12,SLA Breach,2022-08-13 11:00,9.9,0,Élevé,1
ALT02939,LIV003143,CLI027,TRP13,Escalade client,2023-04-04 06:00,0.1,0,Moyen,1
ALT02940,LIV002867,CLI002,TRP04,Escalade client,2023-12-12 08:00,4.8,0,Élevé,1
ALT02941,LIV008536,CLI024,TRP12,Retard critique,2023-04-22 03:00,7.6,11,Élevé,1
ALT02942,LIV005023,CLI027,TRP10,Retard critique,2022-08-11 07:00,5.6,0,Critique,1
ALT02943,LIV001388,CLI008,TRP05,Escalade client,2023-01-05 08:00,3.2,41,Élevé,1
ALT02944,LIV002351,CLI014,TRP10,Retard critique,2022-03-22 09:00,8.7,0,Critique,1
ALT02945,LIV006710,CLI006,TRP12,SLA Breach,2023-11-16 09:00,12.9,0,Élevé,1
ALT02946,LIV001184,CLI002,TRP06,Retard critique,2023-02-03 06:00,6.2,0,Élevé,0
ALT02947,LIV005669,CLI009,TRP04,Retard critique,2023-02-20 04:00,12.4,0,Élevé,1
ALT02948,LIV003328,CLI013,TRP10,Retard critique,2022-12-12 03:00,1.9,1,Moyen,1
ALT02949,LIV008157,CLI021,TRP10,SLA Breach,2022-02-26 01:00,7.9,70,Élevé,0
ALT02950,LIV006546,CLI010,TRP11,Escalade client,2023-05-04 03:00,3.1,1,Élevé,0
ALT02951,LIV000013,CLI013,TRP13,Escalade client,2022-10-07 10:00,4.2,23,Élevé,1
ALT02952,LIV005923,CLI012,TRP06,Retard critique,2024-01-07 11:00,0.6,0,Moyen,1
ALT02953,LIV012711,CLI024,TRP10,Escalade client,2022-11-28 06:00,0.6,16,Moyen,1
ALT02954,LIV011017,CLI006,TRP12,SLA Breach,2023-12-06 08:00,4.0,0,Élevé,0
ALT02955,LIV010847,CLI022,TRP04,Retard critique,2023-04-19 12:00,0.9,0,Moyen,1
ALT02956,LIV013211,CLI019,TRP13,Retard critique,2022-09-21 02:00,7.4,0,Élevé,1
ALT02957,LIV003665,CLI025,TRP05,SLA Breach,2022-10-13 06:00,11.2,0,Élevé,1
ALT02958,LIV003033,CLI025,TRP01,Escalade client,2022-10-03 12:00,14.2,0,Élevé,1
ALT02959,LIV006208,CLI023,TRP03,SLA Breach,2023-03-16 03:00,8.7,0,Critique,0
ALT02960,LIV006796,CLI013,TRP11,Escalade client,2022-02-26 12:00,5.2,87,Élevé,1
ALT02961,LIV004627,CLI014,TRP13,Retard critique,2022-11-01 03:00,0.6,0,Moyen,0
ALT02962,LIV006985,CLI002,TRP03,Retard critique,2022-11-13 10:00,2.9,0,Moyen,1
ALT02963,LIV001998,CLI012,TRP11,Retard critique,2022-03-16 05:00,0.4,0,Moyen,1
ALT02964,LIV005833,CLI027,TRP05,Escalade client,2023-07-01 12:00,0.9,0,Moyen,0
ALT02965,LIV002585,CLI004,TRP13,Retard critique,2023-03-04 01:00,2.0,3,Moyen,1
ALT02966,LIV009750,CLI024,TRP13,Escalade client,2022-06-14 08:00,5.2,13,Élevé,1
ALT02967,LIV013572,CLI002,TRP14,Escalade client,2022-06-13 04:00,3.3,0,Élevé,1
ALT02968,LIV005081,CLI025,TRP06,SLA Breach,2022-03-30 11:00,12.7,0,Élevé,1
ALT02969,LIV003235,CLI018,TRP12,SLA Breach,2023-05-26 09:00,9.9,32,Élevé,1
ALT02970,LIV004548,CLI014,TRP14,SLA Breach,2023-01-23 02:00,9.2,0,Critique,1
ALT02971,LIV012938,CLI011,TRP05,SLA Breach,2022-02-07 02:00,0.8,0,Moyen,1
ALT02972,LIV001089,CLI018,TRP09,Escalade client,2023-11-16 09:00,9.3,17,Élevé,1
ALT02973,LIV002289,CLI006,TRP01,SLA Breach,2023-10-13 06:00,3.8,0,Élevé,1
ALT02974,LIV013905,CLI028,TRP01,SLA Breach,2022-12-03 07:00,3.2,0,Élevé,1
ALT02975,LIV006987,CLI011,TRP05,Retard critique,2023-04-22 03:00,5.4,0,Élevé,1
ALT02976,LIV002015,CLI012,TRP07,Retard critique,2023-04-24 04:00,1.5,0,Moyen,1
ALT02977,LIV006799,CLI012,TRP07,SLA Breach,2022-12-18 05:00,0.7,0,Moyen,0
ALT02978,LIV014596,CLI006,TRP03,Escalade client,2022-08-05 10:00,6.4,0,Élevé,1
ALT02979,LIV004452,CLI014,TRP14,SLA Breach,2022-09-14 08:00,16.9,0,Élevé,0
ALT02980,LIV005472,CLI016,TRP05,Retard critique,2022-11-10 03:00,18.5,0,Élevé,1
ALT02981,LIV008997,CLI001,TRP14,Retard critique,2023-06-26 05:00,12.2,187,Élevé,1
ALT02982,LIV010385,CLI008,TRP02,Escalade client,2022-08-27 12:00,0.1,44,Moyen,0
ALT02983,LIV006203,CLI004,TRP07,Retard critique,2023-02-13 07:00,16.1,33,Élevé,1
ALT02984,LIV014660,CLI003,TRP01,SLA Breach,2022-11-14 10:00,0.5,8,Moyen,1
ALT02985,LIV012947,CLI007,TRP10,Retard critique,2022-11-07 03:00,7.2,0,Élevé,1
ALT02986,LIV002292,CLI010,TRP06,SLA Breach,2022-08-28 12:00,3.3,180,Élevé,0
ALT02987,LIV013653,CLI027,TRP01,Retard critique,2023-04-04 02:00,0.5,0,Moyen,1
ALT02988,LIV002783,CLI027,TRP06,Escalade client,2023-06-01 12:00,1.3,0,Moyen,1
ALT02989,LIV010911,CLI029,TRP05,SLA Breach,2022-03-31 11:00,7.3,146,Critique,0
ALT02990,LIV010136,CLI002,TRP04,Escalade client,2023-10-01 11:00,2.4,0,Moyen,1
ALT02991,LIV001295,CLI002,TRP02,Retard critique,2023-01-29 01:00,7.8,0,Élevé,0
ALT02992,LIV008792,CLI030,TRP01,Retard critique,2023-08-19 09:00,2.2,0,Moyen,1
ALT02993,LIV006232,CLI010,TRP02,Retard critique,2023-05-26 10:00,2.5,82,Moyen,1
ALT02994,LIV012194,CLI004,TRP06,Escalade client,2023-12-19 08:00,0.9,7,Moyen,1
ALT02995,LIV011076,CLI001,TRP06,Retard critique,2022-01-06 03:00,1.5,2,Moyen,0
ALT02996,LIV009668,CLI018,TRP09,Retard critique,2023-05-28 02:00,9.7,103,Élevé,1
ALT02997,LIV012282,CLI024,TRP01,Retard critique,2023-05-19 10:00,7.6,90,Critique,0
ALT02998,LIV005874,CLI021,TRP13,Escalade client,2022-12-03 02:00,5.8,5,Critique,0
ALT02999,LIV004395,CLI017,TRP04,Escalade client,2023-01-21 08:00,9.6,0,Élevé,1
ALT03000,LIV001531,CLI009,TRP10,Retard critique,2023-05-07 05:00,0.7,0,Moyen,0
ALT03001,LIV001425,CLI004,TRP03,Escalade client,2022-03-02 02:00,1.7,4,Moyen,1
ALT03002,LIV009241,CLI015,TRP11,Retard critique,2023-06-10 12:00,2.7,0,Moyen,0
ALT03003,LIV010461,CLI015,TRP11,Retard critique,2022-11-23 03:00,3.9,0,Élevé,1
ALT03004,LIV000875,CLI024,TRP01,Escalade client,2022-07-24 05:00,6.0,17,Élevé,1
ALT03005,LIV011405,CLI018,TRP03,Retard critique,2022-11-24 10:00,16.1,694,Élevé,1
ALT03006,LIV001613,CLI025,TRP02,Escalade client,2022-03-30 02:00,15.6,0,Critique,1
ALT03007,LIV001057,CLI016,TRP11,SLA Breach,2023-05-12 08:00,4.3,0,Élevé,0
ALT03008,LIV004853,CLI029,TRP09,SLA Breach,2022-01-30 03:00,4.6,44,Élevé,1
ALT03009,LIV000264,CLI024,TRP14,Retard critique,2023-09-11 07:00,12.7,18,Critique,0
ALT03010,LIV007736,CLI007,TRP05,Escalade client,2023-04-13 04:00,30.7,0,Critique,0
ALT03011,LIV008263,CLI001,TRP14,SLA Breach,2023-11-06 10:00,5.9,112,Critique,0
ALT03012,LIV005309,CLI014,TRP12,SLA Breach,2022-09-08 11:00,5.6,0,Critique,0
ALT03013,LIV003879,CLI024,TRP08,Retard critique,2022-12-25 04:00,4.5,38,Élevé,0
ALT03014,LIV013370,CLI002,TRP13,Retard critique,2022-06-21 06:00,5.2,0,Élevé,1
ALT03015,LIV010175,CLI004,TRP06,SLA Breach,2022-07-16 10:00,4.8,42,Élevé,1
ALT03016,LIV012689,CLI018,TRP08,Retard critique,2023-12-24 11:00,5.6,718,Critique,1
ALT03017,LIV010679,CLI025,TRP12,Retard critique,2023-10-19 06:00,18.3,0,Critique,0
ALT03018,LIV003836,CLI021,TRP02,Retard critique,2022-03-08 05:00,0.6,9,Moyen,1
ALT03019,LIV002487,CLI029,TRP12,Retard critique,2022-12-06 07:00,0.3,30,Moyen,1
ALT03020,LIV013230,CLI001,TRP09,Retard critique,2022-12-05 03:00,0.8,3,Moyen,1
ALT03021,LIV001289,CLI027,TRP12,Escalade client,2022-01-31 09:00,11.0,0,Élevé,1
ALT03022,LIV000469,CLI011,TRP12,Retard critique,2023-05-29 05:00,4.6,0,Élevé,1
ALT03023,LIV006315,CLI027,TRP14,SLA Breach,2022-03-13 08:00,6.0,0,Élevé,1
ALT03024,LIV011373,CLI018,TRP04,SLA Breach,2023-02-21 02:00,1.2,8,Moyen,0
ALT03025,LIV008800,CLI012,TRP06,SLA Breach,2022-03-14 05:00,5.8,0,Élevé,1
ALT03026,LIV007707,CLI008,TRP03,SLA Breach,2022-12-08 02:00,2.3,13,Moyen,1
ALT03027,LIV012879,CLI029,TRP13,Escalade client,2023-07-14 01:00,4.1,113,Élevé,1
ALT03028,LIV001433,CLI019,TRP02,SLA Breach,2023-06-17 11:00,1.0,0,Moyen,1
ALT03029,LIV007973,CLI002,TRP07,Retard critique,2022-04-16 05:00,0.4,0,Moyen,0
ALT03030,LIV001497,CLI008,TRP12,Retard critique,2022-06-12 04:00,6.8,7,Critique,1
ALT03031,LIV012466,CLI002,TRP12,SLA Breach,2022-10-28 10:00,2.9,0,Moyen,1
ALT03032,LIV008519,CLI018,TRP05,SLA Breach,2023-04-05 09:00,16.2,126,Critique,1
ALT03033,LIV006098,CLI025,TRP05,SLA Breach,2023-04-01 05:00,8.0,0,Élevé,1
ALT03034,LIV014102,CLI001,TRP06,Escalade client,2023-03-14 06:00,1.6,28,Moyen,1
ALT03035,LIV010885,CLI016,TRP12,Escalade client,2023-10-28 10:00,0.1,0,Moyen,1
ALT03036,LIV008953,CLI009,TRP06,Escalade client,2023-12-02 09:00,4.2,0,Élevé,0
ALT03037,LIV005662,CLI027,TRP05,Escalade client,2023-01-30 04:00,2.8,0,Moyen,1
ALT03038,LIV009747,CLI030,TRP10,SLA Breach,2022-04-03 05:00,11.7,0,Critique,1
ALT03039,LIV006383,CLI029,TRP12,Escalade client,2022-04-24 05:00,9.1,55,Élevé,1
ALT03040,LIV012219,CLI027,TRP07,SLA Breach,2022-08-20 03:00,7.2,0,Critique,1
ALT03041,LIV000956,CLI008,TRP01,Retard critique,2022-12-14 08:00,1.2,14,Moyen,1
ALT03042,LIV002227,CLI026,TRP05,Retard critique,2022-11-06 04:00,11.8,0,Élevé,1
ALT03043,LIV004802,CLI010,TRP08,Escalade client,2023-09-23 04:00,3.6,1265,Élevé,1
ALT03044,LIV000933,CLI015,TRP10,Escalade client,2023-09-21 10:00,1.4,0,Moyen,1
ALT03045,LIV008223,CLI021,TRP01,Retard critique,2023-12-31 10:00,2.0,1,Moyen,1
ALT03046,LIV010585,CLI015,TRP03,SLA Breach,2022-03-02 10:00,9.1,0,Élevé,1
ALT03047,LIV013042,CLI007,TRP02,SLA Breach,2022-03-16 11:00,3.5,0,Élevé,0
ALT03048,LIV012952,CLI029,TRP03,SLA Breach,2022-01-31 01:00,4.2,340,Élevé,1
ALT03049,LIV002815,CLI008,TRP09,Retard critique,2023-05-06 10:00,4.2,29,Élevé,1
ALT03050,LIV008913,CLI020,TRP06,Escalade client,2022-07-29 03:00,17.4,0,Élevé,0
ALT03051,LIV006042,CLI009,TRP14,Retard critique,2023-02-07 02:00,10.0,0,Élevé,1
ALT03052,LIV012104,CLI002,TRP14,Retard critique,2023-11-18 10:00,15.7,0,Élevé,1
ALT03053,LIV003369,CLI024,TRP12,Retard critique,2022-08-11 06:00,3.5,8,Élevé,0
ALT03054,LIV005617,CLI029,TRP10,SLA Breach,2022-08-25 06:00,21.8,151,Élevé,1
ALT03055,LIV013787,CLI011,TRP04,Retard critique,2022-08-10 07:00,15.7,0,Critique,1
ALT03056,LIV013550,CLI011,TRP04,Escalade client,2022-03-02 12:00,3.8,0,Élevé,0
ALT03057,LIV008052,CLI025,TRP02,Escalade client,2022-08-29 02:00,16.8,0,Élevé,1
ALT03058,LIV005768,CLI001,TRP03,Escalade client,2023-10-05 06:00,10.8,117,Élevé,1
ALT03059,LIV010122,CLI016,TRP03,Escalade client,2022-01-12 07:00,4.4,0,Élevé,1
ALT03060,LIV014556,CLI008,TRP14,Retard critique,2023-10-16 08:00,9.1,225,Élevé,1
ALT03061,LIV002962,CLI001,TRP04,Retard critique,2022-09-12 03:00,1.0,23,Moyen,1
ALT03062,LIV008978,CLI016,TRP10,Escalade client,2023-11-24 02:00,2.2,0,Moyen,1
ALT03063,LIV009333,CLI002,TRP12,Retard critique,2022-03-25 04:00,7.1,0,Critique,1
ALT03064,LIV003579,CLI026,TRP07,Escalade client,2023-05-24 06:00,8.5,0,Élevé,1
ALT03065,LIV006882,CLI008,TRP01,Retard critique,2022-06-10 11:00,1.2,5,Moyen,1
ALT03066,LIV014537,CLI018,TRP05,SLA Breach,2023-03-24 04:00,2.4,13,Moyen,1
ALT03067,LIV009165,CLI002,TRP14,Retard critique,2023-01-05 06:00,0.8,0,Moyen,0
ALT03068,LIV012464,CLI006,TRP11,Escalade client,2022-08-02 04:00,8.8,0,Élevé,1
ALT03069,LIV003695,CLI028,TRP08,SLA Breach,2023-05-19 12:00,3.8,0,Élevé,1
ALT03070,LIV002279,CLI012,TRP14,Escalade client,2022-08-23 08:00,16.2,0,Critique,1
ALT03071,LIV005887,CLI018,TRP11,Escalade client,2023-07-31 04:00,2.4,43,Moyen,1
ALT03072,LIV006783,CLI018,TRP05,Escalade client,2022-03-10 05:00,9.7,40,Critique,1
ALT03073,LIV008075,CLI012,TRP14,SLA Breach,2022-11-11 06:00,5.4,0,Critique,1
ALT03074,LIV013000,CLI017,TRP03,SLA Breach,2022-11-02 10:00,8.5,0,Élevé,1
ALT03075,LIV003178,CLI030,TRP12,Retard critique,2023-06-24 12:00,2.5,0,Moyen,1
ALT03076,LIV008145,CLI029,TRP09,Retard critique,2023-05-22 06:00,2.5,13,Moyen,1
ALT03077,LIV002195,CLI025,TRP02,Escalade client,2022-08-13 04:00,0.6,0,Moyen,1
ALT03078,LIV010571,CLI021,TRP05,SLA Breach,2022-03-25 09:00,8.3,41,Élevé,1
ALT03079,LIV001464,CLI012,TRP07,Escalade client,2022-12-18 07:00,3.3,0,Élevé,1
ALT03080,LIV000547,CLI003,TRP05,Retard critique,2022-02-16 02:00,1.3,5,Moyen,1
ALT03081,LIV004161,CLI007,TRP05,SLA Breach,2022-10-20 03:00,0.8,0,Moyen,1
ALT03082,LIV005148,CLI006,TRP07,Escalade client,2022-02-06 05:00,0.3,0,Moyen,1
ALT03083,LIV002352,CLI002,TRP14,Retard critique,2022-01-29 07:00,8.6,0,Élevé,1
ALT03084,LIV001599,CLI027,TRP05,Escalade client,2022-09-01 10:00,18.1,0,Élevé,1
ALT03085,LIV013474,CLI012,TRP03,Escalade client,2023-09-27 01:00,4.9,0,Élevé,1
ALT03086,LIV005038,CLI005,TRP05,SLA Breach,2023-04-06 05:00,5.5,0,Élevé,1
ALT03087,LIV000435,CLI026,TRP13,Retard critique,2022-06-30 02:00,0.1,0,Moyen,0
ALT03088,LIV011864,CLI020,TRP10,SLA Breach,2023-11-26 12:00,6.3,0,Critique,1
ALT03089,LIV010171,CLI027,TRP05,Escalade client,2022-01-27 04:00,0.5,0,Moyen,1
ALT03090,LIV013513,CLI018,TRP01,SLA Breach,2022-08-19 06:00,7.5,90,Élevé,1
ALT03091,LIV009593,CLI002,TRP07,SLA Breach,2022-05-26 07:00,0.8,0,Moyen,0
ALT03092,LIV001549,CLI017,TRP05,Escalade client,2023-12-20 07:00,7.7,0,Élevé,0
ALT03093,LIV002281,CLI008,TRP07,SLA Breach,2023-01-15 11:00,7.4,300,Critique,1
ALT03094,LIV003603,CLI016,TRP05,Retard critique,2023-09-07 04:00,7.5,0,Élevé,0
ALT03095,LIV007626,CLI013,TRP06,Escalade client,2023-07-23 04:00,0.3,20,Moyen,0
ALT03096,LIV013106,CLI002,TRP06,Escalade client,2023-09-29 07:00,9.1,0,Élevé,0
ALT03097,LIV001342,CLI008,TRP05,SLA Breach,2023-02-15 02:00,3.9,9,Élevé,1
ALT03098,LIV011092,CLI011,TRP13,Escalade client,2023-05-26 06:00,4.2,0,Élevé,1
ALT03099,LIV013662,CLI012,TRP04,Retard critique,2023-12-25 07:00,6.3,0,Élevé,1
ALT03100,LIV012651,CLI015,TRP13,Escalade client,2022-08-25 10:00,1.8,0,Moyen,1
ALT03101,LIV008269,CLI022,TRP12,Retard critique,2022-01-22 05:00,1.2,0,Moyen,1
ALT03102,LIV009218,CLI016,TRP13,SLA Breach,2023-07-02 02:00,3.4,0,Élevé,1
ALT03103,LIV012352,CLI019,TRP08,Retard critique,2022-12-25 05:00,0.1,0,Moyen,1
ALT03104,LIV012246,CLI001,TRP06,Retard critique,2022-11-01 07:00,12.4,31,Critique,1
ALT03105,LIV007318,CLI015,TRP04,SLA Breach,2022-09-03 01:00,7.5,0,Élevé,1
ALT03106,LIV004750,CLI013,TRP08,SLA Breach,2022-10-22 11:00,3.4,932,Élevé,1
ALT03107,LIV006818,CLI016,TRP06,SLA Breach,2022-12-25 03:00,0.8,0,Moyen,1
ALT03108,LIV013793,CLI024,TRP01,Retard critique,2023-03-06 11:00,1.0,5,Moyen,1
ALT03109,LIV001623,CLI016,TRP03,Escalade client,2023-11-16 12:00,9.4,0,Élevé,1
ALT03110,LIV009348,CLI015,TRP09,SLA Breach,2023-09-25 03:00,0.1,0,Moyen,1
ALT03111,LIV012492,CLI030,TRP06,Retard critique,2023-01-24 09:00,3.9,0,Élevé,0
ALT03112,LIV014676,CLI007,TRP05,SLA Breach,2022-11-20 08:00,5.2,0,Critique,1
ALT03113,LIV001616,CLI025,TRP06,Escalade client,2023-07-25 04:00,0.6,0,Moyen,1
ALT03114,LIV012262,CLI013,TRP01,SLA Breach,2022-04-27 01:00,2.0,16,Moyen,1
ALT03115,LIV011334,CLI006,TRP02,Escalade client,2023-11-07 12:00,2.9,0,Moyen,1
ALT03116,LIV005907,CLI027,TRP07,SLA Breach,2022-09-18 11:00,8.2,0,Critique,1
ALT03117,LIV010331,CLI006,TRP08,SLA Breach,2022-08-18 08:00,1.3,0,Moyen,1
ALT03118,LIV009259,CLI010,TRP14,Retard critique,2022-10-12 07:00,7.3,204,Élevé,1
ALT03119,LIV005385,CLI001,TRP08,Retard critique,2023-09-03 07:00,1.2,63,Moyen,1
ALT03120,LIV008602,CLI001,TRP03,Retard critique,2023-07-12 10:00,2.6,32,Moyen,1
ALT03121,LIV004982,CLI006,TRP12,Escalade client,2023-04-19 07:00,17.6,0,Critique,1
ALT03122,LIV003446,CLI025,TRP01,Escalade client,2023-06-04 09:00,4.8,0,Élevé,0
ALT03123,LIV009824,CLI008,TRP07,Retard critique,2023-10-12 09:00,2.4,45,Moyen,1
ALT03124,LIV002393,CLI008,TRP06,Escalade client,2023-11-27 09:00,11.0,1,Élevé,1
ALT03125,LIV001340,CLI018,TRP09,Retard critique,2022-08-20 12:00,10.6,96,Élevé,0
ALT03126,LIV003663,CLI008,TRP02,SLA Breach,2022-12-25 09:00,11.0,71,Critique,1
ALT03127,LIV007188,CLI025,TRP09,SLA Breach,2022-10-03 10:00,6.2,0,Élevé,1
ALT03128,LIV006705,CLI029,TRP04,Retard critique,2023-12-15 08:00,2.7,32,Moyen,0
ALT03129,LIV004849,CLI014,TRP13,Escalade client,2023-04-16 01:00,10.4,0,Élevé,1
ALT03130,LIV007067,CLI011,TRP06,SLA Breach,2022-10-13 05:00,0.8,0,Moyen,1
ALT03131,LIV005182,CLI017,TRP10,SLA Breach,2023-09-09 05:00,5.5,0,Élevé,1
ALT03132,LIV005895,CLI030,TRP11,SLA Breach,2023-11-18 03:00,5.8,0,Élevé,1
ALT03133,LIV004812,CLI002,TRP09,Escalade client,2022-09-16 07:00,3.7,0,Élevé,0
ALT03134,LIV004163,CLI026,TRP08,SLA Breach,2023-06-11 07:00,0.3,0,Moyen,1
