id_client,code_offre,ville,statut,jours_depuis_derniere_facture,n_reclamations_6m,arpu_6m,R_score,F_score,M_score
CL06259,SENIOR,San-Pedro,actif,30,0,4050.0,3,5,3
CL00354,SENIOR,Bouake,actif,30,0,4051.0,2,4,3
CL01969,SENIOR,Bouake,actif,30,0,4051.3333333333335,4,3,3
CL07497,SENIOR,Abidjan,actif,30,1,4051.4,3,1,3
CL01632,SENIOR,Abidjan,actif,30,0,4051.6666666666665,3,3,3
CL07423,SENIOR,Bouake,actif,30,1,4052.6666666666665,3,1,3
CL02984,SENIOR,Abidjan,actif,30,0,4052.6666666666665,4,3,3
CL03187,SENIOR,Abidjan,actif,30,0,4053.0,3,5,3
CL02881,SENIOR,Korhogo,actif,30,2,4053.6666666666665,3,1,3
CL00003,SENIOR,Abidjan,actif,30,0,4053.8333333333335,3,3,3
CL06620,SENIOR,Abidjan,actif,30,0,4055.0,2,5,3
CL00902,SENIOR,Abidjan,actif,30,1,4056.1666666666665,2,2,3
CL04059,SENIOR,Bouake,actif,30,0,4057.0,4,3,3
CL07418,SENIOR,Abidjan,actif,30,1,4057.8333333333335,2,2,3
CL05002,SENIOR,Abidjan,actif,30,0,4058.6666666666665,5,2,3
CL07555,SENIOR,Abidjan,actif,30,0,4059.4,3,5,3
CL02788,SENIOR,Abidjan,actif,30,0,4060.0,3,3,3
CL04896,SENIOR,Abidjan,actif,30,0,4060.3333333333335,4,3,3
CL01817,CONNECT,Abidjan,resilie,121,0,4062.0,1,4,3
CL05612,SENIOR,Abidjan,actif,30,1,4062.5,3,1,3
CL01330,SENIOR,Abidjan,actif,30,0,4063.6666666666665,5,2,3
CL07362,SENIOR,Abidjan,actif,30,0,4065.5,3,3,3
CL02097,CONNECT,Abidjan,resilie,121,0,4066.3333333333335,1,4,3
CL00733,SENIOR,Abidjan,actif,30,1,4067.5,4,1,3
CL04920,SENIOR,Bouake,actif,30,1,4067.8333333333335,2,2,3
CL04130,SENIOR,Abidjan,actif,30,0,4069.0,2,5,3
CL03829,SENIOR,Abidjan,actif,30,1,4069.1666666666665,2,2,3
CL00907,ETUDIANT,Bouake,actif,30,0,4070.0,5,2,3
CL06411,SENIOR,Abidjan,actif,30,0,4073.6,5,2,3
CL06978,SENIOR,Abidjan,actif,30,0,4074.1666666666665,4,3,3
CL03716,SENIOR,Bouake,actif,30,0,4074.6666666666665,4,3,3
CL06492,SENIOR,Abidjan,actif,30,1,4075.3333333333335,2,2,3
CL01906,CONNECT,Yamoussoukro,resilie,121,0,4076.6666666666665,1,4,3
CL03692,SENIOR,Abidjan,actif,30,1,4077.0,4,1,3
CL07287,SENIOR,Abidjan,actif,30,0,4079.8333333333335,5,2,3
CL01656,SENIOR,Abidjan,actif,30,0,4081.0,4,3,3
CL07003,SENIOR,Korhogo,actif,30,0,4081.5,5,2,3
CL00379,CONNECT,Yamoussoukro,resilie,121,1,4082.6666666666665,1,1,3
CL07408,SENIOR,Abidjan,actif,30,0,4083.5,3,5,3
CL03372,SENIOR,Abidjan,actif,30,0,4084.6666666666665,5,2,3
CL01200,ETUDIANT,Bouake,actif,30,0,4085.6,3,5,3
CL02499,SENIOR,Abidjan,actif,30,0,4089.0,5,2,3
CL03557,SENIOR,Abidjan,actif,30,0,4090.1666666666665,2,5,3
CL06332,SENIOR,Abidjan,actif,30,0,4091.3333333333335,4,2,3
CL03677,SENIOR,San-Pedro,actif,30,0,4091.6666666666665,5,2,3
CL00874,SENIOR,San-Pedro,actif,30,0,4095.0,4,3,3
CL00614,SENIOR,Abidjan,actif,30,0,4096.5,5,2,3
CL04898,SENIOR,Korhogo,actif,30,0,4097.5,3,5,3
CL06181,SENIOR,San-Pedro,actif,30,0,4097.833333333333,3,3,3
CL01286,SENIOR,Abidjan,actif,30,0,4101.666666666667,4,3,3
CL04195,SENIOR,Korhogo,actif,30,1,4102.5,5,1,3
CL07850,SENIOR,Abidjan,actif,30,1,4102.833333333333,4,1,3
CL05541,SENIOR,Abidjan,actif,30,0,4103.166666666667,2,5,3
CL00942,SENIOR,Abidjan,actif,30,0,4105.5,4,3,3
CL00141,SENIOR,Abidjan,actif,30,0,4106.833333333333,3,5,3
CL03691,CONNECT,Korhogo,resilie,152,1,4108.0,1,1,3
CL05072,SENIOR,Abidjan,actif,30,1,4108.666666666667,2,2,3
CL02704,SENIOR,Abidjan,actif,30,0,4108.833333333333,5,2,3
CL05225,SENIOR,Abidjan,actif,30,0,4111.833333333333,3,5,3
CL01706,SENIOR,Abidjan,actif,30,0,4112.0,3,5,3
CL04349,SENIOR,Bouake,actif,30,0,4113.666666666667,3,3,3
CL02345,SENIOR,Abidjan,actif,30,1,4114.0,4,1,3
CL01636,SENIOR,Korhogo,actif,30,0,4114.833333333333,4,3,3
CL07250,SENIOR,Abidjan,actif,30,0,4115.2,4,3,3
CL06636,SENIOR,Abidjan,actif,30,1,4117.5,2,2,3
CL02528,CONNECT,Abidjan,resilie,183,0,4122.0,1,5,3
CL04074,SENIOR,Abidjan,actif,30,2,4124.833333333333,3,1,3
CL01761,SENIOR,Bouake,actif,30,1,4125.0,3,2,3
CL02698,SENIOR,Abidjan,actif,30,0,4125.166666666667,2,5,3
CL07241,SENIOR,Yamoussoukro,actif,30,1,4125.833333333333,3,1,3
CL02102,SENIOR,Bouake,actif,30,0,4126.0,3,3,3
CL07256,SENIOR,Bouake,actif,30,0,4127.0,4,3,3
CL00108,CONNECT,Korhogo,resilie,183,0,4127.0,1,4,3
CL00240,CONNECT,Abidjan,resilie,121,0,4129.333333333333,1,4,3
CL02116,SENIOR,Abidjan,actif,30,0,4129.666666666667,4,3,3
CL06830,SENIOR,Korhogo,actif,30,0,4130.333333333333,4,3,3
CL01642,SENIOR,Abidjan,actif,30,1,4133.0,4,1,3
CL01905,SENIOR,Abidjan,actif,30,0,4134.166666666667,4,3,3
CL05884,SENIOR,Yamoussoukro,actif,30,0,4136.833333333333,5,2,3
CL05643,SENIOR,Bouake,actif,30,0,4141.166666666667,3,5,3
CL05891,SENIOR,Korhogo,actif,30,1,4142.6,5,1,3
CL05874,SENIOR,Bouake,actif,30,0,4145.166666666667,4,2,3
CL07519,SENIOR,Abidjan,actif,30,0,4145.166666666667,2,4,3
CL03746,SENIOR,Abidjan,actif,30,0,4145.666666666667,2,5,3
CL07770,SENIOR,Abidjan,actif,30,0,4147.833333333333,3,5,3
CL03475,SENIOR,Abidjan,actif,30,0,4150.5,2,5,3
CL03950,SENIOR,Bouake,actif,30,0,4151.666666666667,2,5,3
CL07299,SENIOR,Abidjan,actif,30,1,4152.6,4,1,3
CL04937,SENIOR,San-Pedro,actif,30,1,4153.666666666667,4,1,3
CL02825,CONNECT,Abidjan,resilie,152,0,4154.5,1,4,3
CL02255,SENIOR,Bouake,actif,30,0,4156.5,3,5,3
CL07719,SENIOR,Korhogo,actif,30,0,4156.75,5,2,3
CL03641,SENIOR,Abidjan,actif,30,0,4156.8,4,3,3
CL03274,SENIOR,Abidjan,actif,30,0,4157.333333333333,2,5,3
CL05465,ETUDIANT,Abidjan,actif,30,0,4157.5,5,2,3
CL02215,SENIOR,San-Pedro,actif,30,0,4158.666666666667,2,5,3
CL02137,ETUDIANT,Yamoussoukro,actif,30,0,4159.833333333333,3,5,3
CL02535,SENIOR,Abidjan,actif,30,0,4161.833333333333,2,5,3
CL06880,ETUDIANT,Abidjan,actif,30,0,4163.333333333333,3,3,3
CL01534,ETUDIANT,Yamoussoukro,actif,30,1,4163.666666666667,3,2,3
CL05836,SENIOR,Korhogo,actif,30,0,4166.333333333333,2,5,3
CL03982,SENIOR,Abidjan,actif,30,0,4167.333333333333,3,5,3
CL05105,ETUDIANT,Abidjan,actif,30,0,4169.75,3,5,3
CL00223,CONNECT,Abidjan,resilie,183,0,4170.0,1,4,3
CL06110,SENIOR,Abidjan,actif,30,0,4170.166666666667,4,3,3
CL06911,SENIOR,Bouake,actif,30,0,4170.8,4,3,3
CL02684,ETUDIANT,Korhogo,actif,30,0,4171.5,5,2,3
CL01453,SENIOR,Abidjan,actif,30,1,4173.166666666667,4,1,3
CL03467,SENIOR,Abidjan,actif,30,0,4173.666666666667,2,5,3
CL00548,SENIOR,Abidjan,actif,30,0,4174.833333333333,4,3,3
CL07291,SENIOR,Yamoussoukro,actif,30,0,4175.833333333333,3,5,3
CL00247,CONNECT,Bouake,resilie,152,0,4178.0,1,4,3
CL05421,SENIOR,Abidjan,actif,30,0,4180.833333333333,2,5,3
CL05641,SENIOR,Abidjan,actif,30,0,4181.833333333333,4,3,3
CL02904,ETUDIANT,Korhogo,actif,30,0,4183.0,2,5,3
CL05472,SENIOR,Abidjan,actif,30,0,4184.833333333333,2,5,3
CL01300,SENIOR,Bouake,actif,30,0,4191.166666666667,2,5,3
CL01543,SENIOR,Bouake,actif,30,0,4192.333333333333,2,5,3
CL03694,SENIOR,Abidjan,actif,30,0,4192.6,2,5,3
CL05361,SENIOR,Bouake,actif,30,0,4192.833333333333,2,5,3
CL01446,SENIOR,Bouake,actif,30,0,4194.5,2,5,3
CL04519,SENIOR,San-Pedro,actif,30,0,4194.833333333333,5,2,3
CL05188,ETUDIANT,San-Pedro,actif,30,0,4195.833333333333,3,5,3
CL03792,SENIOR,Bouake,actif,30,0,4196.333333333333,3,3,3
CL07551,ETUDIANT,Abidjan,actif,30,0,4197.5,2,5,3
CL00149,SENIOR,Korhogo,actif,30,0,4198.5,3,5,3
CL02474,CONNECT,Yamoussoukro,resilie,121,0,4199.0,1,4,3
CL00159,SENIOR,Yamoussoukro,actif,30,0,4199.333333333333,4,3,3
CL02618,ETUDIANT,Abidjan,actif,30,0,4201.0,2,5,3
CL04165,SENIOR,San-Pedro,actif,30,0,4202.5,4,3,3
CL03613,SENIOR,Abidjan,actif,30,0,4203.0,5,2,3
CL04785,SENIOR,Abidjan,actif,30,0,4204.0,3,3,3
CL06942,SENIOR,Yamoussoukro,actif,30,0,4205.166666666667,4,3,3
CL05826,ETUDIANT,Bouake,actif,30,0,4206.25,3,3,3
CL00908,SENIOR,Abidjan,actif,30,0,4206.75,3,3,3
CL06966,SENIOR,Bouake,actif,30,0,4206.833333333333,3,5,3
CL05738,ETUDIANT,Bouake,actif,30,0,4215.333333333333,3,3,3
CL06075,ETUDIANT,Abidjan,actif,30,2,4215.833333333333,4,1,3
CL00560,ETUDIANT,Abidjan,actif,30,1,4218.666666666667,4,1,3
CL05789,CONNECT,Abidjan,resilie,121,1,4222.333333333333,1,1,3
CL06790,ETUDIANT,Abidjan,actif,30,0,4223.5,4,2,3
CL00334,SENIOR,Abidjan,actif,30,0,4223.833333333333,2,4,3
CL03289,ETUDIANT,Abidjan,actif,30,1,4224.75,5,1,3
CL02135,CONNECT,Abidjan,resilie,121,0,4225.0,1,4,3
CL04691,ETUDIANT,Bouake,actif,30,0,4225.0,3,5,3
CL05926,ETUDIANT,Yamoussoukro,actif,30,0,4227.0,3,5,3
CL00482,SENIOR,Bouake,actif,30,2,4228.333333333333,5,1,3
CL07684,ETUDIANT,Abidjan,actif,30,0,4228.833333333333,5,2,3
CL00987,SENIOR,Abidjan,actif,30,1,4228.833333333333,5,1,3
CL07995,ETUDIANT,Yamoussoukro,actif,30,0,4230.0,3,3,3
CL03035,CONNECT,Abidjan,resilie,152,0,4232.0,1,4,3
CL05610,ETUDIANT,Abidjan,actif,30,0,4232.4,5,2,3
CL06320,ETUDIANT,Bouake,actif,30,2,4232.4,5,1,3
CL00877,ETUDIANT,Abidjan,actif,30,0,4233.0,2,5,3
CL04331,ETUDIANT,Yamoussoukro,actif,30,0,4234.666666666667,3,5,3
CL01471,SENIOR,Abidjan,actif,30,0,4236.833333333333,2,5,3
CL01960,ETUDIANT,Bouake,actif,30,0,4237.666666666667,5,2,3
CL03995,SENIOR,Abidjan,actif,30,0,4237.8,2,5,3
CL01743,ETUDIANT,Abidjan,actif,30,0,4239.0,5,2,3
CL04206,CONNECT,Abidjan,resilie,121,0,4241.666666666667,1,4,3
CL02409,ETUDIANT,Abidjan,actif,30,0,4241.833333333333,5,2,3
CL06863,ETUDIANT,Abidjan,actif,30,0,4243.166666666667,3,5,3
CL01316,ETUDIANT,Abidjan,actif,30,0,4244.833333333333,3,5,3
CL01306,SENIOR,Yamoussoukro,actif,30,0,4245.0,2,5,3
CL01655,ETUDIANT,Abidjan,actif,30,1,4245.166666666667,4,1,3
CL06984,ETUDIANT,Bouake,actif,30,0,4246.5,5,2,3
CL06673,CONNECT,Abidjan,resilie,152,0,4246.5,1,4,3
CL06851,CONNECT,Bouake,resilie,121,2,4248.666666666667,1,1,3
CL05493,ETUDIANT,Korhogo,actif,30,0,4250.166666666667,5,2,3
CL04379,ETUDIANT,Korhogo,actif,30,0,4250.5,5,2,3
CL00286,ETUDIANT,Bouake,actif,30,1,4251.2,4,1,3
CL05480,ETUDIANT,Abidjan,actif,30,0,4252.4,2,5,3
CL03571,SENIOR,San-Pedro,actif,30,0,4255.0,4,3,3
CL03910,ETUDIANT,Abidjan,actif,30,0,4255.75,2,5,3
CL02873,ETUDIANT,Abidjan,actif,30,0,4256.333333333333,2,5,3
CL02363,ETUDIANT,Abidjan,actif,30,0,4258.0,4,3,3
CL03086,CONNECT,Abidjan,resilie,183,0,4259.0,1,4,3
CL01074,ETUDIANT,San-Pedro,actif,30,0,4260.666666666667,4,3,3
CL06237,ETUDIANT,Abidjan,actif,30,2,4261.0,2,1,3
CL03659,SENIOR,Bouake,actif,30,0,4263.333333333333,4,3,3
CL03906,CONNECT,Yamoussoukro,resilie,121,1,4265.0,1,1,3
CL06419,ETUDIANT,Korhogo,actif,30,0,4268.5,4,2,3
CL05273,ETUDIANT,Abidjan,actif,30,1,4268.666666666667,5,1,3
CL03048,ETUDIANT,Abidjan,actif,30,0,4268.833333333333,5,2,3
CL07339,SENIOR,Abidjan,actif,30,0,4269.666666666667,5,2,3
CL00509,ETUDIANT,Bouake,actif,30,0,4271.6,3,5,3
CL02772,ETUDIANT,Abidjan,actif,30,0,4273.166666666667,3,3,3
CL04276,ETUDIANT,Abidjan,actif,30,1,4273.5,4,1,3
CL03021,ETUDIANT,Bouake,actif,30,0,4274.6,3,3,3
CL04115,CONNECT,Bouake,resilie,183,1,4275.0,1,1,3
CL01777,ETUDIANT,Abidjan,actif,30,0,4278.5,4,3,3
CL07558,ETUDIANT,Yamoussoukro,actif,30,0,4279.833333333333,2,5,3
CL07706,ETUDIANT,Bouake,actif,30,0,4280.0,4,3,3
CL07874,ETUDIANT,Abidjan,actif,30,0,4283.5,5,2,3
CL04781,ETUDIANT,Abidjan,actif,30,1,4285.0,3,2,3
CL07852,ETUDIANT,Abidjan,actif,30,0,4285.333333333333,5,2,3
CL00765,ETUDIANT,Bouake,actif,30,2,4285.5,5,1,3
CL04966,ETUDIANT,Abidjan,actif,30,0,4286.333333333333,2,5,3
CL06635,ETUDIANT,Abidjan,actif,30,0,4288.5,3,5,3
CL07216,ETUDIANT,Abidjan,actif,30,0,4288.6,3,3,3
CL04759,CONNECT,Abidjan,resilie,152,0,4289.0,1,4,3
CL01067,ETUDIANT,San-Pedro,actif,30,0,4289.166666666667,2,5,3
CL00646,ETUDIANT,Abidjan,actif,30,0,4289.833333333333,5,2,3
CL00201,ETUDIANT,Abidjan,actif,30,0,4290.833333333333,4,3,3
CL05240,ETUDIANT,Abidjan,actif,30,2,4290.833333333333,3,1,3
CL03093,SENIOR,Abidjan,actif,30,0,4292.0,5,2,3
CL01572,ETUDIANT,Abidjan,actif,30,0,4292.666666666667,5,2,3
CL05130,ETUDIANT,Abidjan,actif,30,0,4295.0,4,3,3
CL06253,ETUDIANT,Abidjan,actif,30,0,4296.833333333333,3,3,3
CL01221,ETUDIANT,Abidjan,actif,30,1,4298.166666666667,4,1,3
CL05566,ETUDIANT,San-Pedro,actif,30,0,4299.666666666667,3,5,3
CL03756,CONNECT,Bouake,resilie,121,1,4301.666666666667,1,1,3
CL05607,ETUDIANT,Abidjan,actif,30,0,4301.833333333333,4,3,3
CL05216,ETUDIANT,Abidjan,actif,30,1,4302.333333333333,4,1,3
CL02428,ETUDIANT,Abidjan,actif,30,0,4302.333333333333,3,5,3
CL01965,ETUDIANT,Abidjan,actif,30,0,4303.166666666667,3,3,3
CL04298,ETUDIANT,Abidjan,actif,30,0,4304.333333333333,2,5,3
CL06511,ETUDIANT,Abidjan,actif,30,0,4307.8,5,2,3
CL05534,ETUDIANT,Bouake,actif,30,1,4308.333333333333,4,1,3
CL01542,CONNECT,Bouake,resilie,121,2,4308.666666666667,1,1,3
CL00585,ETUDIANT,Abidjan,actif,30,0,4310.5,5,2,3
CL01272,ETUDIANT,Abidjan,actif,30,1,4310.666666666667,5,1,3
CL07179,ETUDIANT,Abidjan,actif,30,0,4311.166666666667,5,2,3
CL02740,ETUDIANT,Abidjan,actif,30,0,4311.5,5,2,3
CL02301,ETUDIANT,Bouake,actif,30,0,4312.0,4,3,3
CL05364,ETUDIANT,Abidjan,actif,30,0,4313.166666666667,5,2,3
CL05200,ETUDIANT,Korhogo,actif,30,0,4313.333333333333,4,3,3
CL03478,CONNECT,Abidjan,resilie,121,1,4314.333333333333,1,1,3
CL07507,ETUDIANT,Yamoussoukro,actif,30,0,4314.8,2,4,3
CL03316,CONNECT,Abidjan,resilie,152,2,4315.0,1,1,3
CL03893,ETUDIANT,Yamoussoukro,actif,30,0,4315.333333333333,3,5,3
CL05735,ETUDIANT,Abidjan,actif,30,0,4316.666666666667,3,3,3
CL06840,ETUDIANT,Abidjan,actif,30,0,4317.5,2,5,3
CL00377,ETUDIANT,Yamoussoukro,actif,30,0,4318.833333333333,5,2,3
CL07813,ETUDIANT,Abidjan,actif,30,0,4319.6,5,2,3
CL03212,ETUDIANT,Bouake,actif,30,1,4320.166666666667,4,1,3
CL04752,ETUDIANT,Abidjan,actif,30,0,4321.166666666667,2,5,3
CL00395,ETUDIANT,Abidjan,actif,30,0,4321.666666666667,3,5,3
CL04271,ETUDIANT,Korhogo,actif,30,0,4322.0,2,5,3
CL00834,SENIOR,Abidjan,actif,30,0,4324.0,3,3,3
CL05129,CONNECT,Abidjan,resilie,152,1,4324.5,1,1,3
CL01840,ETUDIANT,Yamoussoukro,actif,30,0,4324.5,3,3,3
CL01775,ETUDIANT,Korhogo,actif,30,0,4325.166666666667,4,3,3
CL07695,ETUDIANT,Abidjan,actif,30,1,4326.0,5,1,3
CL04526,ETUDIANT,Korhogo,actif,30,0,4326.166666666667,5,2,3
CL01002,ETUDIANT,San-Pedro,actif,30,1,4328.5,4,1,3
CL05427,ETUDIANT,Yamoussoukro,actif,30,0,4329.5,5,2,3
CL05201,SENIOR,San-Pedro,actif,30,0,4330.0,2,5,3
CL02973,ETUDIANT,Abidjan,actif,30,1,4330.666666666667,4,1,3
CL04593,ETUDIANT,Abidjan,actif,30,0,4330.833333333333,4,3,3
CL06761,ETUDIANT,Abidjan,actif,30,0,4331.0,3,3,3
CL03573,ETUDIANT,Bouake,actif,30,1,4332.0,3,1,3
CL00375,CONNECT,San-Pedro,resilie,121,0,4334.0,1,4,3
CL05215,ETUDIANT,Abidjan,actif,30,0,4334.166666666667,2,5,3
CL02219,ETUDIANT,Bouake,actif,30,0,4335.5,4,3,3
CL03655,ETUDIANT,Korhogo,actif,30,0,4335.833333333333,5,2,3
CL07029,ETUDIANT,Bouake,actif,30,0,4337.0,5,2,3
CL05694,ETUDIANT,Abidjan,actif,30,0,4338.0,4,2,3
CL01230,ETUDIANT,San-Pedro,actif,30,0,4338.166666666667,4,3,3
CL06538,ETUDIANT,Abidjan,actif,30,0,4339.166666666667,2,5,3
CL04737,ETUDIANT,Abidjan,actif,30,0,4339.333333333333,5,2,3
CL01514,SENIOR,Yamoussoukro,actif,30,0,4339.5,5,2,3
CL01720,ETUDIANT,San-Pedro,actif,30,2,4342.0,5,1,3
CL04334,ETUDIANT,Abidjan,actif,30,0,4343.166666666667,5,2,3
CL01589,ETUDIANT,Abidjan,actif,30,0,4343.166666666667,2,5,3
CL06926,ETUDIANT,Abidjan,actif,30,0,4343.333333333333,4,3,3
CL03398,ETUDIANT,Bouake,actif,30,0,4343.666666666667,5,2,3
CL06574,ETUDIANT,San-Pedro,actif,30,1,4343.8,3,1,3
CL03777,ETUDIANT,Abidjan,actif,30,0,4345.0,5,2,3
CL03407,ETUDIANT,Abidjan,actif,30,1,4345.833333333333,5,1,3
CL05635,SENIOR,Abidjan,actif,30,1,4347.666666666667,2,2,3
CL03915,SENIOR,Yamoussoukro,actif,30,0,4348.333333333333,2,5,3
CL02733,ETUDIANT,Abidjan,actif,30,0,4348.666666666667,4,3,3
CL04573,ETUDIANT,San-Pedro,actif,30,0,4349.0,3,3,3
CL02096,ETUDIANT,Abidjan,actif,30,0,4351.0,5,2,3
CL02509,ETUDIANT,Yamoussoukro,actif,30,0,4351.166666666667,5,2,3
CL00338,ETUDIANT,Abidjan,actif,30,0,4353.0,5,2,3
CL01069,ETUDIANT,Abidjan,actif,30,0,4353.0,3,3,3
CL01588,ETUDIANT,Abidjan,actif,30,0,4353.5,2,5,3
CL04210,ETUDIANT,Bouake,actif,30,0,4354.0,4,3,3
CL07954,ETUDIANT,Abidjan,actif,30,1,4354.666666666667,3,2,3
CL00454,ETUDIANT,Abidjan,actif,30,1,4354.8,5,1,3
CL01096,ETUDIANT,Abidjan,actif,30,0,4354.833333333333,5,2,3
CL00649,ETUDIANT,Abidjan,actif,30,0,4355.333333333333,2,5,3
CL05324,ETUDIANT,Yamoussoukro,actif,30,0,4355.4,4,3,3
CL00430,ETUDIANT,Abidjan,actif,30,0,4355.666666666667,5,2,3
CL01609,ETUDIANT,Yamoussoukro,actif,30,0,4355.666666666667,3,3,3
CL05077,ETUDIANT,Abidjan,actif,30,0,4356.666666666667,2,5,3
CL03357,ETUDIANT,Bouake,actif,30,0,4357.0,3,3,3
CL05180,ETUDIANT,Korhogo,actif,30,0,4357.166666666667,5,2,3
CL03390,ETUDIANT,Abidjan,actif,30,0,4357.2,4,3,3
CL02305,ETUDIANT,Abidjan,actif,30,0,4357.333333333333,3,5,3
CL00506,ETUDIANT,San-Pedro,actif,30,0,4357.666666666667,3,5,3
CL07766,ETUDIANT,Abidjan,actif,30,0,4357.833333333333,2,5,3
CL01546,CONNECT,Bouake,resilie,183,1,4359.0,1,1,3
CL04423,SENIOR,San-Pedro,actif,30,0,4359.2,4,3,3
CL06666,ETUDIANT,Abidjan,actif,30,0,4359.333333333333,4,2,3
CL04218,ETUDIANT,San-Pedro,actif,30,0,4360.166666666667,4,3,3
CL07557,ETUDIANT,Abidjan,actif,30,0,4360.5,2,4,3
CL04035,ETUDIANT,Abidjan,actif,30,0,4361.166666666667,3,3,3
CL06090,ETUDIANT,Bouake,actif,30,0,4363.0,4,2,3
CL03436,ETUDIANT,Yamoussoukro,actif,30,0,4364.8,4,3,3
CL01959,ETUDIANT,Abidjan,actif,30,0,4364.8,5,2,3
CL01651,SENIOR,Abidjan,actif,30,1,4364.8,3,2,3
CL01290,ETUDIANT,Bouake,actif,30,1,4365.333333333333,3,2,3
CL01420,ETUDIANT,Yamoussoukro,actif,30,0,4365.833333333333,5,2,3
CL01268,ETUDIANT,Abidjan,actif,30,0,4366.5,3,3,3
CL01578,ETUDIANT,Bouake,actif,30,1,4368.5,4,1,3
CL04788,ETUDIANT,Bouake,actif,30,1,4369.0,4,1,3
CL07207,ETUDIANT,Korhogo,actif,30,0,4369.166666666667,4,3,3
CL00193,ETUDIANT,Abidjan,actif,30,0,4369.833333333333,2,4,3
CL07004,ETUDIANT,Abidjan,actif,30,1,4370.166666666667,2,1,3
CL06300,ETUDIANT,Abidjan,actif,30,1,4370.5,4,1,3
CL01608,ETUDIANT,Abidjan,actif,30,0,4370.833333333333,4,3,3
CL04346,ETUDIANT,Abidjan,actif,30,1,4371.833333333333,5,1,3
CL00361,ETUDIANT,Abidjan,actif,30,0,4371.833333333333,3,3,3
CL05623,ETUDIANT,Yamoussoukro,actif,30,0,4375.333333333333,5,2,3
CL07522,ETUDIANT,Bouake,actif,30,0,4375.4,3,3,3
CL06158,ETUDIANT,San-Pedro,actif,30,0,4379.5,3,3,3
CL06355,ETUDIANT,Korhogo,actif,30,0,4379.5,2,5,3
CL04196,ETUDIANT,Korhogo,actif,30,0,4379.666666666667,2,5,3
CL02304,ETUDIANT,Abidjan,actif,30,1,4382.166666666667,2,2,3
CL03953,ETUDIANT,Abidjan,actif,30,0,4384.5,2,5,3
CL05234,ETUDIANT,San-Pedro,actif,30,0,4384.666666666667,5,2,3
CL07424,ETUDIANT,Abidjan,actif,30,0,4384.666666666667,5,2,3
CL03324,ETUDIANT,Abidjan,actif,30,1,4385.6,2,2,3
CL06945,ETUDIANT,San-Pedro,actif,30,0,4386.0,4,3,3
CL03065,ETUDIANT,Abidjan,actif,30,0,4386.333333333333,3,5,3
CL07749,ETUDIANT,Bouake,actif,30,1,4387.75,3,2,3
CL07009,ETUDIANT,Yamoussoukro,actif,30,2,4388.166666666667,2,1,3
CL05862,ETUDIANT,Abidjan,actif,30,0,4388.2,2,5,3
CL05087,ETUDIANT,Abidjan,actif,30,0,4389.833333333333,3,5,3
CL06779,CONNECT,Abidjan,resilie,121,0,4390.333333333333,1,4,3
CL07969,ETUDIANT,Abidjan,actif,30,0,4391.166666666667,4,3,3
CL04057,ETUDIANT,Abidjan,actif,30,0,4392.0,5,2,3
CL04904,ETUDIANT,Abidjan,actif,30,0,4392.333333333333,4,3,3
CL01135,ETUDIANT,Korhogo,actif,30,0,4392.5,5,2,3
CL04252,ETUDIANT,Abidjan,actif,30,0,4393.333333333333,4,3,3
CL02087,ETUDIANT,Abidjan,actif,30,0,4393.666666666667,4,3,3
CL02174,ETUDIANT,Abidjan,actif,30,0,4394.0,4,3,3
CL06504,ETUDIANT,Korhogo,actif,30,0,4395.0,2,5,3
CL05365,ETUDIANT,Bouake,actif,30,0,4395.666666666667,4,3,3
CL07248,CONNECT,Abidjan,resilie,121,0,4396.0,1,4,3
CL04503,ETUDIANT,Korhogo,actif,30,0,4398.166666666667,5,2,3
CL07322,ETUDIANT,Abidjan,actif,30,0,4398.333333333333,5,2,3
CL03751,CONNECT,Yamoussoukro,resilie,183,0,4399.0,1,4,3
CL02271,ETUDIANT,Abidjan,actif,30,1,4399.166666666667,3,2,3
CL00294,ETUDIANT,Bouake,actif,30,0,4400.833333333333,5,2,3
CL04032,ETUDIANT,Bouake,actif,30,0,4400.833333333333,5,2,3
CL03531,ETUDIANT,Abidjan,actif,30,0,4401.333333333333,4,3,3
CL02001,ETUDIANT,Bouake,actif,30,2,4402.166666666667,4,1,3
CL03489,ETUDIANT,Abidjan,actif,30,1,4402.5,3,1,3
CL07102,ETUDIANT,Abidjan,actif,30,0,4403.5,3,5,3
CL00438,ETUDIANT,Bouake,actif,30,0,4403.5,3,5,3
CL03819,ETUDIANT,San-Pedro,actif,30,0,4403.8,5,2,3
CL02293,CONNECT,Abidjan,resilie,121,0,4404.0,1,4,3
CL01210,ETUDIANT,Abidjan,actif,30,1,4404.5,4,1,3
CL06478,ETUDIANT,Abidjan,actif,30,0,4404.5,2,5,3
CL05196,ETUDIANT,Abidjan,actif,30,1,4405.333333333333,3,1,3
CL06705,ETUDIANT,Bouake,actif,30,0,4405.5,5,2,3
CL00799,ETUDIANT,Abidjan,actif,30,0,4407.0,4,3,3
CL06608,ETUDIANT,Abidjan,actif,30,0,4408.0,2,5,3
CL02372,ETUDIANT,Abidjan,actif,30,1,4409.333333333333,3,2,3
CL03635,ETUDIANT,Bouake,actif,30,0,4409.833333333333,5,2,3
CL04266,ETUDIANT,Abidjan,actif,30,0,4410.0,2,5,3
CL01064,ETUDIANT,Abidjan,actif,30,1,4410.8,5,1,3
